company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,FY,,2008-09-27,2010-01-25 16:25:58+00:00,5520000000.0,2422000000.0,4224000000.0,-9000000.0,11875000000.0,,7177000000.0,1617000000.0,1044000000.0,207000000.0,,285000000.0,,2379000000.0,509000000.0,2455000000.0,768000000.0,,3920000000.0,,839000000.0,1745000000.0,15129000000.0,,10236000000.0,36171000000.0,22297000000.0,30006000000.0,11361000000.0,22297000000.0,22297000000.0,13874000000.0,36171000000.0,3710000000.0,2513000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,FY,,2009-09-26,2010-10-27 16:36:21+00:00,5601000000.0,3361000000.0,3852000000.0,77000000.0,5263000000.0,,8210000000.0,2053000000.0,1135000000.0,206000000.0,,247000000.0,,10528000000.0,455000000.0,2954000000.0,853000000.0,1696000000.0,1444000000.0,,2011000000.0,3502000000.0,23353000000.0,,18201000000.0,47501000000.0,31640000000.0,31555000000.0,11506000000.0,31640000000.0,31640000000.0,15861000000.0,47501000000.0,12992000000.0,4355000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3,,2009-06-27,2009-07-22 16:41:33+00:00,4854000000.0,2686000000.0,3338000000.0,53000000.0,5605000000.0,0.0,7957000000.0,8469000000.0,1731000000.0,207000000.0,,259000000.0,,6899000000.0,380000000.0,2653000000.0,3667000000.0,,6151000000.0,,2952000000.0,1924000000.0,17878000000.0,,18617000000.0,48140000000.0,25888000000.0,35170000000.0,16661000000.0,25888000000.0,25888000000.0,22252000000.0,48140000000.0,10317000000.0,5591000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,FY,,2010-09-25,2011-10-26 16:35:25+00:00,12015000000.0,5510000000.0,5723000000.0,-46000000.0,11261000000.0,0.0,10668000000.0,2984000000.0,1636000000.0,741000000.0,,342000000.0,,25391000000.0,1051000000.0,4768000000.0,1139000000.0,4414000000.0,3447000000.0,,2263000000.0,5531000000.0,37169000000.0,,14359000000.0,75183000000.0,47791000000.0,41678000000.0,20722000000.0,47791000000.0,47791000000.0,27392000000.0,75183000000.0,28737000000.0,6670000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q3,,2010-06-26,2010-07-21 16:37:45+00:00,8469000000.0,3447000000.0,4452000000.0,108000000.0,9705000000.0,,10133000000.0,2691000000.0,1216000000.0,714000000.0,,318000000.0,,21551000000.0,942000000.0,3990000000.0,1021000000.0,2952000000.0,3188000000.0,,2119000000.0,4981000000.0,32870000000.0,,14583000000.0,64725000000.0,43111000000.0,36033000000.0,15612000000.0,43111000000.0,43111000000.0,21614000000.0,64725000000.0,24702000000.0,6002000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q2,,2010-03-27,2010-04-21 16:39:23+00:00,5666000000.0,2886000000.0,4021000000.0,125000000.0,10018000000.0,,9553000000.0,2542000000.0,1142000000.0,480000000.0,,263000000.0,,18549000000.0,638000000.0,3504000000.0,941000000.0,,4515000000.0,,1925000000.0,4539000000.0,29670000000.0,,13137000000.0,57057000000.0,39348000000.0,32336000000.0,12229000000.0,39348000000.0,39348000000.0,17709000000.0,57057000000.0,21217000000.0,5480000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q1,,2009-12-26,2010-01-25 16:23:57+00:00,6511000000.0,3090000000.0,3996000000.0,111000000.0,7609000000.0,,8962000000.0,2590000000.0,1180000000.0,253000000.0,,241000000.0,,15024000000.0,576000000.0,3115000000.0,922000000.0,,3690000000.0,,1961000000.0,4139000000.0,26695000000.0,,17187000000.0,53926000000.0,35768000000.0,33332000000.0,13097000000.0,35768000000.0,35768000000.0,18158000000.0,53926000000.0,17479000000.0,5061000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2011.0,FY,,2011-09-24,2012-10-31 17:07:19+00:00,14632000000.0,5369000000.0,9247000000.0,443000000.0,9815000000.0,0.0,13331000000.0,4091000000.0,2014000000.0,896000000.0,,3536000000.0,,55618000000.0,776000000.0,7777000000.0,1686000000.0,6348000000.0,4529000000.0,,3556000000.0,10100000000.0,62841000000.0,,16137000000.0,116371000000.0,76615000000.0,44988000000.0,27970000000.0,76615000000.0,76615000000.0,39756000000.0,116371000000.0,63606000000.0,11786000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2011.0,Q3,,2011-06-25,2011-07-20 16:32:13+00:00,15270000000.0,6102000000.0,7597000000.0,389000000.0,12091000000.0,0.0,12715000000.0,3992000000.0,1892000000.0,741000000.0,,1169000000.0,,47761000000.0,889000000.0,6749000000.0,1407000000.0,5369000000.0,4251000000.0,,3440000000.0,9149000000.0,56239000000.0,,16304000000.0,106758000000.0,69343000000.0,46898000000.0,26859000000.0,69343000000.0,69343000000.0,37415000000.0,106758000000.0,53111000000.0,10556000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2011.0,Q2,,2011-03-26,2011-04-21 06:13:41+00:00,13714000000.0,5798000000.0,7022000000.0,126000000.0,15978000000.0,,12326000000.0,3591000000.0,1683000000.0,741000000.0,,507000000.0,,36533000000.0,930000000.0,6241000000.0,1230000000.0,5297000000.0,4055000000.0,,3885000000.0,7870000000.0,49025000000.0,,13256000000.0,94904000000.0,61477000000.0,46997000000.0,24327000000.0,61477000000.0,61477000000.0,33427000000.0,94904000000.0,41666000000.0,9100000000.0
