company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2007.0,FY,2006-10-01,2007-09-29,2010-01-25 16:25:58+00:00,-251000000.0,863000000.0,,327000000.0,1394000000.0,365000000.0,,739000000.0,-3249000000.0,5470000000.0,739000000.0,-3249000000.0,5470000000.0,2960000000.0,3495000000.0,3495000000.0,254000000.0,374000000.0,49000000.0,,-11736000000.0,-735000000.0,,,9424000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,Q4,2008-06-29,2008-09-27,,-239000000.0,245000000.0,,157000000.0,1569000000.0,72000000.0,,200000000.0,-1993000000.0,4295000000.0,200000000.0,-1993000000.0,4295000000.0,2502000000.0,2421000000.0,2421000000.0,148000000.0,128000000.0,-30000000.0,,-5819000000.0,-403000000.0,,,4498000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,FY,2007-09-30,2008-09-27,2010-10-27 16:36:21+00:00,-328000000.0,1267000000.0,,496000000.0,2443000000.0,483000000.0,,1116000000.0,-8189000000.0,9596000000.0,1116000000.0,-8189000000.0,9596000000.0,2523000000.0,6119000000.0,6119000000.0,538000000.0,633000000.0,-10000000.0,,-23003000000.0,-1091000000.0,,,16243000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,Q3YTD,2007-09-30,2008-06-28,2009-07-22 16:41:33+00:00,-89000000.0,1022000000.0,,339000000.0,874000000.0,411000000.0,,916000000.0,-6196000000.0,5301000000.0,916000000.0,-6196000000.0,5301000000.0,21000000.0,3698000000.0,3698000000.0,390000000.0,505000000.0,20000000.0,,-17184000000.0,-688000000.0,,,11745000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,FY,2008-09-28,2009-09-26,2011-10-26 16:35:25+00:00,-69000000.0,2997000000.0,,734000000.0,480000000.0,475000000.0,,663000000.0,-17434000000.0,10159000000.0,663000000.0,-17434000000.0,10159000000.0,-6612000000.0,8235000000.0,8235000000.0,710000000.0,188000000.0,-175000000.0,,-46724000000.0,-1144000000.0,,,30678000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q4,2009-06-28,2009-09-26,,-13000000.0,507000000.0,,203000000.0,213000000.0,187000000.0,,319000000.0,-3771000000.0,3110000000.0,319000000.0,-3771000000.0,3110000000.0,-342000000.0,2532000000.0,2532000000.0,162000000.0,132000000.0,-113000000.0,,-11967000000.0,-459000000.0,,,8781000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3TTM,2008-06-29,2009-06-27,,-295000000.0,2735000000.0,,688000000.0,1836000000.0,360000000.0,,544000000.0,-15656000000.0,11344000000.0,544000000.0,-15656000000.0,11344000000.0,-3768000000.0,8124000000.0,8124000000.0,696000000.0,184000000.0,-92000000.0,,-40576000000.0,-1088000000.0,,,26395000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3,2009-03-29,2009-06-27,,-26000000.0,662000000.0,,182000000.0,71000000.0,166000000.0,,208000000.0,-1339000000.0,2270000000.0,208000000.0,-1339000000.0,2270000000.0,1139000000.0,1828000000.0,1828000000.0,189000000.0,42000000.0,-7000000.0,,-11220000000.0,-246000000.0,,,10160000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3YTD,2008-09-28,2009-06-27,2010-07-21 16:37:45+00:00,-56000000.0,2490000000.0,,531000000.0,267000000.0,288000000.0,,344000000.0,-13663000000.0,7049000000.0,344000000.0,-13663000000.0,7049000000.0,-6270000000.0,5703000000.0,5703000000.0,548000000.0,56000000.0,-62000000.0,,-34757000000.0,-685000000.0,,,21897000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q2,2008-12-28,2009-03-28,,-16000000.0,1278000000.0,,181000000.0,-1142000000.0,45000000.0,,74000000.0,-3685000000.0,841000000.0,74000000.0,-3685000000.0,841000000.0,-2770000000.0,1620000000.0,1620000000.0,182000000.0,29000000.0,5000000.0,,-10417000000.0,-100000000.0,,,6843000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q2YTD,2008-09-28,2009-03-28,2010-04-21 16:39:23+00:00,-30000000.0,1828000000.0,,349000000.0,196000000.0,122000000.0,,136000000.0,-12324000000.0,4779000000.0,136000000.0,-12324000000.0,4779000000.0,-7409000000.0,3875000000.0,3875000000.0,359000000.0,14000000.0,-55000000.0,,-23537000000.0,-439000000.0,,,11737000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q1,2008-09-28,2008-12-27,2010-01-25 16:23:57+00:00,-14000000.0,550000000.0,,168000000.0,1338000000.0,77000000.0,,62000000.0,-8639000000.0,3938000000.0,62000000.0,-8639000000.0,3938000000.0,-4639000000.0,2255000000.0,2255000000.0,177000000.0,-15000000.0,-60000000.0,,-13120000000.0,-339000000.0,,,4894000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q4,2010-06-27,2010-09-25,,-76000000.0,40000000.0,,329000000.0,822000000.0,179000000.0,,256000000.0,-4383000000.0,5683000000.0,256000000.0,-4383000000.0,5683000000.0,1556000000.0,4308000000.0,4308000000.0,224000000.0,77000000.0,16000000.0,,-16475000000.0,-760000000.0,,,12912000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,FY,2009-09-27,2010-09-25,2012-10-31 17:07:19+00:00,-754000000.0,2697000000.0,,1027000000.0,2676000000.0,912000000.0,,1257000000.0,-13854000000.0,18595000000.0,1257000000.0,-13854000000.0,18595000000.0,5998000000.0,14013000000.0,14013000000.0,879000000.0,345000000.0,-20000000.0,0.0,-57793000000.0,-2005000000.0,,,46718000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q3YTD,2009-09-27,2010-06-26,2011-07-20 16:32:13+00:00,-678000000.0,2657000000.0,,698000000.0,1854000000.0,733000000.0,,1001000000.0,-9471000000.0,12912000000.0,1001000000.0,-9471000000.0,12912000000.0,4442000000.0,9705000000.0,9705000000.0,655000000.0,268000000.0,-36000000.0,,-41318000000.0,-1245000000.0,,,33806000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q3TTM,2009-06-28,2010-06-26,,-691000000.0,3164000000.0,,901000000.0,2067000000.0,920000000.0,,1320000000.0,-13242000000.0,16022000000.0,1320000000.0,-13242000000.0,16022000000.0,4100000000.0,12237000000.0,12237000000.0,817000000.0,400000000.0,-149000000.0,,-53285000000.0,-1704000000.0,,,42587000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q3,2010-03-28,2010-06-26,,-321000000.0,513000000.0,,273000000.0,1056000000.0,199000000.0,,316000000.0,-5430000000.0,4801000000.0,316000000.0,-5430000000.0,4801000000.0,-313000000.0,3253000000.0,3253000000.0,219000000.0,117000000.0,-46000000.0,,-16257000000.0,-595000000.0,,,11789000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q2TTM,2009-03-29,2010-03-27,,-396000000.0,3313000000.0,,810000000.0,1082000000.0,887000000.0,,1212000000.0,-9151000000.0,13491000000.0,1212000000.0,-9151000000.0,13491000000.0,5552000000.0,10812000000.0,10812000000.0,787000000.0,325000000.0,-110000000.0,,-48248000000.0,-1355000000.0,,,40958000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q2,2009-12-27,2010-03-27,,-352000000.0,1164000000.0,,216000000.0,-1191000000.0,160000000.0,,162000000.0,-83000000.0,2330000000.0,162000000.0,-83000000.0,2330000000.0,2409000000.0,3074000000.0,3074000000.0,231000000.0,2000000.0,80000000.0,,-12139000000.0,-274000000.0,,,12602000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q2YTD,2009-09-27,2010-03-27,2011-04-21 06:13:41+00:00,-357000000.0,2144000000.0,,425000000.0,798000000.0,534000000.0,,685000000.0,-4041000000.0,8111000000.0,685000000.0,-4041000000.0,8111000000.0,4755000000.0,6452000000.0,6452000000.0,436000000.0,151000000.0,10000000.0,,-25061000000.0,-650000000.0,,,22017000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q1TTM,2008-12-28,2009-12-26,,-60000000.0,3427000000.0,,775000000.0,1131000000.0,772000000.0,,1124000000.0,-12753000000.0,12002000000.0,1124000000.0,-12753000000.0,12002000000.0,373000000.0,9358000000.0,9358000000.0,738000000.0,352000000.0,-185000000.0,,-46526000000.0,-1181000000.0,,,35199000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q1,2009-09-27,2009-12-26,2011-01-19 16:33:29+00:00,-5000000.0,980000000.0,,209000000.0,1989000000.0,374000000.0,,523000000.0,-3958000000.0,5781000000.0,523000000.0,-3958000000.0,5781000000.0,2346000000.0,3378000000.0,3378000000.0,205000000.0,149000000.0,-70000000.0,,-12922000000.0,-376000000.0,,,9415000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2011.0,Q4,2011-06-26,2011-09-24,,-3170000000.0,775000000.0,,543000000.0,2965000000.0,254000000.0,,431000000.0,-13136000000.0,10429000000.0,431000000.0,-13136000000.0,10429000000.0,-2276000000.0,6623000000.0,6623000000.0,298000000.0,177000000.0,-293000000.0,,-27184000000.0,-1645000000.0,,,19156000000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2011.0,FY,2010-09-26,2011-09-24,2013-10-29 20:38:28+00:00,-3436000000.0,3338000000.0,,1814000000.0,8625000000.0,831000000.0,0.0,1444000000.0,-40419000000.0,37529000000.0,1444000000.0,-40419000000.0,37529000000.0,-1446000000.0,25922000000.0,25922000000.0,1168000000.0,613000000.0,-259000000.0,0.0,-102317000000.0,-4260000000.0,,0.0,69853000000.0
