company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 16:32:37+00:00,-3925000.0,207478000.0,235045000.0,,42719000.0,1045713000.0,1460418000.0,802675000.0,-1180357000.0,404600000.0,802675000.0,-1175192000.0,404600000.0,32083000.0,280578000.0,280578000.0,-149817000.0,1645000.0,,-286188000.0,0.0,-1348354000.0,-13353000.0,-1418913000.0,,181350000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:12:16+00:00,-5350000.0,202360000.0,235754000.0,,-13961000.0,408540000.0,213628000.0,-95979000.0,-136256000.0,379907000.0,-95979000.0,-136256000.0,379907000.0,147672000.0,225287000.0,225287000.0,-67817000.0,-12402000.0,,-288849000.0,5994000.0,-226307000.0,-16359000.0,-416896000.0,,106410000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q4,2008-10-01,2008-12-31,,-1766000.0,202360000.0,54974000.0,,-20348000.0,,203269000.0,-45100000.0,26888000.0,78099000.0,-45100000.0,26888000.0,78099000.0,59887000.0,58151000.0,58151000.0,-12912000.0,-13367000.0,,-73468000.0,,-16514000.0,-4185000.0,-161534000.0,,47587000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q3,2008-07-01,2008-09-30,,-1141000.0,,50969000.0,,20388000.0,216872000.0,4005000.0,26382000.0,-67705000.0,128046000.0,26382000.0,-67705000.0,128046000.0,86723000.0,64806000.0,64806000.0,-12970000.0,-1667000.0,,-73499000.0,5994000.0,-59827000.0,-7694000.0,-119329000.0,,-184000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-04 16:35:50+00:00,-3584000.0,,180780000.0,,6387000.0,408540000.0,10359000.0,-50879000.0,-163144000.0,301808000.0,-50879000.0,-163144000.0,301808000.0,87785000.0,167136000.0,167136000.0,-54905000.0,965000.0,,-215381000.0,5994000.0,-209793000.0,-12174000.0,-255362000.0,,58823000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:32:25+00:00,-2443000.0,,129811000.0,,-14001000.0,191668000.0,6354000.0,-77261000.0,-95439000.0,173762000.0,-77261000.0,-95439000.0,173762000.0,1062000.0,102330000.0,102330000.0,-41935000.0,2632000.0,,-141882000.0,,-149966000.0,-4480000.0,-136033000.0,,59007000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q4,2009-10-01,2009-12-31,,5437000.0,175298000.0,52096000.0,,-15231000.0,,61480000.0,5529000.0,-67930000.0,98904000.0,5529000.0,-67930000.0,98904000.0,36503000.0,54778000.0,54778000.0,1824000.0,-4338000.0,,-80313000.0,,-28417000.0,-6614000.0,28700000.0,,-32899000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 15:52:06+00:00,4581000.0,175298000.0,201258000.0,,-1941000.0,299201000.0,365682000.0,-490180000.0,-1746000.0,422101000.0,-490180000.0,-1746000.0,422101000.0,-69825000.0,269360000.0,269360000.0,-51157000.0,-22618000.0,,-314399000.0,,-59518000.0,-13798000.0,-818046000.0,,71570000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-04 16:35:50+00:00,-856000.0,,149162000.0,,13290000.0,299201000.0,304202000.0,-495709000.0,66184000.0,323197000.0,-495709000.0,66184000.0,323197000.0,-106328000.0,214582000.0,214582000.0,-52981000.0,-18280000.0,,-234086000.0,0.0,-31101000.0,-7184000.0,-846746000.0,,104469000.0,
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q3TTM,2008-10-01,2009-09-30,,-2622000.0,202360000.0,204136000.0,,-7058000.0,299201000.0,507471000.0,-540809000.0,93072000.0,401296000.0,-540809000.0,93072000.0,401296000.0,-46441000.0,272733000.0,272733000.0,-65893000.0,-31647000.0,,-307554000.0,,-47615000.0,-11369000.0,-1008280000.0,,152056000.0,
