company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 16:32:37+00:00,2.23,2.23,,226517000.0,2.22,-28042000.0,280578000.0,138401000.0,142177000.0,273681000.0,1698000.0,-196660000.0,198125000.0,26866000.0,,0.0,196660000.0,,459046000.0,36425000.0,285065000.0,-88000.0,5199000.0,2979000.0,,196660000.0,,463958000.0,770977000.0,110359000.0,574317000.0,122700000.0,122597000.0,123012000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:12:16+00:00,1.59,1.59,,229501000.0,1.59,-15885000.0,225287000.0,176738000.0,48549000.0,222603000.0,2684000.0,-198398000.0,306944000.0,8847000.0,,472427000.0,202624000.0,4226000.0,27716000.0,40651000.0,429257000.0,-2560000.0,,4460000.0,,202624000.0,4226000.0,578996000.0,465820000.0,-311574000.0,267422000.0,140000000.0,139572000.0,139912000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 16:35:50+00:00,0.45,0.45,0.5125,49997000.0,0.45,-415000.0,64806000.0,63251000.0,1555000.0,63766000.0,1040000.0,-50745000.0,81698000.0,3471000.0,,23328000.0,50745000.0,,121172000.0,11626000.0,110523000.0,344000.0,,1248000.0,,50745000.0,,144913000.0,235166000.0,39508000.0,184421000.0,141700000.0,140759000.0,141141000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:32:25+00:00,0.51,0.51,0.5125,56642000.0,0.51,-3712000.0,70698000.0,41858000.0,28840000.0,70153000.0,545000.0,-51389000.0,71842000.0,1480000.0,,,51389000.0,,119441000.0,9610000.0,798000.0,168000.0,,1234000.0,107312000.0,51389000.0,,139496000.0,229031000.0,38146000.0,177642000.0,137600000.0,138133000.0,138737000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q4,2009-10-01,2009-12-31,,0.34,0.34,-1.54,49173000.0,0.33,-367000.0,54778000.0,50824000.0,3954000.0,54081000.0,697000.0,-40246000.0,78443000.0,3279000.0,,-204442000.0,40595000.0,349000.0,321081000.0,8270000.0,108205000.0,-31000.0,,1565000.0,,40595000.0,349000.0,137420000.0,432565000.0,254899000.0,392319000.0,152300000.0,152566000.0,152758000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 15:52:06+00:00,1.75,1.75,,197298000.0,1.74,-1719000.0,269360000.0,193288000.0,76072000.0,266495000.0,2865000.0,-172968000.0,302813000.0,13107000.0,,35922000.0,173810000.0,842000.0,452536000.0,38880000.0,421058000.0,6080000.0,,13015000.0,,173810000.0,842000.0,558086000.0,886701000.0,155647000.0,713733000.0,152300000.0,152566000.0,152758000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.41,1.41,1.54,148125000.0,1.41,-1352000.0,214582000.0,142464000.0,72118000.0,212414000.0,2168000.0,-132722000.0,224370000.0,9828000.0,,240364000.0,133215000.0,493000.0,131455000.0,30610000.0,312853000.0,6111000.0,,11450000.0,,133215000.0,493000.0,420666000.0,454136000.0,-99252000.0,321414000.0,155600000.0,156250000.0,156516000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:16:40+00:00,0.32,0.32,0.5125,49984000.0,0.32,-410000.0,50430000.0,49851000.0,579000.0,49805000.0,625000.0,-43192000.0,76338000.0,3214000.0,,115752000.0,43291000.0,99000.0,9057000.0,9657000.0,106515000.0,32000.0,,5894000.0,,43291000.0,99000.0,141905000.0,118786000.0,-66311000.0,75594000.0,155600000.0,156250000.0,156516000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.09,1.09,1.03,98141000.0,1.09,-942000.0,164152000.0,92613000.0,71539000.0,162609000.0,1543000.0,-89530000.0,148032000.0,6614000.0,,124612000.0,89924000.0,394000.0,122398000.0,20953000.0,206338000.0,6079000.0,,5556000.0,,89924000.0,394000.0,278761000.0,335350000.0,-32941000.0,245820000.0,155100000.0,154441000.0,154510000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 16:25:27+00:00,0.57,0.57,0.5125,48643000.0,0.57,-395000.0,89183000.0,46809000.0,42374000.0,88381000.0,802000.0,-43886000.0,72564000.0,3333000.0,,124612000.0,43994000.0,108000.0,,10355000.0,103399000.0,5980000.0,,3502000.0,,43994000.0,108000.0,141044000.0,106732000.0,-78198000.0,62846000.0,155100000.0,154441000.0,154510000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 16:04:57+00:00,0.52,0.52,0.5125,49498000.0,0.52,-547000.0,74969000.0,45804000.0,29165000.0,74228000.0,741000.0,-45644000.0,75468000.0,3281000.0,,,45930000.0,286000.0,122398000.0,10598000.0,102939000.0,99000.0,,2054000.0,,45930000.0,286000.0,137717000.0,228618000.0,45257000.0,182974000.0,142700000.0,143091000.0,143145000.0
Ventas Inc,VTR,ORQTRC074CWLT3DKHT41,740260,2010.0,Q4,2010-10-01,2010-12-31,,0.49,0.49,-1.61,46224000.0,0.48,2849000.0,78702000.0,53118000.0,25584000.0,77583000.0,1119000.0,-38961000.0,84769000.0,5076000.0,,-164244000.0,39025000.0,64000.0,288440000.0,14581000.0,122153000.0,3348000.0,,7575000.0,,39025000.0,64000.0,156497000.0,415669000.0,220211000.0,376708000.0,156800000.0,156608000.0,157657000.0
