company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Total System Services Inc,TSS,,721683,2010.0,Q3,2010-07-01,2010-09-30,,-22886000.0,38000.0,30730000.0,476000.0,40141000.0,4224000.0,6855000.0,-16464000.0,,-62895000.0,-43547000.0,84194000.0,-62895000.0,-43547000.0,84194000.0,-15393000.0,49706000.0,49706000.0,9818000.0,165000.0,-13827000.0,955000.0,,-24885000.0,-4080000.0,-45153000.0,
Total System Services Inc,TSS,,721683,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 13:35:17+00:00,-19888000.0,77000.0,72192000.0,1391000.0,78966000.0,,-5545000.0,-1731000.0,,-36299000.0,-215826000.0,195708000.0,-36299000.0,-215826000.0,195708000.0,-61962000.0,104297000.0,104297000.0,12356000.0,489000.0,-27855000.0,1743000.0,-148531000.0,-47407000.0,-7858000.0,-1075000.0,
Total System Services Inc,TSS,,721683,2010.0,Q2TTM,2009-07-01,2010-06-30,,-38379000.0,154000.0,140685000.0,3006000.0,157470000.0,1979000.0,-6593000.0,19378000.0,,-72994000.0,-278449000.0,399750000.0,-72994000.0,-278449000.0,399750000.0,41714000.0,222514000.0,222514000.0,-9786000.0,489000.0,-55468000.0,10020000.0,-148532000.0,-93517000.0,-16941000.0,-1074000.0,
Total System Services Inc,TSS,,721683,2010.0,Q2,2010-04-01,2010-06-30,,-9974000.0,39000.0,75874000.0,1087000.0,40402000.0,,-3538000.0,9891000.0,,-17916000.0,-187213000.0,62173000.0,-17916000.0,-187213000.0,62173000.0,-146494000.0,52478000.0,52478000.0,-42189000.0,269000.0,-14058000.0,1552000.0,-148531000.0,-28708000.0,-4127000.0,,
Total System Services Inc,TSS,,721683,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 14:56:42+00:00,-9914000.0,38000.0,-3682000.0,304000.0,38564000.0,,-2007000.0,-11622000.0,,-18383000.0,-28613000.0,133535000.0,-18383000.0,-28613000.0,133535000.0,84532000.0,51819000.0,51819000.0,54545000.0,220000.0,-13797000.0,191000.0,,-18699000.0,-3731000.0,-1075000.0,
Total System Services Inc,TSS,,721683,2011.0,Q4,2011-10-01,2011-12-31,,-9117000.0,45000.0,-19763000.0,752000.0,43762000.0,,-4649000.0,42283000.0,,-63334000.0,-35047000.0,138654000.0,-63334000.0,-35047000.0,138654000.0,35624000.0,60914000.0,60914000.0,-10640000.0,5749000.0,-13333000.0,2290000.0,-3093000.0,-22837000.0,-7840000.0,-47910000.0,
Total System Services Inc,TSS,,721683,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:01:23+00:00,-31623000.0,160000.0,-82084000.0,3088000.0,169165000.0,,-2304000.0,25516000.0,,-371053000.0,-141420000.0,436319000.0,-371053000.0,-141420000.0,436319000.0,-78458000.0,222662000.0,222662000.0,12514000.0,-166508000.0,-54382000.0,6302000.0,-49975000.0,-64322000.0,-28892000.0,-121271000.0,4500000.0
Total System Services Inc,TSS,,721683,2011.0,Q3TTM,2010-10-01,2011-09-30,,-55401000.0,154000.0,-43070000.0,2660000.0,169407000.0,41000.0,97000.0,12520000.0,39757000.0,-290201000.0,-208706000.0,406923000.0,-290201000.0,-208706000.0,406923000.0,-91887000.0,213366000.0,213366000.0,7069000.0,-172257000.0,-63485000.0,4407000.0,-46882000.0,-111032000.0,-20855000.0,-73361000.0,4568000.0
Total System Services Inc,TSS,,721683,2011.0,Q3,2011-07-01,2011-09-30,,-6499000.0,38000.0,-24319000.0,778000.0,42368000.0,,-1789000.0,-28975000.0,,-57291000.0,-21912000.0,98371000.0,-57291000.0,-21912000.0,98371000.0,17379000.0,57689000.0,57689000.0,26744000.0,400000.0,-13472000.0,507000.0,-1595000.0,-13818000.0,-6558000.0,-37661000.0,
Total System Services Inc,TSS,,721683,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 13:54:55+00:00,-22506000.0,115000.0,-62321000.0,2336000.0,125403000.0,,2345000.0,-16767000.0,,-307719000.0,-106373000.0,297665000.0,-307719000.0,-106373000.0,297665000.0,-114082000.0,161748000.0,161748000.0,23154000.0,-172257000.0,-41049000.0,4012000.0,-46882000.0,-41485000.0,-21052000.0,-73361000.0,4500000.0
Total System Services Inc,TSS,,721683,2011.0,Q2TTM,2010-07-01,2011-06-30,,-71788000.0,154000.0,11979000.0,2358000.0,167180000.0,4265000.0,8741000.0,25031000.0,39757000.0,-295805000.0,-230341000.0,392746000.0,-295805000.0,-230341000.0,392746000.0,-124659000.0,205383000.0,205383000.0,-9857000.0,-172492000.0,-63840000.0,4855000.0,-45287000.0,-122099000.0,-18377000.0,-80853000.0,4568000.0
Total System Services Inc,TSS,,721683,2011.0,Q2,2011-04-01,2011-06-30,,-8805000.0,51000.0,-34555000.0,849000.0,41967000.0,,3557000.0,7504000.0,,-19793000.0,-70041000.0,97123000.0,-19793000.0,-70041000.0,97123000.0,10846000.0,54647000.0,54647000.0,-9051000.0,171000.0,-14021000.0,2005000.0,-45287000.0,-15949000.0,-5943000.0,,
Total System Services Inc,TSS,,721683,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-06 14:48:20+00:00,-16007000.0,77000.0,-38002000.0,1558000.0,83035000.0,,4134000.0,12208000.0,,-250428000.0,-84461000.0,199294000.0,-250428000.0,-84461000.0,199294000.0,-131461000.0,104059000.0,104059000.0,-3590000.0,-172657000.0,-27577000.0,3505000.0,-45287000.0,-27667000.0,-14494000.0,-35700000.0,4500000.0
Total System Services Inc,TSS,,721683,2011.0,Q1TTM,2010-04-01,2011-03-31,,-72957000.0,142000.0,122408000.0,2596000.0,165615000.0,4265000.0,1646000.0,27418000.0,39757000.0,-293928000.0,-347513000.0,357796000.0,-293928000.0,-347513000.0,357796000.0,-281999000.0,203214000.0,203214000.0,-42995000.0,-172394000.0,-63877000.0,4402000.0,-148531000.0,-134858000.0,-16561000.0,-80853000.0,4568000.0
Total System Services Inc,TSS,,721683,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 12:55:04+00:00,-7202000.0,26000.0,-3447000.0,709000.0,41068000.0,,577000.0,4704000.0,,-230635000.0,-14420000.0,102171000.0,-230635000.0,-14420000.0,102171000.0,-142307000.0,49412000.0,49412000.0,5461000.0,-172828000.0,-13556000.0,1500000.0,,-11718000.0,-8551000.0,-35700000.0,4500000.0
Total System Services Inc,TSS,,721683,2012.0,Q4,2012-10-01,2012-12-31,,-8684000.0,118000.0,-29891000.0,949000.0,43281000.0,,-3310000.0,9610000.0,-8633000.0,-70822000.0,-156591000.0,121766000.0,-70822000.0,-156591000.0,121766000.0,-108957000.0,62257000.0,62257000.0,4804000.0,244000.0,-37316000.0,1696000.0,-123109000.0,-24798000.0,-11734000.0,-13383000.0,
Total System Services Inc,TSS,,721683,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 19:17:00+00:00,-34384000.0,298000.0,-106778000.0,2952000.0,170610000.0,,-1719000.0,22151000.0,150000000.0,-212965000.0,-309794000.0,455753000.0,-212965000.0,-309794000.0,455753000.0,-68725000.0,249923000.0,249923000.0,8914000.0,10931000.0,-96832000.0,3857000.0,-191729000.0,-83681000.0,-202125000.0,-74939000.0,
Total System Services Inc,TSS,,721683,2012.0,Q3TTM,2011-10-01,2012-09-30,,-34817000.0,225000.0,-96650000.0,2755000.0,171091000.0,,-3058000.0,54824000.0,158633000.0,-205477000.0,-188250000.0,472641000.0,-205477000.0,-188250000.0,472641000.0,75856000.0,248580000.0,248580000.0,-6530000.0,16436000.0,-72849000.0,4451000.0,-71713000.0,-81720000.0,-198231000.0,-109466000.0,
Total System Services Inc,TSS,,721683,2012.0,Q3,2012-07-01,2012-09-30,,-8960000.0,86000.0,-29837000.0,585000.0,43243000.0,,4079000.0,26623000.0,150000000.0,-103855000.0,-92881000.0,130583000.0,-103855000.0,-92881000.0,130583000.0,-62074000.0,62044000.0,62044000.0,-2247000.0,5336000.0,-20620000.0,834000.0,-66247000.0,-17674000.0,-177353000.0,-61218000.0,
Total System Services Inc,TSS,,721683,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-06 13:47:31+00:00,-25700000.0,180000.0,-76887000.0,2003000.0,127329000.0,,1591000.0,12541000.0,158633000.0,-142143000.0,-153203000.0,333987000.0,-142143000.0,-153203000.0,333987000.0,40232000.0,187666000.0,187666000.0,4110000.0,10687000.0,-59516000.0,2161000.0,-68620000.0,-58883000.0,-190391000.0,-61556000.0,
Total System Services Inc,TSS,,721683,2012.0,Q2TTM,2011-07-01,2012-06-30,,-32356000.0,177000.0,-91132000.0,2948000.0,170216000.0,,-8926000.0,-774000.0,8633000.0,-158913000.0,-117281000.0,440429000.0,-158913000.0,-117281000.0,440429000.0,155309000.0,244225000.0,244225000.0,22461000.0,11500000.0,-65701000.0,4124000.0,-7061000.0,-77864000.0,-27436000.0,-85909000.0,
Total System Services Inc,TSS,,721683,2012.0,Q2,2012-04-01,2012-06-30,,-11641000.0,47000.0,-42906000.0,694000.0,43213000.0,,-1847000.0,-5271000.0,8633000.0,-14994000.0,-40962000.0,105491000.0,-14994000.0,-40962000.0,105491000.0,47688000.0,67978000.0,67978000.0,-884000.0,2140000.0,-18896000.0,408000.0,-124000.0,-29197000.0,-6533000.0,-338000.0,
Total System Services Inc,TSS,,721683,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-07 19:22:30+00:00,-16740000.0,94000.0,-47050000.0,1418000.0,84086000.0,,-2488000.0,-14082000.0,8633000.0,-38288000.0,-60322000.0,203404000.0,-38288000.0,-60322000.0,203404000.0,102306000.0,125622000.0,125622000.0,6357000.0,5351000.0,-38896000.0,1327000.0,-2373000.0,-41209000.0,-13038000.0,-338000.0,
Total System Services Inc,TSS,,721683,2012.0,Q1TTM,2011-04-01,2012-03-31,,-29520000.0,181000.0,-82781000.0,3103000.0,168970000.0,,-3522000.0,12001000.0,,-163712000.0,-146360000.0,432061000.0,-163712000.0,-146360000.0,432061000.0,118467000.0,230894000.0,230894000.0,14294000.0,9531000.0,-60826000.0,5721000.0,-52224000.0,-64616000.0,-26846000.0,-85571000.0,
Total System Services Inc,TSS,,721683,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 16:47:17+00:00,-5099000.0,47000.0,-4144000.0,724000.0,40873000.0,,-641000.0,-8811000.0,,-23294000.0,-19360000.0,97913000.0,-23294000.0,-19360000.0,97913000.0,54618000.0,57644000.0,57644000.0,7241000.0,3211000.0,-20000000.0,919000.0,-2249000.0,-12012000.0,-6505000.0,,
Total System Services Inc,TSS,,721683,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 19:13:25+00:00,-55965000.0,7494000.0,80033000.0,23157000.0,205351000.0,,-3758000.0,-77699000.0,1395661000.0,1091814000.0,-1509836000.0,452398000.0,1091814000.0,-1509836000.0,452398000.0,30618000.0,256597000.0,256597000.0,39285000.0,44219000.0,-63831000.0,21370000.0,-1316038000.0,-137833000.0,-180378000.0,-103857000.0,
Total System Services Inc,TSS,,721683,2013.0,Q4,2013-10-01,2013-12-31,,-19141000.0,588000.0,144261000.0,20761000.0,62861000.0,,105000.0,1303000.0,,-188269000.0,-75379000.0,144913000.0,-188269000.0,-75379000.0,144913000.0,-118630000.0,69392000.0,69392000.0,6535000.0,14004000.0,-20420000.0,4234000.0,-232000.0,-56006000.0,-84263000.0,-97590000.0,
Total System Services Inc,TSS,,721683,2013.0,Q3TTM,2012-10-01,2013-09-30,,-45508000.0,7024000.0,-94119000.0,3345000.0,185771000.0,,-7173000.0,-69392000.0,1387028000.0,1209261000.0,-1591048000.0,429251000.0,1209261000.0,-1591048000.0,429251000.0,40291000.0,249462000.0,249462000.0,37554000.0,30459000.0,-80727000.0,18832000.0,-1438915000.0,-106625000.0,-107849000.0,-19650000.0,
Total System Services Inc,TSS,,721683,2013.0,Q3,2013-07-01,2013-09-30,,-12318000.0,552000.0,-17178000.0,978000.0,59447000.0,,2236000.0,1866000.0,300000000.0,225189000.0,-1355011000.0,150237000.0,225189000.0,-1355011000.0,150237000.0,-977349000.0,67495000.0,67495000.0,12375000.0,8726000.0,-20514000.0,8502000.0,-1314800000.0,-27893000.0,-63024000.0,1000.0,
Total System Services Inc,TSS,,721683,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 10:39:27+00:00,-36824000.0,6906000.0,-64228000.0,2396000.0,142490000.0,,-3863000.0,-79002000.0,1395661000.0,1280083000.0,-1434457000.0,307485000.0,1280083000.0,-1434457000.0,307485000.0,149248000.0,187205000.0,187205000.0,32750000.0,30215000.0,-43411000.0,17136000.0,-1315806000.0,-81827000.0,-96115000.0,-6267000.0,
Total System Services Inc,TSS,,721683,2013.0,Q2TTM,2012-07-01,2013-06-30,,-42150000.0,6558000.0,-106778000.0,2952000.0,169567000.0,,-5330000.0,-44635000.0,1237028000.0,880217000.0,-328918000.0,409597000.0,880217000.0,-328918000.0,409597000.0,955566000.0,244011000.0,244011000.0,22932000.0,27069000.0,-80833000.0,11164000.0,-190362000.0,-96406000.0,-222178000.0,-80869000.0,
Total System Services Inc,TSS,,721683,2013.0,Q2,2013-04-09,2013-06-30,,-10840000.0,3494000.0,-31450000.0,642000.0,40545000.0,,-1591000.0,-15797000.0,1095661000.0,1071579000.0,-23687000.0,104811000.0,1071579000.0,-23687000.0,104811000.0,1151112000.0,60561000.0,60561000.0,11910000.0,18402000.0,-21944000.0,4098000.0,-595000.0,-12252000.0,-19773000.0,-767000.0,
Total System Services Inc,TSS,,721683,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-07 16:46:25+00:00,-24506000.0,6354000.0,-47050000.0,1418000.0,83043000.0,,-6099000.0,-80868000.0,1095661000.0,1054894000.0,-79446000.0,157248000.0,1054894000.0,-79446000.0,157248000.0,1126597000.0,119710000.0,119710000.0,20375000.0,21489000.0,-22897000.0,8634000.0,-1006000.0,-53934000.0,-33091000.0,-6268000.0,
Total System Services Inc,TSS,,721683,2013.0,Q1TTM,2012-04-01,2013-03-31,,-42951000.0,3111000.0,-118234000.0,3004000.0,172235000.0,,-5586000.0,-34109000.0,150000000.0,-206356000.0,-346193000.0,410277000.0,-206356000.0,-346193000.0,410277000.0,-147858000.0,251428000.0,251428000.0,10138000.0,10807000.0,-77785000.0,7474000.0,-189891000.0,-113351000.0,-208938000.0,-80440000.0,
Total System Services Inc,TSS,,721683,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 15:30:29+00:00,-13666000.0,2860000.0,-15600000.0,776000.0,42498000.0,,-4508000.0,-65071000.0,,-16685000.0,-55759000.0,52437000.0,-16685000.0,-55759000.0,52437000.0,-24515000.0,59149000.0,59149000.0,8465000.0,3087000.0,-953000.0,4536000.0,-411000.0,-41682000.0,-13318000.0,-5501000.0,
Total System Services Inc,TSS,,721683,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 20:12:18+00:00,-88871000.0,2200000.0,135770000.0,40969000.0,248018000.0,44979000.0,-6168000.0,19894000.0,1396000.0,-316473000.0,-226607000.0,560201000.0,-316473000.0,-226607000.0,560201000.0,10953000.0,329406000.0,329406000.0,-89989000.0,4554000.0,-81968000.0,50672000.0,-41875000.0,-147052000.0,-69939000.0,-170516000.0,6212000.0
Total System Services Inc,TSS,,721683,2014.0,Q4,2014-10-01,2014-12-31,,-22331000.0,553000.0,39720000.0,10233000.0,63191000.0,-23000.0,-4582000.0,4554000.0,1396000.0,-80284000.0,-62079000.0,170087000.0,-80284000.0,-62079000.0,170087000.0,23142000.0,81243000.0,81243000.0,6860000.0,8639000.0,-19440000.0,13686000.0,-1000.0,-45936000.0,-21257000.0,-49622000.0,6212000.0
Total System Services Inc,TSS,,721683,2014.0,Q3TTM,2013-10-01,2014-09-30,,-85681000.0,2235000.0,240311000.0,51497000.0,247688000.0,45002000.0,-1481000.0,16643000.0,,-424458000.0,-239907000.0,535027000.0,-424458000.0,-239907000.0,535027000.0,-130819000.0,317555000.0,317555000.0,-90314000.0,9919000.0,-82948000.0,41220000.0,-42106000.0,-157122000.0,-132945000.0,-218484000.0,
Total System Services Inc,TSS,,721683,2014.0,Q3,2014-07-01,2014-09-30,,-26917000.0,551000.0,185733000.0,10186000.0,62434000.0,-47000.0,-3985000.0,246000.0,,-28614000.0,-102989000.0,150672000.0,-28614000.0,-102989000.0,150672000.0,15084000.0,85198000.0,85198000.0,-8935000.0,5360000.0,-19713000.0,11178000.0,-41061000.0,-34964000.0,-14215000.0,-46000.0,
Total System Services Inc,TSS,,721683,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 11:53:17+00:00,-66540000.0,1647000.0,96050000.0,30736000.0,184827000.0,45002000.0,-1586000.0,15340000.0,,-236189000.0,-164528000.0,390114000.0,-236189000.0,-164528000.0,390114000.0,-12189000.0,248163000.0,248163000.0,-96849000.0,-4085000.0,-62528000.0,36986000.0,-41874000.0,-101116000.0,-48682000.0,-120894000.0,
Total System Services Inc,TSS,,721683,2014.0,Q2TTM,2013-07-01,2014-06-30,,-71082000.0,2236000.0,37400000.0,42289000.0,244701000.0,45049000.0,4740000.0,18263000.0,300000000.0,-170655000.0,-1491929000.0,534592000.0,-170655000.0,-1491929000.0,534592000.0,-1123252000.0,299852000.0,299852000.0,-69004000.0,13285000.0,-83749000.0,38544000.0,-1315845000.0,-150051000.0,-181754000.0,-218437000.0,
Total System Services Inc,TSS,,721683,2014.0,Q2,2014-04-01,2014-06-30,,-21720000.0,550000.0,-86537000.0,10227000.0,60961000.0,45049000.0,1384000.0,-4301000.0,,-135101000.0,-13475000.0,90736000.0,-135101000.0,-13475000.0,90736000.0,-56456000.0,111340000.0,111340000.0,-91408000.0,14479000.0,-21715000.0,13594000.0,9000.0,-36813000.0,-12190000.0,-115675000.0,
Total System Services Inc,TSS,,721683,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-06 10:14:26+00:00,-39623000.0,1096000.0,-89683000.0,20550000.0,122393000.0,45049000.0,2399000.0,15094000.0,,-207575000.0,-61539000.0,239442000.0,-207575000.0,-61539000.0,239442000.0,-27273000.0,162965000.0,162965000.0,-87914000.0,-9445000.0,-42815000.0,25808000.0,-813000.0,-66152000.0,-34467000.0,-120848000.0,
Total System Services Inc,TSS,,721683,2014.0,Q1TTM,2013-04-09,2014-03-31,,-60202000.0,5180000.0,92487000.0,32704000.0,224285000.0,,1765000.0,6767000.0,1395661000.0,1036025000.0,-1502141000.0,548667000.0,1036025000.0,-1502141000.0,548667000.0,84316000.0,249073000.0,249073000.0,34314000.0,17208000.0,-83978000.0,29048000.0,-1316449000.0,-125490000.0,-189337000.0,-103529000.0,
Total System Services Inc,TSS,,721683,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 14:17:29+00:00,-17903000.0,546000.0,-3146000.0,10323000.0,61432000.0,,1015000.0,19395000.0,,-72474000.0,-48064000.0,148706000.0,-72474000.0,-48064000.0,148706000.0,29183000.0,51625000.0,51625000.0,3494000.0,-23924000.0,-21100000.0,12214000.0,-822000.0,-29339000.0,-22277000.0,-5173000.0,
Total System Services Inc,TSS,,721683,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 17:25:23+00:00,-58728000.0,2238000.0,171455000.0,40425000.0,258264000.0,,-7111000.0,-76443000.0,1912000.0,-290754000.0,-204024000.0,602034000.0,-290754000.0,-204024000.0,602034000.0,100145000.0,369041000.0,369041000.0,-3801000.0,82993000.0,-78705000.0,52735000.0,-750000.0,-144588000.0,-54719000.0,-242235000.0,42000.0
Total System Services Inc,TSS,,721683,2015.0,Q4,2015-10-01,2015-12-31,,-7757000.0,563000.0,49275000.0,18431000.0,67045000.0,,-2271000.0,-40836000.0,,-132325000.0,-65406000.0,141480000.0,-132325000.0,-65406000.0,141480000.0,-58522000.0,84716000.0,84716000.0,13868000.0,58411000.0,-19632000.0,16124000.0,3525000.0,-59377000.0,-12504000.0,-158600000.0,-1797000.0
Total System Services Inc,TSS,,721683,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 16:06:24+00:00,-50971000.0,1675000.0,122180000.0,21994000.0,191219000.0,,-4840000.0,-35607000.0,1912000.0,-158429000.0,-138618000.0,460554000.0,-158429000.0,-138618000.0,460554000.0,158667000.0,284325000.0,284325000.0,-17669000.0,24582000.0,-59073000.0,36611000.0,-4275000.0,-85211000.0,-42215000.0,-83635000.0,1839000.0
Total System Services Inc,TSS,,721683,2015.0,Q3TTM,2014-10-01,2015-09-30,,-73302000.0,2228000.0,161900000.0,32227000.0,254410000.0,-23000.0,-9422000.0,-31053000.0,3308000.0,-238713000.0,-200697000.0,630641000.0,-238713000.0,-200697000.0,630641000.0,181809000.0,365568000.0,365568000.0,-10809000.0,33221000.0,-78513000.0,50297000.0,-4276000.0,-131147000.0,-63472000.0,-133257000.0,8051000.0
Total System Services Inc,TSS,,721683,2015.0,Q3,2015-07-01,2015-09-30,,-10877000.0,561000.0,53924000.0,1689000.0,64499000.0,,-3498000.0,-12342000.0,1912000.0,-32185000.0,-41106000.0,175261000.0,-32185000.0,-41106000.0,175261000.0,98472000.0,122051000.0,122051000.0,-10202000.0,1216000.0,-19377000.0,10694000.0,-1475000.0,-28754000.0,-15822000.0,-114000.0,
Total System Services Inc,TSS,,721683,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-04 18:35:41+00:00,-40094000.0,1114000.0,68256000.0,20305000.0,126720000.0,,-1342000.0,-23265000.0,,-126244000.0,-97512000.0,285293000.0,-126244000.0,-97512000.0,285293000.0,60195000.0,162274000.0,162274000.0,-7467000.0,23366000.0,-39696000.0,25917000.0,-2800000.0,-56457000.0,-26393000.0,-83521000.0,1839000.0
Total System Services Inc,TSS,,721683,2015.0,Q2TTM,2014-07-01,2015-06-30,,-89342000.0,2218000.0,293709000.0,40724000.0,252345000.0,-70000.0,-9909000.0,-18465000.0,1396000.0,-235142000.0,-262580000.0,606052000.0,-235142000.0,-262580000.0,606052000.0,98421000.0,328715000.0,328715000.0,-9542000.0,37365000.0,-78849000.0,50781000.0,-43862000.0,-137357000.0,-61865000.0,-133189000.0,8051000.0
