company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Total System Services Inc,TSS,,721683,2009.0,FY,,2009-12-31,2011-02-25 19:50:19+00:00,,5673000.0,19045000.0,450254000.0,,159828000.0,165896000.0,210896000.0,192367000.0,289069000.0,13646000.0,473154000.0,95605000.0,186015000.0,0.0,46190000.0,1080250000.0,28475000.0,1710954000.0,1175801000.0,1175801000.0,1189447000.0,521507000.0,1710954000.0,75495000.0,-69950000.0
Total System Services Inc,TSS,,721683,2010.0,FY,,2010-12-31,2012-02-24 12:10:12+00:00,,-2585000.0,43764000.0,394795000.0,0.0,139855000.0,320399000.0,329542000.0,194703000.0,300102000.0,16681000.0,529862000.0,95910000.0,138454000.0,146000000.0,434000.0,1219303000.0,75625000.0,1952261000.0,1241124000.0,1241124000.0,1257805000.0,548456000.0,1952261000.0,77127000.0,-115449000.0
Total System Services Inc,TSS,,721683,2010.0,Q3,,2010-09-30,2010-11-04 12:33:48+00:00,,2375000.0,53330000.0,372600000.0,,170460000.0,321219000.0,300178000.0,192522000.0,298766000.0,15696000.0,553670000.0,101603000.0,184241000.0,116728000.0,498000.0,1185590000.0,13859000.0,1920955000.0,1242976000.0,1242976000.0,1258672000.0,545555000.0,1920955000.0,74024000.0,-115449000.0
Total System Services Inc,TSS,,721683,2010.0,Q2,,2010-06-30,2010-08-09 15:06:18+00:00,,-11044000.0,43831000.0,387993000.0,,166683000.0,317755000.0,308378000.0,191097000.0,293046000.0,14212000.0,504742000.0,95956000.0,145012000.0,113347000.0,8199000.0,1153670000.0,53619000.0,1895864000.0,1238790000.0,1238790000.0,1253002000.0,529515000.0,1895864000.0,75751000.0,-70519000.0
Total System Services Inc,TSS,,721683,2011.0,FY,,2011-12-31,2013-02-26 14:10:43+00:00,,-445000.0,38852000.0,316337000.0,0.0,146134000.0,355498000.0,459481000.0,39104000.0,266608000.0,19720000.0,377544000.0,93214000.0,158867000.0,,,1380634000.0,207346000.0,1858392000.0,1301289000.0,1301289000.0,1321009000.0,537383000.0,1858392000.0,82924000.0,-225034000.0
Total System Services Inc,TSS,,721683,2011.0,Q3,,2011-09-30,2011-11-04 11:57:28+00:00,,51000.0,40199000.0,280713000.0,,144902000.0,355917000.0,301326000.0,184783000.0,286464000.0,19530000.0,543551000.0,103805000.0,136642000.0,,43000.0,1339672000.0,65918000.0,1849050000.0,1298173000.0,1298173000.0,1317703000.0,531347000.0,1849050000.0,81036000.0,-186452000.0
Total System Services Inc,TSS,,721683,2011.0,Q2,,2011-06-30,2011-08-05 13:35:17+00:00,,8334000.0,39206000.0,263334000.0,,156212000.0,357151000.0,314117000.0,188102000.0,293637000.0,18429000.0,522070000.0,60401000.0,147909000.0,,18000.0,1294877000.0,68002000.0,1832278000.0,1310229000.0,1310229000.0,1328658000.0,503620000.0,1832278000.0,81951000.0,-149194000.0
Total System Services Inc,TSS,,721683,2011.0,Q1,,2011-03-31,2011-05-06 14:56:42+00:00,,7405000.0,40603000.0,252488000.0,,115486000.0,321990000.0,313903000.0,191409000.0,297463000.0,17402000.0,518710000.0,102078000.0,134971000.0,0.0,92000.0,1254554000.0,70547000.0,1785025000.0,1228015000.0,1228015000.0,1245417000.0,539608000.0,1785025000.0,80379000.0,-149430000.0
Total System Services Inc,TSS,,721683,2012.0,FY,,2012-12-31,2014-02-25 17:01:23+00:00,,1408000.0,30418000.0,247612000.0,0.0,162040000.0,518344000.0,518238000.0,174859000.0,260389000.0,19725000.0,391491000.0,116865000.0,126525000.0,39505000.0,,1549063000.0,90731000.0,2023838000.0,1425210000.0,1425210000.0,1444935000.0,539398000.0,2023838000.0,87764000.0,-287301000.0
Total System Services Inc,TSS,,721683,2012.0,Q3,,2012-09-30,2012-11-05 13:54:55+00:00,,1644000.0,34228000.0,356569000.0,0.0,155902000.0,422508000.0,464041000.0,176935000.0,264803000.0,20766000.0,378961000.0,100774000.0,151063000.0,38641000.0,,1507542000.0,56567000.0,1969919000.0,1390945000.0,1390945000.0,1411711000.0,519567000.0,1969919000.0,83037000.0,-274143000.0
Total System Services Inc,TSS,,721683,2012.0,Q2,,2012-06-30,2012-08-06 14:48:20+00:00,,-6841000.0,35440000.0,418643000.0,0.0,152619000.0,354879000.0,442383000.0,37627000.0,259160000.0,20767000.0,375633000.0,90649000.0,146451000.0,,,1465933000.0,212656000.0,1936541000.0,1392951000.0,1392951000.0,1413718000.0,522823000.0,1936541000.0,85843000.0,-218760000.0
Total System Services Inc,TSS,,721683,2012.0,Q1,,2012-03-31,2012-05-07 12:55:04+00:00,,3489000.0,36619000.0,370955000.0,0.0,149349000.0,356121000.0,284467000.0,34269000.0,260900000.0,19173000.0,547801000.0,97190000.0,152705000.0,,,1418140000.0,217128000.0,1906135000.0,1349051000.0,1349051000.0,1368224000.0,537911000.0,1906135000.0,85891000.0,-221927000.0
Total System Services Inc,TSS,,721683,2013.0,FY,,2013-12-31,2015-02-25 19:17:00+00:00,,3749000.0,30162000.0,247700000.0,0.0,186120000.0,1541574000.0,1030127000.0,1428251000.0,259968000.0,21349000.0,513066000.0,311524000.0,206645000.0,39652000.0,,1718204000.0,67908000.0,3686568000.0,1581077000.0,1581077000.0,1602426000.0,2044490000.0,3686568000.0,94133000.0,-326996000.0
Total System Services Inc,TSS,,721683,2013.0,Q3,,2013-09-30,2013-11-06 13:47:31+00:00,,-220000.0,33475000.0,396860000.0,0.0,170772000.0,1545784000.0,995638000.0,1494397000.0,259865000.0,20181000.0,466775000.0,288263000.0,202692000.0,39303000.0,,1671595000.0,71807000.0,3754886000.0,1604768000.0,1604768000.0,1624949000.0,2090634000.0,3754886000.0,89964000.0,-237379000.0
Total System Services Inc,TSS,,721683,2013.0,Q2,,2013-06-30,2013-08-07 19:22:30+00:00,,-9950000.0,36328000.0,1374209000.0,0.0,159217000.0,517243000.0,528106000.0,1260625000.0,248778000.0,18912000.0,424681000.0,131906000.0,135744000.0,39101000.0,713000.0,1626300000.0,49655000.0,3188177000.0,1515906000.0,1515906000.0,1534818000.0,1614258000.0,3188177000.0,94447000.0,-259661000.0
Total System Services Inc,TSS,,721683,2013.0,Q1,,2013-03-31,2013-05-08 16:47:17+00:00,,-9431000.0,39524000.0,223097000.0,0.0,160095000.0,517147000.0,541203000.0,169229000.0,252797000.0,18156000.0,404153000.0,119705000.0,139684000.0,40589000.0,9046000.0,1587540000.0,57506000.0,2039194000.0,1454801000.0,1454801000.0,1472957000.0,525648000.0,2039194000.0,91751000.0,-283403000.0
Total System Services Inc,TSS,,721683,2014.0,FY,,2014-12-31,2016-02-24 19:13:25+00:00,,-11926000.0,14101000.0,289183000.0,0.0,191548000.0,1547397000.0,1006560000.0,1398132000.0,290585000.0,6882000.0,499388000.0,309826000.0,196809000.0,22492000.0,,1966370000.0,92577000.0,3733581000.0,1692762000.0,1692762000.0,1699644000.0,2011445000.0,3733581000.0,100468000.0,-453230000.0
Total System Services Inc,TSS,,721683,2014.0,Q3,,2014-09-30,2014-11-06 10:39:27+00:00,,1046000.0,12555000.0,266041000.0,0.0,185439000.0,1549227000.0,1014542000.0,1409999000.0,274571000.0,6916000.0,520087000.0,291336000.0,199844000.0,22197000.0,,1905112000.0,95191000.0,3720582000.0,1682544000.0,1682544000.0,1689460000.0,2008925000.0,3720582000.0,96114000.0,-409053000.0
Total System Services Inc,TSS,,721683,2014.0,Q2,,2014-06-30,2014-08-07 16:46:25+00:00,,12504000.0,15852000.0,250957000.0,0.0,178694000.0,1550817000.0,1007127000.0,1411217000.0,274507000.0,7021000.0,494867000.0,289061000.0,235654000.0,22210000.0,,1839904000.0,78461000.0,3677909000.0,1618433000.0,1618433000.0,1625454000.0,2030245000.0,3677909000.0,99634000.0,-412669000.0
Total System Services Inc,TSS,,721683,2014.0,Q1,,2014-03-31,2014-05-08 15:30:29+00:00,,5320000.0,16721000.0,274161000.0,0.0,164961000.0,1539758000.0,1017539000.0,1419742000.0,262754000.0,22519000.0,530474000.0,314087000.0,231262000.0,23918000.0,,1748660000.0,85808000.0,3721219000.0,1607162000.0,1607162000.0,1629681000.0,2067620000.0,3721219000.0,96533000.0,-311779000.0
Total System Services Inc,TSS,,721683,2015.0,FY,,2015-12-31,2017-02-23 20:12:18+00:00,,-33544000.0,7131000.0,389328000.0,0.0,262168000.0,1545424000.0,981201000.0,1373878000.0,289898000.0,5664000.0,565926000.0,289330000.0,233173000.0,23410000.0,,2256058000.0,102291000.0,3877895000.0,1843018000.0,1843018000.0,1848682000.0,2005803000.0,3877895000.0,106118000.0,-641664000.0
Total System Services Inc,TSS,,721683,2015.0,Q3,,2015-09-30,2015-11-05 11:53:17+00:00,,-27164000.0,7909000.0,447850000.0,0.0,226992000.0,1545888000.0,955284000.0,1373592000.0,287098000.0,5551000.0,552275000.0,282067000.0,228473000.0,23001000.0,,2191984000.0,93314000.0,3889522000.0,1875615000.0,1875615000.0,1881166000.0,1985355000.0,3889522000.0,101127000.0,-516197000.0
Total System Services Inc,TSS,,721683,2015.0,Q2,,2015-06-30,2015-08-06 10:14:26+00:00,,-14395000.0,9759000.0,349378000.0,0.0,215267000.0,1547089000.0,981875000.0,1382099000.0,287310000.0,5943000.0,537505000.0,291249000.0,230075000.0,22370000.0,,2089914000.0,96805000.0,3812524000.0,1774224000.0,1774224000.0,1780167000.0,2009987000.0,3812524000.0,109367000.0,-516562000.0
Total System Services Inc,TSS,,721683,2015.0,Q1,,2015-03-31,2015-05-07 14:17:29+00:00,,-24274000.0,9896000.0,328112000.0,0.0,199582000.0,1546185000.0,986770000.0,1389883000.0,285413000.0,6347000.0,525001000.0,299480000.0,240494000.0,23397000.0,,2025427000.0,100264000.0,3777438000.0,1707677000.0,1707677000.0,1714024000.0,2040017000.0,3777438000.0,105957000.0,-493058000.0
Total System Services Inc,TSS,,721683,2016.0,FY,,2016-12-31,2018-02-23 17:25:23+00:00,,-56158000.0,3748000.0,425354000.0,0.0,299903000.0,3270952000.0,1329864000.0,3312215000.0,282345000.0,,924106000.0,508535000.0,330914000.0,24093000.0,,2502222000.0,86752000.0,6366177000.0,2099920000.0,2099920000.0,2099920000.0,4242164000.0,6366177000.0,133556000.0,-646047000.0
Total System Services Inc,TSS,,721683,2016.0,Q3,,2016-09-30,2016-11-04 16:06:24+00:00,,-47626000.0,4280000.0,446883000.0,0.0,290417000.0,3254422000.0,1639631000.0,3423660000.0,281733000.0,,644310000.0,489834000.0,289572000.0,25053000.0,,2446762000.0,77110000.0,6375178000.0,2065669000.0,2065669000.0,2065669000.0,4284456000.0,6375178000.0,108199000.0,-623884000.0
Total System Services Inc,TSS,,721683,2016.0,Q2,,2016-06-30,2016-08-04 18:35:41+00:00,,-47277000.0,5793000.0,465319000.0,0.0,276279000.0,3252118000.0,1711027000.0,3597586000.0,286843000.0,,645203000.0,504667000.0,279972000.0,23299000.0,,2380024000.0,80288000.0,6477033000.0,1985428000.0,1985428000.0,1985428000.0,4468306000.0,6477033000.0,116523000.0,-623598000.0
Total System Services Inc,TSS,,721683,2016.0,Q1,,2016-03-31,2016-05-05 14:15:40+00:00,,-36410000.0,6244000.0,1932111000.0,0.0,260439000.0,1545631000.0,960093000.0,2884274000.0,283888000.0,,589978000.0,306362000.0,217524000.0,25086000.0,,2328869000.0,62902000.0,5423933000.0,1921541000.0,1921541000.0,1921541000.0,3477306000.0,5423933000.0,112232000.0,-631357000.0
Total System Services Inc,TSS,,721683,2017.0,FY,,2017-12-31,2019-02-21 17:23:25+00:00,,-36148000.0,42815000.0,450357000.0,0.0,183083000.0,3264071000.0,1110861000.0,2591949000.0,325218000.0,,1017664000.0,357913000.0,360970000.0,115689000.0,,3004018000.0,621360000.0,6331689000.0,2240993000.0,2240993000.0,2240993000.0,3975007000.0,6331689000.0,163518000.0,-909960000.0
Total System Services Inc,TSS,,721683,2017.0,Q3,,2017-09-30,2017-11-07 13:24:36+00:00,,-39258000.0,6283000.0,413622000.0,0.0,269647000.0,3272792000.0,1389745000.0,2391110000.0,282490000.0,,709466000.0,482765000.0,352560000.0,13402000.0,,2785443000.0,616010000.0,6218890000.0,2356760000.0,2356760000.0,2356760000.0,3848728000.0,6218890000.0,150775000.0,-659072000.0
Total System Services Inc,TSS,,721683,2017.0,Q2,,2017-06-30,2017-08-07 17:15:56+00:00,,-45138000.0,7763000.0,427589000.0,0.0,258425000.0,3271975000.0,1443435000.0,2560277000.0,280636000.0,,694839000.0,492128000.0,315077000.0,13102000.0,,2686476000.0,624131000.0,6277014000.0,2264536000.0,2264536000.0,2264536000.0,3999376000.0,6277014000.0,158540000.0,-635227000.0
Total System Services Inc,TSS,,721683,2017.0,Q1,,2017-03-31,2017-05-04 13:27:25+00:00,,-52381000.0,3338000.0,464740000.0,0.0,244713000.0,3272237000.0,1499875000.0,3228292000.0,281430000.0,,684655000.0,509818000.0,373505000.0,14737000.0,,2590018000.0,76260000.0,6350680000.0,2144730000.0,2144730000.0,2144730000.0,4191213000.0,6350680000.0,147743000.0,-637620000.0
Total System Services Inc,TSS,,721683,2018.0,FY,,2018-12-31,2019-07-31 17:19:21+00:00,,-60223000.0,,471156000.0,0.0,210166000.0,4114838000.0,1331238000.0,3843394000.0,383074000.0,,987742000.0,523808000.0,388520000.0,,,3478650000.0,127081000.0,7468709000.0,2585906000.0,2585906000.0,2585906000.0,4882803000.0,7468709000.0,180661000.0,-1042687000.0
Total System Services Inc,TSS,,721683,2018.0,Q3,,2018-09-30,2018-11-06 12:53:25+00:00,,-50086000.0,45352000.0,484581000.0,0.0,198432000.0,4113669000.0,1296431000.0,3837659000.0,372900000.0,,1035286000.0,490876000.0,386230000.0,,,3365782000.0,72745000.0,7473044000.0,2640182000.0,2640182000.0,2640182000.0,4832862000.0,7473044000.0,170177000.0,-873946000.0
Total System Services Inc,TSS,,721683,2018.0,Q2,,2018-06-30,2018-08-07 12:39:51+00:00,,-45022000.0,46763000.0,460019000.0,0.0,185414000.0,4088579000.0,1357099000.0,4014919000.0,363336000.0,,1009639000.0,466034000.0,360942000.0,,,3236046000.0,76136000.0,7466490000.0,2501696000.0,2501696000.0,2501696000.0,4964794000.0,7466490000.0,187818000.0,-874742000.0
