company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Constellation Brands Inc,STZ,,16918,2011.0,Q1,2010-03-01,2010-05-31,2011-07-11 14:51:47+00:00,0.23,0.23,,0.21,,53200000.0,49100000.0,49100000.0,49100000.0,,706200000.0,976200000.0,,,,,4900000.0,168800000.0,706200000.0,270000000.0,48500000.0,54500000.0,173700000.0,96300000.0,6000000.0,102300000.0,976200000.0,213500000.0,213500000.0,233800000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q4,2011-12-01,2012-02-29,,0.57,0.57,,0.53,38100000.0,-22500000.0,103000000.0,103000000.0,103000000.0,,463800000.0,709000000.0,,,,,-11600000.0,139300000.0,463800000.0,245200000.0,-133100000.0,-132000000.0,165800000.0,79400000.0,1100000.0,80500000.0,709000000.0,202300000.0,202300000.0,208900000.0
Constellation Brands Inc,STZ,,16918,2012.0,FY,2011-03-01,2012-02-29,2014-04-29 11:20:49+00:00,2.2,2.2,,2.13,38100000.0,89000000.0,445000000.0,445000000.0,445000000.0,,1917000000.0,2979100000.0,,0.0,,0.0,,537500000.0,1917000000.0,1062100000.0,,47500000.0,575600000.0,486500000.0,47500000.0,534000000.0,2979100000.0,202300000.0,202300000.0,208900000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q3YTD,2011-03-01,2011-11-30,,1.63,1.63,,1.6,,111500000.0,342000000.0,342000000.0,342000000.0,,1453200000.0,2270100000.0,,,,,11600000.0,398200000.0,1453200000.0,816900000.0,133100000.0,179500000.0,409800000.0,407100000.0,46400000.0,453500000.0,2270100000.0,197700000.0,197700000.0,201500000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q3TTM,2010-12-01,2011-11-30,,3.07,3.07,,3.01,16700000.0,-61300000.0,621800000.0,621800000.0,621800000.0,,2071400000.0,3142300000.0,,,,,17300000.0,526900000.0,2071400000.0,1070900000.0,-14800000.0,35700000.0,560900000.0,510000000.0,50500000.0,560500000.0,3142300000.0,197700000.0,197700000.0,201500000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q3,2011-09-01,2011-11-30,2013-01-09 16:20:54+00:00,0.53,0.53,,0.52,,62500000.0,104800000.0,104800000.0,104800000.0,,506100000.0,789000000.0,,0.0,,,800000.0,121800000.0,506100000.0,282900000.0,46300000.0,53300000.0,122600000.0,160300000.0,7000000.0,167300000.0,789000000.0,197700000.0,197700000.0,201500000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q2YTD,2011-03-01,2011-08-31,,1.1,1.1,,1.08,,49000000.0,237200000.0,237200000.0,237200000.0,,947100000.0,1481100000.0,,,,,10800000.0,276400000.0,947100000.0,534000000.0,86800000.0,126200000.0,287200000.0,246800000.0,39400000.0,286200000.0,1481100000.0,208600000.0,208600000.0,214100000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q2TTM,2010-09-01,2011-08-31,,3.15,3.15,,3.09,23600000.0,-70700000.0,656300000.0,656300000.0,656300000.0,,2404800000.0,3544700000.0,,,,,15300000.0,581200000.0,2404800000.0,1139900000.0,-12000000.0,53800000.0,620100000.0,519800000.0,65800000.0,585600000.0,3544700000.0,208600000.0,208600000.0,214100000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q2,2011-06-01,2011-08-31,2012-10-10 13:49:28+00:00,0.78,0.78,,0.76,,3900000.0,162700000.0,162700000.0,162700000.0,,487400000.0,770400000.0,,0.0,,,-300000.0,138200000.0,487400000.0,283000000.0,42500000.0,64000000.0,137900000.0,145100000.0,21500000.0,166600000.0,770400000.0,208600000.0,208600000.0,214100000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q1TTM,2010-06-01,2011-05-31,,2.77,2.77,,2.73,23600000.0,-16600000.0,584900000.0,584900000.0,584900000.0,,2660100000.0,3831200000.0,,,,,29300000.0,610300000.0,2660100000.0,1171100000.0,-4200000.0,56200000.0,663200000.0,507900000.0,60400000.0,568300000.0,3831200000.0,232800000.0,232800000.0,232800000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q1,2011-03-01,2011-05-31,2012-07-10 16:35:10+00:00,0.32,0.32,,0.32,,45100000.0,74500000.0,74500000.0,74500000.0,,459700000.0,710700000.0,,0.0,,,11100000.0,138200000.0,459700000.0,251000000.0,44300000.0,62200000.0,149300000.0,101700000.0,17900000.0,119600000.0,710700000.0,232800000.0,232800000.0,232800000.0
Constellation Brands Inc,STZ,,16918,2013.0,FY,2012-03-01,2013-02-28,2015-04-28 14:17:43+00:00,1.96,1.96,,1.87,0.0,128600000.0,387800000.0,387800000.0,387800000.0,0.0,2063100000.0,3171400000.0,,-12500000.0,,0.0,,585400000.0,2063100000.0,1108300000.0,,6000000.0,585400000.0,522900000.0,-6500000.0,516400000.0,3171400000.0,197900000.0,197900000.0,207400000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q4,2012-12-01,2013-02-28,,0.25,0.25,,0.32,,25100000.0,81700000.0,81700000.0,81700000.0,,526200000.0,788000000.0,,-9700000.0,,,-500000.0,134900000.0,526200000.0,261800000.0,,-10900000.0,134400000.0,127400000.0,-20600000.0,106800000.0,788000000.0,197900000.0,197900000.0,207400000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q3YTD,2012-03-01,2012-11-30,,1.71,1.71,,1.55,,103500000.0,306100000.0,306100000.0,306100000.0,,1536900000.0,2383400000.0,,-2800000.0,,,500000.0,450500000.0,1536900000.0,846500000.0,,16900000.0,451000000.0,395500000.0,14100000.0,409600000.0,2383400000.0,179500000.0,179500000.0,206600000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q3TTM,2011-12-01,2012-11-30,,2.28,2.28,,2.08,38100000.0,81000000.0,409100000.0,409100000.0,409100000.0,,2000700000.0,3092400000.0,,-2800000.0,,,-11100000.0,589800000.0,2000700000.0,1091700000.0,-133100000.0,-115100000.0,616800000.0,474900000.0,15200000.0,490100000.0,3092400000.0,179500000.0,179500000.0,206600000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q3,2012-09-01,2012-11-30,2014-01-09 14:26:23+00:00,0.61,0.61,,0.53,0.0,40400000.0,109500000.0,109500000.0,109500000.0,,549600000.0,860400000.0,,0.0,,0.0,,152000000.0,549600000.0,310800000.0,,-8900000.0,152000000.0,158800000.0,-8900000.0,149900000.0,860400000.0,179500000.0,179500000.0,206600000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q2YTD,2012-03-01,2012-08-31,,1.1,1.1,,1.02,,63100000.0,196600000.0,196600000.0,196600000.0,,987300000.0,1523000000.0,,-2800000.0,,,500000.0,298500000.0,987300000.0,535700000.0,,25800000.0,299000000.0,236700000.0,23000000.0,259700000.0,1523000000.0,175500000.0,175500000.0,186000000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q2TTM,2011-09-01,2012-08-31,,2.2,2.2,,2.07,38100000.0,103100000.0,404400000.0,404400000.0,404400000.0,,1957200000.0,3021000000.0,,-2800000.0,,,-10300000.0,559600000.0,1957200000.0,1063800000.0,-86800000.0,-52900000.0,587400000.0,476400000.0,31100000.0,507500000.0,3021000000.0,175500000.0,175500000.0,186000000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q2,2012-06-01,2012-08-31,2013-10-10 13:35:27+00:00,0.71,0.71,,0.67,0.0,21900000.0,124600000.0,124600000.0,124600000.0,,512600000.0,797700000.0,,0.0,,0.0,,154500000.0,512600000.0,285100000.0,,15900000.0,154500000.0,130600000.0,15900000.0,146500000.0,797700000.0,175500000.0,175500000.0,186000000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q1TTM,2011-06-01,2012-05-31,,2.27,2.27,,2.16,38100000.0,85100000.0,442500000.0,442500000.0,442500000.0,,1932000000.0,2993700000.0,,-2800000.0,,,-10600000.0,543300000.0,1932000000.0,1061700000.0,-44300000.0,-4800000.0,570800000.0,490900000.0,36700000.0,527600000.0,2993700000.0,184600000.0,184600000.0,205700000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q1,2012-03-01,2012-05-31,2013-07-10 17:21:07+00:00,0.39,0.39,,0.35,,41200000.0,72000000.0,72000000.0,72000000.0,,474700000.0,725300000.0,,-2800000.0,,,500000.0,144000000.0,474700000.0,250600000.0,,9900000.0,144500000.0,106100000.0,7100000.0,113200000.0,725300000.0,184600000.0,184600000.0,205700000.0
Constellation Brands Inc,STZ,,16918,2014.0,FY,2013-03-01,2014-02-28,2016-04-25 13:27:38+00:00,9.5,9.5,0.0,9.04,300900000.0,259200000.0,1943100000.0,1943100000.0,1943100000.0,0.0,3419300000.0,5411000000.0,,,,-1642000000.0,,895100000.0,3419300000.0,1991700000.0,0.0,-235400000.0,-446000000.0,2437700000.0,-235400000.0,2202300000.0,5411000000.0,204500000.0,204500000.0,214900000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q4,2013-12-01,2014-02-28,,0.75,0.75,,-0.04,,83200000.0,157200000.0,157200000.0,157200000.0,,889100000.0,1438000000.0,,,,,,219500000.0,889100000.0,548900000.0,-54800000.0,-143800000.0,219500000.0,329400000.0,-89000000.0,240400000.0,1438000000.0,204500000.0,204500000.0,214900000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q3YTD,2013-03-01,2013-11-30,,8.75,8.75,,9.08,300900000.0,176000000.0,1785900000.0,1785900000.0,1785900000.0,,2530200000.0,3973000000.0,,,,-1642000000.0,,675600000.0,2530200000.0,1442800000.0,54800000.0,-91600000.0,-665500000.0,2108300000.0,-146400000.0,1961900000.0,3973000000.0,204900000.0,204900000.0,197200000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q3TTM,2012-12-01,2013-11-30,,9.0,9.0,,9.4,300900000.0,201100000.0,1867600000.0,1867600000.0,1867600000.0,,3056400000.0,4761000000.0,,-9700000.0,,-1642000000.0,-500000.0,810500000.0,3056400000.0,1704600000.0,54800000.0,-102500000.0,-531100000.0,2235700000.0,-167000000.0,2068700000.0,4761000000.0,204900000.0,204900000.0,197200000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q3,2013-09-01,2013-11-30,2015-01-08 13:20:44+00:00,1.03,1.03,,1.07,0.0,81200000.0,211000000.0,211000000.0,211000000.0,,983800000.0,1593500000.0,,0.0,,0.0,,245900000.0,983800000.0,609700000.0,,-71600000.0,245900000.0,363800000.0,-71600000.0,292200000.0,1593500000.0,204900000.0,204900000.0,197200000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q2YTD,2013-03-01,2013-08-31,,7.72,7.72,,8.01,300900000.0,94800000.0,1574900000.0,1574900000.0,1574900000.0,,1546400000.0,2379500000.0,,,,-1642000000.0,,429700000.0,1546400000.0,833100000.0,54800000.0,-20000000.0,-911400000.0,1744500000.0,-74800000.0,1669700000.0,2379500000.0,204800000.0,204800000.0,196600000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q2TTM,2012-09-01,2013-08-31,,8.58,8.58,,8.86,300900000.0,160300000.0,1766100000.0,1766100000.0,1766100000.0,,2622200000.0,4027900000.0,,-9700000.0,,-1642000000.0,-500000.0,716600000.0,2622200000.0,1405700000.0,54800000.0,-39800000.0,-625000000.0,2030700000.0,-104300000.0,1926400000.0,4027900000.0,204800000.0,204800000.0,196600000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q2,2013-06-01,2013-08-31,2014-10-09 10:13:21+00:00,7.43,7.43,,7.74,300900000.0,65400000.0,1522000000.0,1522000000.0,1522000000.0,,1036300000.0,1613300000.0,,0.0,,-1642000000.0,,244100000.0,1036300000.0,577000000.0,,-86600000.0,-1097000000.0,1674000000.0,-86600000.0,1587400000.0,1613300000.0,204800000.0,204800000.0,196600000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q1,2013-03-01,2013-05-31,2014-07-10 10:43:47+00:00,0.29,0.29,,0.27,,29400000.0,52900000.0,52900000.0,52900000.0,,510100000.0,766200000.0,,,,,,185600000.0,510100000.0,256100000.0,54800000.0,66600000.0,185600000.0,70500000.0,11800000.0,82300000.0,766200000.0,182400000.0,182400000.0,195900000.0
Constellation Brands Inc,STZ,,16918,2014.0,Q1TTM,2012-06-01,2013-05-31,,1.86,1.86,,1.79,,116800000.0,368700000.0,368700000.0,368700000.0,,2098500000.0,3212300000.0,,-9700000.0,,,-500000.0,627000000.0,2098500000.0,1113800000.0,54800000.0,62700000.0,626500000.0,487300000.0,-1800000.0,485500000.0,3212300000.0,182400000.0,182400000.0,195900000.0
Constellation Brands Inc,STZ,,16918,2015.0,FY,2014-03-01,2015-02-28,2017-04-27 10:48:48+00:00,4.0,4.0,0.0,3.83,,343400000.0,836200000.0,836200000.0,839300000.0,-3100000.0,4093500000.0,6672100000.0,,0.0,,,,1078400000.0,4093500000.0,2578600000.0,4400000.0,-316200000.0,1078400000.0,1500200000.0,-320600000.0,1179600000.0,6672100000.0,209800000.0,209800000.0,219100000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q4,2014-12-01,2015-02-28,,1.02,1.02,,0.97,,62300000.0,211500000.0,211500000.0,214600000.0,-3100000.0,908800000.0,1506400000.0,,4400000.0,,,,243900000.0,908800000.0,597600000.0,-253000000.0,-337300000.0,243900000.0,353700000.0,-79900000.0,273800000.0,1506400000.0,209800000.0,209800000.0,219100000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q3,2014-09-01,2014-11-30,2016-01-07 15:27:08+00:00,1.06,1.06,0.0,1.01,,88600000.0,222200000.0,222200000.0,222200000.0,0.0,1069700000.0,1708600000.0,,0.0,,,,263300000.0,1069700000.0,638900000.0,86000000.0,21200000.0,263300000.0,375600000.0,-64800000.0,310800000.0,1708600000.0,209600000.0,209600000.0,220000000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q3YTD,2014-03-01,2014-11-30,,2.98,2.98,,2.86,,281100000.0,624700000.0,624700000.0,624700000.0,,3184700000.0,5165700000.0,,-4400000.0,,,,834500000.0,3184700000.0,1981000000.0,257400000.0,21100000.0,834500000.0,1146500000.0,-240700000.0,905800000.0,5165700000.0,209600000.0,209600000.0,220000000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q3TTM,2013-12-01,2014-11-30,,3.73,3.73,,2.82,,364300000.0,781900000.0,781900000.0,781900000.0,,4073800000.0,6603700000.0,,-4400000.0,,,,1054000000.0,4073800000.0,2529900000.0,202600000.0,-122700000.0,1054000000.0,1475900000.0,-329700000.0,1146200000.0,6603700000.0,209600000.0,209600000.0,220000000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q2,2014-06-01,2014-08-31,2015-10-07 13:01:40+00:00,0.93,0.93,0.0,0.9,,92900000.0,195800000.0,195800000.0,195800000.0,0.0,1098000000.0,1770000000.0,,-4400000.0,,,,293300000.0,1098000000.0,672000000.0,85000000.0,-600000.0,293300000.0,378700000.0,-90000000.0,288700000.0,1770000000.0,210500000.0,210500000.0,217600000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q2YTD,2014-03-01,2014-08-31,,1.92,1.92,,1.85,,192500000.0,402500000.0,402500000.0,402500000.0,,2115000000.0,3457100000.0,,-4400000.0,,,,571200000.0,2115000000.0,1342100000.0,171400000.0,-100000.0,571200000.0,770900000.0,-175900000.0,595000000.0,3457100000.0,210500000.0,210500000.0,217600000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q2TTM,2013-09-01,2014-08-31,,3.7,3.7,,2.88,,356900000.0,770700000.0,770700000.0,770700000.0,,3987900000.0,6488600000.0,,-4400000.0,,,,1036600000.0,3987900000.0,2500700000.0,116600000.0,-215500000.0,1036600000.0,1464100000.0,-336500000.0,1127600000.0,6488600000.0,210500000.0,210500000.0,217600000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q1,2014-03-01,2014-05-31,2015-07-09 10:58:41+00:00,0.99,0.99,0.0,0.95,,99600000.0,206700000.0,206700000.0,206700000.0,0.0,1017000000.0,1687100000.0,,,,,,277900000.0,1017000000.0,670100000.0,86400000.0,500000.0,277900000.0,392200000.0,-85900000.0,306300000.0,1687100000.0,208800000.0,208800000.0,217600000.0
Constellation Brands Inc,STZ,,16918,2015.0,Q1TTM,2013-06-01,2014-05-31,,10.2,10.2,,9.72,300900000.0,329400000.0,2096900000.0,2096900000.0,2096900000.0,,3926200000.0,6331900000.0,,,,-1642000000.0,,987400000.0,3926200000.0,2405700000.0,31600000.0,-301500000.0,-353700000.0,2759400000.0,-333100000.0,2426300000.0,6331900000.0,208800000.0,208800000.0,217600000.0
Constellation Brands Inc,STZ,,16918,2016.0,FY,2015-03-01,2016-02-29,2018-04-23 15:43:32+00:00,4.92,4.92,1.12,4.79,,440600000.0,1060600000.0,1060600000.0,1054900000.0,5700000.0,4281500000.0,7223800000.0,,0.0,,,,1177200000.0,4281500000.0,2942300000.0,1100000.0,-262800000.0,1177200000.0,1765100000.0,-263900000.0,1501200000.0,7223800000.0,214400000.0,214400000.0,220200000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q4,2015-12-01,2016-02-29,,1.12,1.12,0.28,1.1,,104900000.0,245300000.0,245300000.0,243400000.0,1900000.0,1004400000.0,1700500000.0,,,,,,285000000.0,1004400000.0,696100000.0,-230400000.0,-291300000.0,285000000.0,411100000.0,-60900000.0,350200000.0,1700500000.0,214400000.0,214400000.0,220200000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q3,2015-09-01,2015-11-30,2017-01-05 10:30:49+00:00,1.26,1.26,0.28,1.22,,128000000.0,271000000.0,271000000.0,270500000.0,500000.0,1078900000.0,1812400000.0,,,,,,286200000.0,1078900000.0,733500000.0,75600000.0,27300000.0,286200000.0,447300000.0,-48300000.0,399000000.0,1812400000.0,214700000.0,214700000.0,221700000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q3YTD,2015-03-01,2015-11-30,,3.8,3.8,0.84,3.69,,335700000.0,815300000.0,815300000.0,811500000.0,3800000.0,3277100000.0,5523300000.0,,,,,,892200000.0,3277100000.0,2246200000.0,231500000.0,28500000.0,892200000.0,1354000000.0,-203000000.0,1151000000.0,5523300000.0,214700000.0,214700000.0,221700000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q3TTM,2014-12-01,2015-11-30,,4.82,4.82,0.84,4.66,,398000000.0,1026800000.0,1026800000.0,1026100000.0,700000.0,4185900000.0,7029700000.0,,4400000.0,,,,1136100000.0,4185900000.0,2843800000.0,-21500000.0,-308800000.0,1136100000.0,1707700000.0,-282900000.0,1424800000.0,7029700000.0,214700000.0,214700000.0,221700000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q2,2015-06-01,2015-08-31,2016-10-05 10:27:28+00:00,1.42,1.42,0.28,1.38,,97100000.0,304100000.0,304100000.0,302400000.0,1700000.0,1137300000.0,1912900000.0,,,,,,296200000.0,1137300000.0,775600000.0,78400000.0,200000.0,296200000.0,479400000.0,-78200000.0,401200000.0,1912900000.0,213000000.0,213000000.0,219100000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q2YTD,2015-03-01,2015-08-31,,2.54,2.54,0.56,2.47,,207700000.0,544300000.0,544300000.0,541000000.0,3300000.0,2198200000.0,3710900000.0,,,,,,606000000.0,2198200000.0,1512700000.0,155900000.0,1200000.0,606000000.0,906700000.0,-154700000.0,752000000.0,3710900000.0,213000000.0,213000000.0,219100000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q2TTM,2014-09-01,2015-08-31,,4.62,4.62,0.56,4.45,,358600000.0,978000000.0,978000000.0,977800000.0,200000.0,4176700000.0,6925900000.0,,4400000.0,,,,1113200000.0,4176700000.0,2749200000.0,-11100000.0,-314900000.0,1113200000.0,1636000000.0,-299400000.0,1336600000.0,6925900000.0,213000000.0,213000000.0,219100000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q1,2015-03-01,2015-05-31,2016-06-30 12:05:26+00:00,1.12,1.12,0.28,1.09,,110600000.0,240200000.0,240200000.0,238600000.0,1600000.0,1060900000.0,1798000000.0,,,,,,309800000.0,1060900000.0,737100000.0,77500000.0,1000000.0,309800000.0,427300000.0,-76500000.0,350800000.0,1798000000.0,213000000.0,213000000.0,218900000.0
Constellation Brands Inc,STZ,,16918,2016.0,Q1TTM,2014-06-01,2015-05-31,,4.13,4.13,0.28,3.97,,354400000.0,869700000.0,869700000.0,871200000.0,-1500000.0,4137400000.0,6783000000.0,,,,,,1110300000.0,4137400000.0,2645600000.0,-4500000.0,-315700000.0,1110300000.0,1535300000.0,-311200000.0,1224100000.0,6783000000.0,213000000.0,213000000.0,218900000.0
Constellation Brands Inc,STZ,,16918,2017.0,FY,2016-03-01,2017-02-28,2019-04-23 14:51:36+00:00,7.04,7.04,1.44,6.9,,550300000.0,1532700000.0,1532700000.0,1528600000.0,4100000.0,4532200000.0,8051200000.0,,262400000.0,,,,1392400000.0,4532200000.0,3519000000.0,0.0,-306000000.0,1392400000.0,2126600000.0,-43600000.0,2083000000.0,8051200000.0,217100000.0,217100000.0,221500000.0
Constellation Brands Inc,STZ,,16918,2017.0,Q4,2016-12-01,2017-02-28,,2.09,2.09,0.36,2.04,,158100000.0,455400000.0,455400000.0,445500000.0,9900000.0,1005400000.0,1782700000.0,,262400000.0,,,,348300000.0,1005400000.0,777300000.0,-256300000.0,-334200000.0,348300000.0,429000000.0,184500000.0,613500000.0,1782700000.0,217100000.0,217100000.0,221500000.0
Constellation Brands Inc,STZ,,16918,2017.0,Q3,2016-09-01,2016-11-30,2018-01-05 11:59:48+00:00,1.85,1.85,0.36,1.82,,78900000.0,405000000.0,405000000.0,405900000.0,-900000.0,1101300000.0,1992700000.0,,,,,,357400000.0,1101300000.0,891400000.0,77600000.0,27500000.0,357400000.0,534000000.0,-50100000.0,483900000.0,1992700000.0,219400000.0,219400000.0,223000000.0
Constellation Brands Inc,STZ,,16918,2017.0,Q3YTD,2016-03-01,2016-11-30,,4.95,4.95,1.08,4.86,,392200000.0,1077300000.0,1077300000.0,1083100000.0,-5800000.0,3526800000.0,6268500000.0,,,,,,1044100000.0,3526800000.0,2741700000.0,256300000.0,28200000.0,1044100000.0,1697600000.0,-228100000.0,1469500000.0,6268500000.0,219400000.0,219400000.0,223000000.0
Constellation Brands Inc,STZ,,16918,2017.0,Q3TTM,2015-12-01,2016-11-30,,6.07,6.07,1.36,5.96,,497100000.0,1322600000.0,1322600000.0,1326500000.0,-3900000.0,4531200000.0,7969000000.0,,,,,,1329100000.0,4531200000.0,3437800000.0,25900000.0,-263100000.0,1329100000.0,2108700000.0,-289000000.0,1819700000.0,7969000000.0,219400000.0,219400000.0,223000000.0
