company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Constellation Brands Inc,STZ,,16918,2010.0,FY,,2010-02-28,2011-04-29 15:07:59+00:00,268800000.0,514700000.0,,587200000.0,43500000.0,,1493500000.0,2570600000.0,,925000000.0,3277100000.0,,1879900000.0,1567200000.0,,,536200000.0,151000000.0,501600000.0,442400000.0,332100000.0,,43800000.0,,1102800000.0,558400000.0,8094300000.0,2574000000.0,2589100000.0,1372600000.0,2576300000.0,2576300000.0,5518000000.0,8094300000.0,3938000000.0,4145400000.0,0.0,-609500000.0
Constellation Brands Inc,STZ,,16918,2011.0,FY,,2011-02-28,2012-04-30 14:27:40+00:00,129200000.0,417400000.0,,188800000.0,9200000.0,0.0,1605000000.0,2619800000.0,,886300000.0,3136700000.0,,1369300000.0,1219600000.0,,,583100000.0,,419900000.0,358900000.0,233000000.0,,14200000.0,287100000.0,1662300000.0,99600000.0,7167600000.0,2551900000.0,2083000000.0,662900000.0,2551900000.0,2551900000.0,4615700000.0,7167600000.0,3865000000.0,3952800000.0,0.0,-904200000.0
Constellation Brands Inc,STZ,,16918,2011.0,Q3,,2010-11-30,2011-01-10 16:51:19+00:00,334800000.0,868900000.0,,665900000.0,16000000.0,,1573300000.0,2590200000.0,,922000000.0,3133000000.0,,1866600000.0,1556100000.0,,,565400000.0,93300000.0,521500000.0,344700000.0,325100000.0,,65400000.0,,1382500000.0,593600000.0,8257800000.0,2716800000.0,2844800000.0,1515300000.0,2719000000.0,2719000000.0,5538800000.0,8257800000.0,3856900000.0,4023500000.0,,-904900000.0
Constellation Brands Inc,STZ,,16918,2011.0,Q2,,2010-08-31,2010-10-12 12:30:53+00:00,253500000.0,720700000.0,,550600000.0,13900000.0,,1538800000.0,2566100000.0,,920100000.0,3127700000.0,,1722400000.0,1529000000.0,,,544000000.0,103000000.0,482800000.0,301900000.0,325800000.0,,57700000.0,,1243200000.0,655700000.0,7877100000.0,2427700000.0,2560000000.0,1449700000.0,2429900000.0,2429900000.0,5447200000.0,7877100000.0,3788100000.0,3997500000.0,,-904900000.0
Constellation Brands Inc,STZ,,16918,2012.0,FY,,2012-02-29,2013-04-29 10:37:44+00:00,130500000.0,437600000.0,,173700000.0,85800000.0,0.0,1692000000.0,2632900000.0,,866400000.0,2421400000.0,,1374500000.0,1255800000.0,,,608700000.0,,336200000.0,320500000.0,204200000.0,,24800000.0,136400000.0,2107300000.0,708100000.0,7109900000.0,2674000000.0,2034300000.0,1199600000.0,2676000000.0,2676000000.0,4433900000.0,7109900000.0,3819800000.0,3234300000.0,0.0,-1299000000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q3,,2011-11-30,2012-01-09 15:40:07+00:00,270600000.0,569200000.0,,127800000.0,55800000.0,0.0,1675200000.0,2602200000.0,,897600000.0,2577900000.0,,1463500000.0,1251700000.0,,,594300000.0,,357400000.0,295200000.0,236800000.0,,23500000.0,90000000.0,2004300000.0,526700000.0,7225200000.0,2638000000.0,2178500000.0,1178200000.0,2638000000.0,2638000000.0,4587200000.0,7225200000.0,3795000000.0,3409000000.0,,-1169300000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q2,,2011-08-31,2011-10-11 13:51:32+00:00,138700000.0,501700000.0,,216800000.0,10000000.0,0.0,1657600000.0,2632700000.0,,895400000.0,2734700000.0,,1259200000.0,1241000000.0,,,596900000.0,,410000000.0,346000000.0,217200000.0,,26400000.0,148700000.0,1899500000.0,211700000.0,7034700000.0,2699100000.0,1919600000.0,786800000.0,2699100000.0,2699100000.0,4335600000.0,7034700000.0,3874100000.0,3548800000.0,,-1074800000.0
Constellation Brands Inc,STZ,,16918,2012.0,Q1,,2011-05-31,2011-07-11 14:51:47+00:00,104800000.0,459300000.0,,223700000.0,13400000.0,,1643600000.0,2632600000.0,,896400000.0,2728900000.0,,1309000000.0,1230700000.0,,,590800000.0,174400000.0,391800000.0,359600000.0,257200000.0,,23300000.0,,1736800000.0,263500000.0,7075400000.0,2712900000.0,1956100000.0,783400000.0,2715100000.0,2715100000.0,4360300000.0,7075400000.0,3888600000.0,3576900000.0,,-891200000.0
Constellation Brands Inc,STZ,,16918,2013.0,FY,,2013-02-28,2014-04-29 11:20:49+00:00,209000000.0,471900000.0,,132100000.0,331500000.0,0.0,1905200000.0,2722300000.0,,871400000.0,3277800000.0,,1480900000.0,1229000000.0,,,599600000.0,,422400000.0,344200000.0,222500000.0,,18900000.0,186900000.0,2495100000.0,27600000.0,7638100000.0,2855700000.0,2471200000.0,677900000.0,2860300000.0,2860300000.0,4777800000.0,7638100000.0,3937900000.0,4099900000.0,0.0,-1676700000.0
Constellation Brands Inc,STZ,,16918,2013.0,Q3,,2012-11-30,2013-01-09 16:20:54+00:00,300400000.0,539100000.0,,165300000.0,200500000.0,0.0,1873400000.0,2738400000.0,,876600000.0,3928900000.0,,1596300000.0,1236700000.0,,,618400000.0,,402800000.0,340100000.0,212300000.0,650300000.0,18100000.0,144700000.0,2413400000.0,66500000.0,8322700000.0,2773100000.0,2480600000.0,787800000.0,2775300000.0,2775300000.0,5547400000.0,8322700000.0,4605400000.0,4759600000.0,,-1679000000.0
