company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2014.0,FY,,2014-12-31,2016-02-16 06:07:17+00:00,905600000.0,2268500000.0,-987000000.0,225500000.0,,4486100000.0,,160700000.0,4049300000.0,,2347100000.0,5699900000.0,1651400000.0,1785700000.0,20100000.0,397400000.0,203900000.0,1434100000.0,799800000.0,1336700000.0,2295800000.0,3614500000.0,2803600000.0,15820500000.0,3255900000.0,6441200000.0,5304000000.0,3255900000.0,3276000000.0,12544500000.0,15820500000.0,7593600000.0,7240500000.0,-3857700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2015.0,FY,,2015-12-31,2017-03-01 17:02:05+00:00,1109600000.0,2689100000.0,-1764300000.0,1236000000.0,,7134100000.0,,92400000.0,5380100000.0,,7221900000.0,6295600000.0,1951000000.0,1983900000.0,1400000.0,457600000.0,718100000.0,1841900000.0,751500000.0,1366000000.0,596600000.0,4462100000.0,1078300000.0,22267700000.0,9764400000.0,6472700000.0,4122200000.0,9764400000.0,9765800000.0,12501900000.0,22267700000.0,13811100000.0,8379700000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2015.0,Q3,,2015-09-30,2015-10-30 16:46:19+00:00,1236200000.0,2917100000.0,-1553600000.0,587000000.0,,7099700000.0,444000000.0,102500000.0,5125300000.0,,6888200000.0,5845800000.0,1944100000.0,1884700000.0,1400000.0,78000000.0,613100000.0,1777100000.0,854400000.0,1358500000.0,593700000.0,4267500000.0,568300000.0,21316500000.0,9813600000.0,6485900000.0,3684100000.0,9813600000.0,9815000000.0,11501500000.0,21316500000.0,12945900000.0,7817400000.0,0.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2015.0,Q2,,2015-06-30,2015-08-06 17:23:03+00:00,1101800000.0,2861200000.0,-1351600000.0,439700000.0,,7080600000.0,394300000.0,83800000.0,5212400000.0,,6826400000.0,5890400000.0,1934300000.0,1899300000.0,1400000.0,87000000.0,583600000.0,1584100000.0,878100000.0,1381900000.0,2261900000.0,3838900000.0,2599700000.0,22794600000.0,9567900000.0,7891400000.0,5369400000.0,9567900000.0,9569300000.0,13225300000.0,22794600000.0,13003900000.0,7855900000.0,0.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2015.0,Q1,,2015-03-31,2015-05-07 21:03:24+00:00,997000000.0,2264600000.0,-1610900000.0,277200000.0,,7013100000.0,369900000.0,71300000.0,5115800000.0,,6770600000.0,5750400000.0,1908300000.0,1872300000.0,19900000.0,87800000.0,613800000.0,1439100000.0,850900000.0,1378400000.0,2606400000.0,3671100000.0,2780600000.0,22123800000.0,9073300000.0,7426400000.0,5288000000.0,9073300000.0,9093200000.0,13030600000.0,22123800000.0,12825100000.0,7742600000.0,0.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2016.0,FY,,2016-12-31,2018-02-28 18:05:54+00:00,1348100000.0,3310900000.0,,998800000.0,8499300000.0,-6000000.0,,97700000.0,9231900000.0,2322200000.0,14447800000.0,15202900000.0,2456400000.0,2322200000.0,1400000.0,633200000.0,2006400000.0,3258500000.0,568600000.0,1358600000.0,756400000.0,,336400000.0,34726200000.0,-73500000.0,7522500000.0,5040700000.0,-73500000.0,-72100000.0,23608600000.0,32035800000.0,24881500000.0,18567900000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2016.0,Q3,,2016-09-30,2016-11-09 17:22:35+00:00,1254900000.0,3098900000.0,-1120400000.0,1256600000.0,,8490600000.0,,164500000.0,9633100000.0,,15613400000.0,11328600000.0,2687500000.0,2284200000.0,1500000.0,441800000.0,2189600000.0,3645800000.0,600900000.0,1637500000.0,922100000.0,4524600000.0,4488800000.0,36538500000.0,11827300000.0,7965100000.0,9554000000.0,11827300000.0,11828800000.0,24709700000.0,36538500000.0,26289200000.0,15155700000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2016.0,Q2,,2016-06-30,2016-08-09 17:02:19+00:00,1017600000.0,2917400000.0,-1431300000.0,6361900000.0,,7184300000.0,,121400000.0,5830200000.0,,7716500000.0,12772800000.0,2191300000.0,2057600000.0,1400000.0,326300000.0,682500000.0,1925000000.0,719000000.0,1275100000.0,716100000.0,4644400000.0,710600000.0,28836300000.0,10329900000.0,12186700000.0,3774600000.0,10329900000.0,10331300000.0,18505000000.0,28836300000.0,14592000000.0,14730400000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2016.0,Q1,,2016-03-31,2016-05-03 16:07:35+00:00,1076200000.0,2587400000.0,-1290500000.0,1199400000.0,,7155400000.0,,43400000.0,5566900000.0,,7278400000.0,6325700000.0,2144100000.0,1998800000.0,1500000.0,441000000.0,744000000.0,1690900000.0,731400000.0,1340100000.0,696700000.0,4476000000.0,1148900000.0,22644100000.0,10273400000.0,6627600000.0,3959400000.0,10273400000.0,10274900000.0,12369200000.0,22644100000.0,14017700000.0,8409800000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2017.0,FY,,2017-12-31,2019-02-26 19:20:59+00:00,1452500000.0,3612400000.0,-361200000.0,292100000.0,,8592000000.0,,112900000.0,10205700000.0,,15245800000.0,12865300000.0,2542700000.0,2339100000.0,,496800000.0,2012400000.0,2964500000.0,305600000.0,1235700000.0,766100000.0,5644500000.0,1855400000.0,35806300000.0,13307600000.0,7213300000.0,6385300000.0,13307600000.0,13307600000.0,22498700000.0,35806300000.0,26253900000.0,16113400000.0,-567700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2017.0,Q3,,2017-09-30,2017-11-06 17:36:38+00:00,1276100000.0,3220200000.0,-611200000.0,614900000.0,,8576500000.0,,14800000.0,9984700000.0,,15270500000.0,13992400000.0,2548100000.0,2310000000.0,0.0,559800000.0,2138400000.0,2900100000.0,427300000.0,1412500000.0,883400000.0,5393800000.0,793000000.0,35818900000.0,13291600000.0,7266600000.0,4984000000.0,13291600000.0,13291600000.0,22527300000.0,35818900000.0,26242300000.0,17543300000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2017.0,Q2,,2017-06-30,2017-08-09 17:08:32+00:00,1133400000.0,2951000000.0,-955600000.0,612800000.0,,8550500000.0,,34000000.0,9801000000.0,,15202000000.0,14025600000.0,2610200000.0,2366200000.0,0.0,722500000.0,2111600000.0,2970000000.0,448600000.0,1366400000.0,791900000.0,5305500000.0,1032300000.0,35506200000.0,12832900000.0,6965900000.0,5169700000.0,12832900000.0,12832900000.0,22673300000.0,35506200000.0,26174100000.0,17503600000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2017.0,Q1,,2017-03-31,2017-05-10 09:18:14+00:00,1141400000.0,2872000000.0,-1813000000.0,723800000.0,,8528000000.0,,31000000.0,9394100000.0,,14370000000.0,14700800000.0,2547800000.0,2338000000.0,0.0,564000000.0,2019100000.0,3026400000.0,541000000.0,1372500000.0,921900000.0,5008500000.0,325400000.0,34272600000.0,11656000000.0,7065500000.0,4524200000.0,11656000000.0,11656000000.0,22616600000.0,34272600000.0,24869100000.0,18092400000.0,-67500000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2018.0,FY,,2018-12-31,2020-02-27 18:03:13+00:00,1617000000.0,2881000000.0,-1441300000.0,388100000.0,,8597400000.0,,121500000.0,9747800000.0,2170200000.0,13664600000.0,13161200000.0,2580200000.0,2170200000.0,,572200000.0,1722000000.0,2847400000.0,212400000.0,1096800000.0,518400000.0,6010700000.0,1900000.0,32734900000.0,12167100000.0,6367700000.0,4587800000.0,12167100000.0,12167100000.0,20567800000.0,32734900000.0,24197000000.0,15980000000.0,-999700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2018.0,Q3,,2018-09-30,2018-11-06 09:20:03+00:00,1401100000.0,2948700000.0,-1490900000.0,449200000.0,,8591000000.0,,75700000.0,9796600000.0,,14239000000.0,13291400000.0,2560600000.0,2119600000.0,,514000000.0,1764400000.0,2528400000.0,244700000.0,1151600000.0,583200000.0,5965800000.0,1176800000.0,33455600000.0,12066200000.0,6541700000.0,5182000000.0,12066200000.0,12066200000.0,21389400000.0,33455600000.0,24794300000.0,16207400000.0,-999700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2018.0,Q2,,2018-06-30,2018-08-08 16:54:51+00:00,1342100000.0,2818200000.0,-1199300000.0,330200000.0,,8618600000.0,,26700000.0,9880600000.0,,14152800000.0,13320000000.0,2561000000.0,2186200000.0,,467800000.0,1824400000.0,2072300000.0,286300000.0,1055200000.0,588400000.0,5789100000.0,1422100000.0,33271500000.0,12208700000.0,6297800000.0,4863200000.0,12208700000.0,12208700000.0,21062800000.0,33271500000.0,24787500000.0,16199600000.0,-999700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2018.0,Q1,,2018-03-31,2018-05-10 16:48:49+00:00,1386600000.0,3024800000.0,-191500000.0,367400000.0,,8616300000.0,,31600000.0,10318300000.0,,15047600000.0,12451400000.0,2641100000.0,2275200000.0,,497600000.0,2042400000.0,2287300000.0,284500000.0,1127200000.0,728000000.0,5751600000.0,2681300000.0,35184500000.0,13176700000.0,6761300000.0,6386800000.0,13176700000.0,13176700000.0,22007800000.0,35184500000.0,26148000000.0,15621000000.0,-999700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2019.0,FY,,2019-12-31,2020-05-11 16:28:05+00:00,1528100000.0,3058800000.0,-1797200000.0,475600000.0,,8649600000.0,,213000000.0,9590600000.0,,11649900000.0,11214300000.0,2670900000.0,2149600000.0,,703100000.0,1627500000.0,2319900000.0,405000000.0,960800000.0,552000000.0,6031100000.0,1508100000.0,31255500000.0,11883800000.0,6757300000.0,5569100000.0,11883800000.0,11883800000.0,19371700000.0,31255500000.0,22348600000.0,13802600000.0,-999700000.0
Mylan NV,MYL,549300A0CD4KNFGIIS89,1623613,2019.0,Q3,,2019-09-30,2019-11-05 16:20:46+00:00,1511300000.0,2948000000.0,-2191200000.0,358900000.0,,8643700000.0,,153200000.0,9387100000.0,2123900000.0,11824300000.0,12460500000.0,2763500000.0,2123900000.0,,628100000.0,1557000000.0,2980500000.0,445000000.0,927600000.0,574700000.0,6010600000.0,0.0,31053500000.0,11463400000.0,6645100000.0,4645000000.0,11463400000.0,11463400000.0,19590100000.0,31053500000.0,22284500000.0,14945100000.0,-999700000.0
