company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 17:56:58+00:00,3.03,3.03,1.34,3.01,,37933000.0,154602000.0,81708000.0,72894000.0,119774000.0,34828000.0,1110560000.0,1912080000.0,,,,,,-296000.0,32598000.0,27701000.0,502559000.0,1110560000.0,801520000.0,121589000.0,2272000.0,562562000.0,238958000.0,-119317000.0,119641000.0,1912080000.0,39500000.0,39584000.0,39832000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 17:56:58+00:00,7.63,7.63,1.36,7.59,,35073000.0,314011000.0,134849000.0,179162000.0,302994000.0,11017000.0,994179000.0,1766329000.0,,,,,6728000.0,2597000.0,36685000.0,15057000.0,454233000.0,994179000.0,772150000.0,89463000.0,2535000.0,515300000.0,256850000.0,-86928000.0,169922000.0,1766329000.0,39700000.0,39718000.0,39936000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q3,2009-06-29,2009-09-27,2010-10-27 11:33:09+00:00,0.96,0.96,0.34,0.96,,13236000.0,38617000.0,34222000.0,4395000.0,38312000.0,305000.0,244408000.0,440741000.0,,,,,,,9618000.0,4783000.0,113633000.0,244408000.0,196333000.0,21074000.0,233000.0,128034000.0,68299000.0,-20841000.0,47458000.0,440741000.0,39900000.0,39724000.0,39932000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q2,2009-03-30,2009-06-28,2010-07-22 18:17:38+00:00,0.16,0.16,0.34,0.16,6728000.0,5448000.0,6772000.0,33136000.0,-26364000.0,6470000.0,302000.0,241185000.0,439237000.0,,,,,,,8420000.0,6166000.0,117614000.0,241185000.0,198052000.0,21999000.0,1459000.0,138928000.0,59124000.0,-20540000.0,38584000.0,439237000.0,40400000.0,39717000.0,39921000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q4,2010-09-27,2010-12-31,,2.02,2.02,0.34,2.01,,-8906000.0,81436000.0,-11669000.0,93105000.0,81078000.0,697000.0,35648000.0,125722000.0,,-339000.0,,30354000.0,183000.0,-341000.0,11189000.0,1196000.0,61120000.0,35648000.0,90074000.0,67750000.0,94000.0,73164000.0,16727000.0,-37302000.0,-20575000.0,125722000.0,39900000.0,39906000.0,40280000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:54:10+00:00,5.04,5.04,1.36,4.99,,16918000.0,202455000.0,87672000.0,114783000.0,201094000.0,1361000.0,718883000.0,1397722000.0,,,,,,-341000.0,42380000.0,2875000.0,403635000.0,718883000.0,678839000.0,126419000.0,719000.0,448549000.0,230290000.0,-125700000.0,104590000.0,1397722000.0,39900000.0,39906000.0,40280000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q3,2010-06-28,2010-09-26,2010-10-27 11:33:09+00:00,0.56,0.56,0.34,0.55,,-5986000.0,22535000.0,23440000.0,-905000.0,22196000.0,,239926000.0,442993000.0,,339000.0,,-30354000.0,,,11013000.0,1141000.0,123441000.0,239926000.0,203067000.0,20090000.0,243000.0,135595000.0,67655000.0,-50201000.0,17454000.0,442993000.0,39600000.0,39933000.0,40254000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q3YTD,2010-01-01,2010-09-26,,3.02,3.02,1.02,2.98,,25824000.0,121019000.0,99341000.0,21678000.0,120016000.0,664000.0,683235000.0,1272000000.0,,339000.0,,-30354000.0,,,31191000.0,1679000.0,342515000.0,683235000.0,588765000.0,58669000.0,625000.0,375385000.0,213563000.0,-88398000.0,125165000.0,1272000000.0,39600000.0,39933000.0,40254000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q2,2010-03-29,2010-06-27,2010-07-22 18:17:38+00:00,1.51,1.51,0.34,1.49,,17563000.0,60526000.0,42381000.0,18145000.0,60148000.0,378000.0,252874000.0,461675000.0,,,,,,,10867000.0,75000.0,118506000.0,252874000.0,208801000.0,19585000.0,176000.0,129448000.0,79353000.0,-19409000.0,59944000.0,461675000.0,39800000.0,39913000.0,40356000.0
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q2YTD,2010-01-01,2010-06-27,,2.46,2.46,0.68,2.43,,31810000.0,98484000.0,75901000.0,22583000.0,97820000.0,664000.0,443309000.0,829007000.0,,,,,,,20178000.0,538000.0,219074000.0,443309000.0,385698000.0,38579000.0,382000.0,239790000.0,145908000.0,-38197000.0,107711000.0,829007000.0,39800000.0,39913000.0,40356000.0
