company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 17:56:58+00:00,-5083000.0,49773000.0,206369000.0,113754000.0,56167000.0,8464000.0,-7776000.0,-135354000.0,7955000.0,92897000.0,-180769000.0,-29613000.0,83665000.0,,,-180769000.0,-29613000.0,83665000.0,-94067000.0,154602000.0,81708000.0,72894000.0,31371000.0,,,40426000.0,-53786000.0,-320000.0,-32674000.0,-227835000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 17:56:58+00:00,-643000.0,49708000.0,181051000.0,88583000.0,53631000.0,314513000.0,8946000.0,-92963000.0,1553000.0,10018000.0,-402213000.0,285202000.0,172189000.0,-11075000.0,-4001000.0,-413288000.0,281201000.0,172189000.0,81030000.0,314011000.0,134849000.0,179162000.0,26964000.0,,,31982000.0,-54724000.0,,-28668000.0,-359060000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q4,2009-09-28,2009-12-31,,,12640000.0,181051000.0,88583000.0,12573000.0,,502000.0,27092000.0,803000.0,,-70654000.0,-8411000.0,101471000.0,-11075000.0,-4001000.0,-81729000.0,-12412000.0,101471000.0,29516000.0,43015000.0,44086000.0,-1071000.0,5080000.0,,,21684000.0,-13501000.0,,-8411000.0,-57956000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q3,2009-06-29,2009-09-27,,-102000.0,11933000.0,,,13485000.0,14513000.0,5252000.0,35680000.0,383000.0,18000.0,-64788000.0,8351000.0,98473000.0,,,-64788000.0,8351000.0,98473000.0,44519000.0,38617000.0,34222000.0,4395000.0,3153000.0,,,-2769000.0,-13914000.0,,-6060000.0,-51275000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q3YTD,2009-01-01,2009-09-27,2010-10-27 11:33:09+00:00,-643000.0,37068000.0,,,41058000.0,314513000.0,8444000.0,-120055000.0,750000.0,10018000.0,-331559000.0,293613000.0,70718000.0,,,-331559000.0,293613000.0,70718000.0,51514000.0,270996000.0,90763000.0,180233000.0,21884000.0,,,10298000.0,-41223000.0,,-20257000.0,-301104000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2009.0,Q2YTD,2009-01-01,2009-06-28,2010-07-22 18:17:38+00:00,-541000.0,25135000.0,,,27573000.0,300000000.0,3192000.0,-155735000.0,367000.0,10000000.0,-266771000.0,285262000.0,-27755000.0,,,-266771000.0,285262000.0,-27755000.0,6995000.0,232379000.0,56541000.0,175838000.0,18731000.0,,,13067000.0,-27309000.0,,-14197000.0,-249829000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q4,2010-09-27,2010-12-31,,,10989000.0,97536000.0,76396000.0,4369000.0,105607000.0,-2316000.0,-50659000.0,61587000.0,85298000.0,-198793000.0,100073000.0,-2942000.0,,189000.0,-198793000.0,100262000.0,-2942000.0,-39305000.0,81436000.0,-13368000.0,94804000.0,45727000.0,-11359000.0,,64673000.0,-13293000.0,,-5534000.0,-321026000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:54:10+00:00,-82000.0,48515000.0,97536000.0,76396000.0,41225000.0,181550000.0,-4130000.0,-90824000.0,70057000.0,519700000.0,-335499000.0,152138000.0,143834000.0,,,-335499000.0,152138000.0,143834000.0,20147000.0,202455000.0,87672000.0,114783000.0,57246000.0,-88000000.0,,63804000.0,-55460000.0,,-29330000.0,-781796000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q3YTD,2010-01-01,2010-09-26,2010-10-27 11:33:09+00:00,-82000.0,37526000.0,,,36856000.0,75943000.0,-1814000.0,-40165000.0,8470000.0,434402000.0,-136706000.0,52065000.0,146776000.0,,-189000.0,-136706000.0,51876000.0,146776000.0,59452000.0,121019000.0,101040000.0,19979000.0,11519000.0,-76641000.0,,-869000.0,-42167000.0,,-23796000.0,-460770000.0,,,
Teleflex Inc,TFX,UUL85LWXB4NGSWWXIQ25,96943,2010.0,Q3TTM,2009-09-28,2010-09-26,,-82000.0,50166000.0,181051000.0,88583000.0,49429000.0,75943000.0,-1312000.0,-13073000.0,9273000.0,434402000.0,-207360000.0,43654000.0,248247000.0,-11075000.0,-4190000.0,-218435000.0,39464000.0,248247000.0,88968000.0,164034000.0,145126000.0,18908000.0,16599000.0,-76641000.0,,20815000.0,-55668000.0,,-32207000.0,-518726000.0,,,
