company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Whole Foods Market Inc,WFM,,865436,2009.0,FY,,2009-09-27,2010-11-24 10:10:03+00:00,189597000.0,104731000.0,-13367000.0,250326000.0,430130000.0,,1283028000.0,87757000.0,207983000.0,8217000.0,658254000.0,73035000.0,738848000.0,,310602000.0,1897853000.0,91000000.0,,277838000.0,7866000.0,69262000.0,51137000.0,413052000.0,71023000.0,358215000.0,389000.0,,3783388000.0,1627876000.0,1055380000.0,684024000.0,1627876000.0,1627876000.0,1742460000.0,3783388000.0,830155000.0,1058436000.0,
Whole Foods Market Inc,WFM,,865436,2010.0,FY,,2010-09-26,2011-11-23 10:30:49+00:00,213212000.0,133346000.0,791000.0,294291000.0,131996000.0,0.0,1773897000.0,101464000.0,244427000.0,,665224000.0,69064000.0,508288000.0,96146000.0,323487000.0,1886130000.0,99156000.0,,289823000.0,9301000.0,62831000.0,54686000.0,,86802000.0,598570000.0,410000.0,329738000.0,3986540000.0,2373258000.0,1161519000.0,747872000.0,2373258000.0,2373258000.0,1613282000.0,3986540000.0,938891000.0,865410000.0,
Whole Foods Market Inc,WFM,,865436,2010.0,Q3,,2010-07-04,2010-08-13 11:53:59+00:00,203294000.0,122421000.0,-4713000.0,284950000.0,136144000.0,,1763559000.0,103508000.0,235934000.0,,665210000.0,69363000.0,513196000.0,57364000.0,333554000.0,1888310000.0,76525000.0,,281371000.0,9586000.0,69600000.0,44940000.0,,86814000.0,541072000.0,402000.0,294926000.0,3888665000.0,2299918000.0,1122307000.0,721001000.0,2299918000.0,2299918000.0,1588747000.0,3888665000.0,878048000.0,867746000.0,
Whole Foods Market Inc,WFM,,865436,2011.0,FY,,2011-09-25,2012-11-21 10:32:38+00:00,236913000.0,175310000.0,,371215000.0,212004000.0,0.0,2120972000.0,121176000.0,281587000.0,17827000.0,662938000.0,67234000.0,,52815000.0,336799000.0,1997212000.0,50148000.0,,342568000.0,8584000.0,50194000.0,73579000.0,,91956000.0,870333000.0,466000.0,442320000.0,4292075000.0,2991305000.0,1453144000.0,879361000.0,2991305000.0,2991305000.0,1300770000.0,4292075000.0,841719000.0,421409000.0,0.0
Whole Foods Market Inc,WFM,,865436,2011.0,Q3,,2011-07-03,2011-08-12 09:41:41+00:00,228303000.0,157162000.0,5251000.0,341722000.0,289107000.0,0.0,2027016000.0,103077000.0,272447000.0,17700000.0,662938000.0,65736000.0,17595000.0,40255000.0,348293000.0,1968247000.0,51525000.0,,337225000.0,8446000.0,52997000.0,84143000.0,,86819000.0,812849000.0,446000.0,247803000.0,4113551000.0,2845116000.0,1316404000.0,856121000.0,2845116000.0,2845116000.0,1268435000.0,4113551000.0,828900000.0,412314000.0,
Whole Foods Market Inc,WFM,,865436,2011.0,Q2,,2011-04-10,2011-05-20 10:25:06+00:00,233991000.0,155092000.0,6408000.0,321986000.0,162103000.0,,1954250000.0,103394000.0,254334000.0,17572000.0,661483000.0,67093000.0,207741000.0,80437000.0,341539000.0,1933764000.0,81549000.0,,338072000.0,9362000.0,59708000.0,62127000.0,,86785000.0,742077000.0,435000.0,391846000.0,4136574000.0,2702735000.0,1302886000.0,844404000.0,2702735000.0,2702735000.0,1433839000.0,4136574000.0,899924000.0,589435000.0,
Whole Foods Market Inc,WFM,,865436,2011.0,Q1,,2011-01-16,2011-02-25 09:44:45+00:00,211718000.0,142337000.0,3030000.0,305665000.0,162280000.0,,1841603000.0,101302000.0,257209000.0,17348000.0,664628000.0,68562000.0,407877000.0,91380000.0,341939000.0,1902517000.0,84306000.0,,335452000.0,9051000.0,70744000.0,44353000.0,,86792000.0,669952000.0,426000.0,421577000.0,4121024000.0,2514585000.0,1300580000.0,822153000.0,2514585000.0,2514585000.0,1606439000.0,4121024000.0,917927000.0,784286000.0,
Whole Foods Market Inc,WFM,,865436,2012.0,FY,,2012-09-30,2013-11-22 13:27:52+00:00,247000000.0,197000000.0,5000000.0,464000000.0,89000000.0,0.0,2592000000.0,132000000.0,307000000.0,26000000.0,663000000.0,62000000.0,,221000000.0,374000000.0,2193000000.0,43000000.0,,396000000.0,9000000.0,51000000.0,77000000.0,,103000000.0,1233000000.0,1000000.0,1131000000.0,5294000000.0,3802000000.0,2103000000.0,977000000.0,3802000000.0,3802000000.0,1492000000.0,5294000000.0,998000000.0,515000000.0,-28000000.0
Whole Foods Market Inc,WFM,,865436,2012.0,Q3,,2012-07-01,2012-08-03 11:58:59+00:00,239579000.0,178841000.0,222000.0,437443000.0,135457000.0,0.0,2523024000.0,127519000.0,319989000.0,25836000.0,662938000.0,63527000.0,,282740000.0,375713000.0,2111840000.0,33098000.0,,371470000.0,9185000.0,52900000.0,70208000.0,,104334000.0,1146658000.0,364000.0,933486000.0,5088886000.0,3641305000.0,1925558000.0,957238000.0,3641305000.0,3641305000.0,1447581000.0,5088886000.0,1051488000.0,490343000.0,-28599000.0
Whole Foods Market Inc,WFM,,865436,2012.0,Q2,,2012-04-08,2012-05-17 12:24:07+00:00,243627000.0,189717000.0,,414763000.0,175375000.0,0.0,2399979000.0,122766000.0,300501000.0,25610000.0,662938000.0,66047000.0,,139956000.0,365619000.0,2053507000.0,43047000.0,,382139000.0,8447000.0,52175000.0,59813000.0,,104942000.0,1058578000.0,346000.0,881945000.0,4874119000.0,3462156000.0,1900177000.0,952223000.0,3454958000.0,3454958000.0,1419161000.0,4874119000.0,920435000.0,466938000.0,3599000.0
