company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2008.0,FY,2007-12-30,2008-12-27,2011-02-22 12:01:27+00:00,2.69,2.69,,2.63,131210000.0,261374000.0,269276000.0,-7902000.0,239457000.0,21917000.0,4506118000.0,6380413000.0,,,5037000.0,-5587000.0,,,23240000.0,1431769000.0,4506118000.0,1874295000.0,34605000.0,16355000.0,1455009000.0,419286000.0,-23837000.0,395449000.0,6380413000.0,89000000.0,89080000.0,91221000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2009.0,Q3,2009-06-28,2009-09-26,2010-10-29 11:37:50+00:00,1.09,1.09,,1.05,15864000.0,100748000.0,98375000.0,2373000.0,96421000.0,4327000.0,1183166000.0,1659433000.0,,,1200000.0,1938000.0,,,0.0,362382000.0,1183166000.0,476267000.0,5171000.0,2387000.0,362382000.0,113885000.0,-846000.0,113039000.0,1659433000.0,88500000.0,88796000.0,91513000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2009.0,Q2,2009-03-29,2009-06-27,2010-08-02 12:58:47+00:00,0.83,0.83,,0.81,38689000.0,80425000.0,80200000.0,225000.0,73473000.0,6952000.0,1131516000.0,1607434000.0,,,1212000.0,-373000.0,,,0.0,353948000.0,1131516000.0,475918000.0,6406000.0,2486000.0,353948000.0,121970000.0,-4293000.0,117677000.0,1607434000.0,88500000.0,88815000.0,90534000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q4,2010-09-26,2010-12-25,,-2.58,-2.58,,-2.5,-115885000.0,-254905000.0,-254905000.0,,-232794000.0,-22111000.0,-3907089000.0,-5503222000.0,,,-7047000.0,-388000.0,,,-12285000.0,-1204715000.0,-3907089000.0,-1596133000.0,-26096000.0,-10318000.0,-1217000000.0,-379133000.0,15390000.0,-363743000.0,-5503222000.0,,,
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q3,2010-06-27,2010-09-25,2011-11-01 16:14:47+00:00,0.97,0.97,,0.94,42226000.0,94490000.0,94490000.0,,87893000.0,6597000.0,1356055000.0,1893511000.0,,,3721000.0,29000.0,,,0.0,400088000.0,1356055000.0,537456000.0,7824000.0,3422000.0,400088000.0,137368000.0,-4373000.0,132995000.0,1893511000.0,90600000.0,90326000.0,93270000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q3YTD,2009-12-27,2010-09-25,,2.58,2.58,,2.5,115885000.0,254905000.0,254905000.0,,232794000.0,22111000.0,3907089000.0,5503222000.0,,,7047000.0,388000.0,,,12285000.0,1204715000.0,3907089000.0,1596133000.0,26096000.0,10318000.0,1217000000.0,379133000.0,-15390000.0,363743000.0,5503222000.0,90600000.0,90326000.0,93270000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q2,2010-03-28,2010-06-26,2011-08-02 11:47:28+00:00,0.93,0.93,,0.9,41435000.0,93163000.0,93163000.0,,84001000.0,9162000.0,1303757000.0,1849401000.0,,,1795000.0,474000.0,,,0.0,407638000.0,1303757000.0,545644000.0,9185000.0,3508000.0,407638000.0,138006000.0,-5203000.0,132803000.0,1849401000.0,90300000.0,90021000.0,93352000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q2YTD,2009-12-27,2010-06-26,,1.61,1.61,,1.56,73659000.0,160415000.0,160415000.0,,144901000.0,15514000.0,2551034000.0,3609711000.0,,,3326000.0,359000.0,,,12285000.0,804627000.0,2551034000.0,1058677000.0,18272000.0,6896000.0,816912000.0,241765000.0,-11017000.0,230748000.0,3609711000.0,90300000.0,90021000.0,93352000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q1,2009-12-27,2010-03-27,2011-05-03 11:33:26+00:00,0.68,0.68,,0.66,32224000.0,67252000.0,67252000.0,,60900000.0,6352000.0,1247277000.0,1760310000.0,,,1531000.0,-115000.0,,,12285000.0,396989000.0,1247277000.0,513033000.0,9087000.0,3388000.0,409274000.0,103759000.0,-5814000.0,97945000.0,1760310000.0,89600000.0,89508000.0,92721000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,FY,2010-12-26,2011-12-31,2014-02-11 15:13:53+00:00,4.08,4.08,,3.97,180212000.0,404656000.0,404656000.0,,367661000.0,36995000.0,6112187000.0,8530242000.0,,,15561000.0,1942000.0,,,0.0,1835906000.0,6112187000.0,2418055000.0,30377000.0,15593000.0,1835906000.0,582149000.0,-12842000.0,569307000.0,8530242000.0,90100000.0,90120000.0,92620000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q4,2011-09-25,2011-12-31,,1.18,1.18,,1.15,49458000.0,198792000.0,198792000.0,,104730000.0,11091000.0,1687559000.0,2340148000.0,,82971000.0,88187000.0,629000.0,,,,489216000.0,1687559000.0,652589000.0,7577000.0,3638000.0,489216000.0,163373000.0,-3310000.0,160063000.0,2340148000.0,90100000.0,90120000.0,92620000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q3YTD,2010-12-26,2011-09-24,,2.9,2.9,,2.82,130754000.0,205864000.0,205864000.0,,262931000.0,25904000.0,4424628000.0,6190094000.0,,-82971000.0,-72626000.0,1313000.0,,,,1346690000.0,4424628000.0,1765466000.0,22800000.0,11955000.0,1346690000.0,418776000.0,-9532000.0,409244000.0,6190094000.0,90200000.0,90251000.0,92869000.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q3TTM,2010-09-26,2011-09-24,,0.32,0.32,,0.32,14869000.0,-49041000.0,-49041000.0,,30137000.0,3793000.0,517539000.0,686872000.0,,-82971000.0,-79673000.0,925000.0,,,-12285000.0,141975000.0,517539000.0,169333000.0,-3296000.0,1637000.0,129690000.0,39643000.0,5858000.0,45501000.0,686872000.0,90200000.0,90251000.0,92869000.0
