company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2009.0,FY,,2009-12-26,2011-02-22 12:01:27+00:00,521079000.0,725397000.0,64194000.0,471154000.0,,604678000.0,48001000.0,86034000.0,155298000.0,986395000.0,204445000.0,243373000.0,,775199000.0,259576000.0,29000.0,100976000.0,289351000.0,,,182036000.0,75304000.0,,,183782000.0,178570000.0,,1492607000.0,24492000.0,,3835985000.0,2161479000.0,2203533000.0,1076254000.0,2161479000.0,2161508000.0,1495907000.0,3835985000.0,1372876000.0,419653000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q3,,2010-09-25,2010-10-29 11:37:50+00:00,532274000.0,923026000.0,50932000.0,203730000.0,,593570000.0,40860000.0,107040000.0,154103000.0,1425651000.0,413701000.0,383495000.0,,849541000.0,254004000.0,1421000.0,190565000.0,267966000.0,,,263329000.0,75582000.0,,,230617000.0,299101000.0,,1722146000.0,226264000.0,,4604459000.0,2366648000.0,2247774000.0,1287647000.0,2366648000.0,2368069000.0,1937289000.0,4604459000.0,2102681000.0,649642000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2010.0,Q2,,2010-06-26,2010-08-02 12:58:47+00:00,504248000.0,829917000.0,-3849000.0,321116000.0,,633155000.0,42934000.0,91721000.0,139290000.0,1368106000.0,406828000.0,523421000.0,,797603000.0,248233000.0,184000.0,187602000.0,265468000.0,,,181953000.0,72348000.0,,,205986000.0,341099000.0,,1637508000.0,25470000.0,14989000.0,4417665000.0,2266814000.0,2212545000.0,1026197000.0,2266814000.0,2266998000.0,1809568000.0,4417665000.0,1956887000.0,783371000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,FY,,2011-12-31,2013-02-13 14:03:18+00:00,621468000.0,888248000.0,22584000.0,147284000.0,0.0,402161000.0,54970000.0,121234000.0,191173000.0,1497108000.0,409612000.0,363524000.0,,947849000.0,262088000.0,1401000.0,188739000.0,259932000.0,,,298828000.0,80568000.0,,,234157000.0,402050000.0,,2007477000.0,77833000.0,,4740144000.0,2432222000.0,2272508000.0,1271640000.0,2432222000.0,2433623000.0,1904471000.0,4740144000.0,2205548000.0,632831000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q3,,2011-09-24,2011-11-01 16:14:47+00:00,595476000.0,983060000.0,49623000.0,106872000.0,0.0,538938000.0,54108000.0,127337000.0,175919000.0,1495256000.0,426061000.0,371864000.0,,923687000.0,262502000.0,1408000.0,190726000.0,242529000.0,,,297345000.0,76732000.0,,,249405000.0,417060000.0,,1950593000.0,60091000.0,0.0,4798296000.0,2539154000.0,2317132000.0,1201352000.0,2539154000.0,2540562000.0,1840674000.0,4798296000.0,2218662000.0,639322000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q2,,2011-06-25,2011-08-02 11:47:28+00:00,605785000.0,963073000.0,102921000.0,161789000.0,,542297000.0,54178000.0,125721000.0,170314000.0,1512702000.0,447501000.0,372924000.0,,926722000.0,270021000.0,1464000.0,197538000.0,264703000.0,,,304525000.0,77368000.0,,,243248000.0,424164000.0,,1928138000.0,70422000.0,,4883759000.0,2573356000.0,2349010000.0,1236945000.0,2573356000.0,2574820000.0,1884775000.0,4883759000.0,2264728000.0,647830000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2011.0,Q1,,2011-03-26,2011-05-03 11:33:26+00:00,579474000.0,934952000.0,89836000.0,116712000.0,,519765000.0,51363000.0,131387000.0,153892000.0,1499689000.0,458480000.0,407462000.0,,930341000.0,271750000.0,1370000.0,196358000.0,263899000.0,,,303564000.0,82711000.0,,,228143000.0,426060000.0,,1837229000.0,105551000.0,,4794994000.0,2446830000.0,2261511000.0,1234203000.0,2446830000.0,2448200000.0,1920734000.0,4794994000.0,2261733000.0,686531000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2012.0,FY,,2012-12-29,2014-02-11 15:13:53+00:00,787658000.0,1015194000.0,52855000.0,122080000.0,0.0,376825000.0,64049000.0,132774000.0,207381000.0,1601046000.0,462182000.0,488121000.0,292934000.0,1203507000.0,273458000.0,2279000.0,196814000.0,299738000.0,,,,125314000.0,,,299547000.0,435175000.0,,2183905000.0,45158000.0,,5333997000.0,2613585000.0,2704377000.0,1472709000.0,2613585000.0,2615864000.0,2282958000.0,5333997000.0,2356162000.0,810249000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2012.0,Q3,,2012-09-29,2012-11-07 12:18:58+00:00,707641000.0,1035529000.0,35475000.0,89336000.0,0.0,405750000.0,59429000.0,130576000.0,175089000.0,1591482000.0,471143000.0,436426000.0,,1070854000.0,258683000.0,1407000.0,180977000.0,262694000.0,,,278045000.0,96402000.0,,,257031000.0,375661000.0,,2130476000.0,172958000.0,,5111532000.0,2571701000.0,2512179000.0,1448958000.0,2571701000.0,2573108000.0,2162763000.0,5111532000.0,2340670000.0,713805000.0,0.0
Henry Schein Inc,HSIC,VGO3WGL8H45T73F4RR92,1000228,2012.0,Q2,,2012-06-30,2012-08-02 13:16:14+00:00,619936000.0,972292000.0,12880000.0,87896000.0,0.0,399708000.0,60693000.0,126703000.0,179186000.0,1523446000.0,425038000.0,434417000.0,,976996000.0,255715000.0,1396000.0,185247000.0,257046000.0,,,299913000.0,82980000.0,,,233267000.0,359114000.0,,2076060000.0,100583000.0,,4835256000.0,2488648000.0,2331144000.0,1283454000.0,2488648000.0,2490044000.0,1986098000.0,4835256000.0,2248397000.0,702644000.0,0.0
