company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q1,2009-04-04,2009-07-03,2010-08-11 12:16:43+00:00,-73000000.0,,283000000.0,,92000000.0,-657000000.0,,9000000.0,-14000000.0,-158000000.0,-297000000.0,-14000000.0,-158000000.0,-297000000.0,-377000000.0,133000000.0,133000000.0,-56000000.0,1000000.0,15000000.0,,-100000000.0,-22000000.0,-2000000.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,FY,2010-04-03,2011-04-01,2012-05-29 16:27:55+00:00,-460000000.0,,1140000000.0,119000000.0,57000000.0,-326000000.0,73000000.0,105000000.0,-1676000000.0,-892000000.0,1564000000.0,-1676000000.0,-892000000.0,1564000000.0,-947000000.0,759000000.0,759000000.0,-9000000.0,6000000.0,7000000.0,-77000000.0,-663000000.0,-1718000000.0,-65000000.0,105000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q4,2011-01-01,2011-04-01,,-96000000.0,,283000000.0,65000000.0,18000000.0,326000000.0,73000000.0,-277000000.0,-413000000.0,-157000000.0,760000000.0,-413000000.0,-157000000.0,760000000.0,208000000.0,175000000.0,175000000.0,-24000000.0,-22000000.0,-81000000.0,-31000000.0,-150000000.0,-91000000.0,-65000000.0,105000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3TTM,2010-01-02,2010-12-31,,-501000000.0,,1135000000.0,54000000.0,37000000.0,-6000000.0,100000000.0,411000000.0,-1864000000.0,-1011000000.0,2040000000.0,-1864000000.0,-1011000000.0,2040000000.0,-798000000.0,848000000.0,848000000.0,63000000.0,-49000000.0,8000000.0,-46000000.0,-654000000.0,-2279000000.0,-1000000.0,82000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3,2010-10-02,2010-12-31,,-147000000.0,,286000000.0,2000000.0,3000000.0,-88000000.0,,374000000.0,-1216000000.0,-277000000.0,462000000.0,-1216000000.0,-277000000.0,462000000.0,-1028000000.0,243000000.0,243000000.0,21000000.0,8000000.0,44000000.0,-23000000.0,-176000000.0,-1575000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3YTD,2010-04-03,2010-12-31,2012-02-09 12:12:42+00:00,-364000000.0,,857000000.0,54000000.0,39000000.0,-652000000.0,,382000000.0,-1263000000.0,-735000000.0,804000000.0,-1263000000.0,-735000000.0,804000000.0,-1155000000.0,584000000.0,584000000.0,15000000.0,28000000.0,88000000.0,-46000000.0,-513000000.0,-1627000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2TTM,2009-10-03,2010-10-01,,-421000000.0,,1150000000.0,54000000.0,45000000.0,-339000000.0,100000000.0,110000000.0,-543000000.0,-962000000.0,1710000000.0,-543000000.0,-962000000.0,1710000000.0,250000000.0,822000000.0,822000000.0,77000000.0,-4000000.0,29000000.0,-23000000.0,-706000000.0,-726000000.0,,82000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2,2010-07-03,2010-10-01,,-141000000.0,,294000000.0,52000000.0,74000000.0,-75000000.0,0.0,0.0,,-205000000.0,402000000.0,-49000000.0,-205000000.0,402000000.0,222000000.0,193000000.0,193000000.0,-10000000.0,0.0,44000000.0,0.0,-160000000.0,0.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2YTD,2010-04-03,2010-10-01,2011-11-16 14:11:16+00:00,-217000000.0,,571000000.0,52000000.0,36000000.0,-564000000.0,,8000000.0,-47000000.0,-458000000.0,342000000.0,-47000000.0,-458000000.0,342000000.0,-127000000.0,341000000.0,341000000.0,-6000000.0,20000000.0,44000000.0,-23000000.0,-337000000.0,-52000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q1TTM,2009-07-04,2010-07-02,,-357000000.0,,1150000000.0,14000000.0,-9000000.0,-242000000.0,116000000.0,125000000.0,-473000000.0,-885000000.0,1880000000.0,-471000000.0,-885000000.0,1880000000.0,515000000.0,849000000.0,849000000.0,123000000.0,7000000.0,31000000.0,,-655000000.0,-720000000.0,-1000000.0,82000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q1,2010-04-03,2010-07-02,2011-08-12 16:52:26+00:00,-76000000.0,,277000000.0,,-38000000.0,-489000000.0,16000000.0,4000000.0,,-253000000.0,-60000000.0,2000000.0,-253000000.0,-60000000.0,-349000000.0,148000000.0,148000000.0,4000000.0,-1000000.0,0.0,0.0,-177000000.0,-19000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q4,2011-12-31,2012-03-30,,-98000000.0,,206000000.0,2000000.0,29000000.0,118000000.0,,46000000.0,-110000000.0,-220000000.0,496000000.0,-110000000.0,-220000000.0,496000000.0,195000000.0,3470000000.0,3470000000.0,-3298000000.0,,1000000.0,-31000000.0,-136000000.0,-125000000.0,,11000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,FY,2011-04-02,2012-03-30,2015-06-05 13:47:40+00:00,-780000000.0,,1139000000.0,2000000.0,-31000000.0,-615000000.0,15000000.0,140000000.0,-581000000.0,-1308000000.0,1176000000.0,-581000000.0,-1308000000.0,1176000000.0,-744000000.0,-602000000.0,-602000000.0,1254000000.0,2000000.0,28000000.0,-124000000.0,-569000000.0,-614000000.0,0.0,11000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q3TTM,2011-01-01,2011-12-30,,-778000000.0,,1216000000.0,65000000.0,-42000000.0,-407000000.0,88000000.0,-183000000.0,-884000000.0,-1245000000.0,1440000000.0,-884000000.0,-1245000000.0,1440000000.0,-731000000.0,-3897000000.0,-3897000000.0,4528000000.0,-20000000.0,-54000000.0,-124000000.0,-583000000.0,-580000000.0,-65000000.0,105000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q3,2011-10-01,2011-12-30,,-72000000.0,,322000000.0,,-25000000.0,232000000.0,,-490000000.0,-590000000.0,-185000000.0,720000000.0,-590000000.0,-185000000.0,720000000.0,-80000000.0,-1391000000.0,-1391000000.0,1557000000.0,,19000000.0,-31000000.0,-132000000.0,-69000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q3YTD,2011-04-02,2011-12-30,2013-02-05 17:40:49+00:00,-682000000.0,,933000000.0,0.0,-60000000.0,-733000000.0,15000000.0,94000000.0,-471000000.0,-1088000000.0,680000000.0,-471000000.0,-1088000000.0,680000000.0,-939000000.0,-4072000000.0,-4072000000.0,4552000000.0,2000000.0,27000000.0,-93000000.0,-433000000.0,-489000000.0,0.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q2TTM,2010-10-02,2011-09-30,,-853000000.0,,1180000000.0,67000000.0,-14000000.0,-727000000.0,88000000.0,681000000.0,-1510000000.0,-1337000000.0,1182000000.0,-1510000000.0,-1337000000.0,1182000000.0,-1679000000.0,-2263000000.0,-2263000000.0,2992000000.0,-12000000.0,-29000000.0,-116000000.0,-627000000.0,-2086000000.0,-65000000.0,105000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q2,2011-07-02,2011-09-30,,-441000000.0,,319000000.0,,-50000000.0,-429000000.0,2000000.0,328000000.0,-75000000.0,-569000000.0,6000000.0,-75000000.0,-569000000.0,6000000.0,-688000000.0,-2866000000.0,-2866000000.0,2982000000.0,,12000000.0,-31000000.0,-140000000.0,-374000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q2YTD,2011-04-02,2011-09-30,2012-11-06 14:58:57+00:00,-610000000.0,,611000000.0,,-35000000.0,-965000000.0,15000000.0,584000000.0,119000000.0,-903000000.0,-40000000.0,119000000.0,-903000000.0,-40000000.0,-859000000.0,-2681000000.0,-2681000000.0,2995000000.0,2000000.0,8000000.0,-62000000.0,-301000000.0,-420000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q1TTM,2010-07-03,2011-07-01,,-553000000.0,,1155000000.0,119000000.0,110000000.0,-373000000.0,70000000.0,357000000.0,-1482000000.0,-973000000.0,1578000000.0,-1484000000.0,-973000000.0,1578000000.0,-769000000.0,796000000.0,796000000.0,,9000000.0,3000000.0,-108000000.0,-647000000.0,-1745000000.0,-65000000.0,105000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2012.0,Q1,2011-04-02,2011-07-01,2012-08-08 15:28:21+00:00,-169000000.0,,292000000.0,,15000000.0,-536000000.0,13000000.0,256000000.0,194000000.0,-334000000.0,-46000000.0,194000000.0,-334000000.0,-46000000.0,-171000000.0,185000000.0,185000000.0,13000000.0,2000000.0,-4000000.0,-31000000.0,-161000000.0,-46000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q4,2012-12-29,2013-03-29,,-66000000.0,,269000000.0,150000000.0,-11000000.0,-583000000.0,51000000.0,128000000.0,-156000000.0,-18000000.0,41000000.0,-156000000.0,-18000000.0,41000000.0,-144000000.0,86000000.0,86000000.0,269000000.0,2000000.0,-49000000.0,-31000000.0,-85000000.0,-82000000.0,-224000000.0,32000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,FY,2012-03-31,2013-03-29,2015-06-08 10:35:52+00:00,-311000000.0,,1070000000.0,1108000000.0,-25000000.0,-320000000.0,55000000.0,1205000000.0,-589000000.0,456000000.0,1119000000.0,-589000000.0,456000000.0,1119000000.0,961000000.0,779000000.0,779000000.0,-410000000.0,3000000.0,22000000.0,-124000000.0,-395000000.0,-1445000000.0,-283000000.0,32000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q3YTD,2012-03-31,2012-12-28,2014-01-30 18:12:39+00:00,-245000000.0,,801000000.0,958000000.0,-14000000.0,263000000.0,4000000.0,1077000000.0,-433000000.0,474000000.0,1078000000.0,-433000000.0,474000000.0,1078000000.0,1105000000.0,693000000.0,693000000.0,-679000000.0,1000000.0,71000000.0,-93000000.0,-310000000.0,-1363000000.0,-59000000.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q3TTM,2011-12-31,2012-12-28,,-343000000.0,,1007000000.0,960000000.0,15000000.0,381000000.0,4000000.0,1123000000.0,-543000000.0,254000000.0,1574000000.0,-543000000.0,254000000.0,1574000000.0,1300000000.0,4163000000.0,4163000000.0,-3977000000.0,1000000.0,72000000.0,-124000000.0,-446000000.0,-1488000000.0,-59000000.0,11000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q3,2012-09-29,2012-12-28,,-61000000.0,,268000000.0,956000000.0,-3000000.0,301000000.0,3000000.0,252000000.0,-902000000.0,840000000.0,413000000.0,-902000000.0,840000000.0,413000000.0,348000000.0,513000000.0,513000000.0,-669000000.0,1000000.0,40000000.0,-31000000.0,-95000000.0,-1068000000.0,-59000000.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q2TTM,2011-10-01,2012-09-28,,-354000000.0,,1061000000.0,4000000.0,-7000000.0,312000000.0,1000000.0,381000000.0,-231000000.0,-771000000.0,1881000000.0,-231000000.0,-771000000.0,1881000000.0,872000000.0,2259000000.0,2259000000.0,-1751000000.0,,51000000.0,-124000000.0,-483000000.0,-489000000.0,,11000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q2,2012-06-30,2012-09-28,,-107000000.0,,271000000.0,,27000000.0,51000000.0,1000000.0,771000000.0,566000000.0,-187000000.0,444000000.0,566000000.0,-187000000.0,444000000.0,850000000.0,138000000.0,138000000.0,-16000000.0,,13000000.0,-31000000.0,-93000000.0,-175000000.0,,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q2YTD,2012-03-31,2012-09-28,2013-10-30 18:09:21+00:00,-184000000.0,,533000000.0,2000000.0,-11000000.0,-38000000.0,1000000.0,825000000.0,469000000.0,-366000000.0,665000000.0,469000000.0,-366000000.0,665000000.0,757000000.0,180000000.0,180000000.0,-10000000.0,0.0,31000000.0,-62000000.0,-215000000.0,-295000000.0,0.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q1TTM,2011-07-02,2012-06-29,,-688000000.0,,1109000000.0,4000000.0,-84000000.0,-168000000.0,2000000.0,-62000000.0,-872000000.0,-1153000000.0,1443000000.0,-872000000.0,-1153000000.0,1443000000.0,-666000000.0,-745000000.0,-745000000.0,1247000000.0,,50000000.0,-124000000.0,-530000000.0,-688000000.0,,11000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2013.0,Q1,2012-03-31,2012-06-29,2013-08-06 18:17:32+00:00,-77000000.0,,262000000.0,2000000.0,-38000000.0,-89000000.0,0.0,54000000.0,-97000000.0,-179000000.0,221000000.0,-97000000.0,-179000000.0,221000000.0,-93000000.0,42000000.0,42000000.0,6000000.0,0.0,18000000.0,-31000000.0,-122000000.0,-120000000.0,0.0,
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q4,2013-12-28,2014-03-28,,-71000000.0,,265000000.0,3000000.0,6000000.0,119000000.0,102000000.0,31000000.0,-206000000.0,-189000000.0,548000000.0,-206000000.0,-189000000.0,548000000.0,159000000.0,273000000.0,273000000.0,-109000000.0,-95000000.0,-1000000.0,-30000000.0,-133000000.0,-69000000.0,-145000000.0,13000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,FY,2013-03-30,2014-03-28,2015-06-08 10:35:52+00:00,-458000000.0,,1018000000.0,248000000.0,-6000000.0,-172000000.0,214000000.0,439000000.0,-599000000.0,-566000000.0,1560000000.0,-599000000.0,-566000000.0,1560000000.0,389000000.0,968000000.0,968000000.0,-254000000.0,-90000000.0,26000000.0,-119000000.0,-420000000.0,-522000000.0,-521000000.0,38000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q3TTM,2012-12-29,2013-12-27,,-453000000.0,,1022000000.0,395000000.0,-23000000.0,-874000000.0,163000000.0,536000000.0,-549000000.0,-395000000.0,1053000000.0,-549000000.0,-395000000.0,1053000000.0,86000000.0,781000000.0,781000000.0,124000000.0,7000000.0,-22000000.0,-120000000.0,-372000000.0,-535000000.0,-600000000.0,57000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q3,2013-09-28,2013-12-27,,-231000000.0,,251000000.0,13000000.0,5000000.0,76000000.0,27000000.0,408000000.0,-44000000.0,-301000000.0,529000000.0,-44000000.0,-301000000.0,529000000.0,189000000.0,276000000.0,276000000.0,-74000000.0,,3000000.0,-29000000.0,-99000000.0,-325000000.0,-125000000.0,13000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q3YTD,2013-03-30,2013-12-27,2015-02-10 17:34:08+00:00,-387000000.0,,753000000.0,245000000.0,-12000000.0,-291000000.0,112000000.0,408000000.0,-393000000.0,-377000000.0,1012000000.0,-393000000.0,-377000000.0,1012000000.0,230000000.0,695000000.0,695000000.0,-145000000.0,5000000.0,27000000.0,-89000000.0,-287000000.0,-453000000.0,-376000000.0,25000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q2TTM,2012-09-29,2013-09-27,,-283000000.0,,1039000000.0,1338000000.0,-31000000.0,-649000000.0,139000000.0,380000000.0,-1407000000.0,746000000.0,937000000.0,-1407000000.0,746000000.0,937000000.0,245000000.0,1018000000.0,1018000000.0,-471000000.0,8000000.0,15000000.0,-122000000.0,-368000000.0,-1278000000.0,-534000000.0,44000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q2,2013-06-29,2013-09-27,,-89000000.0,,247000000.0,176000000.0,13000000.0,-167000000.0,69000000.0,,-142000000.0,25000000.0,270000000.0,-142000000.0,25000000.0,270000000.0,166000000.0,242000000.0,242000000.0,-52000000.0,2000000.0,21000000.0,-30000000.0,-87000000.0,-59000000.0,-124000000.0,4000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q2YTD,2013-03-30,2013-09-27,2014-11-06 18:39:37+00:00,-156000000.0,,502000000.0,232000000.0,-17000000.0,-367000000.0,85000000.0,,-349000000.0,-76000000.0,483000000.0,-349000000.0,-76000000.0,483000000.0,41000000.0,419000000.0,419000000.0,-71000000.0,5000000.0,24000000.0,-60000000.0,-188000000.0,-128000000.0,-251000000.0,12000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q1TTM,2012-06-30,2013-06-28,,-301000000.0,,1063000000.0,1162000000.0,-17000000.0,-431000000.0,71000000.0,1151000000.0,-699000000.0,534000000.0,1111000000.0,-699000000.0,534000000.0,1111000000.0,929000000.0,914000000.0,914000000.0,-435000000.0,6000000.0,7000000.0,-123000000.0,-374000000.0,-1394000000.0,-410000000.0,40000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2014.0,Q1,2013-03-30,2013-06-28,2014-08-12 17:03:02+00:00,-67000000.0,,255000000.0,56000000.0,-30000000.0,-200000000.0,16000000.0,,-207000000.0,-101000000.0,213000000.0,-207000000.0,-101000000.0,213000000.0,-125000000.0,177000000.0,177000000.0,-19000000.0,3000000.0,3000000.0,-30000000.0,-101000000.0,-69000000.0,-127000000.0,8000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2015.0,FY,2014-03-29,2015-04-03,2017-05-26 09:37:33+00:00,-329000000.0,0.0,977000000.0,,-204000000.0,-567000000.0,196000000.0,0.0,-1078000000.0,-536000000.0,1473000000.0,-1078000000.0,-536000000.0,1473000000.0,-345000000.0,17000000.0,17000000.0,1046000000.0,-22000000.0,19000000.0,-128000000.0,-381000000.0,-282000000.0,-842000000.0,155000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2015.0,Q4,2015-01-03,2015-04-03,,-106000000.0,,215000000.0,,-89000000.0,-452000000.0,45000000.0,,-399000000.0,-137000000.0,330000000.0,-399000000.0,-137000000.0,330000000.0,-295000000.0,23000000.0,23000000.0,544000000.0,-37000000.0,11000000.0,-33000000.0,-98000000.0,-50000000.0,-324000000.0,56000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2015.0,Q3YTD,2014-03-29,2015-01-02,2016-02-16 12:33:36+00:00,-223000000.0,,762000000.0,,-115000000.0,-115000000.0,151000000.0,0.0,-679000000.0,-399000000.0,1143000000.0,-679000000.0,-399000000.0,1143000000.0,-50000000.0,-6000000.0,-6000000.0,502000000.0,15000000.0,8000000.0,-95000000.0,-283000000.0,-232000000.0,-518000000.0,99000000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2015.0,Q3TTM,2013-12-28,2015-01-02,,-294000000.0,,1027000000.0,3000000.0,-109000000.0,4000000.0,253000000.0,31000000.0,-885000000.0,-588000000.0,1691000000.0,-885000000.0,-588000000.0,1691000000.0,109000000.0,267000000.0,267000000.0,393000000.0,-80000000.0,7000000.0,-125000000.0,-416000000.0,-301000000.0,-663000000.0,112000000.0
