company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2008.0,FY,2007-03-31,2008-03-28,2010-05-21 08:39:14+00:00,3.26,3.26,,1199000000.0,3.2,0.0,373000000.0,559000000.0,559000000.0,,545000000.0,14000000.0,13150000000.0,16500000000.0,,-37000000.0,156000000.0,,915000000.0,13150000000.0,3350000000.0,185000000.0,,2233000000.0,1117000000.0,-185000000.0,932000000.0,16500000000.0,167200000.0,167200000.0,170300000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2009.0,FY,2008-03-29,2009-04-03,2011-06-15 12:56:26+00:00,7.37,7.37,0.0,1179000000.0,7.31,4000000.0,-173000000.0,1123000000.0,1123000000.0,0.0,1115000000.0,8000000.0,13000000000.0,16432000000.0,,-40000000.0,,,1079000000.0,13000000000.0,3432000000.0,260000000.0,,2222000000.0,1210000000.0,-260000000.0,950000000.0,16432000000.0,151300000.0,151300000.0,152500000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2009.0,Q3,2008-10-04,2009-01-02,2010-02-10 12:11:26+00:00,,1.06,,282000000.0,1.06,,100000000.0,163000000.0,163000000.0,,161000000.0,2000000.0,3085000000.0,3952000000.0,,-12000000.0,,,266000000.0,3085000000.0,867000000.0,68000000.0,,536000000.0,331000000.0,-68000000.0,263000000.0,3952000000.0,,151900000.0,151900000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2009.0,Q2,2008-07-05,2008-10-03,2009-11-12 12:36:15+00:00,,2.98,,312000000.0,2.95,,-267000000.0,453000000.0,453000000.0,,452000000.0,1000000.0,3410000000.0,4239000000.0,,-9000000.0,,,281000000.0,3410000000.0,829000000.0,59000000.0,,584000000.0,245000000.0,-59000000.0,186000000.0,4239000000.0,,151700000.0,153200000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,FY,2009-04-04,2010-04-02,2011-06-15 12:56:26+00:00,5.36,5.36,0.0,1095000000.0,5.28,0.0,192000000.0,834000000.0,830000000.0,4000000.0,817000000.0,17000000.0,12618000000.0,15921000000.0,,-27000000.0,,,961000000.0,12618000000.0,3303000000.0,252000000.0,,2029000000.0,1274000000.0,-252000000.0,1022000000.0,15921000000.0,152400000.0,152400000.0,154700000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q4,2010-01-02,2010-04-02,,1.7,1.7,,270000000.0,1.67,,26000000.0,264000000.0,260000000.0,4000000.0,259000000.0,5000000.0,3142000000.0,4029000000.0,-7000000.0,-7000000.0,,,237000000.0,3142000000.0,887000000.0,94000000.0,,500000000.0,387000000.0,-101000000.0,286000000.0,4029000000.0,152400000.0,152400000.0,154700000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q3YTD,2009-04-04,2010-01-01,,3.66,3.66,,825000000.0,3.61,,166000000.0,570000000.0,570000000.0,,558000000.0,12000000.0,9476000000.0,11892000000.0,7000000.0,-20000000.0,,,724000000.0,9476000000.0,2416000000.0,158000000.0,,1529000000.0,887000000.0,-151000000.0,736000000.0,11892000000.0,152900000.0,152900000.0,155100000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q3,2009-10-03,2010-01-01,2011-02-09 12:30:36+00:00,1.38,1.38,0.0,280000000.0,1.36,,75000000.0,216000000.0,216000000.0,,211000000.0,5000000.0,3105000000.0,3953000000.0,6000000.0,-6000000.0,,,239000000.0,3105000000.0,848000000.0,50000000.0,,513000000.0,335000000.0,-44000000.0,291000000.0,3953000000.0,152900000.0,152900000.0,155100000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q2YTD,2009-04-04,2009-10-02,,2.28,2.28,,545000000.0,2.25,,91000000.0,354000000.0,354000000.0,,347000000.0,7000000.0,6371000000.0,7939000000.0,1000000.0,-14000000.0,,,485000000.0,6371000000.0,1568000000.0,108000000.0,,1016000000.0,552000000.0,-107000000.0,445000000.0,7939000000.0,151835000.0,151835000.0,151835000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q2,2009-07-04,2009-10-02,2010-11-10 12:07:23+00:00,1.42,1.42,0.0,275000000.0,1.4,,39000000.0,221000000.0,221000000.0,,216000000.0,5000000.0,3215000000.0,4041000000.0,1000000.0,-7000000.0,,,246000000.0,3215000000.0,826000000.0,53000000.0,,514000000.0,312000000.0,-52000000.0,260000000.0,4041000000.0,151835000.0,151835000.0,151835000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2010.0,Q1,2009-04-04,2009-07-03,2010-08-11 12:16:43+00:00,0.86,0.86,0.0,270000000.0,0.85,,52000000.0,133000000.0,133000000.0,,131000000.0,2000000.0,3156000000.0,3898000000.0,,-7000000.0,,,239000000.0,3156000000.0,742000000.0,55000000.0,,502000000.0,240000000.0,-55000000.0,185000000.0,3898000000.0,152300000.0,152300000.0,154100000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,FY,2010-04-03,2011-04-01,2012-05-29 16:27:55+00:00,4.79,4.79,0.7,1073000000.0,4.73,0.0,243000000.0,759000000.0,725000000.0,34000000.0,740000000.0,19000000.0,12925000000.0,16042000000.0,,-37000000.0,0.0,0.0,945000000.0,12925000000.0,3117000000.0,168000000.0,,1981000000.0,1136000000.0,-168000000.0,968000000.0,16042000000.0,154500000.0,154500000.0,156400000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q4,2011-01-01,2011-04-01,,1.1,1.1,0.2,276000000.0,1.1,,120000000.0,175000000.0,162000000.0,13000000.0,171000000.0,4000000.0,3386000000.0,4202000000.0,-11000000.0,-29000000.0,,,217000000.0,3386000000.0,816000000.0,42000000.0,-17000000.0,464000000.0,352000000.0,-70000000.0,282000000.0,4202000000.0,154500000.0,154500000.0,156400000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3YTD,2010-04-03,2010-12-31,,3.69,3.69,0.5,797000000.0,3.63,,123000000.0,584000000.0,563000000.0,21000000.0,569000000.0,15000000.0,9539000000.0,11840000000.0,11000000.0,-8000000.0,,,728000000.0,9539000000.0,2301000000.0,126000000.0,17000000.0,1517000000.0,784000000.0,-98000000.0,686000000.0,11840000000.0,154526000.0,154526000.0,154526000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3TTM,2010-01-02,2010-12-31,,5.39,5.39,0.5,1067000000.0,5.3,,149000000.0,848000000.0,823000000.0,25000000.0,828000000.0,20000000.0,12681000000.0,15869000000.0,4000000.0,-15000000.0,,,965000000.0,12681000000.0,3188000000.0,220000000.0,17000000.0,2017000000.0,1171000000.0,-199000000.0,972000000.0,15869000000.0,154526000.0,154526000.0,154526000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q3,2010-10-02,2010-12-31,2012-02-09 12:12:42+00:00,1.57,1.57,0.2,269000000.0,1.54,0.0,-14000000.0,243000000.0,244000000.0,-1000000.0,242000000.0,1000000.0,3221000000.0,3995000000.0,2000000.0,0.0,0.0,,242000000.0,3221000000.0,774000000.0,43000000.0,8000000.0,511000000.0,263000000.0,-33000000.0,230000000.0,3995000000.0,154526000.0,154526000.0,154526000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2YTD,2010-04-03,2010-10-01,,2.12,2.12,0.3,528000000.0,2.09,,137000000.0,341000000.0,319000000.0,22000000.0,327000000.0,14000000.0,6318000000.0,7845000000.0,9000000.0,-8000000.0,,,486000000.0,6318000000.0,1527000000.0,83000000.0,9000000.0,1006000000.0,521000000.0,-65000000.0,456000000.0,7845000000.0,154600000.0,154600000.0,155900000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2TTM,2009-10-03,2010-10-01,,5.2,5.2,0.3,1078000000.0,5.12,,238000000.0,821000000.0,795000000.0,26000000.0,797000000.0,24000000.0,12565000000.0,15827000000.0,8000000.0,-21000000.0,,,962000000.0,12565000000.0,3262000000.0,227000000.0,9000000.0,2019000000.0,1243000000.0,-210000000.0,1033000000.0,15827000000.0,154600000.0,154600000.0,155900000.0
DXC Technology Co,CSC,6113F6JQLWIUGTBN1L36,23082,2011.0,Q2,2010-07-03,2010-10-01,2011-11-16 14:11:16+00:00,1.19,1.19,0.15,272000000.0,1.18,0.0,71000000.0,193000000.0,174000000.0,19000000.0,184000000.0,9000000.0,3148000000.0,3935000000.0,9000000.0,0.0,,,246000000.0,3148000000.0,787000000.0,42000000.0,9000000.0,518000000.0,269000000.0,-24000000.0,245000000.0,3935000000.0,154600000.0,154600000.0,155900000.0
