company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 07:20:28+00:00,,617000000.0,7437000000.0,15445000000.0,,38000000.0,19311000000.0,,113501000000.0,,-40576000000.0,51674000000.0,-3040000000.0,-158000000.0,-4498000000.0,2918000000.0,-40734000000.0,47176000000.0,-122000000.0,6358000000.0,-557000000.0,-100387000000.0,-103140000000.0,-2753000000.0,63902000000.0,-416000000.0,49275000000.0,,-1628000000.0,1442000000.0,-157062000000.0,,-151476000000.0,,,159461000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q4,2008-10-01,2008-12-31,,-11447000000.0,55000000.0,2484000000.0,12718000000.0,,33000000.0,52451000000.0,-7359000000.0,-59057000000.0,,-63915000000.0,59620000000.0,-3928000000.0,-158000000.0,-4498000000.0,2918000000.0,-64073000000.0,55122000000.0,-1010000000.0,-9928000000.0,-1304000000.0,-62556000000.0,-65309000000.0,-2753000000.0,7172000000.0,32689000000.0,49864000000.0,,1000000.0,487000000.0,-17484000000.0,3200000000.0,-28885000000.0,,,24470000000.0,-430000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q3,2008-07-01,2008-09-30,,4104000000.0,496000000.0,1460000000.0,928000000.0,,-40000000.0,-18924000000.0,5000000.0,114943000000.0,,17427000000.0,14194000000.0,-15240000000.0,,,,17427000000.0,14194000000.0,-15240000000.0,16341000000.0,65000000.0,-24705000000.0,-24705000000.0,,22980000000.0,-32047000000.0,-892000000.0,,-593000000.0,377000000.0,-36886000000.0,-250000000.0,-64946000000.0,,,52164000000.0,58000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 07:02:04+00:00,11447000000.0,562000000.0,4953000000.0,2727000000.0,,5000000.0,-33140000000.0,7359000000.0,172558000000.0,,23339000000.0,-7946000000.0,888000000.0,,,,23339000000.0,-7946000000.0,888000000.0,16286000000.0,747000000.0,-37831000000.0,-37831000000.0,,56730000000.0,-33105000000.0,-589000000.0,,-1629000000.0,955000000.0,-139578000000.0,-3200000000.0,-122591000000.0,,,134991000000.0,430000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-09-03 16:01:05+00:00,7343000000.0,66000000.0,3493000000.0,1799000000.0,,45000000.0,-14216000000.0,7354000000.0,57615000000.0,,5912000000.0,-22140000000.0,16128000000.0,,,,5912000000.0,-22140000000.0,16128000000.0,-55000000.0,682000000.0,-13126000000.0,-13126000000.0,,33750000000.0,-1058000000.0,303000000.0,,-1036000000.0,578000000.0,-102692000000.0,-2950000000.0,-57645000000.0,,,82827000000.0,372000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 16:36:24+00:00,10175000000.0,-226000000.0,-5777000000.0,12074000000.0,5278000000.0,533000000.0,-9280000000.0,,35978000000.0,,-21010000000.0,6406000000.0,12283000000.0,-7987000000.0,-628000000.0,6301000000.0,-28997000000.0,5778000000.0,18584000000.0,-4102000000.0,,-12313000000.0,-12818000000.0,-505000000.0,11121000000.0,-39000000.0,1142000000.0,,,1011000000.0,-86865000000.0,,-56949000000.0,,,86851000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,FY,2010-01-01,2010-12-31,2012-02-23 16:07:46+00:00,4223000000.0,,,11320000000.0,21760000000.0,39000000.0,-6454000000.0,,32946000000.0,,-5545000000.0,-10943000000.0,9703000000.0,-3716000000.0,718000000.0,7207000000.0,-9261000000.0,-10225000000.0,16910000000.0,-2537000000.0,,10013000000.0,12077000000.0,2064000000.0,-11892000000.0,6293000000.0,-24433000000.0,,,429000000.0,-95948000000.0,,-44784000000.0,,,87678000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:11:04+00:00,48000000.0,,,7372000000.0,587000000.0,29000000.0,-31547000000.0,5055000000.0,7762000000.0,,-34984000000.0,31970000000.0,-3451000000.0,-1942000000.0,4478000000.0,3370000000.0,-36926000000.0,36448000000.0,-81000000.0,-530000000.0,,21330000000.0,18863000000.0,-2467000000.0,1813000000.0,-2874000000.0,27851000000.0,,,,-98555000000.0,,-32432000000.0,-70000000.0,-12425000000.0,102087000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 16:02:34+00:00,,,,3585000000.0,587000000.0,29000000.0,-15602000000.0,4332000000.0,3021000000.0,,-31782000000.0,34800000000.0,-6212000000.0,-1932000000.0,3021000000.0,2675000000.0,-33714000000.0,37821000000.0,-3537000000.0,599000000.0,,3554000000.0,1006000000.0,-2548000000.0,4799000000.0,-5399000000.0,27550000000.0,,,,-52433000000.0,,-24590000000.0,,-9146000000.0,59096000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,Q2,2011-04-01,2011-06-30,,-48000000.0,,,1297000000.0,587000000.0,6000000.0,-2349000000.0,3609000000.0,2838000000.0,,1066000000.0,-612000000.0,330000000.0,-295000000.0,-1184000000.0,1445000000.0,771000000.0,-1796000000.0,1775000000.0,756000000.0,,3081000000.0,2186000000.0,-895000000.0,-759000000.0,458000000.0,835000000.0,,,3000000.0,-31290000000.0,,-5839000000.0,,,29256000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 17:07:39+00:00,48000000.0,,,2288000000.0,,23000000.0,-13253000000.0,723000000.0,183000000.0,,-32848000000.0,35412000000.0,-6542000000.0,-1637000000.0,4205000000.0,1230000000.0,-34485000000.0,39617000000.0,-5312000000.0,-157000000.0,,473000000.0,-1180000000.0,-1653000000.0,5558000000.0,-5857000000.0,26715000000.0,,,-3000000.0,-21143000000.0,,-18751000000.0,,-9146000000.0,29840000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,FY,2012-01-01,2012-12-31,2014-02-20 16:11:04+00:00,,,,7349000000.0,,16000000.0,-3783000000.0,,8612000000.0,,-20564000000.0,16612000000.0,3676000000.0,,,,-20564000000.0,16612000000.0,3676000000.0,-260000000.0,,3700000000.0,3699000000.0,-1000000.0,-3589000000.0,3561000000.0,471000000.0,,,,-81952000000.0,,-11101000000.0,-13000000000.0,-8636000000.0,98093000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q4,2012-10-01,2012-12-31,,,,,1808000000.0,,25000000.0,-1900000000.0,,627000000.0,,1290000000.0,-2546000000.0,837000000.0,,,,1290000000.0,-2546000000.0,837000000.0,-394000000.0,,-3949000000.0,-3959000000.0,-10000000.0,4888000000.0,1917000000.0,-247000000.0,,,,-26291000000.0,,-1254000000.0,,,23992000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-01 16:04:45+00:00,,,,5541000000.0,,-9000000.0,-1883000000.0,,7985000000.0,,-21854000000.0,19158000000.0,2839000000.0,,,,-21854000000.0,19158000000.0,2839000000.0,134000000.0,,7649000000.0,7658000000.0,9000000.0,-8477000000.0,1644000000.0,718000000.0,,,,-55661000000.0,,-9847000000.0,-13000000000.0,-8636000000.0,74101000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q3,2012-07-01,2012-09-30,,,,,,,15000000.0,,,1209000000.0,,-9133000000.0,8287000000.0,1207000000.0,,,,-9133000000.0,8287000000.0,1207000000.0,376000000.0,,0.0,,0.0,,-650000000.0,723000000.0,,,,-20946000000.0,,-1692000000.0,-8000000000.0,,28510000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-02 16:02:34+00:00,,,,3574000000.0,,-24000000.0,-2384000000.0,,6776000000.0,,-12721000000.0,10871000000.0,1632000000.0,,,,-12721000000.0,10871000000.0,1632000000.0,-242000000.0,,-5788000000.0,-5780000000.0,8000000.0,6230000000.0,2294000000.0,-5000000.0,,,,-34715000000.0,,-8155000000.0,-5000000000.0,-8636000000.0,45591000000.0,
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q2TTM,2011-07-01,2012-06-30,,48000000.0,,,7361000000.0,,-24000000.0,-18329000000.0,723000000.0,11517000000.0,,-15923000000.0,8041000000.0,4393000000.0,-10000000.0,1457000000.0,695000000.0,-15933000000.0,9498000000.0,5088000000.0,-1371000000.0,,11988000000.0,12077000000.0,89000000.0,3244000000.0,4819000000.0,296000000.0,,,,-80837000000.0,,-15997000000.0,-5070000000.0,-11915000000.0,88582000000.0,
