company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 07:20:28+00:00,,,,15.4,,1267000000.0,4751000000.0,7488000000.0,6867000000.0,621000000.0,6200000000.0,1288000000.0,-4751000000.0,,15078000000.0,,,28295000000.0,13801000000.0,,,74753000000.0,62452000000.0,4751000000.0,90747000000.0,103632000000.0,8134000000.0,98881000000.0,,129226796.0,129901035.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 07:20:28+00:00,,,,8.4,,-8894000000.0,17007000000.0,-100387000000.0,-97634000000.0,-2753000000.0,-99289000000.0,-154000000.0,-17007000000.0,,-41272000000.0,-944000000.0,,7368000000.0,-1794000000.0,,,78564000000.0,58839000000.0,17007000000.0,66207000000.0,35498000000.0,-106528000000.0,18491000000.0,,131714245.0,131714245.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 07:02:04+00:00,,-181.02,-181.02,,-181.02,-3480000000.0,2297000000.0,-24705000000.0,-24705000000.0,,-24468000000.0,-237000000.0,-2297000000.0,,-22420000000.0,,,9597000000.0,2236000000.0,,,21082000000.0,17189000000.0,2297000000.0,26786000000.0,898000000.0,-28185000000.0,-1399000000.0,135200000.0,135169101.0,135169101.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2008.0,Q2,2008-04-01,2008-06-30,2009-09-03 16:01:05+00:00,,-41.13,-41.13,4.42,-41.13,-3357000000.0,1333000000.0,-5399000000.0,-5399000000.0,,-5357000000.0,-42000000.0,-1333000000.0,,-4918000000.0,,,8906000000.0,3116000000.0,,,21735000000.0,18450000000.0,1333000000.0,27356000000.0,19933000000.0,-8756000000.0,18600000000.0,130200000.0,130248736000000.0,130248736000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q4,2009-10-01,2009-12-31,,9442000000.0,-65.57,-65.57,,-65.57,532000000.0,6661000000.0,-9010000000.0,-9435000000.0,425000000.0,-8873000000.0,-137000000.0,-6661000000.0,2385000000.0,1293000000.0,,7961000000.0,-6873000000.0,-4290000000.0,1533000000.0,,1932000000.0,5507000000.0,6661000000.0,10566000000.0,6896000000.0,-8903000000.0,235000000.0,,135324896.0,135324896.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:07:46+00:00,9442000000.0,,,,,-1489000000.0,14358000000.0,-12313000000.0,-12818000000.0,505000000.0,-10949000000.0,-1364000000.0,-14358000000.0,2385000000.0,13782000000.0,,7623000000.0,12283000000.0,5459000000.0,1271000000.0,,48583000000.0,50015000000.0,14358000000.0,75396000000.0,75447000000.0,-14307000000.0,61089000000.0,,135324896.0,135324896.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 07:02:04+00:00,,0.68,0.68,,0.68,-192000000.0,2510000000.0,-15000000.0,-15000000.0,,455000000.0,-470000000.0,-2510000000.0,,6678000000.0,,,7122000000.0,3330000000.0,,,16041000000.0,15882000000.0,2510000000.0,23004000000.0,26049000000.0,-207000000.0,23539000000.0,669100000.0,135293841.0,135456372.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q3YTD,2009-01-01,2009-09-30,,,-15.34,-15.34,,-15.34,-2021000000.0,7697000000.0,-3303000000.0,-3383000000.0,80000000.0,-2076000000.0,-1227000000.0,-7697000000.0,,12489000000.0,,-338000000.0,19156000000.0,9749000000.0,-262000000.0,,46651000000.0,44508000000.0,7697000000.0,64830000000.0,68551000000.0,-5404000000.0,60854000000.0,669100000.0,135293841.0,135456372.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q2,2009-04-01,2009-06-30,2009-09-03 16:01:05+00:00,,2.3,2.3,,2.3,-526000000.0,2600000000.0,1845000000.0,1845000000.0,,1822000000.0,23000000.0,-2600000000.0,,8122000000.0,,,7647000000.0,3634000000.0,,,17769000000.0,17273000000.0,2600000000.0,24920000000.0,29525000000.0,1319000000.0,26925000000.0,792200000.0,135281740000000.0,135336440000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q2YTD,2009-01-01,2009-06-30,,,,,,,-1829000000.0,5187000000.0,-3288000000.0,-3368000000.0,80000000.0,-2531000000.0,-757000000.0,-5187000000.0,,5811000000.0,,-338000000.0,12776000000.0,6419000000.0,-262000000.0,,30610000000.0,28626000000.0,5187000000.0,41826000000.0,42502000000.0,-5197000000.0,37315000000.0,792200000.0,135281740000000.0,135336440000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 07:14:08+00:00,,,,,,-1303000000.0,2587000000.0,-5133000000.0,-5213000000.0,80000000.0,-4353000000.0,-780000000.0,-2587000000.0,,-2311000000.0,,-338000000.0,5815000000.0,2785000000.0,-262000000.0,,12841000000.0,11353000000.0,2587000000.0,16906000000.0,12977000000.0,-6516000000.0,10390000000.0,,135252869.0,135252869.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q4,2010-10-01,2010-12-31,,5821000000.0,100.0,100.0,,100.0,6304000000.0,841000000.0,14192000000.0,11083000000.0,3109000000.0,13658000000.0,534000000.0,-841000000.0,,6160000000.0,,3049000000.0,-2525000000.0,-1408000000.0,-19337000000.0,,9964000000.0,15578000000.0,841000000.0,-463000000.0,17765000000.0,17387000000.0,16924000000.0,,136585844.0,136649280.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 16:08:46+00:00,5821000000.0,,,,,6993000000.0,6742000000.0,12285000000.0,13254000000.0,-969000000.0,10058000000.0,2227000000.0,-6742000000.0,,20218000000.0,,2710000000.0,13602000000.0,4582000000.0,-19462000000.0,,45319000000.0,45879000000.0,6742000000.0,45840000000.0,72829000000.0,20247000000.0,66087000000.0,,136585844.0,136649280.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q3,2010-07-01,2010-09-30,2010-11-05 07:10:16+00:00,,,,,,469000000.0,2158000000.0,-1891000000.0,-47000000.0,-1844000000.0,-2395000000.0,504000000.0,-2158000000.0,,4722000000.0,,-159000000.0,5181000000.0,1730000000.0,-4000000.0,,12639000000.0,11175000000.0,2158000000.0,16352000000.0,18932000000.0,422000000.0,16774000000.0,,135879125.0,135879125.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q3YTD,2010-01-01,2010-09-30,,,-26.49,-26.49,,-26.49,689000000.0,5901000000.0,-1907000000.0,2171000000.0,-4078000000.0,-3600000000.0,1693000000.0,-5901000000.0,,14058000000.0,,-339000000.0,16127000000.0,5990000000.0,-125000000.0,,35355000000.0,30301000000.0,5901000000.0,46303000000.0,55064000000.0,2860000000.0,49163000000.0,,135879125.0,135879125.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q3TTM,2009-10-01,2010-09-30,,9442000000.0,-91.79,-91.79,,-91.79,1221000000.0,12562000000.0,-10917000000.0,-7264000000.0,-3653000000.0,-12473000000.0,1556000000.0,-12562000000.0,2385000000.0,15351000000.0,,7622000000.0,9254000000.0,1700000000.0,1408000000.0,,37287000000.0,35808000000.0,12562000000.0,56869000000.0,61960000000.0,-6043000000.0,49398000000.0,,135879125.0,135879125.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q2,2010-04-01,2010-06-30,2010-08-06 07:10:46+00:00,,,,,,311000000.0,2009000000.0,-2115000000.0,1292000000.0,-3407000000.0,-2656000000.0,541000000.0,-2009000000.0,,4929000000.0,,-70000000.0,5891000000.0,2404000000.0,-198000000.0,,12649000000.0,10607000000.0,2009000000.0,16300000000.0,19912000000.0,1603000000.0,17903000000.0,,135813034.0,135869594.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2010.0,Q2YTD,2010-01-01,2010-06-30,,,-8.87,-8.87,,-8.87,220000000.0,3743000000.0,-16000000.0,2218000000.0,-2234000000.0,-1205000000.0,1189000000.0,-3743000000.0,,9336000000.0,,-180000000.0,10946000000.0,4260000000.0,-121000000.0,,22716000000.0,19126000000.0,3743000000.0,29951000000.0,36132000000.0,2438000000.0,32389000000.0,,135813034.0,135869594.0
