company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 08:31:58+00:00,8000000.0,0.03,0.03,0.85,0.03,,453000000.0,9000000.0,8000000.0,8000000.0,,8000000.0,998000000.0,1921000000.0,-19000000.0,,365000000.0,998000000.0,923000000.0,66000000.0,5000000.0,826000000.0,97000000.0,-80000000.0,17000000.0,1921000000.0,266700000.0,266700000.0,266700000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q4,2010-10-01,2010-12-31,,6000000.0,0.54,0.54,0.45,0.54,,32000000.0,207000000.0,317000000.0,317000000.0,,317000000.0,1107000000.0,2081000000.0,-3000000.0,,356000000.0,1107000000.0,974000000.0,56000000.0,3000000.0,394000000.0,580000000.0,-56000000.0,524000000.0,2081000000.0,583900000.0,583900000.0,583900000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 10:04:35+00:00,25000000.0,1.92,1.92,1.84,1.92,,70000000.0,868000000.0,1121000000.0,1337000000.0,-216000000.0,1121000000.0,4544000000.0,8551000000.0,-7000000.0,,1480000000.0,4544000000.0,4007000000.0,232000000.0,12000000.0,1575000000.0,2432000000.0,-227000000.0,2205000000.0,8551000000.0,583900000.0,583900000.0,583900000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q3YTD,2010-01-01,2010-09-30,,19000000.0,1.38,1.38,1.35,1.38,,38000000.0,661000000.0,804000000.0,1020000000.0,-216000000.0,804000000.0,3437000000.0,6470000000.0,-4000000.0,,1124000000.0,3437000000.0,3033000000.0,176000000.0,9000000.0,1181000000.0,1852000000.0,-171000000.0,1681000000.0,6470000000.0,583052000.0,583052000.0,583052000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q3TTM,2009-10-01,2010-09-30,,-31000000.0,1.74,1.74,1.78,1.74,,208000000.0,777000000.0,1012000000.0,1228000000.0,-216000000.0,1012000000.0,4588000000.0,8566000000.0,-4000000.0,56000000.0,1512000000.0,4588000000.0,3978000000.0,237000000.0,13000000.0,1745000000.0,2233000000.0,-228000000.0,2005000000.0,8566000000.0,583052000.0,583052000.0,583052000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 13:00:53+00:00,6000000.0,0.65,0.65,0.45,0.65,,,237000000.0,381000000.0,381000000.0,,381000000.0,1184000000.0,2239000000.0,8000000.0,,387000000.0,1184000000.0,1055000000.0,55000000.0,3000000.0,393000000.0,662000000.0,-44000000.0,618000000.0,2239000000.0,583052000.0,583052000.0,583052000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q2YTD,2010-01-01,2010-06-30,,13000000.0,0.73,0.73,0.9,0.73,,38000000.0,424000000.0,423000000.0,639000000.0,-216000000.0,423000000.0,2253000000.0,4231000000.0,-12000000.0,,737000000.0,2253000000.0,1978000000.0,121000000.0,6000000.0,788000000.0,1190000000.0,-127000000.0,1063000000.0,4231000000.0,583016000.0,583016000.0,583016000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q2TTM,2009-07-01,2010-06-30,,-30000000.0,1.7,1.7,1.75,1.7,,208000000.0,757000000.0,993000000.0,1209000000.0,-216000000.0,993000000.0,4542000000.0,8479000000.0,-14000000.0,56000000.0,1496000000.0,4542000000.0,3937000000.0,242000000.0,15000000.0,1730000000.0,2207000000.0,-241000000.0,1966000000.0,8479000000.0,583016000.0,583016000.0,583016000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 10:35:19+00:00,6000000.0,0.58,0.58,0.45,0.58,,38000000.0,210000000.0,341000000.0,341000000.0,0.0,341000000.0,1183000000.0,2245000000.0,-10000000.0,,398000000.0,1183000000.0,1062000000.0,61000000.0,2000000.0,442000000.0,620000000.0,-69000000.0,551000000.0,2245000000.0,583016000.0,583016000.0,583016000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q1TTM,2009-04-01,2010-03-31,,-29000000.0,1.77,1.77,1.72,1.77,,170000000.0,772000000.0,1029000000.0,1245000000.0,-216000000.0,1029000000.0,4560000000.0,8484000000.0,8000000.0,56000000.0,1491000000.0,4560000000.0,3924000000.0,245000000.0,18000000.0,1688000000.0,2236000000.0,-219000000.0,2017000000.0,8484000000.0,582863000.0,582863000.0,582863000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 15:36:37+00:00,7000000.0,0.14,0.14,0.45,0.14,,,214000000.0,82000000.0,298000000.0,-216000000.0,82000000.0,1070000000.0,1986000000.0,-2000000.0,,339000000.0,1070000000.0,916000000.0,60000000.0,4000000.0,346000000.0,570000000.0,-58000000.0,512000000.0,1986000000.0,582863000.0,582863000.0,582863000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,FY,2011-01-01,2011-12-31,2014-02-11 09:56:42+00:00,24000000.0,2.41,2.41,2.15,2.4,,48000000.0,780000000.0,1406000000.0,1406000000.0,,1406000000.0,4464000000.0,8541000000.0,-3000000.0,,1606000000.0,4464000000.0,4077000000.0,221000000.0,11000000.0,1678000000.0,2399000000.0,-213000000.0,2186000000.0,8541000000.0,582320000.0,582320000.0,582320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q4,2011-10-01,2011-12-31,,6000000.0,0.52,0.52,0.53,0.52,,48000000.0,157000000.0,304000000.0,304000000.0,,304000000.0,1111000000.0,2083000000.0,-1000000.0,,402000000.0,1111000000.0,972000000.0,56000000.0,2000000.0,456000000.0,516000000.0,-55000000.0,461000000.0,2083000000.0,582320000.0,582320000.0,582320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q3,2011-07-01,2011-09-30,2012-10-23 10:48:12+00:00,6000000.0,0.68,0.68,0.53,0.67,,,232000000.0,394000000.0,394000000.0,,394000000.0,1125000000.0,2200000000.0,-2000000.0,,389000000.0,1125000000.0,1075000000.0,55000000.0,3000000.0,395000000.0,680000000.0,-54000000.0,626000000.0,2200000000.0,582912000.0,582912000.0,582912000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q3YTD,2011-01-01,2011-09-30,,18000000.0,1.89,1.89,1.55,1.89,,,623000000.0,1102000000.0,1102000000.0,,1102000000.0,3353000000.0,6458000000.0,-2000000.0,,1204000000.0,3353000000.0,3105000000.0,165000000.0,9000000.0,1222000000.0,1883000000.0,-158000000.0,1725000000.0,6458000000.0,582912000.0,582912000.0,582912000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q3TTM,2010-10-01,2011-09-30,,24000000.0,2.43,2.43,2.0,2.43,,32000000.0,830000000.0,1419000000.0,1419000000.0,,1419000000.0,4460000000.0,8539000000.0,-5000000.0,,1560000000.0,4460000000.0,4079000000.0,221000000.0,12000000.0,1616000000.0,2463000000.0,-214000000.0,2249000000.0,8539000000.0,582912000.0,582912000.0,582912000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 09:52:06+00:00,6000000.0,0.56,0.56,0.53,0.56,,,201000000.0,327000000.0,327000000.0,,327000000.0,1193000000.0,2267000000.0,,,488000000.0,1193000000.0,1074000000.0,55000000.0,3000000.0,494000000.0,580000000.0,-52000000.0,528000000.0,2267000000.0,582902000.0,582902000.0,582902000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q2YTD,2011-01-01,2011-06-30,,12000000.0,1.21,1.21,1.02,1.21,,,391000000.0,708000000.0,708000000.0,,708000000.0,2228000000.0,4258000000.0,,,815000000.0,2228000000.0,2030000000.0,110000000.0,6000000.0,827000000.0,1203000000.0,-104000000.0,1099000000.0,4258000000.0,582902000.0,582902000.0,582902000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q2TTM,2010-07-01,2011-06-30,,24000000.0,2.41,2.41,1.92,2.41,,32000000.0,835000000.0,1406000000.0,1406000000.0,,1406000000.0,4519000000.0,8578000000.0,5000000.0,,1558000000.0,4519000000.0,4059000000.0,221000000.0,12000000.0,1614000000.0,2445000000.0,-204000000.0,2241000000.0,8578000000.0,582902000.0,582902000.0,582902000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 08:49:29+00:00,6000000.0,0.65,0.65,0.53,0.65,,,190000000.0,381000000.0,381000000.0,,381000000.0,1035000000.0,1991000000.0,,,327000000.0,1035000000.0,956000000.0,55000000.0,3000000.0,333000000.0,623000000.0,-52000000.0,571000000.0,1991000000.0,583003000.0,583003000.0,583003000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q1TTM,2010-04-01,2011-03-31,,24000000.0,2.44,2.44,1.84,2.44,,70000000.0,844000000.0,1420000000.0,1420000000.0,,1420000000.0,4509000000.0,8556000000.0,-5000000.0,,1468000000.0,4509000000.0,4047000000.0,227000000.0,11000000.0,1562000000.0,2485000000.0,-221000000.0,2264000000.0,8556000000.0,583003000.0,583003000.0,583003000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q4,2012-10-01,2012-12-31,,5000000.0,0.25,0.25,0.58,0.25,,129000000.0,46000000.0,139000000.0,139000000.0,,139000000.0,1133000000.0,2078000000.0,-28000000.0,,536000000.0,1133000000.0,945000000.0,64000000.0,2000000.0,670000000.0,275000000.0,-90000000.0,185000000.0,2078000000.0,565570000.0,565570000.0,565570000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,FY,2012-01-01,2012-12-31,2015-02-10 09:55:43+00:00,21000000.0,2.25,2.25,2.33,2.24,,129000000.0,681000000.0,1272000000.0,1272000000.0,,1272000000.0,4321000000.0,8304000000.0,-34000000.0,149000000.0,1470000000.0,4321000000.0,3983000000.0,234000000.0,7000000.0,1769000000.0,2214000000.0,-261000000.0,1953000000.0,8304000000.0,565570000.0,565570000.0,565570000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q3YTD,2012-01-01,2012-09-30,,16000000.0,2.01,2.01,1.74,2.01,,,635000000.0,1133000000.0,1133000000.0,,1133000000.0,3188000000.0,6226000000.0,-6000000.0,149000000.0,934000000.0,3188000000.0,3038000000.0,170000000.0,5000000.0,1099000000.0,1939000000.0,-171000000.0,1768000000.0,6226000000.0,562387000.0,562387000.0,562387000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q3TTM,2011-10-01,2012-09-30,,22000000.0,2.56,2.56,2.29,2.56,,48000000.0,792000000.0,1437000000.0,1437000000.0,,1437000000.0,4299000000.0,8309000000.0,-7000000.0,149000000.0,1336000000.0,4299000000.0,4010000000.0,226000000.0,7000000.0,1555000000.0,2455000000.0,-226000000.0,2229000000.0,8309000000.0,562387000.0,562387000.0,562387000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q3,2012-07-01,2012-09-30,2013-10-22 10:08:41+00:00,5000000.0,0.75,0.75,0.59,0.74,,,243000000.0,420000000.0,420000000.0,,420000000.0,1082000000.0,2117000000.0,-1000000.0,,311000000.0,1082000000.0,1035000000.0,56000000.0,1000000.0,316000000.0,719000000.0,-56000000.0,663000000.0,2117000000.0,562387000.0,562387000.0,562387000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q2YTD,2012-01-01,2012-06-30,,11000000.0,1.25,1.25,1.13,1.25,,,392000000.0,713000000.0,713000000.0,,713000000.0,2106000000.0,4109000000.0,-5000000.0,149000000.0,623000000.0,2106000000.0,2003000000.0,114000000.0,4000000.0,783000000.0,1220000000.0,-115000000.0,1105000000.0,4109000000.0,569144000.0,569144000.0,569144000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q2TTM,2011-07-01,2012-06-30,,23000000.0,2.48,2.48,2.22,2.48,,48000000.0,781000000.0,1411000000.0,1411000000.0,,1411000000.0,4342000000.0,8392000000.0,-8000000.0,149000000.0,1414000000.0,4342000000.0,4050000000.0,225000000.0,9000000.0,1634000000.0,2416000000.0,-224000000.0,2192000000.0,8392000000.0,569144000.0,569144000.0,569144000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 09:55:03+00:00,5000000.0,0.78,0.78,0.59,0.78,,,233000000.0,443000000.0,443000000.0,,443000000.0,1112000000.0,2176000000.0,-2000000.0,,325000000.0,1112000000.0,1064000000.0,58000000.0,2000000.0,330000000.0,734000000.0,-58000000.0,676000000.0,2176000000.0,569144000.0,569144000.0,569144000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q1TTM,2011-04-01,2012-03-31,,24000000.0,2.25,2.25,2.18,2.25,,48000000.0,749000000.0,1295000000.0,1295000000.0,,1295000000.0,4423000000.0,8483000000.0,-6000000.0,149000000.0,1577000000.0,4423000000.0,4060000000.0,222000000.0,10000000.0,1798000000.0,2262000000.0,-218000000.0,2044000000.0,8483000000.0,574456000.0,574456000.0,574456000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2012.0,Q1,2012-01-01,2012-03-31,2013-04-23 10:03:26+00:00,6000000.0,0.47,0.47,0.56,0.47,,,159000000.0,270000000.0,270000000.0,,270000000.0,994000000.0,1933000000.0,-3000000.0,149000000.0,298000000.0,994000000.0,939000000.0,56000000.0,2000000.0,453000000.0,486000000.0,-57000000.0,429000000.0,1933000000.0,574456000.0,574456000.0,574456000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 10:07:06+00:00,5000000.0,1.58,1.58,1.24,1.57,,32000000.0,1023000000.0,1718000000.0,1718000000.0,,1718000000.0,3678000000.0,8236000000.0,-137000000.0,,1389000000.0,3678000000.0,4558000000.0,259000000.0,5000000.0,1426000000.0,3132000000.0,-391000000.0,2741000000.0,8236000000.0,1089849000.0,1089849000.0,1089849000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q4,2013-10-01,2013-12-31,,1000000.0,0.27,0.27,0.31,0.27,,32000000.0,168000000.0,292000000.0,292000000.0,,292000000.0,981000000.0,2039000000.0,-131000000.0,,369000000.0,981000000.0,1058000000.0,66000000.0,1000000.0,402000000.0,656000000.0,-196000000.0,460000000.0,2039000000.0,1089849000.0,1089849000.0,1089849000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q3YTD,2013-01-01,2013-09-30,,4000000.0,2.63,2.63,1.83,2.63,,,855000000.0,1426000000.0,1426000000.0,,1426000000.0,2697000000.0,6197000000.0,-6000000.0,,1020000000.0,2697000000.0,3500000000.0,193000000.0,4000000.0,1024000000.0,2476000000.0,-195000000.0,2281000000.0,6197000000.0,542631000.0,542631000.0,542631000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q3TTM,2012-10-01,2013-09-30,,9000000.0,2.88,2.88,2.44,2.88,,129000000.0,901000000.0,1565000000.0,1565000000.0,,1565000000.0,3830000000.0,8275000000.0,-34000000.0,,1556000000.0,3830000000.0,4445000000.0,257000000.0,6000000.0,1694000000.0,2751000000.0,-285000000.0,2466000000.0,8275000000.0,542631000.0,542631000.0,542631000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q3,2013-07-01,2013-09-30,2014-10-21 10:03:26+00:00,1000000.0,0.84,0.84,0.63,0.84,,,263000000.0,457000000.0,457000000.0,,457000000.0,1004000000.0,2135000000.0,-6000000.0,,339000000.0,1004000000.0,1131000000.0,66000000.0,1000000.0,340000000.0,791000000.0,-71000000.0,720000000.0,2135000000.0,542631000.0,542631000.0,542631000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q2YTD,2013-01-01,2013-06-30,,3000000.0,1.77,1.77,1.19,1.77,,,592000000.0,969000000.0,969000000.0,,969000000.0,1693000000.0,4062000000.0,,,681000000.0,1693000000.0,2369000000.0,127000000.0,3000000.0,684000000.0,1685000000.0,-124000000.0,1561000000.0,4062000000.0,546320000.0,546320000.0,546320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q2TTM,2012-07-01,2013-06-30,,13000000.0,2.8,2.8,2.41,2.8,,129000000.0,881000000.0,1528000000.0,1528000000.0,,1528000000.0,3908000000.0,8257000000.0,-29000000.0,,1528000000.0,3908000000.0,4349000000.0,247000000.0,6000000.0,1670000000.0,2679000000.0,-270000000.0,2409000000.0,8257000000.0,546320000.0,546320000.0,546320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 10:29:25+00:00,2000000.0,0.84,0.84,0.63,0.84,,,271000000.0,461000000.0,461000000.0,,461000000.0,999000000.0,2179000000.0,-2000000.0,,380000000.0,999000000.0,1180000000.0,65000000.0,1000000.0,382000000.0,798000000.0,-66000000.0,732000000.0,2179000000.0,546320000.0,546320000.0,546320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q1TTM,2012-04-01,2013-03-31,,16000000.0,2.74,2.74,2.38,2.74,,129000000.0,843000000.0,1510000000.0,1510000000.0,,1510000000.0,4021000000.0,8254000000.0,-29000000.0,,1473000000.0,4021000000.0,4233000000.0,240000000.0,7000000.0,1618000000.0,2615000000.0,-262000000.0,2353000000.0,8254000000.0,551353000.0,551353000.0,551353000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 10:00:11+00:00,1000000.0,0.92,0.92,0.59,0.92,,,321000000.0,508000000.0,508000000.0,,508000000.0,694000000.0,1883000000.0,2000000.0,,301000000.0,694000000.0,1189000000.0,62000000.0,2000000.0,302000000.0,887000000.0,-58000000.0,829000000.0,1883000000.0,551353000.0,551353000.0,551353000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,FY,2014-01-01,2014-12-31,2017-02-09 08:20:36+00:00,11000000.0,1.38,1.38,1.34,1.37,,,817000000.0,1470000000.0,1445000000.0,25000000.0,1470000000.0,4058000000.0,8471000000.0,14000000.0,,1871000000.0,4058000000.0,4413000000.0,286000000.0,3000000.0,1882000000.0,2531000000.0,-269000000.0,2262000000.0,8471000000.0,1066320000.0,1066320000.0,1066320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q4,2014-10-01,2014-12-31,,3000000.0,0.14,0.14,0.33,0.14,,,61000000.0,148000000.0,148000000.0,,148000000.0,1135000000.0,2134000000.0,5000000.0,,703000000.0,1135000000.0,999000000.0,89000000.0,,706000000.0,293000000.0,-84000000.0,209000000.0,2134000000.0,1066320000.0,1066320000.0,1066320000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q3YTD,2014-01-01,2014-09-30,,8000000.0,1.24,1.24,0.99,1.24,,,756000000.0,1322000000.0,1297000000.0,25000000.0,1322000000.0,2923000000.0,6337000000.0,9000000.0,,1168000000.0,2923000000.0,3414000000.0,197000000.0,3000000.0,1176000000.0,2238000000.0,-185000000.0,2053000000.0,6337000000.0,1062568000.0,1062568000.0,1062568000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q3TTM,2013-10-01,2014-09-30,,9000000.0,1.52,1.52,1.31,1.52,,32000000.0,924000000.0,1614000000.0,1589000000.0,25000000.0,1614000000.0,3904000000.0,8376000000.0,-122000000.0,,1537000000.0,3904000000.0,4472000000.0,263000000.0,4000000.0,1578000000.0,2894000000.0,-381000000.0,2513000000.0,8376000000.0,1062568000.0,1062568000.0,1062568000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q3,2014-07-01,2014-09-30,2015-10-27 10:03:59+00:00,3000000.0,0.44,0.44,0.335,0.44,,,280000000.0,467000000.0,467000000.0,,467000000.0,1034000000.0,2240000000.0,10000000.0,,391000000.0,1034000000.0,1206000000.0,76000000.0,1000000.0,394000000.0,812000000.0,-65000000.0,747000000.0,2240000000.0,1062568000.0,1062568000.0,1062568000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q2YTD,2014-01-01,2014-06-30,,5000000.0,1.6,1.6,1.31,1.6,,,476000000.0,855000000.0,830000000.0,25000000.0,855000000.0,1889000000.0,4097000000.0,-1000000.0,,777000000.0,1889000000.0,2208000000.0,121000000.0,2000000.0,782000000.0,1426000000.0,-120000000.0,1306000000.0,4097000000.0,533311000.0,533311000.0,533311000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q2TTM,2013-07-01,2014-06-30,,7000000.0,3.01,3.01,2.6,3.01,,32000000.0,907000000.0,1604000000.0,1579000000.0,25000000.0,1604000000.0,3874000000.0,8271000000.0,-138000000.0,,1485000000.0,3874000000.0,4397000000.0,253000000.0,4000000.0,1524000000.0,2873000000.0,-387000000.0,2486000000.0,8271000000.0,533311000.0,533311000.0,533311000.0
