company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2008.0,FY,,2008-12-31,2010-02-19 11:21:54+00:00,209000000.0,175000000.0,2321000000.0,1549000000.0,-1695000000.0,2578000000.0,,8463000000.0,50000000.0,838000000.0,,,8174000000.0,2580000000.0,3270000000.0,4486000000.0,1170000000.0,1031000000.0,,282000000.0,2836000000.0,35000000.0,37000000.0,1143000000.0,,660000000.0,390000000.0,163000000.0,-531000000.0,200000000.0,23000000.0,18154000000.0,6237000000.0,5019000000.0,3923000000.0,6237000000.0,6237000000.0,11917000000.0,18154000000.0,12104000000.0,7994000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2009.0,FY,,2009-12-31,2011-02-23 12:09:59+00:00,199000000.0,205000000.0,2611000000.0,1570000000.0,-1421000000.0,2723000000.0,,8498000000.0,57000000.0,956000000.0,,,8185000000.0,2595000000.0,2718000000.0,4136000000.0,1219000000.0,1025000000.0,,441000000.0,2218000000.0,36000000.0,15000000.0,1173000000.0,0.0,586000000.0,376000000.0,341000000.0,-579000000.0,300000000.0,,18009000000.0,6498000000.0,5495000000.0,4340000000.0,6498000000.0,6498000000.0,11511000000.0,18009000000.0,11489000000.0,7171000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2009.0,Q3,,2009-09-30,2009-10-27 11:24:13+00:00,115000000.0,158000000.0,2396000000.0,,-1604000000.0,2513000000.0,,8490000000.0,13000000.0,912000000.0,,,8174000000.0,,2795000000.0,4144000000.0,1095000000.0,990000000.0,,233000000.0,2614000000.0,35000000.0,15000000.0,1097000000.0,,603000000.0,370000000.0,342000000.0,-530000000.0,300000000.0,6000000.0,17638000000.0,6356000000.0,5076000000.0,3921000000.0,6356000000.0,6356000000.0,11282000000.0,17638000000.0,11572000000.0,7361000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2009.0,Q2,,2009-06-30,2009-07-31 08:53:33+00:00,115000000.0,158000000.0,1790000000.0,,-1641000000.0,2180000000.0,,8482000000.0,24000000.0,874000000.0,,,8174000000.0,,2802000000.0,4452000000.0,1118000000.0,999000000.0,,137000000.0,2732000000.0,31000000.0,15000000.0,1434000000.0,,572000000.0,375000000.0,328000000.0,-643000000.0,0.0,6000000.0,17257000000.0,6198000000.0,4710000000.0,3363000000.0,6198000000.0,6198000000.0,11059000000.0,17257000000.0,11548000000.0,7696000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,FY,,2010-12-31,2012-02-15 13:07:52+00:00,183000000.0,210000000.0,2589000000.0,1600000000.0,-218000000.0,2195000000.0,0.0,8535000000.0,53000000.0,946000000.0,,,8010000000.0,2602000000.0,2675000000.0,3701000000.0,1055000000.0,1002000000.0,,518000000.0,1668000000.0,,,1147000000.0,201000000.0,589000000.0,309000000.0,195000000.0,-1807000000.0,400000000.0,,17078000000.0,6510000000.0,4802000000.0,4372000000.0,6510000000.0,6510000000.0,10568000000.0,17078000000.0,11274000000.0,6196000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q3,,2010-09-30,2010-10-28 10:15:15+00:00,103000000.0,173000000.0,2385000000.0,,-1328000000.0,2252000000.0,,8524000000.0,18000000.0,945000000.0,,,8185000000.0,,2701000000.0,3710000000.0,1020000000.0,980000000.0,,573000000.0,1891000000.0,33000000.0,20000000.0,1128000000.0,,637000000.0,366000000.0,256000000.0,-568000000.0,400000000.0,,17202000000.0,6628000000.0,4699000000.0,4034000000.0,6628000000.0,6628000000.0,10574000000.0,17202000000.0,11523000000.0,6540000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q2,,2010-06-30,2010-07-30 10:23:26+00:00,101000000.0,200000000.0,1776000000.0,,-1380000000.0,1621000000.0,,8514000000.0,29000000.0,942000000.0,,,8184000000.0,,2702000000.0,3719000000.0,1102000000.0,997000000.0,,472000000.0,1898000000.0,28000000.0,14000000.0,1171000000.0,,532000000.0,321000000.0,314000000.0,-685000000.0,700000000.0,,16636000000.0,6449000000.0,4221000000.0,3777000000.0,6449000000.0,6449000000.0,10187000000.0,16636000000.0,11418000000.0,6410000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2010.0,Q1,,2010-03-31,2010-04-29 08:31:58+00:00,116000000.0,189000000.0,3196000000.0,,-1381000000.0,3272000000.0,,8503000000.0,37000000.0,951000000.0,,,8185000000.0,,2711000000.0,4127000000.0,1190000000.0,1024000000.0,,454000000.0,1913000000.0,36000000.0,16000000.0,1592000000.0,,581000000.0,306000000.0,247000000.0,-761000000.0,300000000.0,,18402000000.0,6361000000.0,5901000000.0,5241000000.0,6361000000.0,6361000000.0,12041000000.0,18402000000.0,11477000000.0,6800000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,FY,,2011-12-31,2013-02-12 10:04:35+00:00,115000000.0,181000000.0,2530000000.0,1615000000.0,-382000000.0,1956000000.0,0.0,8293000000.0,42000000.0,945000000.0,,,8010000000.0,2685000000.0,2602000000.0,3206000000.0,967000000.0,1070000000.0,,511000000.0,1759000000.0,33000000.0,,1132000000.0,,265000000.0,251000000.0,225000000.0,-1660000000.0,457000000.0,,16254000000.0,6251000000.0,4307000000.0,4276000000.0,6251000000.0,6251000000.0,10003000000.0,16254000000.0,10877000000.0,5727000000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2011.0,Q3,,2011-09-30,2011-10-28 13:00:53+00:00,118000000.0,180000000.0,2341000000.0,,-1387000000.0,2010000000.0,0.0,8559000000.0,10000000.0,963000000.0,,,8010000000.0,,2656000000.0,3212000000.0,914000000.0,1052000000.0,,702000000.0,1485000000.0,33000000.0,,1117000000.0,0.0,280000000.0,244000000.0,305000000.0,-458000000.0,460000000.0,,16403000000.0,6714000000.0,4405000000.0,4046000000.0,6714000000.0,6714000000.0,9689000000.0,16403000000.0,10946000000.0,5643000000.0
