company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:16:05+00:00,,-266000000.0,67000000.0,93000000.0,,-47000000.0,-196000000.0,30000000.0,2422000000.0,2029000000.0,-3149000000.0,216000000.0,2029000000.0,-3149000000.0,216000000.0,-951000000.0,315000000.0,315000000.0,0.0,5000000.0,67000000.0,,4000000.0,-3176000000.0,-55000000.0,-428000000.0,,15000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2009.0,Q4,2009-10-01,2009-12-31,,24000000.0,1000000.0,13000000.0,26000000.0,14000000.0,-3000000.0,202000000.0,1000000.0,,-4000000.0,-64000000.0,354000000.0,-4000000.0,-64000000.0,354000000.0,283000000.0,42000000.0,42000000.0,61000000.0,-6000000.0,,,-1000000.0,-302000000.0,-13000000.0,1000000.0,,237000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:15:31+00:00,24000000.0,-153000000.0,71000000.0,104000000.0,14000000.0,27000000.0,37000000.0,8000000.0,,-336000000.0,-53000000.0,582000000.0,-336000000.0,-53000000.0,582000000.0,220000000.0,263000000.0,263000000.0,153000000.0,-4000000.0,,,1000000.0,-629000000.0,-59000000.0,-340000000.0,,621000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2009.0,Q3,2009-07-01,2009-09-30,,,-17000000.0,20000000.0,28000000.0,,17000000.0,-173000000.0,,,-121000000.0,-8000000.0,4000000.0,-121000000.0,-8000000.0,4000000.0,-108000000.0,59000000.0,59000000.0,91000000.0,-8000000.0,,,-1000000.0,-97000000.0,-15000000.0,-113000000.0,,105000000.0,-1000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 10:19:05+00:00,,-154000000.0,58000000.0,78000000.0,,30000000.0,-165000000.0,7000000.0,,-332000000.0,11000000.0,228000000.0,-332000000.0,11000000.0,228000000.0,-63000000.0,221000000.0,221000000.0,92000000.0,2000000.0,,,2000000.0,-327000000.0,-46000000.0,-341000000.0,,384000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 11:25:53+00:00,,-137000000.0,38000000.0,50000000.0,,13000000.0,8000000.0,7000000.0,,-211000000.0,19000000.0,224000000.0,-211000000.0,19000000.0,224000000.0,45000000.0,162000000.0,162000000.0,1000000.0,10000000.0,,,3000000.0,-230000000.0,-31000000.0,-228000000.0,,279000000.0,1000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q4,2010-10-01,2010-12-31,,,-35000000.0,4000000.0,28000000.0,,,29000000.0,1000000.0,734000000.0,-165000000.0,-39000000.0,183000000.0,-165000000.0,-39000000.0,183000000.0,-21000000.0,135000000.0,135000000.0,-10000000.0,2000000.0,,,1000000.0,-163000000.0,-10000000.0,-405000000.0,-497000000.0,134000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 16:24:51+00:00,,-148000000.0,53000000.0,103000000.0,,-6000000.0,-127000000.0,6000000.0,2409000000.0,-595000000.0,-118000000.0,440000000.0,-595000000.0,-118000000.0,440000000.0,-279000000.0,389000000.0,389000000.0,70000000.0,3000000.0,,,5000000.0,-427000000.0,-42000000.0,-2216000000.0,-797000000.0,351000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q3TTM,2009-10-01,2010-09-30,,24000000.0,-112000000.0,62000000.0,101000000.0,14000000.0,-9000000.0,46000000.0,6000000.0,1675000000.0,-434000000.0,-143000000.0,611000000.0,-434000000.0,-143000000.0,611000000.0,25000000.0,296000000.0,296000000.0,141000000.0,-5000000.0,,,3000000.0,-566000000.0,-45000000.0,-1810000000.0,-300000000.0,454000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q3,2010-07-01,2010-09-30,,,-14000000.0,34000000.0,25000000.0,,13000000.0,-106000000.0,1000000.0,-1000000.0,-172000000.0,-65000000.0,34000000.0,-172000000.0,-65000000.0,34000000.0,-190000000.0,100000000.0,100000000.0,13000000.0,-2000000.0,,,2000000.0,-91000000.0,-12000000.0,-70000000.0,-100000000.0,38000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 13:25:49+00:00,,-113000000.0,49000000.0,75000000.0,,-6000000.0,-156000000.0,5000000.0,1675000000.0,-430000000.0,-79000000.0,257000000.0,-430000000.0,-79000000.0,257000000.0,-258000000.0,254000000.0,254000000.0,80000000.0,1000000.0,,,4000000.0,-264000000.0,-32000000.0,-1811000000.0,-300000000.0,217000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q2TTM,2009-07-01,2010-06-30,,24000000.0,-115000000.0,48000000.0,104000000.0,14000000.0,-5000000.0,-21000000.0,5000000.0,1676000000.0,-383000000.0,-86000000.0,581000000.0,-383000000.0,-86000000.0,581000000.0,107000000.0,255000000.0,255000000.0,219000000.0,-11000000.0,,,,-572000000.0,-48000000.0,-1853000000.0,-200000000.0,521000000.0,-1000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q2,2010-04-01,2010-06-30,,-1000000.0,-85000000.0,11000000.0,25000000.0,,-11000000.0,96000000.0,3000000.0,-2000000.0,-190000000.0,-47000000.0,239000000.0,-190000000.0,-47000000.0,239000000.0,-9000000.0,94000000.0,94000000.0,24000000.0,4000000.0,,,1000000.0,-54000000.0,-9000000.0,-41000000.0,-154000000.0,16000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-04 09:37:28+00:00,,-99000000.0,15000000.0,50000000.0,,-19000000.0,-50000000.0,4000000.0,1676000000.0,-258000000.0,-14000000.0,223000000.0,-258000000.0,-14000000.0,223000000.0,-68000000.0,154000000.0,154000000.0,67000000.0,3000000.0,,,2000000.0,-173000000.0,-20000000.0,-1741000000.0,-200000000.0,179000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 13:39:35+00:00,1000000.0,-14000000.0,4000000.0,25000000.0,,-8000000.0,-146000000.0,1000000.0,1678000000.0,-68000000.0,33000000.0,-16000000.0,-68000000.0,33000000.0,-16000000.0,-59000000.0,60000000.0,60000000.0,43000000.0,-1000000.0,,,1000000.0,-119000000.0,-11000000.0,-1700000000.0,-46000000.0,163000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2011.0,Q4,2011-10-01,2011-12-31,,,-40000000.0,5000000.0,28000000.0,,,57000000.0,1000000.0,250000000.0,-220000000.0,-50000000.0,233000000.0,-220000000.0,-50000000.0,233000000.0,-37000000.0,81000000.0,81000000.0,66000000.0,7000000.0,,,1000000.0,-128000000.0,-37000000.0,-378000000.0,-100000000.0,115000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 10:57:50+00:00,,-129000000.0,86000000.0,109000000.0,,-7000000.0,80000000.0,10000000.0,700000000.0,-325000000.0,-146000000.0,669000000.0,-325000000.0,-146000000.0,669000000.0,191000000.0,383000000.0,383000000.0,93000000.0,13000000.0,,,4000000.0,-559000000.0,-88000000.0,-948000000.0,-100000000.0,501000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2011.0,Q3TTM,2010-10-01,2011-09-30,,,-124000000.0,85000000.0,109000000.0,,-7000000.0,52000000.0,10000000.0,1184000000.0,-270000000.0,-135000000.0,619000000.0,-270000000.0,-135000000.0,619000000.0,207000000.0,437000000.0,437000000.0,17000000.0,8000000.0,,,4000000.0,-594000000.0,-61000000.0,-975000000.0,-497000000.0,520000000.0,
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2011.0,Q3,2011-07-01,2011-09-30,,,-52000000.0,45000000.0,28000000.0,,-12000000.0,-157000000.0,1000000.0,450000000.0,-9000000.0,-20000000.0,6000000.0,-9000000.0,-20000000.0,6000000.0,-35000000.0,108000000.0,108000000.0,25000000.0,-10000000.0,,,2000000.0,-81000000.0,-27000000.0,-450000000.0,,88000000.0,
