company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2012.0,Q2,,2012-06-30,2012-08-03 13:28:49+00:00,,-368000000.0,491000000.0,0.0,3799000000.0,204000000.0,,5103000000.0,1625000000.0,204000000.0,1951000000.0,198000000.0,9000000.0,969000000.0,1019000000.0,582000000.0,,141000000.0,2547000000.0,201000000.0,8927000000.0,4961000000.0,4961000000.0,4970000000.0,3957000000.0,8927000000.0,0.0,196000000.0,-1017000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2012.0,Q1,,2012-03-31,2012-05-08 11:10:59+00:00,,-218000000.0,525000000.0,0.0,3800000000.0,158000000.0,,5210000000.0,1680000000.0,158000000.0,1962000000.0,195000000.0,9000000.0,897000000.0,1039000000.0,587000000.0,,141000000.0,2476000000.0,114000000.0,9021000000.0,5152000000.0,5152000000.0,5161000000.0,3860000000.0,9021000000.0,0.0,215000000.0,-906000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2013.0,FY,,2013-12-31,2015-02-17 15:34:58+00:00,,-67000000.0,398000000.0,0.0,4280000000.0,1961000000.0,,6186000000.0,2386000000.0,1961000000.0,2589000000.0,268000000.0,,1105000000.0,1004000000.0,712000000.0,,84000000.0,2976000000.0,127000000.0,12577000000.0,6184000000.0,6184000000.0,6184000000.0,6393000000.0,12577000000.0,0.0,189000000.0,-1005000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2013.0,Q3,,2013-09-30,2013-11-07 11:19:28+00:00,,-51000000.0,300000000.0,0.0,4272000000.0,1934000000.0,,6191000000.0,2409000000.0,1934000000.0,2673000000.0,249000000.0,1000000.0,1132000000.0,1050000000.0,709000000.0,,81000000.0,2857000000.0,64000000.0,12486000000.0,6055000000.0,6055000000.0,6056000000.0,6430000000.0,12486000000.0,0.0,190000000.0,-1023000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2013.0,Q2,,2013-06-30,2013-08-08 13:10:23+00:00,,-139000000.0,379000000.0,0.0,4263000000.0,1412000000.0,,6048000000.0,2383000000.0,1412000000.0,2647000000.0,227000000.0,1000000.0,1227000000.0,1027000000.0,721000000.0,,107000000.0,2765000000.0,283000000.0,11953000000.0,5862000000.0,5862000000.0,5863000000.0,6090000000.0,11953000000.0,0.0,170000000.0,-1027000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2013.0,Q1,,2013-03-31,2013-05-07 14:50:38+00:00,,-218000000.0,591000000.0,0.0,3778000000.0,229000000.0,,5309000000.0,1619000000.0,229000000.0,1829000000.0,215000000.0,3000000.0,899000000.0,1042000000.0,677000000.0,,108000000.0,2699000000.0,208000000.0,9188000000.0,5200000000.0,5200000000.0,5203000000.0,3985000000.0,9188000000.0,0.0,218000000.0,-1059000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2014.0,FY,,2014-12-31,2016-02-26 11:07:40+00:00,,-682000000.0,427000000.0,0.0,3224000000.0,2194000000.0,,5538000000.0,2077000000.0,2194000000.0,2297000000.0,292000000.0,1000000.0,1320000000.0,1000000000.0,662000000.0,,49000000.0,3292000000.0,124000000.0,12071000000.0,5793000000.0,5793000000.0,5794000000.0,6277000000.0,12071000000.0,,174000000.0,-41000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2014.0,Q3,,2014-09-30,2014-11-05 16:09:50+00:00,,-325000000.0,286000000.0,0.0,4356000000.0,2513000000.0,,5802000000.0,2213000000.0,2513000000.0,2345000000.0,288000000.0,1000000.0,1394000000.0,1035000000.0,655000000.0,,27000000.0,3231000000.0,26000000.0,12692000000.0,6117000000.0,6117000000.0,6118000000.0,6574000000.0,12692000000.0,0.0,169000000.0,-1145000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2014.0,Q2,,2014-06-30,2014-08-06 11:20:32+00:00,,-142000000.0,314000000.0,0.0,4330000000.0,2579000000.0,,6068000000.0,2313000000.0,2579000000.0,2408000000.0,280000000.0,2000000.0,1320000000.0,1077000000.0,691000000.0,,39000000.0,3134000000.0,154000000.0,13116000000.0,6205000000.0,6205000000.0,6207000000.0,6909000000.0,13116000000.0,0.0,203000000.0,-1117000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2014.0,Q1,,2014-03-31,2014-05-09 10:20:30+00:00,,-71000000.0,384000000.0,0.0,4304000000.0,2253000000.0,,6173000000.0,2362000000.0,2253000000.0,2084000000.0,266000000.0,1000000.0,1259000000.0,1076000000.0,821000000.0,,84000000.0,3032000000.0,504000000.0,12978000000.0,6239000000.0,6239000000.0,6240000000.0,6738000000.0,12978000000.0,0.0,197000000.0,-1026000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2015.0,FY,,2015-12-31,2017-03-01 12:03:02+00:00,,-864000000.0,301000000.0,0.0,3013000000.0,2228000000.0,,5395000000.0,1959000000.0,2228000000.0,2364000000.0,323000000.0,,1398000000.0,968000000.0,594000000.0,,56000000.0,3571000000.0,98000000.0,11861000000.0,5609000000.0,5609000000.0,5609000000.0,6252000000.0,11861000000.0,,201000000.0,-111000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2015.0,Q3,,2015-09-30,2015-11-04 16:14:17+00:00,,-847000000.0,290000000.0,0.0,3034000000.0,2175000000.0,,5421000000.0,1981000000.0,2175000000.0,2415000000.0,305000000.0,,1387000000.0,957000000.0,632000000.0,,18000000.0,3464000000.0,45000000.0,11770000000.0,5546000000.0,5546000000.0,5546000000.0,6224000000.0,11770000000.0,,193000000.0,-105000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2015.0,Q2,,2015-06-30,2015-08-06 11:29:38+00:00,,-805000000.0,324000000.0,0.0,3259000000.0,2331000000.0,,5469000000.0,2009000000.0,2331000000.0,2281000000.0,295000000.0,,1395000000.0,961000000.0,668000000.0,,17000000.0,3366000000.0,147000000.0,12104000000.0,5716000000.0,5716000000.0,5716000000.0,6388000000.0,12104000000.0,,264000000.0,-104000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2015.0,Q1,,2015-03-31,2015-05-06 12:05:30+00:00,,-883000000.0,328000000.0,0.0,3245000000.0,2635000000.0,,5350000000.0,1995000000.0,2635000000.0,2306000000.0,281000000.0,1000000.0,1440000000.0,951000000.0,723000000.0,,19000000.0,3276000000.0,82000000.0,12242000000.0,5544000000.0,5544000000.0,5545000000.0,6697000000.0,12242000000.0,,194000000.0,-94000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2016.0,FY,,2016-12-31,2018-02-28 15:28:32+00:00,,-979000000.0,403000000.0,0.0,3106000000.0,3301000000.0,,6027000000.0,2094000000.0,3301000000.0,3603000000.0,362000000.0,,1703000000.0,1035000000.0,673000000.0,,15000000.0,3479000000.0,108000000.0,14150000000.0,5430000000.0,5430000000.0,5430000000.0,8720000000.0,14150000000.0,,245000000.0,-176000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2016.0,Q3,,2016-09-30,2016-11-08 15:51:04+00:00,,-882000000.0,257000000.0,0.0,3048000000.0,3323000000.0,,6206000000.0,2740000000.0,3323000000.0,3689000000.0,342000000.0,,1683000000.0,1311000000.0,684000000.0,,19000000.0,3757000000.0,47000000.0,14808000000.0,5754000000.0,5754000000.0,5754000000.0,9054000000.0,14808000000.0,,238000000.0,-169000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2016.0,Q2,,2016-06-30,2016-08-03 10:55:04+00:00,,-860000000.0,344000000.0,0.0,3064000000.0,3411000000.0,,6236000000.0,2771000000.0,3411000000.0,3731000000.0,332000000.0,,1728000000.0,1343000000.0,737000000.0,,22000000.0,3679000000.0,160000000.0,15099000000.0,5717000000.0,5717000000.0,5717000000.0,9382000000.0,15099000000.0,,255000000.0,-166000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2016.0,Q1,,2016-03-31,2016-05-05 12:35:52+00:00,,-770000000.0,331000000.0,0.0,3003000000.0,3614000000.0,,5663000000.0,2085000000.0,3614000000.0,2565000000.0,326000000.0,,1418000000.0,1026000000.0,735000000.0,,21000000.0,3609000000.0,80000000.0,13717000000.0,5697000000.0,5697000000.0,5697000000.0,8020000000.0,13717000000.0,,259000000.0,-145000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2017.0,FY,,2017-12-31,2019-02-22 12:32:43+00:00,,-862000000.0,377000000.0,0.0,3026000000.0,3988000000.0,,6586000000.0,2468000000.0,3988000000.0,3727000000.0,400000000.0,,1278000000.0,513000000.0,638000000.0,,22000000.0,3963000000.0,608000000.0,15354000000.0,5880000000.0,5880000000.0,5880000000.0,9474000000.0,15354000000.0,,235000000.0,-247000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2017.0,Q3,,2017-09-30,2017-11-07 12:32:40+00:00,,-825000000.0,530000000.0,0.0,3014000000.0,3893000000.0,,6154000000.0,2091000000.0,3893000000.0,3589000000.0,379000000.0,,1797000000.0,1025000000.0,645000000.0,,21000000.0,3787000000.0,185000000.0,15072000000.0,5735000000.0,5735000000.0,5735000000.0,9337000000.0,15072000000.0,,207000000.0,-241000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2017.0,Q2,,2017-06-30,2017-08-02 11:49:39+00:00,,-892000000.0,356000000.0,0.0,3013000000.0,3671000000.0,,6237000000.0,2102000000.0,3671000000.0,3058000000.0,384000000.0,,1592000000.0,1039000000.0,653000000.0,,18000000.0,3680000000.0,663000000.0,14660000000.0,5576000000.0,5576000000.0,5576000000.0,9084000000.0,14660000000.0,,300000000.0,-225000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2017.0,Q1,,2017-03-31,2017-05-10 13:23:28+00:00,,-987000000.0,386000000.0,0.0,2965000000.0,3633000000.0,,6070000000.0,2082000000.0,3633000000.0,3242000000.0,376000000.0,,1645000000.0,1010000000.0,793000000.0,,78000000.0,3595000000.0,460000000.0,14490000000.0,5352000000.0,5352000000.0,5352000000.0,9138000000.0,14490000000.0,,220000000.0,-221000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2018.0,FY,,2018-12-31,2020-02-25 12:31:28+00:00,,-1530000000.0,545000000.0,0.0,2718000000.0,4742000000.0,,6363000000.0,2300000000.0,4742000000.0,2956000000.0,376000000.0,,1065000000.0,725000000.0,844000000.0,,41000000.0,4558000000.0,984000000.0,15700000000.0,5449000000.0,5449000000.0,5449000000.0,10251000000.0,15700000000.0,,268000000.0,-297000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2018.0,Q3,,2018-09-30,2018-11-06 16:01:39+00:00,,-1184000000.0,324000000.0,0.0,2678000000.0,4219000000.0,,6369000000.0,2328000000.0,4219000000.0,3072000000.0,371000000.0,,990000000.0,382000000.0,751000000.0,,52000000.0,4399000000.0,829000000.0,14855000000.0,5602000000.0,5602000000.0,5602000000.0,9253000000.0,14855000000.0,,202000000.0,-291000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2018.0,Q2,,2018-06-30,2018-08-01 13:13:21+00:00,,-1191000000.0,322000000.0,0.0,2714000000.0,4441000000.0,,6355000000.0,2351000000.0,4441000000.0,3079000000.0,370000000.0,,955000000.0,372000000.0,714000000.0,,34000000.0,4309000000.0,993000000.0,15141000000.0,5542000000.0,5542000000.0,5542000000.0,9599000000.0,15141000000.0,,313000000.0,-290000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2018.0,Q1,,2018-03-31,2018-05-02 16:50:15+00:00,,-1060000000.0,405000000.0,0.0,2928000000.0,4026000000.0,,6549000000.0,2432000000.0,4026000000.0,3155000000.0,384000000.0,,1746000000.0,874000000.0,922000000.0,,24000000.0,4146000000.0,1088000000.0,15790000000.0,5725000000.0,5725000000.0,5725000000.0,10065000000.0,15790000000.0,,224000000.0,-289000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2019.0,FY,,2019-12-31,2020-05-06 15:19:39+00:00,,-1686000000.0,332000000.0,0.0,2634000000.0,2996000000.0,,6366000000.0,2249000000.0,2996000000.0,2996000000.0,384000000.0,0.0,1276000000.0,1062000000.0,708000000.0,,30000000.0,5027000000.0,523000000.0,13924000000.0,5639000000.0,5639000000.0,5639000000.0,8285000000.0,13924000000.0,,291000000.0,-336000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2019.0,Q3,,2019-09-30,2019-11-06 12:54:56+00:00,,-1833000000.0,304000000.0,0.0,2587000000.0,2422000000.0,,6232000000.0,2239000000.0,2422000000.0,2939000000.0,361000000.0,,1192000000.0,1022000000.0,697000000.0,,29000000.0,4901000000.0,573000000.0,12980000000.0,5327000000.0,5327000000.0,5327000000.0,7653000000.0,12980000000.0,,201000000.0,-328000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2019.0,Q2,,2019-06-30,2019-08-05 14:03:22+00:00,,-1666000000.0,333000000.0,0.0,2715000000.0,3161000000.0,,6382000000.0,2304000000.0,3161000000.0,3022000000.0,390000000.0,,1273000000.0,1028000000.0,733000000.0,,30000000.0,4829000000.0,637000000.0,14132000000.0,5551000000.0,5551000000.0,5551000000.0,8581000000.0,14132000000.0,,259000000.0,-327000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2019.0,Q1,,2019-03-31,2019-05-01 11:42:09+00:00,,-1645000000.0,472000000.0,0.0,2734000000.0,3274000000.0,,6380000000.0,2329000000.0,3274000000.0,2328000000.0,370000000.0,,1391000000.0,1040000000.0,1059000000.0,,67000000.0,4732000000.0,1308000000.0,14503000000.0,5494000000.0,5494000000.0,5494000000.0,9009000000.0,14503000000.0,,220000000.0,-327000000.0
Nasdaq Inc,NDAQ,549300L8X1Q78ERXFD06,1120193,2020.0,Q1,,2020-03-31,2020-05-06 15:19:39+00:00,,-1909000000.0,1015000000.0,0.0,2529000000.0,3241000000.0,,6326000000.0,2200000000.0,3241000000.0,2962000000.0,375000000.0,2000000.0,1358000000.0,988000000.0,902000000.0,,29000000.0,5140000000.0,1307000000.0,14798000000.0,5396000000.0,5396000000.0,5398000000.0,9400000000.0,14798000000.0,,254000000.0,-364000000.0
