company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2008.0,FY,2008-01-01,2008-12-31,2011-02-02 13:19:15+00:00,-299238000.0,3933000.0,,,58020000.0,,-25024000.0,-7895000.0,,251971000.0,-71794000.0,-36500000.0,225834000.0,-71794000.0,-36500000.0,225834000.0,92516000.0,124793000.0,124793000.0,46983000.0,1108000.0,1011000.0,,-183932000.0,-93627000.0,-198064000.0,-126809000.0,539286000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,Q4,2009-10-01,2009-12-31,,-1346000.0,-4744000.0,664000.0,-4722000.0,17849000.0,,209000.0,801000.0,,,-188000.0,55192000.0,32757000.0,-188000.0,55192000.0,32757000.0,87970000.0,-2113000.0,-2113000.0,20964000.0,-188000.0,,,-1109000.0,-10013000.0,,,67660000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,FY,2009-01-01,2009-12-31,2012-01-31 16:36:35+00:00,-6599000.0,,,,68533000.0,,12001000.0,-99237000.0,,249203000.0,-11418000.0,7879000.0,44725000.0,-11418000.0,7879000.0,44725000.0,53187000.0,18927000.0,18927000.0,56502000.0,-4425000.0,763000.0,,-8585000.0,-48677000.0,-256196000.0,,70977000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,Q3,2009-07-01,2009-09-30,,-1939000.0,3000.0,2103000.0,2706000.0,17419000.0,,4438000.0,-44287000.0,,50000000.0,-50832000.0,-14224000.0,11843000.0,-50832000.0,-14224000.0,11843000.0,-48775000.0,32751000.0,32751000.0,5957000.0,-1815000.0,,,,-12285000.0,-99017000.0,,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 13:36:28+00:00,-5253000.0,4744000.0,-664000.0,4722000.0,50684000.0,,11792000.0,-100038000.0,,249203000.0,-11230000.0,-47313000.0,11968000.0,-11230000.0,-47313000.0,11968000.0,-34783000.0,21040000.0,21040000.0,35538000.0,-4237000.0,763000.0,,-7476000.0,-38664000.0,-256196000.0,,3317000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 07:38:46+00:00,-3314000.0,4741000.0,-2767000.0,2016000.0,33265000.0,,7354000.0,-55751000.0,,199203000.0,39602000.0,-33089000.0,125000.0,39602000.0,-33089000.0,125000.0,13992000.0,-11711000.0,-11711000.0,29581000.0,-2422000.0,763000.0,,-7476000.0,-26379000.0,-157179000.0,,3317000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q4,2010-10-01,2010-12-31,,-2019000.0,,-10729000.0,-4195000.0,18318000.0,,-2008000.0,-1147000.0,,,-14689000.0,-18395000.0,31548000.0,-14689000.0,-18395000.0,31548000.0,-3544000.0,501000.0,501000.0,13876000.0,-4189000.0,,,,-20470000.0,-10500000.0,,4094000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 10:29:15+00:00,-231443000.0,,,,67096000.0,,-4663000.0,7487000.0,,90000000.0,60573000.0,-261260000.0,93072000.0,60573000.0,-261260000.0,93072000.0,-112278000.0,-32359000.0,-32359000.0,50848000.0,-13927000.0,220000.0,,,-57126000.0,-15500000.0,,27089000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q3TTM,2009-10-01,2010-09-30,,-230770000.0,-4744000.0,11393000.0,-527000.0,66627000.0,,-2446000.0,9435000.0,,90000000.0,75074000.0,-187673000.0,94281000.0,75074000.0,-187673000.0,94281000.0,-20764000.0,-34973000.0,-34973000.0,57936000.0,-9926000.0,220000.0,,-1109000.0,-46669000.0,-5000000.0,,90655000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q3,2010-07-01,2010-09-30,,-226524000.0,,3528000.0,1999000.0,16482000.0,,9207000.0,-6751000.0,,90000000.0,84411000.0,-234244000.0,18610000.0,84411000.0,-234244000.0,18610000.0,-122016000.0,-5724000.0,-5724000.0,14603000.0,-589000.0,,,,-16181000.0,-5000000.0,,8461000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 17:15:26+00:00,-229424000.0,,10729000.0,4195000.0,48778000.0,,-2655000.0,8634000.0,,90000000.0,75262000.0,-242865000.0,61524000.0,75262000.0,-242865000.0,61524000.0,-108734000.0,-32860000.0,-32860000.0,36972000.0,-9738000.0,220000.0,,,-36656000.0,-5000000.0,,22995000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q2TTM,2009-07-01,2010-06-30,,-6185000.0,-4741000.0,9968000.0,180000.0,67564000.0,,-7215000.0,-28101000.0,,50000000.0,-60169000.0,32347000.0,87514000.0,-60169000.0,32347000.0,87514000.0,52477000.0,3502000.0,3502000.0,49290000.0,-11152000.0,220000.0,,-1109000.0,-42773000.0,-99017000.0,,82194000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q2,2010-04-01,2010-06-30,,-1555000.0,,5249000.0,912000.0,15692000.0,,-3930000.0,-16359000.0,,,-2817000.0,-2374000.0,6698000.0,-2817000.0,-2374000.0,6698000.0,-2423000.0,-2957000.0,-2957000.0,10322000.0,-2817000.0,,,,-11939000.0,,,11120000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 13:42:48+00:00,-2900000.0,,7201000.0,2196000.0,32296000.0,,-11862000.0,15385000.0,,,-9149000.0,-8621000.0,42914000.0,-9149000.0,-8621000.0,42914000.0,13282000.0,-27136000.0,-27136000.0,22369000.0,-9149000.0,220000.0,,,-20475000.0,,,14534000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 14:22:51+00:00,-1345000.0,,1952000.0,1284000.0,16604000.0,,-7932000.0,31744000.0,,,-6332000.0,-6247000.0,36216000.0,-6332000.0,-6247000.0,36216000.0,15705000.0,-24179000.0,-24179000.0,12047000.0,-6332000.0,220000.0,,,-8536000.0,0.0,,3414000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q4,2011-10-01,2011-12-31,,2559000.0,,-17682000.0,-6342000.0,18302000.0,,-3521000.0,-13891000.0,,997000.0,-76240000.0,-16385000.0,24662000.0,-76240000.0,-16385000.0,24662000.0,-71484000.0,10906000.0,10906000.0,9345000.0,-263000.0,-827000.0,,,-16385000.0,-35001000.0,-41973000.0,-1732000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,FY,2011-01-01,2011-12-31,2014-02-10 16:32:57+00:00,,,,,74600000.0,,-5459000.0,-24212000.0,,108722000.0,5132000.0,-62202000.0,149677000.0,5132000.0,-62202000.0,149677000.0,87148000.0,53797000.0,53797000.0,45492000.0,-17116000.0,-384000.0,,,-61818000.0,-44501000.0,-41973000.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q3TTM,2010-10-01,2011-09-30,,-4578000.0,,6953000.0,2147000.0,74616000.0,,-3946000.0,-11468000.0,,107725000.0,66683000.0,-64212000.0,156563000.0,66683000.0,-64212000.0,156563000.0,155088000.0,43392000.0,43392000.0,50023000.0,-21042000.0,443000.0,,,-65903000.0,-20000000.0,,5826000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q3,2011-07-01,2011-09-30,,-744000.0,,8717000.0,2392000.0,18844000.0,,-8965000.0,-13522000.0,,105599000.0,97595000.0,-13389000.0,47526000.0,97595000.0,-13389000.0,47526000.0,122767000.0,31827000.0,31827000.0,10377000.0,-3004000.0,,,,-12645000.0,-5000000.0,,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-09 12:10:18+00:00,-2559000.0,,17682000.0,6342000.0,56298000.0,,-1938000.0,-10321000.0,,107725000.0,81372000.0,-45817000.0,125015000.0,81372000.0,-45817000.0,125015000.0,158632000.0,42891000.0,42891000.0,36147000.0,-16853000.0,443000.0,,,-45433000.0,-9500000.0,,1732000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q2TTM,2010-07-01,2011-06-30,,-230358000.0,,1764000.0,1754000.0,72254000.0,,14226000.0,-4697000.0,,92126000.0,53499000.0,-285067000.0,127647000.0,53499000.0,-285067000.0,127647000.0,-89695000.0,5841000.0,5841000.0,54249000.0,-18627000.0,443000.0,,,-69439000.0,-20000000.0,,14287000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q2,2011-04-01,2011-06-30,,-808000.0,,4185000.0,1861000.0,19053000.0,,1140000.0,-14732000.0,,2126000.0,-4650000.0,-16527000.0,28069000.0,-4650000.0,-16527000.0,28069000.0,8032000.0,10986000.0,10986000.0,12762000.0,-6776000.0,,,,-16331000.0,,,612000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 16:53:05+00:00,-1815000.0,,8965000.0,3950000.0,37454000.0,,7027000.0,3201000.0,,2126000.0,-16223000.0,-32428000.0,77489000.0,-16223000.0,-32428000.0,77489000.0,35865000.0,11064000.0,11064000.0,25770000.0,-13849000.0,443000.0,,,-32788000.0,-4500000.0,,1732000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q1TTM,2010-04-01,2011-03-31,,-231105000.0,,2828000.0,805000.0,68893000.0,,9156000.0,-6324000.0,,90000000.0,55332000.0,-270914000.0,106276000.0,55332000.0,-270914000.0,106276000.0,-100150000.0,-8102000.0,-8102000.0,51809000.0,-14668000.0,443000.0,,,-65047000.0,-20000000.0,,24795000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 16:43:19+00:00,-1007000.0,,4780000.0,2089000.0,18401000.0,,5887000.0,17933000.0,,,-11573000.0,-15901000.0,49420000.0,-11573000.0,-15901000.0,49420000.0,27833000.0,78000.0,78000.0,13008000.0,-7073000.0,443000.0,,,-16457000.0,-4500000.0,,1120000.0
