company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2012.0,Q1,,2012-03-31,2012-04-27 16:43:19+00:00,41512000.0,358004000.0,170481000.0,79223000.0,252601000.0,0.0,1374246000.0,408334000.0,6688000.0,1142194000.0,47603000.0,204000000.0,1764000.0,159632000.0,,96666000.0,,2053000.0,,,43679000.0,10489000.0,,95972000.0,-301927000.0,9545000.0,,2101449000.0,1151542000.0,706577000.0,636560000.0,1151681000.0,1151681000.0,949768000.0,2101449000.0,1235240000.0,313208000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2013.0,FY,,2013-12-31,2015-02-10 17:13:39+00:00,167306000.0,332675000.0,,63368000.0,88581000.0,0.0,2003536000.0,342156000.0,,895518000.0,24058000.0,125900000.0,220000.0,124169000.0,54474000.0,53078000.0,,,,,38227000.0,44297000.0,,82809000.0,-564871000.0,9375000.0,,1586257000.0,789671000.0,504065000.0,518837000.0,789671000.0,844145000.0,742112000.0,1586257000.0,958023000.0,223275000.0,0.0,-712362000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2013.0,Q3,,2013-09-30,2013-11-07 16:31:58+00:00,151778000.0,298823000.0,,62046000.0,86945000.0,0.0,1310938000.0,315645000.0,,891623000.0,24219000.0,180200000.0,,128409000.0,,51298000.0,,,,2137000.0,40110000.0,5752000.0,,73801000.0,-544756000.0,8750000.0,,1543930000.0,828228000.0,459569000.0,478310000.0,828370000.0,828370000.0,715560000.0,1543930000.0,955952000.0,237250000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2013.0,Q2,,2013-06-30,2013-08-01 16:16:59+00:00,175335000.0,309064000.0,,41024000.0,79333000.0,0.0,1342314000.0,329492000.0,,873166000.0,26096000.0,130700000.0,,132393000.0,,52590000.0,,,,2522000.0,41307000.0,8994000.0,,73853000.0,-556025000.0,8125000.0,,1535212000.0,827313000.0,462250000.0,515474000.0,827454000.0,827454000.0,707758000.0,1535212000.0,940569000.0,192284000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2013.0,Q1,,2013-03-31,2013-05-02 16:22:31+00:00,186142000.0,333174000.0,,50163000.0,130908000.0,0.0,1360236000.0,356468000.0,,880715000.0,29385000.0,161600000.0,,137998000.0,,51255000.0,,,,3771000.0,38814000.0,8352000.0,,75229000.0,-559405000.0,7500000.0,,1626223000.0,850994000.0,539311000.0,553881000.0,851135000.0,851135000.0,775088000.0,1626223000.0,948914000.0,221207000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2014.0,FY,,2014-12-31,2016-02-11 17:00:56+00:00,154103000.0,279569000.0,,9245000.0,72030000.0,0.0,2023640000.0,297636000.0,,501026000.0,30169000.0,201821000.0,20700000.0,117191000.0,54247000.0,54636000.0,,,26237000.0,8012000.0,43138000.0,16635000.0,44781000.0,82310000.0,-854160000.0,9563000.0,,1217151000.0,420354000.0,460146000.0,469314000.0,420498000.0,474745000.0,742406000.0,1217151000.0,639814000.0,273092000.0,0.0,-758371000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2014.0,Q3,,2014-09-30,2014-11-07 12:04:30+00:00,153343000.0,262434000.0,,35685000.0,80376000.0,0.0,2026467000.0,281039000.0,,891870000.0,31327000.0,190600000.0,22690000.0,121461000.0,56165000.0,56465000.0,,,,,37355000.0,59219000.0,,87353000.0,-564441000.0,10000000.0,,1534866000.0,728035000.0,430163000.0,444382000.0,728035000.0,784200000.0,750666000.0,1534866000.0,983242000.0,306284000.0,0.0,-769676000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2014.0,Q2,,2014-06-30,2014-08-05 16:31:23+00:00,160613000.0,293732000.0,,61916000.0,84395000.0,0.0,2019492000.0,315786000.0,,915024000.0,29186000.0,,23759000.0,126345000.0,56179000.0,55355000.0,,,,,36697000.0,57146000.0,,88127000.0,-562772000.0,201600000.0,,1597265000.0,750586000.0,466254000.0,677999000.0,750586000.0,806765000.0,790500000.0,1597265000.0,1004666000.0,112501000.0,0.0,-768050000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2014.0,Q1,,2014-03-31,2014-05-01 16:58:18+00:00,166270000.0,318615000.0,,67691000.0,98631000.0,0.0,2011447000.0,341947000.0,,918672000.0,27849000.0,,24584000.0,126232000.0,51800000.0,54451000.0,,,,,35496000.0,53527000.0,,92717000.0,-562806000.0,212200000.0,,1642796000.0,762459000.0,509963000.0,720417000.0,762601000.0,814401000.0,828395000.0,1642796000.0,1006601000.0,107978000.0,0.0,-753873000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2015.0,FY,,2015-12-31,2016-10-31 17:03:21+00:00,137069000.0,260518000.0,,1926000.0,167915000.0,0.0,2026415000.0,279815000.0,,496499000.0,27874000.0,184499000.0,21566000.0,110143000.0,,36348000.0,6953000.0,,,,10865000.0,26022000.0,,52599000.0,-780548000.0,9773000.0,,1154932000.0,481406000.0,481032000.0,426657000.0,481406000.0,481406000.0,673526000.0,1154932000.0,563757000.0,246869000.0,0.0,-766387000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2015.0,Q3,,2015-09-30,2015-10-29 16:19:30+00:00,140136000.0,231192000.0,,1440000.0,88389000.0,0.0,2026435000.0,251065000.0,,497345000.0,28505000.0,190494000.0,18955000.0,107288000.0,44650000.0,35561000.0,,,56772000.0,10100000.0,43912000.0,17041000.0,0.0,59858000.0,-836613000.0,10278000.0,,1132216000.0,432891000.0,436211000.0,411579000.0,432891000.0,477541000.0,654675000.0,1132216000.0,588717000.0,243096000.0,0.0,-758371000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2015.0,Q2,,2015-06-30,2015-07-30 16:05:30+00:00,157229000.0,256190000.0,,3152000.0,107681000.0,0.0,2024988000.0,281793000.0,,536743000.0,29306000.0,198289000.0,19082000.0,114398000.0,46351000.0,37652000.0,,,,,41914000.0,17581000.0,,67005000.0,-847033000.0,10688000.0,,1172319000.0,422736000.0,430876000.0,449710000.0,422736000.0,469087000.0,703232000.0,1172319000.0,627045000.0,253522000.0,0.0,-758371000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2015.0,Q1,,2015-03-31,2015-05-07 16:27:06+00:00,160821000.0,275539000.0,,-110000.0,110230000.0,0.0,2044878000.0,303535000.0,,535790000.0,29802000.0,200055000.0,18832000.0,117203000.0,55517000.0,37550000.0,,,,,49284000.0,18125000.0,,66785000.0,-845990000.0,10125000.0,,1203465000.0,417737000.0,452554000.0,474481000.0,417737000.0,473254000.0,730211000.0,1203465000.0,633708000.0,255730000.0,0.0,-781041000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2016.0,Q3,,2016-09-30,2016-10-31 17:03:21+00:00,111955000.0,209743000.0,,1958000.0,91890000.0,0.0,2026951000.0,224225000.0,,218671000.0,21198000.0,170825000.0,22195000.0,76814000.0,,31904000.0,38880000.0,,,,8610000.0,13087000.0,,51426000.0,-1083366000.0,11314000.0,,739427000.0,176117000.0,353059000.0,347494000.0,176117000.0,176117000.0,563310000.0,739427000.0,309554000.0,215816000.0,0.0,-769426000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2016.0,Q2,,2016-06-30,2016-08-09 07:07:46+00:00,107755000.0,218561000.0,,1008000.0,103303000.0,0.0,2027064000.0,239290000.0,,365201000.0,25160000.0,172491000.0,22788000.0,111391000.0,,36507000.0,,,,,36723000.0,13719000.0,,53219000.0,-902862000.0,10800000.0,,936346000.0,355784000.0,375083000.0,357845000.0,355784000.0,355784000.0,580562000.0,936346000.0,449872000.0,222717000.0,0.0,-769426000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2016.0,Q1,,2016-03-31,2016-05-05 16:14:31+00:00,108576000.0,244110000.0,,3280000.0,131716000.0,0.0,2026326000.0,270925000.0,,497137000.0,27249000.0,174156000.0,25039000.0,109464000.0,,37025000.0,,,,,18090000.0,25304000.0,,54941000.0,-778707000.0,10287000.0,,1107746000.0,481473000.0,430767000.0,389788000.0,481473000.0,481473000.0,626273000.0,1107746000.0,567515000.0,236485000.0,0.0,-769426000.0
