company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2009.0,FY,,2009-12-31,2011-02-02 13:19:15+00:00,32066000.0,287698000.0,143403000.0,64167000.0,275447000.0,,1396104000.0,305898000.0,20779000.0,925758000.0,43863000.0,45000000.0,15956000.0,143727000.0,,87343000.0,,51499000.0,,,52393000.0,3028000.0,,73089000.0,-327107000.0,5010000.0,9259000.0,1827190000.0,1133164000.0,645493000.0,507156000.0,1133164000.0,1133164000.0,694026000.0,1827190000.0,1037970000.0,186870000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,FY,,2010-12-31,2012-01-31 16:36:35+00:00,36569000.0,346751000.0,176400000.0,63165000.0,163169000.0,0.0,1424815000.0,376448000.0,12907000.0,1122951000.0,66184000.0,40000000.0,1359000.0,150147000.0,,95390000.0,,17186000.0,,,51990000.0,9952000.0,,75451000.0,-359466000.0,84500000.0,,1978002000.0,1128514000.0,585371000.0,686824000.0,1128650000.0,1128650000.0,849352000.0,1978002000.0,1242484000.0,162528000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q3,,2010-09-30,2010-10-29 13:36:28+00:00,41503000.0,282274000.0,159897000.0,69016000.0,166713000.0,,1416683000.0,312952000.0,12162000.0,1123834000.0,70067000.0,40000000.0,4839000.0,143973000.0,,95464000.0,,24222000.0,,,52108000.0,3176000.0,,66301000.0,-359966000.0,95000000.0,0.0,1910109000.0,1125733000.0,515288000.0,621514000.0,1125733000.0,1125733000.0,784376000.0,1910109000.0,1250848000.0,162862000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2010.0,Q2,,2010-06-30,2010-07-30 07:38:46+00:00,38407000.0,242199000.0,151370000.0,20608000.0,288729000.0,,1404178000.0,279809000.0,13450000.0,892008000.0,39029000.0,45000000.0,4734000.0,136821000.0,,90813000.0,,35276000.0,,,52411000.0,3049000.0,,68487000.0,-354242000.0,5000000.0,8300000.0,1732718000.0,1070544000.0,607715000.0,488036000.0,1070544000.0,1070544000.0,662174000.0,1732718000.0,988182000.0,174138000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q3,,2011-09-30,2011-10-27 17:15:26+00:00,33168000.0,298778000.0,155539000.0,73971000.0,321801000.0,0.0,1440027000.0,354029000.0,13544000.0,1137074000.0,54759000.0,35000000.0,1643000.0,155642000.0,,98164000.0,,8696000.0,,,42107000.0,11838000.0,,83506000.0,-316575000.0,187771000.0,,2095310000.0,1197423000.0,704085000.0,744051000.0,1197561000.0,1197561000.0,897749000.0,2095310000.0,1235583000.0,153698000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q2,,2011-06-30,2011-07-28 13:42:48+00:00,34419000.0,323726000.0,165066000.0,105653000.0,199034000.0,0.0,1434095000.0,382835000.0,21209000.0,1157724000.0,58788000.0,40000000.0,1545000.0,158178000.0,,96443000.0,,6004000.0,,,47816000.0,11966000.0,,84744000.0,-348402000.0,82129000.0,,2031555000.0,1191346000.0,607504000.0,685658000.0,1191484000.0,1191484000.0,840071000.0,2031555000.0,1265873000.0,154413000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2011.0,Q1,,2011-03-31,2011-04-29 14:22:51+00:00,36092000.0,340307000.0,184547000.0,98561000.0,191002000.0,,1427941000.0,399105000.0,12062000.0,1151182000.0,62474000.0,40000000.0,919000.0,154900000.0,,96922000.0,,12670000.0,,,51061000.0,7933000.0,,84600000.0,-359388000.0,80000000.0,,2036445000.0,1167114000.0,615909000.0,711806000.0,1167114000.0,1167114000.0,869331000.0,2036445000.0,1265636000.0,157525000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2012.0,FY,,2012-12-31,2014-02-10 16:32:57+00:00,181914000.0,335905000.0,,87162000.0,148185000.0,0.0,1956260000.0,351546000.0,,887271000.0,32583000.0,145975000.0,,147613000.0,,63465000.0,,,21702000.0,33256000.0,37745000.0,10406000.0,,73861000.0,-564389000.0,18264000.0,,1684865000.0,879899000.0,579653000.0,584980000.0,880039000.0,880039000.0,804826000.0,1684865000.0,957599000.0,219846000.0,0.0,-599134000.0
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2012.0,Q3,,2012-09-30,2012-11-09 12:10:18+00:00,38377000.0,315058000.0,130759000.0,76284000.0,175103000.0,0.0,1349781000.0,332723000.0,1564000.0,878689000.0,35104000.0,181750000.0,1159000.0,150541000.0,,61612000.0,,3063000.0,80303000.0,31881000.0,30412000.0,7834000.0,,72226000.0,-491364000.0,14191000.0,,1738595000.0,934701000.0,642690000.0,549495000.0,934841000.0,934841000.0,803754000.0,1738595000.0,945364000.0,254259000.0,0.0,
Monster Worldwide Inc,MWW,549300SUJ0LW6NYJFG31,1020416,2012.0,Q2,,2012-06-30,2012-08-02 16:53:05+00:00,40798000.0,333640000.0,146883000.0,46006000.0,157460000.0,0.0,1352205000.0,372239000.0,2246000.0,1118942000.0,43729000.0,155625000.0,335000.0,161432000.0,,96692000.0,,6964000.0,,,44135000.0,9078000.0,,85845000.0,-297125000.0,13768000.0,,1945518000.0,1101086000.0,576945000.0,575934000.0,1101225000.0,1101225000.0,844293000.0,1945518000.0,1207141000.0,268359000.0,0.0,
