company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q1,,2011-03-31,2011-04-26 12:51:44+00:00,139000000.0,343000000.0,80000000.0,,145000000.0,623000000.0,404000000.0,63000000.0,66000000.0,63000000.0,446000000.0,,162000000.0,300000000.0,638000000.0,742000000.0,42000000.0,113000000.0,59000000.0,,98000000.0,62000000.0,3634000000.0,189000000.0,3174000000.0,2120000000.0,1726000000.0,537000000.0,2120000000.0,2120000000.0,1054000000.0,3174000000.0,706000000.0,517000000.0,,-2063000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,FY,,2012-12-31,2014-02-06 12:34:54+00:00,160000000.0,356000000.0,77000000.0,1182000000.0,69000000.0,724000000.0,478000000.0,32000000.0,26000000.0,55000000.0,691000000.0,2011000000.0,282000000.0,300000000.0,722000000.0,829000000.0,64000000.0,135000000.0,95000000.0,,89000000.0,74000000.0,4270000000.0,383000000.0,3820000000.0,2546000000.0,1929000000.0,701000000.0,2546000000.0,2546000000.0,1274000000.0,3820000000.0,1062000000.0,573000000.0,,-2271000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q3,,2012-09-30,2012-10-23 12:15:40+00:00,144000000.0,381000000.0,77000000.0,1131000000.0,47000000.0,589000000.0,466000000.0,34000000.0,18000000.0,65000000.0,689000000.0,1948000000.0,289000000.0,300000000.0,722000000.0,817000000.0,61000000.0,141000000.0,79000000.0,,94000000.0,74000000.0,4178000000.0,373000000.0,3694000000.0,2441000000.0,1805000000.0,677000000.0,2441000000.0,2441000000.0,1253000000.0,3694000000.0,1072000000.0,576000000.0,,-2250000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q2,,2012-06-30,2012-07-24 12:14:14+00:00,144000000.0,383000000.0,81000000.0,1100000000.0,14000000.0,572000000.0,454000000.0,32000000.0,12000000.0,53000000.0,683000000.0,1911000000.0,294000000.0,300000000.0,703000000.0,811000000.0,62000000.0,146000000.0,105000000.0,,92000000.0,75000000.0,4090000000.0,448000000.0,3675000000.0,2354000000.0,1795000000.0,738000000.0,2354000000.0,2354000000.0,1321000000.0,3675000000.0,1069000000.0,583000000.0,,-2204000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q1,,2012-03-31,2012-04-24 12:23:50+00:00,156000000.0,392000000.0,85000000.0,1092000000.0,53000000.0,558000000.0,444000000.0,37000000.0,48000000.0,65000000.0,698000000.0,1916000000.0,297000000.0,300000000.0,697000000.0,824000000.0,66000000.0,147000000.0,75000000.0,,93000000.0,74000000.0,4000000000.0,414000000.0,3671000000.0,2316000000.0,1759000000.0,768000000.0,2316000000.0,2316000000.0,1355000000.0,3671000000.0,1088000000.0,587000000.0,,-2181000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,FY,,2013-12-31,2015-02-12 15:58:50+00:00,152000000.0,382000000.0,77000000.0,1292000000.0,120000000.0,722000000.0,524000000.0,31000000.0,25000000.0,64000000.0,691000000.0,2098000000.0,255000000.0,300000000.0,699000000.0,806000000.0,74000000.0,73000000.0,87000000.0,,132000000.0,80000000.0,4658000000.0,65000000.0,3805000000.0,2895000000.0,1921000000.0,383000000.0,2895000000.0,2895000000.0,910000000.0,3805000000.0,1078000000.0,527000000.0,0.0,-2407000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q3,,2013-09-30,2013-10-22 12:28:05+00:00,165000000.0,390000000.0,87000000.0,1267000000.0,56000000.0,688000000.0,517000000.0,30000000.0,30000000.0,66000000.0,687000000.0,2073000000.0,261000000.0,300000000.0,715000000.0,806000000.0,59000000.0,133000000.0,82000000.0,,120000000.0,77000000.0,4552000000.0,114000000.0,3779000000.0,2748000000.0,1905000000.0,462000000.0,2748000000.0,2748000000.0,1031000000.0,3779000000.0,1068000000.0,569000000.0,,-2377000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q2,,2013-06-30,2013-07-23 12:13:13+00:00,152000000.0,405000000.0,88000000.0,1216000000.0,7000000.0,562000000.0,507000000.0,33000000.0,26000000.0,51000000.0,671000000.0,2020000000.0,263000000.0,300000000.0,709000000.0,804000000.0,61000000.0,131000000.0,95000000.0,,124000000.0,75000000.0,4459000000.0,129000000.0,3666000000.0,2653000000.0,1804000000.0,446000000.0,2653000000.0,2653000000.0,1013000000.0,3666000000.0,1058000000.0,567000000.0,,-2320000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q1,,2013-03-31,2013-04-25 12:21:51+00:00,154000000.0,398000000.0,74000000.0,1190000000.0,29000000.0,471000000.0,496000000.0,30000000.0,45000000.0,52000000.0,675000000.0,2001000000.0,270000000.0,300000000.0,711000000.0,811000000.0,66000000.0,132000000.0,90000000.0,,125000000.0,72000000.0,4366000000.0,89000000.0,3581000000.0,2597000000.0,1700000000.0,414000000.0,2597000000.0,2597000000.0,984000000.0,3581000000.0,1070000000.0,570000000.0,,-2294000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,FY,,2014-12-31,2015-11-03 09:53:26+00:00,183000000.0,397000000.0,81000000.0,1322000000.0,-18000000.0,958000000.0,585000000.0,46000000.0,0.0,81000000.0,756000000.0,2108000000.0,292000000.0,300000000.0,699000000.0,786000000.0,69000000.0,103000000.0,147000000.0,,114000000.0,103000000.0,5049000000.0,145000000.0,4195000000.0,3130000000.0,2247000000.0,490000000.0,3130000000.0,3130000000.0,1065000000.0,4195000000.0,1162000000.0,575000000.0,0.0,-2486000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q3,,2014-09-30,2014-10-23 09:50:20+00:00,181000000.0,401000000.0,97000000.0,1324000000.0,89000000.0,886000000.0,560000000.0,42000000.0,24000000.0,73000000.0,681000000.0,2113000000.0,235000000.0,300000000.0,719000000.0,789000000.0,80000000.0,53000000.0,134000000.0,,109000000.0,86000000.0,4943000000.0,0.0,3996000000.0,3102000000.0,2182000000.0,375000000.0,3102000000.0,3102000000.0,894000000.0,3996000000.0,1025000000.0,519000000.0,0.0,-2490000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q2,,2014-06-30,2014-07-24 12:50:27+00:00,176000000.0,421000000.0,83000000.0,1339000000.0,163000000.0,810000000.0,550000000.0,36000000.0,34000000.0,55000000.0,700000000.0,2154000000.0,245000000.0,300000000.0,722000000.0,815000000.0,66000000.0,56000000.0,95000000.0,,141000000.0,87000000.0,4862000000.0,44000000.0,3985000000.0,3084000000.0,2084000000.0,392000000.0,3084000000.0,3084000000.0,901000000.0,3985000000.0,1086000000.0,509000000.0,0.0,-2491000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q1,,2014-03-31,2014-04-24 14:16:11+00:00,167000000.0,415000000.0,82000000.0,1311000000.0,142000000.0,727000000.0,541000000.0,33000000.0,56000000.0,57000000.0,693000000.0,2119000000.0,249000000.0,300000000.0,705000000.0,808000000.0,72000000.0,56000000.0,86000000.0,,137000000.0,84000000.0,4757000000.0,32000000.0,3853000000.0,2947000000.0,1966000000.0,394000000.0,2947000000.0,2947000000.0,906000000.0,3853000000.0,1079000000.0,512000000.0,,-2493000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2015.0,Q3,,2015-09-30,2015-11-03 09:53:26+00:00,209000000.0,407000000.0,100000000.0,1369000000.0,-108000000.0,1175000000.0,628000000.0,57000000.0,92000000.0,104000000.0,741000000.0,2156000000.0,285000000.0,300000000.0,771000000.0,787000000.0,52000000.0,103000000.0,92000000.0,,111000000.0,108000000.0,5326000000.0,0.0,4426000000.0,3358000000.0,2502000000.0,505000000.0,3358000000.0,3358000000.0,1068000000.0,4426000000.0,1137000000.0,563000000.0,0.0,-2488000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2015.0,Q2,,2015-06-30,2015-07-30 10:38:31+00:00,201000000.0,418000000.0,90000000.0,1361000000.0,-55000000.0,1050000000.0,613000000.0,54000000.0,61000000.0,72000000.0,753000000.0,2150000000.0,282000000.0,300000000.0,742000000.0,789000000.0,62000000.0,103000000.0,105000000.0,,113000000.0,109000000.0,5240000000.0,0.0,4306000000.0,3308000000.0,2369000000.0,424000000.0,3308000000.0,3308000000.0,998000000.0,4306000000.0,1148000000.0,574000000.0,0.0,-2490000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2015.0,Q1,,2015-03-31,2015-05-07 09:48:19+00:00,180000000.0,401000000.0,95000000.0,1325000000.0,-91000000.0,887000000.0,602000000.0,47000000.0,32000000.0,63000000.0,739000000.0,2103000000.0,285000000.0,300000000.0,717000000.0,778000000.0,67000000.0,101000000.0,145000000.0,,111000000.0,105000000.0,5148000000.0,0.0,4110000000.0,3167000000.0,2197000000.0,370000000.0,3167000000.0,3167000000.0,943000000.0,4110000000.0,1135000000.0,573000000.0,0.0,-2492000000.0
