company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q1,2009-01-01,2009-03-31,2010-04-22 12:38:10+00:00,,0.69,0.145,0.68,,38000000.0,84000000.0,84000000.0,84000000.0,251000000.0,519000000.0,,16000000.0,0.0,127000000.0,251000000.0,268000000.0,3000000.0,,143000000.0,125000000.0,-3000000.0,122000000.0,519000000.0,,122000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q4,2010-10-01,2010-12-31,,0.78,0.78,0.16,0.76,,34000000.0,94000000.0,94000000.0,94000000.0,281000000.0,582000000.0,,17000000.0,11000000.0,143000000.0,281000000.0,301000000.0,2000000.0,,171000000.0,130000000.0,-2000000.0,128000000.0,582000000.0,121100000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,FY,2010-01-01,2010-12-31,2013-02-07 12:20:18+00:00,3.17,3.17,0.64,3.12,7000000.0,160000000.0,384000000.0,384000000.0,384000000.0,1075000000.0,2271000000.0,,66000000.0,24000000.0,548000000.0,1075000000.0,1196000000.0,7000000.0,,645000000.0,551000000.0,-7000000.0,544000000.0,2271000000.0,121100000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.39,2.39,0.48,2.36,7000000.0,126000000.0,290000000.0,290000000.0,290000000.0,794000000.0,1689000000.0,,49000000.0,13000000.0,405000000.0,794000000.0,895000000.0,5000000.0,,474000000.0,421000000.0,-5000000.0,416000000.0,1689000000.0,120800000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q3TTM,2009-10-01,2010-09-30,,3.83,3.14,0.04,3.1,7000000.0,159000000.0,383000000.0,383000000.0,383000000.0,1080000000.0,2262000000.0,,65000000.0,22000000.0,539000000.0,1080000000.0,1182000000.0,7000000.0,,633000000.0,549000000.0,-7000000.0,542000000.0,2262000000.0,120800000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q3,2010-07-01,2010-09-30,2011-10-25 13:41:56+00:00,0.77,0.77,0.16,0.76,7000000.0,38000000.0,93000000.0,93000000.0,93000000.0,265000000.0,563000000.0,,16000000.0,4000000.0,139000000.0,265000000.0,298000000.0,1000000.0,,166000000.0,132000000.0,-1000000.0,131000000.0,563000000.0,120800000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.62,1.62,0.32,1.6,,88000000.0,197000000.0,197000000.0,197000000.0,529000000.0,1126000000.0,,33000000.0,9000000.0,266000000.0,529000000.0,597000000.0,4000000.0,,308000000.0,289000000.0,-4000000.0,285000000.0,1126000000.0,121300000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q2TTM,2009-07-01,2010-06-30,,3.77,3.08,0.03,3.04,,155000000.0,376000000.0,376000000.0,376000000.0,1084000000.0,2233000000.0,,65000000.0,18000000.0,527000000.0,1084000000.0,1149000000.0,8000000.0,,610000000.0,539000000.0,-8000000.0,531000000.0,2233000000.0,121300000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q2,2010-04-01,2010-06-30,2011-07-26 12:12:59+00:00,0.8,0.8,0.16,0.79,,43000000.0,97000000.0,97000000.0,97000000.0,260000000.0,554000000.0,,17000000.0,3000000.0,132000000.0,260000000.0,294000000.0,2000000.0,,152000000.0,142000000.0,-2000000.0,140000000.0,554000000.0,121300000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.66,2.97,0.02,2.93,,150000000.0,363000000.0,363000000.0,363000000.0,1076000000.0,2201000000.0,,63000000.0,15000000.0,525000000.0,1076000000.0,1125000000.0,9000000.0,,603000000.0,522000000.0,-9000000.0,513000000.0,2201000000.0,122000000.0,122000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 12:51:44+00:00,0.82,0.82,0.16,0.81,,45000000.0,100000000.0,100000000.0,100000000.0,269000000.0,572000000.0,,16000000.0,6000000.0,134000000.0,269000000.0,303000000.0,2000000.0,,156000000.0,147000000.0,-2000000.0,145000000.0,572000000.0,122000000.0,122000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,FY,2011-01-01,2011-12-31,2014-02-06 12:34:54+00:00,3.78,3.78,0.72,3.72,,183000000.0,457000000.0,457000000.0,457000000.0,1181000000.0,2505000000.0,,72000000.0,8000000.0,597000000.0,1181000000.0,1324000000.0,7000000.0,,677000000.0,647000000.0,-7000000.0,640000000.0,2505000000.0,120900000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q4,2011-10-01,2011-12-31,,0.9,0.9,0.36,0.89,,51000000.0,108000000.0,108000000.0,108000000.0,286000000.0,610000000.0,,18000000.0,,146000000.0,286000000.0,324000000.0,1000000.0,,164000000.0,160000000.0,-1000000.0,159000000.0,610000000.0,120900000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.88,2.88,0.36,2.83,,132000000.0,349000000.0,349000000.0,349000000.0,895000000.0,1895000000.0,,54000000.0,8000000.0,451000000.0,895000000.0,1000000000.0,6000000.0,,513000000.0,487000000.0,-6000000.0,481000000.0,1895000000.0,120600000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.66,3.66,0.52,3.59,,166000000.0,443000000.0,443000000.0,443000000.0,1176000000.0,2477000000.0,,71000000.0,19000000.0,594000000.0,1176000000.0,1301000000.0,8000000.0,,684000000.0,617000000.0,-8000000.0,609000000.0,2477000000.0,120600000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q3,2011-07-01,2011-09-30,2012-10-23 12:15:40+00:00,0.97,0.97,0.0,0.95,,41000000.0,117000000.0,117000000.0,117000000.0,293000000.0,626000000.0,,18000000.0,3000000.0,152000000.0,293000000.0,333000000.0,2000000.0,,173000000.0,160000000.0,-2000000.0,158000000.0,626000000.0,120600000.0,121000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.91,1.91,0.36,1.88,,91000000.0,232000000.0,232000000.0,232000000.0,602000000.0,1269000000.0,,36000000.0,5000000.0,299000000.0,602000000.0,667000000.0,4000000.0,,340000000.0,327000000.0,-4000000.0,323000000.0,1269000000.0,121500000.0,122000000.0,124000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.46,3.46,0.68,3.4,7000000.0,163000000.0,419000000.0,419000000.0,419000000.0,1148000000.0,2414000000.0,,69000000.0,20000000.0,581000000.0,1148000000.0,1266000000.0,7000000.0,,677000000.0,589000000.0,-7000000.0,582000000.0,2414000000.0,121500000.0,122000000.0,124000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q2,2011-04-01,2011-06-30,2012-07-24 12:14:14+00:00,0.93,0.93,0.18,0.91,,45000000.0,113000000.0,113000000.0,113000000.0,306000000.0,637000000.0,,18000000.0,2000000.0,151000000.0,306000000.0,331000000.0,2000000.0,,171000000.0,160000000.0,-2000000.0,158000000.0,637000000.0,121500000.0,122000000.0,124000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.33,3.33,0.66,3.28,7000000.0,161000000.0,403000000.0,403000000.0,403000000.0,1102000000.0,2331000000.0,,68000000.0,21000000.0,562000000.0,1102000000.0,1229000000.0,7000000.0,,658000000.0,571000000.0,-7000000.0,564000000.0,2331000000.0,121400000.0,122000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2011.0,Q1,2011-01-01,2011-03-31,2012-04-24 12:23:50+00:00,0.98,0.98,0.18,0.97,,46000000.0,119000000.0,119000000.0,119000000.0,296000000.0,632000000.0,,18000000.0,3000000.0,148000000.0,296000000.0,336000000.0,2000000.0,,169000000.0,167000000.0,-2000000.0,165000000.0,632000000.0,121400000.0,122000000.0,123000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,FY,2012-01-01,2012-12-31,2015-02-12 15:58:50+00:00,3.8,3.8,0.8,3.77,,195000000.0,460000000.0,460000000.0,460000000.0,1276000000.0,2623000000.0,,69000000.0,14000000.0,605000000.0,1276000000.0,1347000000.0,4000000.0,,688000000.0,659000000.0,-4000000.0,655000000.0,2623000000.0,121100000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q4,2012-10-01,2012-12-31,,0.95,0.95,0.2,0.95,,47000000.0,116000000.0,116000000.0,116000000.0,327000000.0,655000000.0,-4000000.0,16000000.0,5000000.0,147000000.0,327000000.0,328000000.0,1000000.0,,164000000.0,164000000.0,-1000000.0,163000000.0,655000000.0,121100000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.85,2.85,0.6,2.82,,148000000.0,344000000.0,344000000.0,344000000.0,949000000.0,1968000000.0,4000000.0,53000000.0,9000000.0,458000000.0,949000000.0,1019000000.0,3000000.0,,524000000.0,495000000.0,-3000000.0,492000000.0,1968000000.0,120400000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.75,3.75,0.96,3.71,,199000000.0,452000000.0,452000000.0,452000000.0,1235000000.0,2578000000.0,4000000.0,71000000.0,9000000.0,604000000.0,1235000000.0,1343000000.0,4000000.0,,688000000.0,655000000.0,-4000000.0,651000000.0,2578000000.0,120400000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q3,2012-07-01,2012-09-30,2013-10-22 12:28:05+00:00,0.93,0.93,0.2,0.92,,43000000.0,112000000.0,112000000.0,112000000.0,315000000.0,639000000.0,,17000000.0,4000000.0,147000000.0,315000000.0,324000000.0,1000000.0,,168000000.0,156000000.0,-1000000.0,155000000.0,639000000.0,120400000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.92,1.92,0.4,1.9,,105000000.0,232000000.0,232000000.0,232000000.0,634000000.0,1329000000.0,4000000.0,36000000.0,5000000.0,311000000.0,634000000.0,695000000.0,2000000.0,,356000000.0,339000000.0,-2000000.0,337000000.0,1329000000.0,121100000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.79,3.79,0.76,3.74,,197000000.0,457000000.0,457000000.0,457000000.0,1213000000.0,2565000000.0,4000000.0,72000000.0,8000000.0,609000000.0,1213000000.0,1352000000.0,5000000.0,,693000000.0,659000000.0,-5000000.0,654000000.0,2565000000.0,121100000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q2,2012-04-01,2012-06-30,2013-07-23 12:13:13+00:00,0.95,0.95,0.2,0.94,,51000000.0,115000000.0,115000000.0,115000000.0,324000000.0,664000000.0,4000000.0,18000000.0,,151000000.0,324000000.0,340000000.0,1000000.0,,173000000.0,167000000.0,-1000000.0,166000000.0,664000000.0,121100000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.77,3.77,0.74,3.71,,191000000.0,455000000.0,455000000.0,455000000.0,1195000000.0,2538000000.0,,72000000.0,10000000.0,609000000.0,1195000000.0,1343000000.0,6000000.0,,691000000.0,652000000.0,-6000000.0,646000000.0,2538000000.0,120600000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 12:21:51+00:00,0.97,0.97,0.2,0.96,,54000000.0,117000000.0,117000000.0,117000000.0,310000000.0,665000000.0,,18000000.0,5000000.0,160000000.0,310000000.0,355000000.0,1000000.0,,183000000.0,172000000.0,-1000000.0,171000000.0,665000000.0,120600000.0,121000000.0,122000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q4,2013-10-01,2013-12-31,,1.09,1.09,0.21,1.09,,39000000.0,131000000.0,131000000.0,131000000.0,342000000.0,684000000.0,,17000000.0,,154000000.0,342000000.0,342000000.0,1000000.0,,171000000.0,171000000.0,-1000000.0,170000000.0,684000000.0,120000000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,FY,2013-01-01,2013-12-31,2015-02-12 15:58:50+00:00,4.09,4.09,0.86,4.06,,166000000.0,491000000.0,491000000.0,491000000.0,1343000000.0,2704000000.0,,66000000.0,22000000.0,612000000.0,1343000000.0,1361000000.0,4000000.0,,700000000.0,661000000.0,-4000000.0,657000000.0,2704000000.0,120000000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.0,3.0,0.65,2.97,,127000000.0,360000000.0,360000000.0,360000000.0,1001000000.0,2020000000.0,,49000000.0,22000000.0,458000000.0,1001000000.0,1019000000.0,3000000.0,,529000000.0,490000000.0,-3000000.0,487000000.0,2020000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.95,3.95,0.85,3.92,,174000000.0,476000000.0,476000000.0,476000000.0,1328000000.0,2675000000.0,-4000000.0,65000000.0,27000000.0,605000000.0,1328000000.0,1347000000.0,4000000.0,,693000000.0,654000000.0,-4000000.0,650000000.0,2675000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 09:50:20+00:00,0.99,0.99,0.22,0.98,,38000000.0,119000000.0,119000000.0,119000000.0,330000000.0,664000000.0,,16000000.0,10000000.0,150000000.0,330000000.0,334000000.0,1000000.0,,176000000.0,158000000.0,-1000000.0,157000000.0,664000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.01,2.01,0.43,1.99,,89000000.0,241000000.0,241000000.0,241000000.0,671000000.0,1356000000.0,,33000000.0,12000000.0,308000000.0,671000000.0,685000000.0,2000000.0,,353000000.0,332000000.0,-2000000.0,330000000.0,1356000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.89,3.89,0.83,3.86,,179000000.0,469000000.0,469000000.0,469000000.0,1313000000.0,2650000000.0,-4000000.0,66000000.0,21000000.0,602000000.0,1313000000.0,1337000000.0,4000000.0,,685000000.0,652000000.0,-4000000.0,648000000.0,2650000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q2,2013-04-01,2013-06-30,2014-07-24 12:50:27+00:00,0.99,0.99,0.21,0.98,,46000000.0,119000000.0,119000000.0,119000000.0,340000000.0,681000000.0,,16000000.0,12000000.0,147000000.0,340000000.0,341000000.0,1000000.0,,175000000.0,166000000.0,-1000000.0,165000000.0,681000000.0,120200000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.85,3.85,0.82,3.82,,184000000.0,465000000.0,465000000.0,465000000.0,1297000000.0,2633000000.0,,68000000.0,9000000.0,606000000.0,1297000000.0,1336000000.0,4000000.0,,683000000.0,653000000.0,-4000000.0,649000000.0,2633000000.0,119600000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 14:16:11+00:00,1.02,1.02,0.22,1.01,,43000000.0,122000000.0,122000000.0,122000000.0,331000000.0,675000000.0,,17000000.0,0.0,161000000.0,331000000.0,344000000.0,1000000.0,,178000000.0,166000000.0,-1000000.0,165000000.0,675000000.0,119600000.0,120000000.0,121000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q4,2014-10-01,2014-12-31,,1.11,1.11,0.23,1.11,,35000000.0,133000000.0,133000000.0,133000000.0,343000000.0,705000000.0,,16000000.0,7000000.0,170000000.0,343000000.0,362000000.0,1000000.0,,193000000.0,169000000.0,-1000000.0,168000000.0,705000000.0,119000000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,FY,2014-01-01,2014-12-31,2015-02-12 15:58:50+00:00,4.2,4.2,0.92,4.17,,177000000.0,500000000.0,500000000.0,500000000.0,1366000000.0,2785000000.0,,65000000.0,34000000.0,639000000.0,1366000000.0,1419000000.0,4000000.0,,738000000.0,681000000.0,-4000000.0,677000000.0,2785000000.0,119000000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 09:53:26+00:00,0.91,0.91,0.23,0.9,,44000000.0,108000000.0,108000000.0,108000000.0,342000000.0,690000000.0,,17000000.0,25000000.0,152000000.0,342000000.0,348000000.0,2000000.0,,194000000.0,154000000.0,-2000000.0,152000000.0,690000000.0,118700000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.09,3.09,0.69,3.06,,142000000.0,367000000.0,367000000.0,367000000.0,1023000000.0,2080000000.0,,49000000.0,27000000.0,469000000.0,1023000000.0,1057000000.0,3000000.0,,545000000.0,512000000.0,-3000000.0,509000000.0,2080000000.0,118700000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.18,4.18,0.9,4.15,,181000000.0,498000000.0,498000000.0,498000000.0,1365000000.0,2764000000.0,,66000000.0,27000000.0,623000000.0,1365000000.0,1399000000.0,4000000.0,,716000000.0,683000000.0,-4000000.0,679000000.0,2764000000.0,118700000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 10:38:31+00:00,1.12,1.12,0.23,1.11,,51000000.0,133000000.0,133000000.0,133000000.0,343000000.0,701000000.0,,16000000.0,1000000.0,157000000.0,343000000.0,358000000.0,0.0,,174000000.0,184000000.0,,184000000.0,701000000.0,118800000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.18,2.18,0.46,2.16,,98000000.0,259000000.0,259000000.0,259000000.0,681000000.0,1390000000.0,,32000000.0,2000000.0,317000000.0,681000000.0,709000000.0,1000000.0,,351000000.0,358000000.0,-1000000.0,357000000.0,1390000000.0,118800000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.26,4.26,0.89,4.23,,175000000.0,509000000.0,509000000.0,509000000.0,1353000000.0,2738000000.0,,65000000.0,12000000.0,621000000.0,1353000000.0,1385000000.0,3000000.0,,698000000.0,687000000.0,-3000000.0,684000000.0,2738000000.0,118800000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 09:48:19+00:00,1.06,1.06,0.23,1.05,,47000000.0,126000000.0,126000000.0,126000000.0,338000000.0,689000000.0,,16000000.0,1000000.0,160000000.0,338000000.0,351000000.0,1000000.0,,177000000.0,174000000.0,-1000000.0,173000000.0,689000000.0,118900000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2014.0,Q1TTM,2013-04-01,2014-03-31,,4.13,4.13,0.87,4.1,,170000000.0,495000000.0,495000000.0,495000000.0,1350000000.0,2718000000.0,,65000000.0,23000000.0,611000000.0,1350000000.0,1368000000.0,4000000.0,,699000000.0,669000000.0,-4000000.0,665000000.0,2718000000.0,118900000.0,119000000.0,120000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2015.0,Q3YTD,2015-01-01,2015-09-30,,3.0,3.0,0.69,2.96,,143000000.0,360000000.0,360000000.0,360000000.0,1003000000.0,2076000000.0,,54000000.0,16000000.0,497000000.0,1003000000.0,1073000000.0,3000000.0,,567000000.0,506000000.0,-3000000.0,503000000.0,2076000000.0,120000000.0,120000000.0,121000000.0
