company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2007.0,FY,2007-01-01,2007-12-31,2010-02-10 16:55:51+00:00,-73000000.0,113900000.0,29600000.0,97800000.0,,7800000.0,-8500000.0,61800000.0,-212000000.0,-149000000.0,417000000.0,-212000000.0,-149000000.0,417000000.0,63800000.0,311100000.0,311100000.0,16600000.0,40200000.0,1400000.0,-60000000.0,-8600000.0,-77600000.0,-69700000.0,-184300000.0,8800000.0,
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2008.0,Q4,2008-10-01,2008-12-31,,-5000000.0,19500000.0,5400000.0,23900000.0,,-14100000.0,-10600000.0,108200000.0,-37200000.0,-21900000.0,104200000.0,-37200000.0,-21900000.0,104200000.0,31000000.0,84800000.0,84800000.0,6100000.0,1100000.0,-1000000.0,-16500000.0,-1000000.0,-25300000.0,,-130000000.0,11000000.0,-600000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2008.0,FY,2008-01-01,2008-12-31,2011-02-09 12:40:59+00:00,-7000000.0,120000000.0,23000000.0,99000000.0,,-29000000.0,-56000000.0,271000000.0,-274000000.0,-87000000.0,404000000.0,-274000000.0,-87000000.0,404000000.0,14000000.0,342000000.0,342000000.0,19000000.0,32000000.0,,-66000000.0,-1000000.0,-90000000.0,-90000000.0,-421000000.0,11000000.0,
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2008.0,Q3,2008-07-01,2008-09-30,,-2000000.0,44000000.0,5800000.0,24100000.0,,-29700000.0,-29500000.0,21500000.0,-43100000.0,-25500000.0,78600000.0,-43100000.0,-25500000.0,78600000.0,-19700000.0,81900000.0,81900000.0,2100000.0,12200000.0,-600000.0,-16300000.0,,-23300000.0,,-60500000.0,,400000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 17:08:34+00:00,-2000000.0,100500000.0,17600000.0,75100000.0,,-14900000.0,-45400000.0,162800000.0,-236800000.0,-65100000.0,299800000.0,-236800000.0,-65100000.0,299800000.0,-17000000.0,257200000.0,257200000.0,12900000.0,30900000.0,1000000.0,-49500000.0,,-64700000.0,-90000000.0,-291000000.0,,600000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-03 15:52:07+00:00,0.0,56500000.0,11800000.0,51000000.0,,14800000.0,-15900000.0,141300000.0,-193700000.0,-39600000.0,221200000.0,-193700000.0,-39600000.0,221200000.0,2700000.0,175300000.0,175300000.0,10800000.0,18700000.0,1600000.0,-33200000.0,,-41400000.0,-90000000.0,-230500000.0,,200000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q3TTM,2008-10-01,2009-09-30,,-11000000.0,136500000.0,15400000.0,91900000.0,,900000.0,18400000.0,108200000.0,-270200000.0,-125900000.0,466200000.0,-270200000.0,-125900000.0,466200000.0,71000000.0,338800000.0,338800000.0,17100000.0,16100000.0,,-69500000.0,-16000000.0,-113300000.0,-149000000.0,-176000000.0,15000000.0,-600000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q3,2009-07-01,2009-09-30,,-3000000.0,41000000.0,3000000.0,23000000.0,,5000000.0,36000000.0,,-72000000.0,-47000000.0,147000000.0,-72000000.0,-47000000.0,147000000.0,33000000.0,86000000.0,86000000.0,2000000.0,9000000.0,1000000.0,-18000000.0,-14000000.0,-32000000.0,-42000000.0,-21000000.0,4000000.0,-3000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-21 12:38:04+00:00,-6000000.0,117000000.0,10000000.0,68000000.0,,15000000.0,29000000.0,,-233000000.0,-104000000.0,362000000.0,-233000000.0,-104000000.0,362000000.0,40000000.0,254000000.0,254000000.0,11000000.0,15000000.0,1000000.0,-53000000.0,-15000000.0,-88000000.0,-149000000.0,-46000000.0,4000000.0,
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q2TTM,2008-07-01,2009-06-30,,-10000000.0,139500000.0,18200000.0,93000000.0,,-33800000.0,-47100000.0,129700000.0,-241300000.0,-104400000.0,397800000.0,-241300000.0,-104400000.0,397800000.0,18300000.0,334700000.0,334700000.0,17200000.0,19300000.0,-1600000.0,-67800000.0,-2000000.0,-104600000.0,-107000000.0,-215500000.0,11000000.0,2800000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q2,2009-04-01,2009-06-30,,-1000000.0,70000000.0,3000000.0,22000000.0,,17000000.0,-12000000.0,-1000000.0,-58000000.0,-28000000.0,101000000.0,-58000000.0,-28000000.0,101000000.0,32000000.0,84000000.0,84000000.0,7000000.0,4000000.0,,-17000000.0,,-28000000.0,-26000000.0,-18000000.0,,1000000.0
Sigma-Aldrich Corp ,SIAL,5493003MO7QE8VJUEP94,90185,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-28 12:36:48+00:00,-3000000.0,76000000.0,7000000.0,45000000.0,,10000000.0,-7000000.0,,-161000000.0,-57000000.0,215000000.0,-161000000.0,-57000000.0,215000000.0,7000000.0,168000000.0,168000000.0,9000000.0,6000000.0,,-35000000.0,-1000000.0,-56000000.0,-107000000.0,-25000000.0,,3000000.0
