company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,FY,,2010-12-31,2011-10-27 16:25:59+00:00,10773000.0,5701000.0,16399000.0,1986000.0,417912000.0,1332400000.0,66973000.0,,14678000.0,,,293432000.0,0.0,,4804000.0,171220000.0,,,,4750000.0,10432000.0,0.0,18891000.0,6600000.0,18985000.0,-1423030000.0,,6256000.0,489581000.0,-88644000.0,455454000.0,113573000.0,-88644000.0,-88644000.0,578225000.0,489581000.0,29323000.0,464652000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,FY,,2011-12-31,2013-02-21 16:17:27+00:00,14939000.0,6415000.0,24766000.0,1642000.0,273164000.0,1380851000.0,69303000.0,,21856000.0,,8217000.0,316153000.0,0.0,0.0,6431000.0,104272000.0,,,,4750000.0,3536000.0,0.0,0.0,7475000.0,19294000.0,-1609570000.0,0.0,4430000.0,328962000.0,-227077000.0,310778000.0,135614000.0,-227077000.0,-227077000.0,556039000.0,328962000.0,11753000.0,420425000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q3,,2011-09-30,2011-10-27 16:25:59+00:00,11038000.0,2462000.0,19838000.0,1821000.0,312328000.0,1371650000.0,66973000.0,,13608000.0,,,310277000.0,0.0,,6077000.0,121010000.0,,,,9500000.0,8744000.0,0.0,9985000.0,7984000.0,18997000.0,-1554491000.0,,4647000.0,371224000.0,-181020000.0,346418000.0,120957000.0,-181020000.0,-181020000.0,552244000.0,371224000.0,18729000.0,431287000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q2,,2011-06-30,2011-07-28 16:13:32+00:00,8788000.0,2376000.0,20054000.0,1951000.0,359074000.0,1363178000.0,66976000.0,,10099000.0,,,304534000.0,0.0,,5500000.0,137746000.0,,,,4750000.0,9269000.0,0.0,9971000.0,6447000.0,18990000.0,-1501413000.0,,5036000.0,416663000.0,-136284000.0,391923000.0,110667000.0,-136284000.0,-136284000.0,552947000.0,416663000.0,19240000.0,442280000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q1,,2011-03-31,2011-05-03 16:24:07+00:00,7791000.0,16579000.0,16828000.0,2089000.0,377843000.0,1343475000.0,66978000.0,,9085000.0,,,298919000.0,0.0,,4934000.0,154483000.0,,,,9500000.0,9793000.0,0.0,18911000.0,6769000.0,18994000.0,-1449542000.0,,5783000.0,459606000.0,-103978000.0,425968000.0,110182000.0,-103978000.0,-103978000.0,563584000.0,459606000.0,28704000.0,453402000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,FY,,2012-12-31,2014-02-21 17:11:16+00:00,13961000.0,70951000.0,28385000.0,1878000.0,224057000.0,1477055000.0,66079000.0,0.0,22899000.0,,6082000.0,331076000.0,0.0,278000.0,6348000.0,38226000.0,0.0,,,4750000.0,8475000.0,0.0,0.0,9867000.0,0.0,-1653890000.0,0.0,4361000.0,330419000.0,-174957000.0,309514000.0,136074000.0,-174957000.0,-174957000.0,505376000.0,330419000.0,14557000.0,369302000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q3,,2012-09-30,2012-11-01 16:20:43+00:00,12764000.0,16540000.0,22749000.0,2149000.0,239083000.0,1450570000.0,66973000.0,,15839000.0,,6620000.0,324783000.0,0.0,190000.0,6169000.0,54061000.0,,,,9500000.0,5018000.0,0.0,0.0,8899000.0,9500000.0,-1672669000.0,9816000.0,4516000.0,296535000.0,-219950000.0,278728000.0,137641000.0,-219950000.0,-219950000.0,516485000.0,296535000.0,11638000.0,378844000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q2,,2012-06-30,2012-08-03 16:12:20+00:00,11102000.0,13841000.0,25108000.0,1720000.0,257563000.0,1432051000.0,75969000.0,,13122000.0,,7154000.0,318630000.0,0.0,188000.0,6515000.0,70798000.0,,,,4750000.0,4144000.0,0.0,0.0,8823000.0,9499000.0,-1650959000.0,9680000.0,4244000.0,311971000.0,-217188000.0,294158000.0,139731000.0,-217188000.0,-217188000.0,529159000.0,311971000.0,11298000.0,389428000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q1,,2012-03-31,2012-04-26 16:51:44+00:00,13174000.0,13010000.0,25115000.0,1935000.0,231855000.0,1404204000.0,72983000.0,,11981000.0,,7686000.0,312616000.0,0.0,,6232000.0,87535000.0,,,,9500000.0,3513000.0,0.0,0.0,7446000.0,19295000.0,-1654996000.0,9546000.0,4556000.0,293593000.0,-248857000.0,276162000.0,142299000.0,-248857000.0,-248857000.0,542450000.0,293593000.0,11199000.0,400151000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,FY,,2013-12-31,2015-02-17 16:11:01+00:00,19102000.0,35374000.0,46062000.0,1993000.0,471429000.0,1541936000.0,12890000.0,895000.0,28079000.0,,17484000.0,661567000.0,,406000.0,26848000.0,25369000.0,895000.0,,,1909000.0,14937000.0,26803000.0,14500000.0,9620000.0,500000.0,-1737037000.0,,37575000.0,629568000.0,-193108000.0,555799000.0,108042000.0,-193108000.0,-193108000.0,822676000.0,629568000.0,46921000.0,714634000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q3,,2013-09-30,2013-10-31 16:12:49+00:00,18212000.0,33197000.0,41739000.0,2008000.0,272122000.0,1720949000.0,25503000.0,,17957000.0,,2508000.0,187136000.0,,359000.0,6201000.0,28583000.0,,,,6087000.0,14948000.0,3392000.0,,9013000.0,,-1694166000.0,,19052000.0,357400000.0,28791000.0,333743000.0,109498000.0,28791000.0,28791000.0,328609000.0,357400000.0,17456000.0,219111000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q2,,2013-06-30,2013-08-01 16:07:00+00:00,13471000.0,27522000.0,33087000.0,1993000.0,258202000.0,1642351000.0,39029000.0,,14327000.0,,3204000.0,223817000.0,,133000.0,6236000.0,31797000.0,,,,3044000.0,11410000.0,3433000.0,,8261000.0,,-1672130000.0,,19251000.0,334219000.0,-27786000.0,313369000.0,102958000.0,-27786000.0,-27786000.0,362005000.0,334219000.0,14614000.0,259047000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q1,,2013-03-31,2013-05-02 16:30:47+00:00,15515000.0,28041000.0,31878000.0,1999000.0,265814000.0,1504034000.0,52554000.0,,11836000.0,,5543000.0,337513000.0,,189000.0,6485000.0,35012000.0,,,,9500000.0,9141000.0,,,10704000.0,,-1669559000.0,,4365000.0,330282000.0,-163526000.0,309113000.0,121283000.0,-163526000.0,-163526000.0,493808000.0,330282000.0,14684000.0,372525000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,FY,,2014-12-31,2015-08-04 16:09:56+00:00,24462000.0,57933000.0,62270000.0,1815000.0,452297000.0,1702075000.0,12880000.0,19641000.0,34422000.0,,15987000.0,603478000.0,,358000.0,81790000.0,12511000.0,19641000.0,,,1841000.0,19078000.0,54552000.0,14000000.0,20519000.0,500000.0,-1785518000.0,85640000.0,147966000.0,830069000.0,-81628000.0,699214000.0,221515000.0,-81628000.0,-81628000.0,911697000.0,830069000.0,49065000.0,690182000.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q3,,2014-09-30,2014-10-30 16:37:16+00:00,26605000.0,109599000.0,54236000.0,1914000.0,382004000.0,1657070000.0,12882000.0,775000.0,26481000.0,,15739000.0,681313000.0,,402000.0,75258000.0,15726000.0,775000.0,,,4456000.0,17529000.0,52382000.0,14125000.0,18979000.0,500000.0,-1748575000.0,,150355000.0,785265000.0,-89591000.0,662614000.0,124660000.0,-89591000.0,-89591000.0,874856000.0,785265000.0,47393000.0,750196000.0,0.0
