company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:29:04+00:00,-2.06,-2.06,-2.06,,,,,,9265000.0,177570000.0,,,,119442000.0,29591000.0,,9265000.0,37852000.0,50000.0,149033000.0,-139768000.0,139768000.0,0.0,9265000.0,,102943000.0,102943000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 16:17:27+00:00,-0.26,-0.26,-0.26,0.0,-31846000.0,-31846000.0,-31846000.0,0.0,168948000.0,-3988000.0,,930000.0,,123880000.0,31949000.0,,169878000.0,43323000.0,1416000.0,155829000.0,14049000.0,-45895000.0,-31846000.0,169878000.0,121628000.0,122500000.0,122500000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q4,2010-10-01,2010-12-31,,0.27,0.01,0.02,,32540000.0,32540000.0,32540000.0,,84941000.0,-3988000.0,,930000.0,,32949000.0,10611000.0,,85871000.0,6650000.0,867000.0,43560000.0,42311000.0,-9771000.0,32540000.0,85871000.0,121628000.0,122500000.0,122500000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 16:25:59+00:00,-0.26,0.0,0.0,-658000.0,-31701000.0,-31701000.0,-31701000.0,,16872000.0,,,,,30609000.0,8319000.0,,16872000.0,10515000.0,212000.0,38928000.0,-22056000.0,-10303000.0,-32359000.0,16872000.0,121900000.0,122189000.0,122189000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.53,-0.27,-0.28,,-64386000.0,-64386000.0,-64386000.0,,84007000.0,,,,,90931000.0,21338000.0,,84007000.0,36673000.0,549000.0,112269000.0,-28262000.0,-36124000.0,-64386000.0,84007000.0,121900000.0,122189000.0,122189000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 16:13:32+00:00,0.03,0.03,0.02,331000.0,3044000.0,3044000.0,3044000.0,,49847000.0,,,,,28883000.0,7340000.0,,49847000.0,10391000.0,142000.0,36223000.0,13624000.0,-10249000.0,3375000.0,49847000.0,101500000.0,121630000.0,128291000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.27,-0.27,-0.28,658000.0,-32685000.0,-32685000.0,-32685000.0,,67135000.0,,,,,60322000.0,13019000.0,,67135000.0,26158000.0,337000.0,73341000.0,-6206000.0,-25821000.0,-32027000.0,67135000.0,101500000.0,121630000.0,128291000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 16:24:07+00:00,-0.3,-0.3,-0.3,327000.0,-35729000.0,-35729000.0,-35729000.0,,17288000.0,,,,,31439000.0,5679000.0,,17288000.0,15767000.0,195000.0,37118000.0,-19830000.0,-15572000.0,-35402000.0,17288000.0,119100000.0,119727000.0,119727000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 17:11:16+00:00,-1.49,-1.49,-1.49,0.0,-186540000.0,-186540000.0,-186540000.0,0.0,93960000.0,0.0,,495000.0,,178707000.0,58931000.0,,94455000.0,43819000.0,462000.0,237638000.0,-143183000.0,-43357000.0,-186540000.0,94455000.0,125362000.0,125200000.0,125200000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q4,2011-10-01,2011-12-31,,-0.86,-0.87,-0.87,,-55080000.0,-55080000.0,-55080000.0,,28439000.0,,,450000.0,,51774000.0,21255000.0,,28889000.0,11153000.0,213000.0,73029000.0,-44140000.0,-10940000.0,-55080000.0,28889000.0,125362000.0,125200000.0,125200000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 16:20:43+00:00,-0.42,0.0,0.0,0.0,-53078000.0,-53078000.0,-53078000.0,0.0,16737000.0,0.0,,45000.0,,44604000.0,14282000.0,,16782000.0,11019000.0,45000.0,58886000.0,-42104000.0,-10974000.0,-53078000.0,16782000.0,126260000.0,0.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.63,-0.62,-0.62,,-131460000.0,-131460000.0,-131460000.0,,65521000.0,,,45000.0,,126933000.0,37676000.0,,65566000.0,32666000.0,249000.0,164609000.0,-99043000.0,-32417000.0,-131460000.0,65566000.0,126260000.0,0.0,0.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2011.0,Q3TTM,2010-10-01,2011-09-30,,-0.36,-0.61,-0.6,,-98920000.0,-98920000.0,-98920000.0,,150462000.0,-3988000.0,,975000.0,,159882000.0,48287000.0,,151437000.0,39316000.0,1116000.0,208169000.0,-56732000.0,-42188000.0,-98920000.0,151437000.0,126260000.0,0.0,0.0
