company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-31 16:12:49+00:00,,1000.0,9500000.0,22214000.0,,-61363000.0,40229000.0,,40229000.0,-1488000.0,-72822000.0,40229000.0,-1488000.0,-72822000.0,-34081000.0,-63099000.0,-63099000.0,29426000.0,,,-1909000.0,,421000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q2TTM,2011-07-01,2012-06-30,,,1000.0,28500000.0,28551000.0,,-46205000.0,34142000.0,,34142000.0,-3219000.0,-132434000.0,34142000.0,-3219000.0,-132434000.0,-101511000.0,-149546000.0,-149546000.0,34766000.0,,,-3675000.0,,456000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q2,2012-04-01,2012-06-30,,,1000.0,9500000.0,7404000.0,,-12628000.0,17894000.0,,17894000.0,-910000.0,8724000.0,17894000.0,-910000.0,8724000.0,25708000.0,4037000.0,4037000.0,9911000.0,,,-1007000.0,,97000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-01 16:07:00+00:00,,1000.0,9500000.0,14638000.0,,-38769000.0,31315000.0,,31315000.0,-1239000.0,-45677000.0,31315000.0,-1239000.0,-45677000.0,-15601000.0,-41389000.0,-41389000.0,19843000.0,,,-1503000.0,,264000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,19000000.0,27794000.0,,-26409000.0,28760000.0,,28760000.0,-2854000.0,-171894000.0,28760000.0,-2854000.0,-171894000.0,-145988000.0,-205454000.0,-205454000.0,32175000.0,,,-3743000.0,,889000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 16:30:47+00:00,,,,7234000.0,,-26141000.0,13421000.0,,13421000.0,-329000.0,-54401000.0,13421000.0,-329000.0,-54401000.0,-41309000.0,-45426000.0,-45426000.0,9932000.0,,,-496000.0,,167000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,FY,2013-01-01,2013-12-31,2016-02-12 16:41:11+00:00,,140000.0,15587000.0,29207000.0,,-4482000.0,73157000.0,728696000.0,275589000.0,-37397000.0,9180000.0,275589000.0,-37397000.0,9180000.0,247372000.0,-83147000.0,-83147000.0,67602000.0,214000.0,-33713000.0,-4267000.0,-526478000.0,583000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q4,2013-10-01,2013-12-31,,,,6087000.0,8852000.0,,-5433000.0,17236000.0,728696000.0,230930000.0,-19934000.0,-11689000.0,230930000.0,-19934000.0,-11689000.0,199307000.0,-42871000.0,-42871000.0,27763000.0,214000.0,-18486000.0,-2031000.0,-515216000.0,583000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q3TTM,2012-10-01,2013-09-30,,,140000.0,19000000.0,28120000.0,,-56116000.0,63403000.0,,52141000.0,-17963000.0,-1139000.0,52141000.0,-17963000.0,-1139000.0,33039000.0,-21497000.0,-21497000.0,48354000.0,,-15236000.0,-3166000.0,-11262000.0,439000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q3,2013-07-01,2013-09-30,,,,,4568000.0,,-5420000.0,28364000.0,,26873000.0,-1003000.0,-11950000.0,26873000.0,-1003000.0,-11950000.0,13920000.0,-22036000.0,-22036000.0,10938000.0,,-214000.0,-789000.0,-1491000.0,
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 16:37:16+00:00,,140000.0,9500000.0,20355000.0,,951000.0,55921000.0,,44659000.0,-17463000.0,20869000.0,44659000.0,-17463000.0,20869000.0,48065000.0,-40276000.0,-40276000.0,39839000.0,,-15227000.0,-2236000.0,-11262000.0,
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q2TTM,2012-07-01,2013-06-30,,,140000.0,19000000.0,31128000.0,,-73290000.0,43953000.0,,34182000.0,-17209000.0,-16334000.0,34182000.0,-17209000.0,-16334000.0,639000.0,-21171000.0,-21171000.0,46999000.0,,-15022000.0,-2783000.0,-9771000.0,596000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q2,2013-04-01,2013-06-30,,,140000.0,9500000.0,8053000.0,,-17120000.0,9780000.0,,9000.0,-15702000.0,8081000.0,9000.0,-15702000.0,8081000.0,-7612000.0,-2571000.0,-2571000.0,19719000.0,,-15013000.0,-553000.0,-9771000.0,-136000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-31 16:07:52+00:00,,140000.0,9500000.0,15787000.0,,6371000.0,27557000.0,,17786000.0,-16460000.0,32819000.0,17786000.0,-16460000.0,32819000.0,34145000.0,-18240000.0,-18240000.0,28901000.0,,-15013000.0,-1447000.0,-9771000.0,
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q1TTM,2012-04-01,2013-03-31,,,1000.0,19000000.0,30479000.0,,-68798000.0,52067000.0,,52067000.0,-2417000.0,-15691000.0,52067000.0,-2417000.0,-15691000.0,33959000.0,-14563000.0,-14563000.0,37191000.0,,-9000.0,-3237000.0,,829000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 16:08:57+00:00,,,,7734000.0,,23491000.0,17777000.0,,17777000.0,-758000.0,24738000.0,17777000.0,-758000.0,24738000.0,41757000.0,-15669000.0,-15669000.0,9182000.0,,,-894000.0,,136000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,FY,2014-01-01,2014-12-31,2017-02-14 16:13:15+00:00,,37000.0,11290000.0,41413000.0,-6000.0,-29119000.0,92844000.0,500000.0,93057000.0,-138439000.0,26256000.0,93057000.0,-138439000.0,26256000.0,-19132000.0,-48481000.0,-48481000.0,62443000.0,-22000.0,-134091000.0,-27876000.0,-265000.0,23528000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q4,2014-10-01,2014-12-31,,,-130000.0,6045000.0,12221000.0,-6000.0,53443000.0,28693000.0,500000.0,29097000.0,-3518000.0,44720000.0,29097000.0,-3518000.0,44720000.0,70293000.0,-36943000.0,-36943000.0,15999000.0,-96000.0,-20810000.0,-5855000.0,,23147000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-03 16:16:16+00:00,,167000.0,5245000.0,29192000.0,,-82562000.0,64151000.0,,63960000.0,-134921000.0,-18464000.0,63960000.0,-134921000.0,-18464000.0,-89425000.0,-11538000.0,-11538000.0,46444000.0,74000.0,-113281000.0,-22021000.0,-265000.0,381000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q3TTM,2013-10-01,2014-09-30,,,167000.0,11332000.0,38044000.0,,-87995000.0,81387000.0,728696000.0,294890000.0,-154855000.0,-30153000.0,294890000.0,-154855000.0,-30153000.0,109882000.0,-54409000.0,-54409000.0,74207000.0,288000.0,-131767000.0,-24052000.0,-515481000.0,964000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q3,2014-07-01,2014-09-30,,,167000.0,4000.0,9871000.0,,-56699000.0,6539000.0,,6644000.0,-58691000.0,27787000.0,6644000.0,-58691000.0,27787000.0,-24260000.0,59292000.0,59292000.0,15323000.0,105000.0,-48166000.0,-10659000.0,,134000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-04 16:09:56+00:00,,,5241000.0,19321000.0,,-25863000.0,57612000.0,,57316000.0,-76230000.0,-46251000.0,57316000.0,-76230000.0,-46251000.0,-65165000.0,-70830000.0,-70830000.0,31121000.0,-31000.0,-65115000.0,-11362000.0,-265000.0,247000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,11328000.0,32741000.0,,-36716000.0,103212000.0,728696000.0,315119000.0,-97167000.0,-69890000.0,315119000.0,-97167000.0,-69890000.0,148062000.0,-135737000.0,-135737000.0,69822000.0,183000.0,-83815000.0,-14182000.0,-516972000.0,830000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 16:03:25+00:00,,62000.0,12746000.0,44883000.0,,-34847000.0,86436000.0,7000.0,84744000.0,-105010000.0,89408000.0,84744000.0,-105010000.0,89408000.0,69142000.0,6531000.0,6531000.0,72841000.0,,-147981000.0,-26003000.0,-1699000.0,68974000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q4,2015-10-01,2015-12-31,,,-24000.0,5048000.0,10604000.0,,-12774000.0,9565000.0,7000.0,7286000.0,-4529000.0,72881000.0,7286000.0,-4529000.0,72881000.0,75638000.0,55176000.0,55176000.0,19875000.0,-2094000.0,-13776000.0,-6896000.0,-192000.0,16143000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-01 16:11:45+00:00,,86000.0,7698000.0,34279000.0,,-22073000.0,76871000.0,,77458000.0,-100481000.0,16527000.0,77458000.0,-100481000.0,16527000.0,-6496000.0,-48645000.0,-48645000.0,52966000.0,2094000.0,-134205000.0,-19107000.0,-1507000.0,52831000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q3TTM,2014-10-01,2015-09-30,,,-44000.0,13743000.0,46500000.0,-6000.0,31370000.0,105564000.0,500000.0,106555000.0,-103999000.0,61247000.0,106555000.0,-103999000.0,61247000.0,63797000.0,-85588000.0,-85588000.0,68965000.0,1998000.0,-155015000.0,-24962000.0,-1507000.0,75978000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q3,2015-07-01,2015-09-30,,,3000.0,6028000.0,11178000.0,,-10936000.0,13913000.0,,13612000.0,-15215000.0,7723000.0,13612000.0,-15215000.0,7723000.0,6120000.0,-39582000.0,-39582000.0,47063000.0,21000.0,-14164000.0,-13358000.0,-322000.0,12307000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-09 16:57:43+00:00,,83000.0,1670000.0,23101000.0,,-11137000.0,62958000.0,,63846000.0,-85266000.0,8804000.0,63846000.0,-85266000.0,8804000.0,-12616000.0,-9063000.0,-9063000.0,5903000.0,2073000.0,-120041000.0,-5749000.0,-1185000.0,40524000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q2TTM,2014-07-01,2015-06-30,,,120000.0,7719000.0,45193000.0,-6000.0,-14393000.0,98190000.0,500000.0,99587000.0,-147475000.0,81311000.0,99587000.0,-147475000.0,81311000.0,33417000.0,13286000.0,13286000.0,37225000.0,2082000.0,-189017000.0,-22263000.0,-1185000.0,63805000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q2,2015-04-01,2015-06-30,,,70000.0,831000.0,11266000.0,,650000.0,33778000.0,-125000.0,31160000.0,-26691000.0,13390000.0,31160000.0,-26691000.0,13390000.0,17859000.0,9296000.0,9296000.0,-7822000.0,-1760000.0,-45745000.0,-2196000.0,-733000.0,21250000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 16:50:57+00:00,,13000.0,839000.0,11835000.0,,-11787000.0,29180000.0,125000.0,32686000.0,-58575000.0,-4586000.0,32686000.0,-58575000.0,-4586000.0,-30475000.0,-18359000.0,-18359000.0,13725000.0,3833000.0,-74296000.0,-3553000.0,-452000.0,19274000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,FY,2016-01-01,2016-12-31,2019-02-14 16:07:03+00:00,-142856000.0,927000.0,7218000.0,58425000.0,,42175000.0,49973000.0,,44622000.0,-232488000.0,304756000.0,44622000.0,-232488000.0,304756000.0,116890000.0,104222000.0,104222000.0,99934000.0,-4906000.0,-57372000.0,-120277000.0,-445000.0,88017000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q4,2016-10-01,2016-12-31,,109000.0,210000.0,3326000.0,17566000.0,15000.0,16431000.0,17505000.0,-13976000.0,-151000.0,-36012000.0,94378000.0,-151000.0,-36012000.0,94378000.0,58230000.0,8873000.0,8873000.0,51508000.0,-3680000.0,-30451000.0,-15872000.0,,10202000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-31 16:03:50+00:00,-142965000.0,717000.0,3892000.0,40859000.0,-15000.0,25744000.0,32468000.0,13976000.0,44773000.0,-196476000.0,210378000.0,44773000.0,-196476000.0,210378000.0,58660000.0,95349000.0,95349000.0,48426000.0,-1226000.0,-26921000.0,-104405000.0,-445000.0,77815000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q3TTM,2015-10-01,2016-09-30,,-142965000.0,693000.0,8940000.0,51463000.0,-15000.0,12970000.0,42033000.0,13983000.0,52059000.0,-201005000.0,283259000.0,52059000.0,-201005000.0,283259000.0,134298000.0,150525000.0,150525000.0,68301000.0,-3320000.0,-40697000.0,-111301000.0,-637000.0,93958000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q3,2016-07-01,2016-09-30,,1880000.0,488000.0,,16951000.0,,39143000.0,8363000.0,-11000.0,7126000.0,-9952000.0,95271000.0,7126000.0,-9952000.0,95271000.0,92445000.0,36877000.0,36877000.0,2300000.0,-1226000.0,-9126000.0,-16629000.0,,13923000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-01 16:02:49+00:00,-144845000.0,229000.0,3892000.0,23908000.0,-15000.0,-13399000.0,24105000.0,13987000.0,37647000.0,-186524000.0,115107000.0,37647000.0,-186524000.0,115107000.0,-33785000.0,58472000.0,58472000.0,46126000.0,,-17795000.0,-87776000.0,-445000.0,63892000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q2TTM,2015-07-01,2016-06-30,,-144845000.0,208000.0,14968000.0,45690000.0,-15000.0,-37109000.0,47583000.0,13994000.0,58545000.0,-206268000.0,195711000.0,58545000.0,-206268000.0,195711000.0,47973000.0,74066000.0,74066000.0,113064000.0,-2073000.0,-45735000.0,-108030000.0,-959000.0,92342000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q2,2016-04-01,2016-06-30,,-144845000.0,215000.0,3046000.0,12850000.0,-15000.0,-51932000.0,13886000.0,13877000.0,27763000.0,-215281000.0,17572000.0,27763000.0,-215281000.0,17572000.0,-169961000.0,34425000.0,34425000.0,22229000.0,,-1000000.0,-82214000.0,,12778000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 16:23:14+00:00,,14000.0,846000.0,11058000.0,,38533000.0,10219000.0,110000.0,9884000.0,28757000.0,97535000.0,9884000.0,28757000.0,97535000.0,136176000.0,24047000.0,24047000.0,23897000.0,,-16795000.0,-5562000.0,-445000.0,51114000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2016.0,Q1TTM,2015-04-01,2016-03-31,,,63000.0,12753000.0,44106000.0,,15473000.0,67475000.0,-8000.0,61942000.0,-17678000.0,191529000.0,61942000.0,-17678000.0,191529000.0,235793000.0,48937000.0,48937000.0,83013000.0,-3833000.0,-90480000.0,-28012000.0,-1692000.0,100814000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 16:05:19+00:00,,6305000.0,314000.0,52178000.0,,-56525000.0,716151000.0,,690210000.0,-349978000.0,-92988000.0,690210000.0,-349978000.0,-92988000.0,247244000.0,-313142000.0,-313142000.0,224501000.0,-17007000.0,-384671000.0,-111021000.0,-8934000.0,145714000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q4,2017-10-01,2017-12-31,,,118000.0,134000.0,12859000.0,46000.0,-8271000.0,8210000.0,,3724000.0,-143002000.0,-89267000.0,3724000.0,-143002000.0,-89267000.0,-228499000.0,-149629000.0,-149629000.0,55774000.0,-4486000.0,-128861000.0,-25251000.0,,11110000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-30 16:02:55+00:00,,6187000.0,180000.0,39319000.0,-46000.0,-48254000.0,707941000.0,,686486000.0,-206976000.0,-3721000.0,686486000.0,-206976000.0,-3721000.0,475743000.0,-163513000.0,-163513000.0,168727000.0,-12521000.0,-255810000.0,-85770000.0,-8934000.0,134604000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q3TTM,2016-10-01,2017-09-30,,109000.0,6397000.0,3506000.0,56885000.0,-31000.0,-31823000.0,725446000.0,-13976000.0,686335000.0,-242988000.0,90657000.0,686335000.0,-242988000.0,90657000.0,533973000.0,-154640000.0,-154640000.0,220235000.0,-16201000.0,-286261000.0,-101642000.0,-8934000.0,144806000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q3,2017-07-01,2017-09-30,,,626000.0,,11940000.0,-3000.0,-18825000.0,658480000.0,,653994000.0,-30839000.0,53123000.0,653994000.0,-30839000.0,53123000.0,676275000.0,36054000.0,36054000.0,23954000.0,-4486000.0,-16665000.0,-34304000.0,,20130000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-31 16:02:57+00:00,,5561000.0,180000.0,27379000.0,-43000.0,-29429000.0,49461000.0,,32492000.0,-176137000.0,-56844000.0,32492000.0,-176137000.0,-56844000.0,-200532000.0,-199567000.0,-199567000.0,144773000.0,-8035000.0,-239145000.0,-51466000.0,-8934000.0,114474000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q2TTM,2016-07-01,2017-06-30,,1989000.0,6259000.0,3506000.0,61896000.0,-28000.0,26145000.0,75329000.0,-13987000.0,39467000.0,-222101000.0,132805000.0,39467000.0,-222101000.0,132805000.0,-49857000.0,-153817000.0,-153817000.0,198581000.0,-12941000.0,-278722000.0,-83967000.0,-8934000.0,138599000.0
