company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
"McAfee, Inc.",MFE,,890801,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:30:20+00:00,13583000.0,1.04,1.04,1.02,62224000.0,397629000.0,166980000.0,166980000.0,166980000.0,305744000.0,1308220000.0,68287000.0,217934000.0,8769000.0,204748000.0,305744000.0,1002476000.0,1104000.0,842663000.0,159813000.0,69391000.0,229204000.0,1308220000.0,160600000.0,159819000.0,164126000.0
"McAfee, Inc.",MFE,,890801,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 19:28:28+00:00,26470000.0,1.1,1.1,1.08,49997000.0,536944000.0,172209000.0,172209000.0,172209000.0,383528000.0,1600065000.0,45687000.0,271520000.0,-1752000.0,193784000.0,383528000.0,1216537000.0,-13052000.0,1026966000.0,189571000.0,32635000.0,222206000.0,1600065000.0,156600000.0,156205000.0,159406000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:54:20+00:00,5502000.0,0.32,0.32,0.31,5104000.0,139264000.0,48808000.0,48808000.0,48808000.0,98509000.0,409679000.0,16242000.0,64478000.0,2675000.0,49888000.0,98509000.0,311170000.0,-11693000.0,261807000.0,49363000.0,4549000.0,53912000.0,409679000.0,152500000.0,152347000.0,155006000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 21:36:37+00:00,5636000.0,0.3,0.3,0.3,17041000.0,131690000.0,47826000.0,47826000.0,47826000.0,89733000.0,396758000.0,10252000.0,61998000.0,-2214000.0,55518000.0,89733000.0,307025000.0,218000.0,252628000.0,54397000.0,10470000.0,64867000.0,396758000.0,159400000.0,158770000.0,161553000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q4,2009-10-01,2009-12-31,,10118000.0,0.35,0.35,0.34,17011000.0,176844000.0,54522000.0,54522000.0,54522000.0,131339000.0,525666000.0,-780000.0,83961000.0,2911000.0,48337000.0,131339000.0,394327000.0,157000.0,322171000.0,72156000.0,-623000.0,71533000.0,525666000.0,156200000.0,156144000.0,158988000.0
"McAfee, Inc.",MFE,,890801,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 19:28:28+00:00,40718000.0,1.11,1.11,1.09,50803000.0,642026000.0,173420000.0,173420000.0,173420000.0,486387000.0,1927332000.0,2202000.0,324368000.0,13830000.0,197696000.0,486387000.0,1440945000.0,-286000.0,1218638000.0,222307000.0,1916000.0,224223000.0,1927332000.0,156200000.0,156144000.0,158988000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q3YTD,2009-01-01,2009-09-30,,30600000.0,0.76,0.76,0.75,33792000.0,465182000.0,118898000.0,118898000.0,118898000.0,355048000.0,1401666000.0,2982000.0,240407000.0,10919000.0,149359000.0,355048000.0,1046618000.0,-443000.0,896467000.0,150151000.0,2539000.0,152690000.0,1401666000.0,160000000.0,157186000.0,159925000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:25:22+00:00,10492000.0,0.23,0.23,0.23,6785000.0,155594000.0,36789000.0,36789000.0,36789000.0,126770000.0,485271000.0,1028000.0,82248000.0,1714000.0,65948000.0,126770000.0,358501000.0,41000.0,315996000.0,42505000.0,1069000.0,43574000.0,485271000.0,160000000.0,157186000.0,159925000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q2YTD,2009-01-01,2009-06-30,,20108000.0,0.53,0.53,0.52,27007000.0,309588000.0,82109000.0,82109000.0,82109000.0,228278000.0,916395000.0,1954000.0,158159000.0,9205000.0,83411000.0,228278000.0,688117000.0,-484000.0,580471000.0,107646000.0,1470000.0,109116000.0,916395000.0,159200000.0,155763000.0,158336000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:14:06+00:00,10113000.0,0.18,0.18,0.18,26426000.0,160824000.0,28653000.0,28653000.0,28653000.0,115222000.0,468686000.0,-857000.0,79255000.0,4145000.0,43251000.0,115222000.0,353464000.0,60000.0,297588000.0,55876000.0,-797000.0,55079000.0,468686000.0,159200000.0,155763000.0,158336000.0
