company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
"McAfee, Inc.",MFE,,890801,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:30:20+00:00,-333377000.0,27320000.0,0.0,84427000.0,37197000.0,77264000.0,9793000.0,0.0,10689000.0,-436770000.0,393415000.0,10689000.0,-436770000.0,393415000.0,4531000.0,166980000.0,166980000.0,64744000.0,1092000.0,-4816000.0,-927257000.0,-33568000.0,0.0,-196000.0,862248000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q4,2008-10-01,2008-12-31,,-447411000.0,60494000.0,,37602000.0,-23700000.0,-56710000.0,12683000.0,,10004000.0,-183667000.0,69844000.0,10004000.0,-183667000.0,69844000.0,-127519000.0,45406000.0,45406000.0,43546000.0,526000.0,-2036000.0,,-14002000.0,-2185000.0,-1020000.0,279782000.0
"McAfee, Inc.",MFE,,890801,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 19:28:28+00:00,-550648000.0,60494000.0,,123894000.0,-47442000.0,-68141000.0,129990000.0,,-371962000.0,200226000.0,308322000.0,-371962000.0,200226000.0,308322000.0,89144000.0,172209000.0,172209000.0,80360000.0,17693000.0,-2036000.0,-252031000.0,-48747000.0,-3054000.0,-516591000.0,1053688000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q3,2008-07-01,2008-09-30,,-48196000.0,,,29080000.0,-48398000.0,-20029000.0,30263000.0,,-98578000.0,67695000.0,87476000.0,-98578000.0,67695000.0,87476000.0,8195000.0,48808000.0,48808000.0,29617000.0,4703000.0,2000.0,-20709000.0,-13744000.0,-869000.0,-132675000.0,150342000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 16:54:20+00:00,-103237000.0,,,86292000.0,-23742000.0,-11431000.0,117307000.0,0.0,-381966000.0,383893000.0,238478000.0,-381966000.0,383893000.0,238478000.0,216663000.0,126803000.0,126803000.0,36814000.0,17167000.0,0.0,-252031000.0,-34745000.0,-869000.0,-515571000.0,773906000.0
"McAfee, Inc.",MFE,,890801,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 21:36:37+00:00,-55041000.0,,,57212000.0,24656000.0,8598000.0,87044000.0,0.0,-283388000.0,316198000.0,151002000.0,-283388000.0,316198000.0,151002000.0,208468000.0,77995000.0,77995000.0,7197000.0,12464000.0,-2000.0,-231322000.0,-21001000.0,,-382896000.0,623564000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q4,2009-10-01,2009-12-31,,,38468000.0,2391000.0,45878000.0,-4733000.0,16343000.0,19557000.0,,-82391000.0,-20277000.0,145165000.0,-82391000.0,-20277000.0,145165000.0,37764000.0,54522000.0,54522000.0,28422000.0,1572000.0,2334000.0,-140328000.0,-16134000.0,-100000000.0,-3520000.0,133851000.0
"McAfee, Inc.",MFE,,890801,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 19:28:28+00:00,-171618000.0,38468000.0,2391000.0,172280000.0,15169000.0,49107000.0,90105000.0,100000000.0,70114000.0,-387832000.0,496384000.0,70114000.0,-387832000.0,496384000.0,193835000.0,173420000.0,173420000.0,101577000.0,5266000.0,2492000.0,-448117000.0,-60535000.0,-100000000.0,-25257000.0,289946000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q3TTM,2008-10-01,2009-09-30,,-619029000.0,60494000.0,,164004000.0,-3798000.0,-23946000.0,83231000.0,100000000.0,162509000.0,-551222000.0,421063000.0,162509000.0,-551222000.0,421063000.0,28552000.0,164304000.0,164304000.0,116701000.0,4220000.0,-1878000.0,-307789000.0,-58403000.0,-2185000.0,-22757000.0,435877000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q3,2009-07-01,2009-09-30,,-137921000.0,,,43319000.0,14811000.0,44055000.0,16246000.0,,9507000.0,-183443000.0,151812000.0,9507000.0,-183443000.0,151812000.0,-7313000.0,36789000.0,36789000.0,27649000.0,-4750000.0,-7000.0,-121079000.0,-20922000.0,,-1989000.0,96486000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 17:25:22+00:00,-171618000.0,,,126402000.0,19902000.0,32764000.0,70548000.0,100000000.0,152505000.0,-367555000.0,351219000.0,152505000.0,-367555000.0,351219000.0,156071000.0,118898000.0,118898000.0,73155000.0,3694000.0,158000.0,-307789000.0,-44401000.0,,-21737000.0,156095000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q2TTM,2008-07-01,2009-06-30,,-529304000.0,60494000.0,,149765000.0,-67007000.0,-88030000.0,97248000.0,100000000.0,54424000.0,-300084000.0,356727000.0,54424000.0,-300084000.0,356727000.0,44060000.0,176323000.0,176323000.0,118669000.0,13673000.0,-1869000.0,-207419000.0,-51225000.0,-3054000.0,-153443000.0,489733000.0
"McAfee, Inc.",MFE,,890801,2009.0,Q2,2009-04-01,2009-06-30,,-31242000.0,,,41174000.0,24089000.0,-36517000.0,46545000.0,,47504000.0,-64135000.0,53431000.0,47504000.0,-64135000.0,53431000.0,60889000.0,28653000.0,28653000.0,20121000.0,4203000.0,165000.0,-52778000.0,-12450000.0,,-3244000.0,32170000.0
