company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,FY,,2010-04-03,2011-05-31 17:18:40+00:00,96169000.0,262735000.0,51745000.0,349027000.0,-1221000.0,1031457000.0,,1105146000.0,80132000.0,101126000.0,14452000.0,114663000.0,117955000.0,714905000.0,0.0,354798000.0,582202000.0,130628000.0,365878000.0,56248000.0,294149000.0,211217000.0,1492000.0,25972000.0,,1016545000.0,,355148000.0,3184318000.0,2120470000.0,1907066000.0,357161000.0,2120470000.0,2120470000.0,1063848000.0,3184318000.0,911374000.0,706687000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,FY,,2011-04-02,2012-05-25 16:06:10+00:00,99252000.0,286464000.0,43543000.0,367371000.0,10517000.0,1222359000.0,0.0,1166056000.0,99763000.0,88064000.0,,125582000.0,133580000.0,747941000.0,26896000.0,890980000.0,766452000.0,264745000.0,380570000.0,45306000.0,403990000.0,210566000.0,17817000.0,57100000.0,,1238044000.0,,704054000.0,4140850000.0,2414617000.0,2622786000.0,368140000.0,2414617000.0,2414617000.0,1726233000.0,4140850000.0,1137494000.0,1358093000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q3,,2011-01-01,2011-02-07 21:45:41+00:00,147160000.0,369657000.0,27436000.0,368906000.0,7465000.0,1101050000.0,,1046029000.0,80536000.0,99998000.0,814000.0,119073000.0,117955000.0,745670000.0,,887197000.0,660167000.0,242532000.0,376764000.0,52889000.0,368521000.0,172892000.0,1201000.0,53703000.0,,1120112000.0,,663715000.0,3858433000.0,2173606000.0,2530655000.0,375019000.0,2173606000.0,2173606000.0,1684827000.0,3858433000.0,951014000.0,1309808000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q2,,2010-10-02,2010-11-08 16:28:48+00:00,131008000.0,556766000.0,40927000.0,366249000.0,8406000.0,774505000.0,,1009377000.0,93608000.0,98158000.0,1393000.0,123898000.0,117955000.0,740633000.0,,884390000.0,704586000.0,170180000.0,374384000.0,61478000.0,350702000.0,175013000.0,1216000.0,112145000.0,,1009448000.0,,632159000.0,3715851000.0,2027231000.0,2343913000.0,390834000.0,2027231000.0,2027231000.0,1688620000.0,3715851000.0,997554000.0,1297786000.0,
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q1,,2010-07-03,2010-08-09 17:24:08+00:00,122362000.0,355406000.0,57445000.0,355700000.0,1124000.0,912445000.0,,979164000.0,74207000.0,102075000.0,8012000.0,111066000.0,117955000.0,727654000.0,,849505000.0,580386000.0,151630000.0,371954000.0,59141000.0,322664000.0,180537000.0,1479000.0,69396000.0,,886835000.0,,631220000.0,3473004000.0,1867123000.0,2222172000.0,373092000.0,1867123000.0,1867123000.0,1605881000.0,3473004000.0,878878000.0,1232789000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,FY,,2012-03-31,2013-05-23 17:09:33+00:00,78613000.0,214965000.0,75852000.0,393440000.0,7264000.0,788822000.0,0.0,1198094000.0,67002000.0,64822000.0,0.0,121309000.0,149538000.0,788422000.0,36332000.0,906569000.0,1209228000.0,204866000.0,394982000.0,14479000.0,463045000.0,223733000.0,29568000.0,48029000.0,,1502327000.0,,1128805000.0,4464122000.0,2707685000.0,2450309000.0,342776000.0,2707685000.0,2707685000.0,1756437000.0,4464122000.0,1618831000.0,1413661000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q3,,2011-12-31,2012-02-07 16:06:06+00:00,98853000.0,211132000.0,104796000.0,394447000.0,43000.0,661325000.0,0.0,1131020000.0,63225000.0,77948000.0,,115563000.0,149701000.0,784461000.0,38314000.0,903059000.0,1190812000.0,245476000.0,390014000.0,28098000.0,449170000.0,223705000.0,21360000.0,57367000.0,,1429913000.0,,1099306000.0,4345100000.0,2560976000.0,2352554000.0,382437000.0,2560976000.0,2560976000.0,1784124000.0,4345100000.0,1602532000.0,1401687000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q2,,2011-10-01,2011-11-08 17:00:00+00:00,84186000.0,216416000.0,94188000.0,388035000.0,6370000.0,602952000.0,0.0,1124492000.0,72504000.0,84584000.0,,116571000.0,149693000.0,772928000.0,40296000.0,899803000.0,1048492000.0,247652000.0,384893000.0,48874000.0,433491000.0,230167000.0,25768000.0,58061000.0,,1361552000.0,,1204593000.0,4267799000.0,2492414000.0,2414258000.0,367449000.0,2492414000.0,2492414000.0,1775385000.0,4267799000.0,1468648000.0,1407936000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q1,,2011-07-02,2011-08-09 15:29:13+00:00,86409000.0,244683000.0,129293000.0,378045000.0,13319000.0,961237000.0,0.0,1164371000.0,92125000.0,87770000.0,,126299000.0,148564000.0,758706000.0,42278000.0,894478000.0,899570000.0,250158000.0,380661000.0,47568000.0,420581000.0,239059000.0,34351000.0,65043000.0,,1322378000.0,,1012149000.0,4331172000.0,2500068000.0,2621040000.0,434126000.0,2500068000.0,2500068000.0,1831104000.0,4331172000.0,1329471000.0,1396978000.0,0.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,FY,,2013-03-30,2014-05-16 17:27:16+00:00,72766000.0,229175000.0,75837000.0,419109000.0,8660000.0,623558000.0,0.0,1278914000.0,53358000.0,60709000.0,60632000.0,124195000.0,158990000.0,784796000.0,36054000.0,922666000.0,1651033000.0,201250000.0,365687000.0,37579000.0,415442000.0,220048000.0,3680000.0,91760000.0,0.0,1675722000.0,0.0,1091187000.0,4729451000.0,2963296000.0,2297639000.0,386788000.0,2963296000.0,2963296000.0,1766155000.0,4729451000.0,2066125000.0,1379367000.0,0.0
