company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2009.0,FY,2008-03-30,2009-03-28,2011-05-31 17:18:40+00:00,,20374000.0,75375000.0,28828000.0,55632000.0,-25557000.0,99859000.0,,-518078000.0,274540000.0,442530000.0,-518078000.0,274540000.0,442530000.0,198992000.0,361719000.0,361719000.0,30362000.0,4779000.0,-793000.0,-154534000.0,-945069000.0,-39109000.0,-193182000.0,-275000000.0,1259511000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,FY,2009-03-29,2010-04-03,2011-05-31 17:18:40+00:00,,18874000.0,31869000.0,21551000.0,50180000.0,72059000.0,64871000.0,,-252089000.0,-336732000.0,554291000.0,-252089000.0,-336732000.0,554291000.0,-34530000.0,357484000.0,357484000.0,55694000.0,-1315000.0,-2270000.0,-165648000.0,-1669148000.0,-28152000.0,,-149997000.0,1362838000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q4,2010-01-03,2010-04-03,,,4746000.0,6631000.0,10775000.0,12248000.0,-65081000.0,35836000.0,,-118639000.0,8662000.0,103870000.0,-118639000.0,8662000.0,103870000.0,-6107000.0,148532000.0,148532000.0,3425000.0,14553000.0,702000.0,-44031000.0,-343175000.0,-10612000.0,,-124997000.0,361747000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q3,2009-09-27,2010-01-02,,,4200000.0,6953000.0,,12867000.0,54846000.0,13117000.0,,-55753000.0,-120281000.0,185478000.0,-55753000.0,-120281000.0,185478000.0,9444000.0,106908000.0,106908000.0,6657000.0,429000.0,-156000.0,-44299000.0,-522651000.0,-8693000.0,,-25000000.0,411219000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q3YTD,2009-03-29,2010-01-02,2011-02-07 21:45:41+00:00,,14128000.0,25238000.0,10776000.0,37932000.0,137140000.0,29035000.0,,-133450000.0,-345394000.0,450421000.0,-133450000.0,-345394000.0,450421000.0,-28423000.0,208952000.0,208952000.0,52269000.0,-15868000.0,-2972000.0,-121617000.0,-1325973000.0,-17540000.0,,-25000000.0,1001091000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q2,2009-06-28,2009-09-26,,,4397000.0,1294000.0,10776000.0,12056000.0,22376000.0,15482000.0,,-23067000.0,96830000.0,117976000.0,-23067000.0,96830000.0,117976000.0,191739000.0,64038000.0,64038000.0,15109000.0,195000.0,-2100000.0,-38744000.0,-366712000.0,-4133000.0,,,469775000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q2YTD,2009-03-29,2009-09-26,2010-11-08 16:28:48+00:00,,9928000.0,18285000.0,10776000.0,25065000.0,82294000.0,15918000.0,,-77697000.0,-225113000.0,264943000.0,-77697000.0,-225113000.0,264943000.0,-37867000.0,102044000.0,102044000.0,45612000.0,-16297000.0,-2816000.0,-77318000.0,-803322000.0,-8847000.0,,,589872000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2010.0,Q1,2009-03-29,2009-06-27,2010-08-09 17:24:08+00:00,,5531000.0,16991000.0,,13009000.0,59918000.0,436000.0,,-54630000.0,-321943000.0,146967000.0,-54630000.0,-321943000.0,146967000.0,-229606000.0,38006000.0,38006000.0,30503000.0,-16492000.0,-716000.0,-38574000.0,-436610000.0,-4714000.0,,,120097000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q4,2011-01-02,2011-04-02,,,6809000.0,7032000.0,10776000.0,12923000.0,50671000.0,147314000.0,587644000.0,63014000.0,-186672000.0,245293000.0,63014000.0,-186672000.0,244967000.0,121309000.0,160052000.0,160052000.0,14838000.0,-629823000.0,-32685000.0,-42121000.0,-754072000.0,-16655000.0,,,616740000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,FY,2010-04-04,2011-04-02,2013-05-23 17:09:33+00:00,,22452000.0,30561000.0,29827000.0,50361000.0,-44428000.0,217261000.0,587644000.0,92191000.0,-625441000.0,724152000.0,92191000.0,-625441000.0,724152000.0,190902000.0,641875000.0,641875000.0,53892000.0,-74699000.0,-34085000.0,-169072000.0,-2578393000.0,-64979000.0,,-468943000.0,2052016000.0
