company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q3,2010-10-03,2011-01-01,2011-02-07 21:45:41+00:00,,,0.59,0.16,,0.58,27868000.0,152341000.0,152341000.0,152341000.0,194419000.0,567190000.0,-3302000.0,,98453000.0,4276000.0,86531000.0,194419000.0,372771000.0,,,189260000.0,183511000.0,-3302000.0,180209000.0,567190000.0,,259418000.0,263612000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q3YTD,2010-04-04,2011-01-01,,,1.24,1.83,0.48,,1.81,120445000.0,481823000.0,481823000.0,481823000.0,615855000.0,1781593000.0,-11916000.0,,289515000.0,4276000.0,257763000.0,615855000.0,1165738000.0,,,551554000.0,614184000.0,-11916000.0,602268000.0,1781593000.0,,259418000.0,263612000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q3TTM,2010-01-03,2011-01-01,,,2.17,2.37,0.64,,2.35,133907000.0,630355000.0,630355000.0,630355000.0,801339000.0,2310613000.0,-5261000.0,,383755000.0,7123000.0,348109000.0,801339000.0,1509274000.0,,-764000.0,738987000.0,770287000.0,-6025000.0,764262000.0,2310613000.0,,259418000.0,263612000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q2,2010-07-04,2010-10-02,2010-11-08 16:28:48+00:00,,0.66,0.66,0.16,,0.65,48275000.0,170895000.0,170895000.0,170895000.0,213260000.0,619666000.0,-3484000.0,,96578000.0,,87174000.0,213260000.0,406406000.0,,,183752000.0,222654000.0,-3484000.0,219170000.0,619666000.0,258900000.0,260151000.0,263286000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q2YTD,2010-04-04,2010-10-02,,,1.24,1.24,0.32,,1.23,92577000.0,329482000.0,329482000.0,329482000.0,421436000.0,1214403000.0,-8614000.0,,191062000.0,,171232000.0,421436000.0,792967000.0,,,362294000.0,430673000.0,-8614000.0,422059000.0,1214403000.0,258900000.0,260151000.0,263286000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q2TTM,2009-09-27,2010-10-02,,,2.17,2.17,0.64,,2.15,132142000.0,584922000.0,584922000.0,584922000.0,791240000.0,2256772000.0,-2501000.0,,387169000.0,8378000.0,346615000.0,791240000.0,1465532000.0,,-3805000.0,742162000.0,723370000.0,-6306000.0,717064000.0,2256772000.0,258900000.0,260151000.0,263286000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q1,2010-04-04,2010-07-03,2010-08-09 17:24:08+00:00,,0.58,0.58,0.16,,0.58,44302000.0,158587000.0,158587000.0,158587000.0,208176000.0,594737000.0,-5130000.0,,94484000.0,,84058000.0,208176000.0,386561000.0,,,178542000.0,208019000.0,-5130000.0,202889000.0,594737000.0,273400000.0,272097000.0,275541000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2011.0,Q1TTM,2009-06-28,2010-07-03,,,1.74,1.74,0.62,,1.73,100139000.0,478065000.0,478065000.0,478065000.0,736157000.0,2052056000.0,-799000.0,,380736000.0,14293000.0,338062000.0,736157000.0,1315899000.0,,-3805000.0,733091000.0,582808000.0,-4604000.0,578204000.0,2052056000.0,273400000.0,272097000.0,275541000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q4,2012-01-01,2012-03-31,,1981000.0,0.46,0.46,0.19,,0.45,17983000.0,122405000.0,122405000.0,122405000.0,187577000.0,558973000.0,-7126000.0,15400000.0,115240000.0,,91261000.0,187577000.0,371396000.0,,,223882000.0,147514000.0,-7126000.0,140388000.0,558973000.0,263700000.0,263783000.0,272157000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,FY,2011-04-03,2012-03-31,2014-05-16 17:27:16+00:00,7568000.0,2.01,2.01,0.76,,1.95,66972000.0,530079000.0,530079000.0,530079000.0,786078000.0,2240736000.0,-30722000.0,15400000.0,435276000.0,3369000.0,365272000.0,786078000.0,1454658000.0,0.0,,826885000.0,627773000.0,-30722000.0,597051000.0,2240736000.0,263700000.0,263783000.0,272157000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q3,2011-10-02,2011-12-31,2012-02-07 16:06:06+00:00,1982000.0,0.49,0.49,0.19,,0.47,2924000.0,127014000.0,127014000.0,127014000.0,174805000.0,511091000.0,-7187000.0,,108245000.0,,88934000.0,174805000.0,336286000.0,,,199161000.0,137125000.0,-7187000.0,129938000.0,511091000.0,259200000.0,261257000.0,267884000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q3YTD,2011-04-03,2011-12-31,,5587000.0,1.55,1.55,0.57,,1.5,48989000.0,407674000.0,407674000.0,407674000.0,598501000.0,1681763000.0,-23596000.0,,320036000.0,3369000.0,274011000.0,598501000.0,1083262000.0,,,603003000.0,480259000.0,-23596000.0,456663000.0,1681763000.0,259200000.0,261257000.0,267884000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q3TTM,2011-01-02,2011-12-31,,6621000.0,2.74,2.15,0.73,,2.08,57749000.0,567726000.0,567726000.0,567726000.0,802204000.0,2269615000.0,-35999000.0,,423003000.0,9439000.0,366874000.0,802204000.0,1467411000.0,,,805937000.0,661474000.0,-35999000.0,625475000.0,2269615000.0,259200000.0,261257000.0,267884000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q2,2011-07-03,2011-10-01,2011-11-08 17:00:00+00:00,1982000.0,0.48,0.48,0.19,,0.47,19955000.0,126286000.0,126286000.0,126286000.0,200564000.0,555209000.0,-8598000.0,,105774000.0,3369000.0,88681000.0,200564000.0,354645000.0,,,199806000.0,154839000.0,-8598000.0,146241000.0,555209000.0,263100000.0,264006000.0,267927000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q2YTD,2011-04-03,2011-10-01,,3605000.0,1.06,1.06,0.38,,1.03,46065000.0,280660000.0,280660000.0,280660000.0,423696000.0,1170672000.0,-16409000.0,,211791000.0,3369000.0,185077000.0,423696000.0,746976000.0,,,403842000.0,343134000.0,-16409000.0,326725000.0,1170672000.0,263100000.0,264006000.0,267927000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q2TTM,2010-10-03,2011-10-01,,4639000.0,2.25,2.25,0.7,,2.19,82693000.0,593053000.0,593053000.0,593053000.0,821818000.0,2325714000.0,-32114000.0,,413211000.0,13715000.0,364471000.0,821818000.0,1503896000.0,,,796036000.0,707860000.0,-32114000.0,675746000.0,2325714000.0,263100000.0,264006000.0,267927000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q1,2011-04-03,2011-07-02,2011-08-09 15:29:13+00:00,1623000.0,0.58,0.58,0.19,,0.56,26110000.0,154374000.0,154374000.0,154374000.0,223132000.0,615463000.0,-7811000.0,,106017000.0,,96396000.0,223132000.0,392331000.0,,,204036000.0,188295000.0,-7811000.0,180484000.0,615463000.0,266200000.0,265313000.0,276077000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2012.0,Q1TTM,2010-07-04,2011-07-02,,2657000.0,2.43,2.43,0.67,,2.37,111013000.0,637662000.0,637662000.0,637662000.0,834514000.0,2390171000.0,-27000000.0,,404015000.0,10346000.0,362964000.0,834514000.0,1555657000.0,,,779982000.0,775675000.0,-27000000.0,748675000.0,2390171000.0,266200000.0,265313000.0,276077000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,FY,2012-04-01,2013-03-30,2015-05-13 17:19:43+00:00,9508000.0,1.86,1.86,0.88,,1.79,59470000.0,487536000.0,487536000.0,487536000.0,737206000.0,2168652000.0,-33726000.0,0.0,475522000.0,0.0,365684000.0,737206000.0,1431446000.0,0.0,,850714000.0,580732000.0,-33726000.0,547006000.0,2168652000.0,262100000.0,261652000.0,272573000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q4,2012-12-30,2013-03-30,,2487000.0,0.5,0.5,0.22,,0.48,7705000.0,130620000.0,130620000.0,130620000.0,180589000.0,532168000.0,-8902000.0,,111133000.0,,90732000.0,180589000.0,351579000.0,,,204352000.0,147227000.0,-8902000.0,138325000.0,532168000.0,262100000.0,261652000.0,272573000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q3,2012-09-30,2012-12-29,2013-02-01 16:37:49+00:00,2554000.0,0.4,0.4,0.22,,0.38,12045000.0,103648000.0,103648000.0,103648000.0,170493000.0,509767000.0,-5149000.0,,129055000.0,0.0,86823000.0,170493000.0,339274000.0,,,218432000.0,120842000.0,-5149000.0,115693000.0,509767000.0,259100000.0,260690000.0,271174000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q3YTD,2012-04-01,2012-12-29,,7021000.0,1.36,1.36,0.66,,1.31,51765000.0,356916000.0,356916000.0,356916000.0,556617000.0,1636484000.0,-24824000.0,,364389000.0,,274952000.0,556617000.0,1079867000.0,,,646362000.0,433505000.0,-24824000.0,408681000.0,1636484000.0,259100000.0,260690000.0,271174000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q3TTM,2012-01-01,2012-12-29,,9002000.0,1.82,1.82,0.85,,1.76,69748000.0,479321000.0,479321000.0,479321000.0,744194000.0,2195457000.0,-31950000.0,15400000.0,479629000.0,,366213000.0,744194000.0,1451263000.0,,,870244000.0,581019000.0,-31950000.0,549069000.0,2195457000.0,259100000.0,260690000.0,271174000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q2,2012-07-01,2012-09-29,2012-11-02 16:47:58+00:00,2319000.0,0.47,0.47,0.22,,0.46,14646000.0,123437000.0,123437000.0,123437000.0,187713000.0,543933000.0,-10003000.0,,113887000.0,0.0,91928000.0,187713000.0,356220000.0,,,208134000.0,148086000.0,-10003000.0,138083000.0,543933000.0,262600000.0,260605000.0,270265000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q2YTD,2012-04-01,2012-09-29,,4467000.0,0.96,0.96,0.44,,0.93,39720000.0,253268000.0,253268000.0,253268000.0,386124000.0,1126717000.0,-19675000.0,,235334000.0,,188129000.0,386124000.0,740593000.0,,,427930000.0,312663000.0,-19675000.0,292988000.0,1126717000.0,262600000.0,260605000.0,270265000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q2TTM,2011-10-02,2012-09-29,,8430000.0,1.91,1.91,0.82,,1.85,60627000.0,502687000.0,502687000.0,502687000.0,748506000.0,2196781000.0,-33988000.0,15400000.0,458819000.0,,368324000.0,748506000.0,1448275000.0,,,850973000.0,597302000.0,-33988000.0,563314000.0,2196781000.0,262600000.0,260605000.0,270265000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q1,2012-04-01,2012-06-30,2012-08-03 17:00:26+00:00,2148000.0,0.49,0.49,0.22,,0.47,25074000.0,129831000.0,129831000.0,129831000.0,198411000.0,582784000.0,-9672000.0,,121447000.0,,96201000.0,198411000.0,384373000.0,,,219796000.0,164577000.0,-9672000.0,154905000.0,582784000.0,265000000.0,263055000.0,273820000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2013.0,Q1TTM,2011-07-03,2012-06-30,,8093000.0,1.92,1.92,0.79,,1.86,65936000.0,505536000.0,505536000.0,505536000.0,761357000.0,2208057000.0,-32583000.0,15400000.0,450706000.0,3369000.0,365077000.0,761357000.0,1446700000.0,,,842645000.0,604055000.0,-32583000.0,571472000.0,2208057000.0,265000000.0,263055000.0,273820000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,FY,2013-03-31,2014-03-29,2015-05-13 17:19:43+00:00,9887000.0,2.37,2.37,1.0,,2.19,79138000.0,630388000.0,630388000.0,630388000.0,743253000.0,2382531000.0,-29553000.0,9410000.0,492447000.0,0.0,378607000.0,743253000.0,1639278000.0,9848000.0,,890351000.0,748927000.0,-39401000.0,709526000.0,2382531000.0,266000000.0,266431000.0,287396000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q4,2013-12-29,2014-03-29,,2462000.0,0.59,0.59,0.25,,0.53,19823000.0,156027000.0,156027000.0,156027000.0,199945000.0,617823000.0,-3819000.0,,127812000.0,,98087000.0,199945000.0,417878000.0,9848000.0,,228361000.0,189517000.0,-13667000.0,175850000.0,617823000.0,266000000.0,266431000.0,287396000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q3,2013-09-29,2013-12-28,2014-01-29 18:30:17+00:00,2589000.0,0.66,0.66,0.25,,0.61,22055000.0,175877000.0,175877000.0,175877000.0,180792000.0,586816000.0,-4807000.0,-19190000.0,128092000.0,,91794000.0,180792000.0,406024000.0,,,203285000.0,202739000.0,-4807000.0,197932000.0,586816000.0,266500000.0,267780000.0,288195000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q3YTD,2013-03-31,2013-12-28,,7425000.0,1.78,1.78,0.75,,1.66,59315000.0,474361000.0,474361000.0,474361000.0,543308000.0,1764708000.0,-25734000.0,9410000.0,364635000.0,,280520000.0,543308000.0,1221400000.0,,,661990000.0,559410000.0,-25734000.0,533676000.0,1764708000.0,266500000.0,267780000.0,288195000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q3TTM,2012-12-30,2013-12-28,,9912000.0,2.28,2.28,0.97,,2.14,67020000.0,604981000.0,604981000.0,604981000.0,723897000.0,2296876000.0,-34636000.0,9410000.0,475768000.0,,371252000.0,723897000.0,1572979000.0,,,866342000.0,706637000.0,-34636000.0,672001000.0,2296876000.0,266500000.0,267780000.0,288195000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q2,2013-06-30,2013-09-28,2013-10-28 16:45:25+00:00,2418000.0,0.53,0.53,0.25,,0.49,11304000.0,141461000.0,141461000.0,141461000.0,182816000.0,598937000.0,-10997000.0,28600000.0,125002000.0,,96339000.0,182816000.0,416121000.0,,,252359000.0,163762000.0,-10997000.0,152765000.0,598937000.0,266900000.0,268478000.0,290685000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q2YTD,2013-03-31,2013-09-28,,4836000.0,1.12,1.12,0.5,,1.05,37260000.0,298484000.0,298484000.0,298484000.0,362516000.0,1177892000.0,-20927000.0,28600000.0,236543000.0,,188726000.0,362516000.0,815376000.0,,,458705000.0,356671000.0,-20927000.0,335744000.0,1177892000.0,266900000.0,268478000.0,290685000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q2TTM,2012-09-30,2013-09-28,,9877000.0,2.02,2.02,0.94,,1.91,57010000.0,532752000.0,532752000.0,532752000.0,713598000.0,2219827000.0,-34978000.0,28600000.0,476731000.0,,366281000.0,713598000.0,1506229000.0,,,881489000.0,624740000.0,-34978000.0,589762000.0,2219827000.0,266900000.0,268478000.0,290685000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q1,2013-03-31,2013-06-29,2013-07-31 16:28:01+00:00,2418000.0,0.59,0.59,0.25,,0.56,25956000.0,157023000.0,157023000.0,157023000.0,179700000.0,578955000.0,-9930000.0,,111541000.0,,92387000.0,179700000.0,399255000.0,,,206346000.0,192909000.0,-9930000.0,182979000.0,578955000.0,266100000.0,264153000.0,280291000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2014.0,Q1TTM,2012-07-01,2013-06-29,,9778000.0,1.96,1.96,0.91,,1.88,60352000.0,514728000.0,514728000.0,514728000.0,718495000.0,2164823000.0,-33984000.0,,465616000.0,,361870000.0,718495000.0,1446328000.0,,,837264000.0,609064000.0,-33984000.0,575080000.0,2164823000.0,266100000.0,264153000.0,280291000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,FY,2014-03-30,2015-03-28,2017-05-15 16:48:22+00:00,9537000.0,2.44,2.44,1.16,,2.35,91860000.0,648216000.0,648216000.0,648216000.0,708823000.0,2377344000.0,-15002000.0,,525745000.0,24491000.0,353670000.0,708823000.0,1668521000.0,,,913443000.0,755078000.0,-15002000.0,740076000.0,2377344000.0,265700000.0,265480000.0,276123000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q4,2014-12-28,2015-03-28,,2370000.0,0.51,0.51,0.29,,0.49,24855000.0,134623000.0,134623000.0,134623000.0,170379000.0,566900000.0,958000.0,,131942000.0,24491000.0,79198000.0,170379000.0,396521000.0,,,238001000.0,158520000.0,958000.0,159478000.0,566900000.0,265700000.0,265480000.0,276123000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q3,2014-09-28,2014-12-27,2016-01-29 17:05:53+00:00,2371000.0,0.64,0.64,0.29,,0.62,17536000.0,168466000.0,168466000.0,168466000.0,179638000.0,593549000.0,-4007000.0,,133455000.0,,88076000.0,179638000.0,413911000.0,,,223902000.0,190009000.0,-4007000.0,186002000.0,593549000.0,263200000.0,262881000.0,273795000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q3YTD,2014-03-30,2014-12-27,,7167000.0,1.93,1.93,0.87,,1.86,67005000.0,513593000.0,513593000.0,513593000.0,538444000.0,1810444000.0,-15960000.0,,393803000.0,,274472000.0,538444000.0,1272000000.0,,,675442000.0,596558000.0,-15960000.0,580598000.0,1810444000.0,263200000.0,262881000.0,273795000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q3TTM,2013-12-29,2014-12-27,,9629000.0,2.52,2.52,1.12,,2.39,86828000.0,669620000.0,669620000.0,669620000.0,738389000.0,2428267000.0,-19779000.0,,521615000.0,,372559000.0,738389000.0,1689878000.0,9848000.0,,903803000.0,786075000.0,-29627000.0,756448000.0,2428267000.0,263200000.0,262881000.0,273795000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q2,2014-06-29,2014-09-27,2015-10-28 08:33:39+00:00,2378000.0,0.64,0.64,0.29,,0.62,22802000.0,171516000.0,171516000.0,171516000.0,169617000.0,604262000.0,-5731000.0,,138335000.0,,93883000.0,169617000.0,434645000.0,,,234596000.0,200049000.0,-5731000.0,194318000.0,604262000.0,268000000.0,265942000.0,275800000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q2YTD,2014-03-30,2014-09-27,,4796000.0,1.29,1.29,0.58,,1.24,49469000.0,345127000.0,345127000.0,345127000.0,358806000.0,1216895000.0,-11953000.0,,260348000.0,,186396000.0,358806000.0,858089000.0,,,451540000.0,406549000.0,-11953000.0,394596000.0,1216895000.0,268000000.0,265942000.0,275800000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q2TTM,2013-09-29,2014-09-27,,9847000.0,2.54,2.54,1.08,,2.38,91347000.0,677031000.0,677031000.0,677031000.0,739543000.0,2421534000.0,-20579000.0,-19190000.0,516252000.0,,376277000.0,739543000.0,1681991000.0,9848000.0,,883186000.0,798805000.0,-30427000.0,768378000.0,2421534000.0,268000000.0,265942000.0,275800000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q1,2014-03-30,2014-06-28,2015-07-31 17:27:49+00:00,2418000.0,0.65,0.65,0.29,,0.62,26667000.0,173611000.0,173611000.0,173611000.0,189189000.0,612633000.0,-6222000.0,,122013000.0,,92513000.0,189189000.0,423444000.0,,,216944000.0,206500000.0,-6222000.0,200278000.0,612633000.0,267100000.0,267648000.0,281579000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2015.0,Q1TTM,2013-06-30,2014-06-28,,9887000.0,2.43,2.43,1.04,,2.25,79849000.0,646976000.0,646976000.0,646976000.0,752742000.0,2416209000.0,-25845000.0,9410000.0,502919000.0,,378733000.0,752742000.0,1663467000.0,9848000.0,,900949000.0,762518000.0,-35693000.0,726825000.0,2416209000.0,267100000.0,267648000.0,281579000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2016.0,FY,2015-03-29,2016-04-02,2018-05-14 17:58:55+00:00,6550000.0,2.14,2.14,1.24,,2.05,85958000.0,550867000.0,550867000.0,550867000.0,671907000.0,2213881000.0,-33056000.0,,533891000.0,0.0,331652000.0,671907000.0,1541974000.0,,,872093000.0,669881000.0,-33056000.0,636825000.0,2213881000.0,257400000.0,257184000.0,268667000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2016.0,Q4,2016-01-03,2016-04-02,,1243000.0,0.57,0.57,0.31,,0.53,24803000.0,145035000.0,145035000.0,145035000.0,175799000.0,571066000.0,-8263000.0,,135645000.0,,80278000.0,175799000.0,395267000.0,,,217166000.0,178101000.0,-8263000.0,169838000.0,571066000.0,257400000.0,257184000.0,268667000.0
Xilinx Inc,XLNX,6EY4K7ZMF9UX1CU6KC79,743988,2016.0,Q3,2015-09-27,2016-01-02,2017-01-26 16:41:31+00:00,1769000.0,0.51,0.51,0.31,,0.49,24232000.0,130819000.0,130819000.0,130819000.0,178514000.0,566235000.0,-5053000.0,,141378000.0,,84470000.0,178514000.0,387721000.0,,,227617000.0,160104000.0,-5053000.0,155051000.0,566235000.0,256500000.0,256450000.0,269611000.0
