company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2009.0,FY,,2009-12-31,2011-02-17 16:37:47+00:00,36989000.0,9601000.0,118753000.0,-640000.0,28434000.0,,446658000.0,,3786769000.0,74956000.0,,,26102000.0,518700000.0,121765000.0,,,62279000.0,,225575000.0,,160278000.0,,21543000.0,571000.0,11068000.0,38207000.0,30313000.0,12512000.0,,,-2689783000.0,32071000.0,838255000.0,1955488000.0,1096346000.0,1307026000.0,284883000.0,1096346000.0,1096346000.0,859142000.0,1955488000.0,586183000.0,574259000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,FY,,2010-12-31,2012-02-22 17:08:51+00:00,35851000.0,12529000.0,134414000.0,-1067000.0,24098000.0,,243197000.0,0.0,3949449000.0,74619000.0,,,26102000.0,518700000.0,400000000.0,,,72333000.0,,160049000.0,,160278000.0,,89446000.0,3462000.0,17182000.0,2265000.0,34090000.0,13099000.0,,,-3444409000.0,136991000.0,788214000.0,1725446000.0,503973000.0,1057039000.0,474783000.0,503973000.0,503973000.0,1221473000.0,1725446000.0,596074000.0,746690000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q3,,2010-09-30,2010-10-28 16:53:45+00:00,24644000.0,4964000.0,127969000.0,-677000.0,29578000.0,,569901000.0,,3914790000.0,98977000.0,,,26102000.0,518700000.0,487225000.0,,,65439000.0,,177962000.0,,160278000.0,,14585000.0,112000.0,18059000.0,72123000.0,34090000.0,18464000.0,,,-3264017000.0,45280000.0,633110000.0,1888829000.0,650096000.0,1226439000.0,311567000.0,650096000.0,650096000.0,1238733000.0,1888829000.0,596951000.0,927166000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q2,,2010-06-30,2010-08-03 16:41:27+00:00,46495000.0,3548000.0,106668000.0,-558000.0,29701000.0,,337608000.0,,3882753000.0,78273000.0,,,26102000.0,518700000.0,86407000.0,,,60438000.0,,195223000.0,,160278000.0,,15164000.0,,10317000.0,63082000.0,34090000.0,21862000.0,,,-3055060000.0,45776000.0,641537000.0,1654202000.0,827135000.0,1004555000.0,292376000.0,827135000.0,827135000.0,827067000.0,1654202000.0,589209000.0,534691000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2010.0,Q1,,2010-03-31,2010-05-03 16:33:34+00:00,29121000.0,7876000.0,92234000.0,-1080000.0,27692000.0,,396547000.0,,3846746000.0,69575000.0,,,26102000.0,518700000.0,125316000.0,,,58109000.0,,215488000.0,,160278000.0,,20610000.0,,10310000.0,39376000.0,30313000.0,26209000.0,,,-2855054000.0,,696136000.0,1770302000.0,990612000.0,1126768000.0,211540000.0,990612000.0,990612000.0,779690000.0,1770302000.0,585425000.0,568150000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2011.0,FY,,2011-12-31,2013-03-01 16:01:47+00:00,74642000.0,183135000.0,243187000.0,-1053000.0,21381000.0,0.0,475320000.0,0.0,4202731000.0,45037000.0,12075000.0,,30992000.0,663500000.0,400000000.0,,112430000.0,133176000.0,141633000.0,118095000.0,,243707000.0,,17407000.0,,11268000.0,63237000.0,34090000.0,14889000.0,37036000.0,51878000.0,-3414835000.0,0.0,493602000.0,2204280000.0,786843000.0,1331254000.0,392348000.0,786843000.0,928476000.0,1238768000.0,2204280000.0,739850000.0,846420000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2011.0,Q3,,2011-09-30,2011-11-03 17:16:53+00:00,49248000.0,445661000.0,229865000.0,-945000.0,21476000.0,,542545000.0,0.0,4154171000.0,55695000.0,9755000.0,,33501000.0,663500000.0,400000000.0,,67654000.0,101268000.0,114388000.0,126221000.0,,231184000.0,,99270000.0,6700000.0,13785000.0,33322000.0,34119000.0,23245000.0,36696000.0,50580000.0,-3573464000.0,98416000.0,116140000.0,2091998000.0,579762000.0,1245825000.0,548949000.0,579762000.0,694150000.0,1361152000.0,2091998000.0,744905000.0,812203000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2011.0,Q2,,2011-06-30,2011-08-09 16:13:29+00:00,67275000.0,96016000.0,141167000.0,-707000.0,23054000.0,,458195000.0,,4102830000.0,65018000.0,15212000.0,,33501000.0,769300000.0,400000000.0,,52622000.0,84203000.0,105332000.0,134036000.0,,260448000.0,,92282000.0,3350000.0,14858000.0,17414000.0,34114000.0,21897000.0,36299000.0,63098000.0,-3794574000.0,94664000.0,135296000.0,1763100000.0,307549000.0,827124000.0,478968000.0,307549000.0,412881000.0,1313920000.0,1763100000.0,851773000.0,834952000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2011.0,Q1,,2011-03-31,2011-05-06 16:18:42+00:00,34881000.0,5594000.0,116092000.0,-633000.0,25926000.0,,446536000.0,,4012810000.0,74193000.0,,,26102000.0,518700000.0,400000000.0,,17816000.0,70877000.0,,144416000.0,,160278000.0,,92117000.0,6812000.0,15723000.0,,34111000.0,26112000.0,,,-3620505000.0,92100000.0,376916000.0,1538487000.0,391672000.0,872974000.0,416195000.0,391672000.0,391672000.0,1146815000.0,1538487000.0,594636000.0,730620000.0,0.0
Vertex Pharmaceuticals Inc,VRTX,54930015RAQRRZ5ZGJ91,875320,2012.0,FY,,2012-12-31,2014-02-11 16:38:29+00:00,101292000.0,143250000.0,264884000.0,-550000.0,18570000.0,15170000.0,489407000.0,0.0,4521597000.0,27566000.0,715000.0,,30992000.0,663500000.0,400000000.0,,30464000.0,433609000.0,196672000.0,96242000.0,,280367000.0,,24460000.0,,9668000.0,281933000.0,31934000.0,24673000.0,38530000.0,69983000.0,-3521867000.0,13707000.0,831808000.0,2759288000.0,999180000.0,1589585000.0,432624000.0,999180000.0,1195852000.0,1524906000.0,2759288000.0,736094000.0,1092282000.0,0.0
