company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Humana Inc,HUM,,49071,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 13:17:27+00:00,-493493000.0,,443904000.0,67954000.0,184812000.0,,159977000.0,1685000000.0,921278000.0,-1845391000.0,1224262000.0,921278000.0,-1845391000.0,1224262000.0,300149000.0,833684000.0,833684000.0,45789000.0,623069000.0,-709059000.0,,-3488631000.0,-239244000.0,-1359379000.0,-27412000.0,3058522000.0,26514000.0
Humana Inc,HUM,,49071,2008.0,Q4,2008-10-01,2008-12-31,,-160568000.0,,112970000.0,32473000.0,59808000.0,,37777000.0,750000000.0,436962000.0,-306012000.0,296573000.0,436962000.0,-306012000.0,296573000.0,427523000.0,174080000.0,174080000.0,24908000.0,220437000.0,70163000.0,,-598962000.0,-82027000.0,-533172000.0,-303000.0,465376000.0,6000.0
Humana Inc,HUM,,49071,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 17:46:43+00:00,-422915000.0,,347353000.0,73813000.0,220350000.0,,-25373000.0,1924247000.0,-554016000.0,-498324000.0,982310000.0,-554016000.0,-498324000.0,982310000.0,-70030000.0,647154000.0,647154000.0,140179000.0,-640497000.0,871681000.0,,-5681103000.0,-261572000.0,-1731696000.0,-106070000.0,4995579000.0,6000.0
Humana Inc,HUM,,49071,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 10:12:33+00:00,-262347000.0,,234383000.0,41340000.0,160542000.0,,-63150000.0,1174247000.0,-990978000.0,-192312000.0,685737000.0,-990978000.0,-192312000.0,685737000.0,-497553000.0,473074000.0,473074000.0,115271000.0,-816250000.0,801518000.0,,-5082141000.0,-179545000.0,-1243208000.0,-105767000.0,4530203000.0,
Humana Inc,HUM,,49071,2009.0,Q4,2009-10-01,2009-12-31,,436000.0,,148949000.0,45825000.0,0.0,,0.0,,275710000.0,-388802000.0,274509000.0,275710000.0,-388802000.0,274509000.0,161417000.0,250984000.0,250984000.0,23525000.0,265282000.0,-248925000.0,,-1906181000.0,-62865000.0,25158000.0,-14730000.0,1827733000.0,1000000.0
Humana Inc,HUM,,49071,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 08:44:31+00:00,-12000000.0,,627000000.0,113000000.0,250000000.0,,67000000.0,,80000000.0,-1859000000.0,1422000000.0,80000000.0,-1859000000.0,1422000000.0,-357000000.0,1040000000.0,1040000000.0,65000000.0,353000000.0,,0.0,-7197000000.0,-185000000.0,-250000000.0,-23000000.0,5534000000.0,1000000.0
Humana Inc,HUM,,49071,2009.0,Q3TTM,2008-10-01,2009-09-30,,-173004000.0,,591021000.0,99648000.0,240388000.0,,156790000.0,750000000.0,241252000.0,-1776210000.0,1447734000.0,241252000.0,-1776210000.0,1444064000.0,-90894000.0,963096000.0,963096000.0,87460000.0,308155000.0,319088000.0,,-5889781000.0,-204162000.0,-808330000.0,-8573000.0,4171643000.0,6000.0
Humana Inc,HUM,,49071,2009.0,Q3,2009-07-01,2009-09-30,,-69000.0,,217671000.0,10540000.0,62088000.0,,746712000.0,,-48093000.0,-1025121000.0,943781000.0,-48093000.0,-1025121000.0,940111000.0,-133103000.0,301519000.0,301519000.0,-166538000.0,-91353000.0,115234000.0,,-2451044000.0,-39533000.0,45531000.0,-2271000.0,1350291000.0,
Humana Inc,HUM,,49071,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-01 16:36:59+00:00,-12436000.0,,478051000.0,67175000.0,180580000.0,,119013000.0,,-195710000.0,-1470198000.0,1151161000.0,-195710000.0,-1470198000.0,1147491000.0,-518417000.0,789016000.0,789016000.0,62552000.0,62560000.0,248925000.0,,-5290819000.0,-122135000.0,-250000000.0,-8270000.0,3706267000.0,
Humana Inc,HUM,,49071,2009.0,Q2,2009-04-01,2009-06-30,,,,234233000.0,45692000.0,60478000.0,,-394855000.0,-33520000.0,-299674000.0,-188279000.0,161860000.0,-299674000.0,-188279000.0,161860000.0,-326093000.0,281780000.0,281780000.0,214457000.0,54535000.0,62408000.0,,-1435869000.0,-43555000.0,-320689000.0,,1228737000.0,
