company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
SanDisk Corp ,SNDK,,1000180,2009.0,FY,,2010-01-03,2011-02-23 17:19:27+00:00,316518000.0,234407000.0,,128713000.0,1100364000.0,,4269074000.0,245513000.0,66869000.0,,58076000.0,934722000.0,2604645000.0,596493000.0,300997000.0,-1889000.0,21210000.0,97639000.0,234079000.0,102017000.0,287478000.0,,-487489000.0,75000000.0,819002000.0,6001719000.0,3910298000.0,2914774000.0,871110000.0,3910298000.0,3908409000.0,2093310000.0,6001719000.0,2785948000.0,1222200000.0,0.0
SanDisk Corp ,SNDK,,1000180,2010.0,FY,,2011-01-02,2012-02-23 16:30:18+00:00,415003000.0,367784000.0,,260228000.0,829149000.0,0.0,4709743000.0,260395000.0,104582000.0,0.0,37404000.0,1711032000.0,4228463000.0,509585000.0,266721000.0,-3229000.0,149486000.0,203027000.0,284709000.0,61944000.0,326176000.0,,812653000.0,,2018565000.0,8776710000.0,5782624000.0,4032692000.0,960107000.0,5782624000.0,5779395000.0,2997315000.0,8776710000.0,4477297000.0,2037208000.0,0.0
SanDisk Corp ,SNDK,,1000180,2010.0,Q3,,2010-10-03,2010-11-12 12:44:37+00:00,315584000.0,339806000.0,332713000.0,227732000.0,865388000.0,,4630513000.0,253480000.0,94204000.0,,41690000.0,1687752000.0,3766778000.0,526861000.0,248995000.0,-3158000.0,76400000.0,63406000.0,,54180000.0,344334000.0,,327188000.0,0.0,2038430000.0,8116138000.0,5185433000.0,3928095000.0,901777000.0,5185433000.0,5182275000.0,2933863000.0,8116138000.0,3939048000.0,2032086000.0,0.0
SanDisk Corp ,SNDK,,1000180,2010.0,Q2,,2010-07-04,2010-08-12 17:28:22+00:00,312221000.0,345264000.0,304554000.0,171649000.0,1237011000.0,,4395065000.0,270245000.0,95314000.0,,47331000.0,963438000.0,2879122000.0,493871000.0,258837000.0,-2959000.0,52049000.0,95444000.0,,45575000.0,321071000.0,,5096000.0,0.0,1190562000.0,6740380000.0,4571810000.0,3457466000.0,887020000.0,4571810000.0,4568851000.0,2171529000.0,6740380000.0,3024077000.0,1284509000.0,0.0
SanDisk Corp ,SNDK,,1000180,2011.0,FY,,2012-01-01,2013-02-19 17:17:21+00:00,534858000.0,521763000.0,,332701000.0,1167496000.0,0.0,4934808000.0,220999000.0,100409000.0,154899000.0,287691000.0,1604911000.0,4709558000.0,678382000.0,344897000.0,-3519000.0,199027000.0,206419000.0,337517000.0,122615000.0,415524000.0,,1796849000.0,0.0,1681492000.0,10174648000.0,7064358000.0,4355961000.0,1093374000.0,7064358000.0,7060839000.0,3113809000.0,10174648000.0,5473790000.0,2020435000.0,0.0
SanDisk Corp ,SNDK,,1000180,2011.0,Q3,,2011-10-02,2011-11-09 17:11:29+00:00,482062000.0,464647000.0,,350837000.0,1074850000.0,0.0,4849777000.0,242416000.0,131811000.0,154899000.0,308909000.0,1583158000.0,4830925000.0,684628000.0,297216000.0,-3525000.0,162083000.0,138161000.0,417902000.0,134064000.0,419848000.0,,1518420000.0,,1478702000.0,9860895000.0,6719034000.0,3972799000.0,1142380000.0,6719034000.0,6715509000.0,3145386000.0,9860895000.0,5590880000.0,2003006000.0,0.0
SanDisk Corp ,SNDK,,1000180,2011.0,Q2,,2011-07-03,2011-08-10 17:02:12+00:00,456988000.0,377102000.0,,269927000.0,974854000.0,0.0,4808640000.0,254152000.0,138460000.0,154899000.0,330127000.0,1759217000.0,4646761000.0,553753000.0,271166000.0,-3420000.0,85934000.0,143956000.0,315560000.0,91441000.0,341576000.0,,1285167000.0,,1719354000.0,9487807000.0,6363734000.0,3907479000.0,1026700000.0,6363734000.0,6360314000.0,3127493000.0,9487807000.0,5309162000.0,2100793000.0,0.0
SanDisk Corp ,SNDK,,1000180,2011.0,Q1,,2011-04-03,2011-05-10 21:46:50+00:00,348098000.0,239065000.0,,184793000.0,974450000.0,,4771643000.0,224343000.0,103207000.0,,129466000.0,1734890000.0,4335902000.0,493408000.0,269184000.0,-3317000.0,145671000.0,127506000.0,253353000.0,92010000.0,357493000.0,,1036777000.0,,1998204000.0,8908073000.0,5993213000.0,3935840000.0,825794000.0,5993213000.0,5989896000.0,2918177000.0,8908073000.0,4703049000.0,2092383000.0,0.0
SanDisk Corp ,SNDK,,1000180,2012.0,FY,,2012-12-30,2014-02-21 17:19:51+00:00,469265000.0,626025000.0,,165121000.0,995470000.0,0.0,5027512000.0,248155000.0,93877000.0,201735000.0,246919000.0,789913000.0,4296043000.0,750075000.0,665542000.0,-4301000.0,168718000.0,260879000.0,257539000.0,153810000.0,407947000.0,,2071268000.0,906708000.0,1880034000.0,10339127000.0,7263901000.0,4606360000.0,1881667000.0,7263901000.0,7259600000.0,3079527000.0,10339127000.0,5067225000.0,1197860000.0,0.0
SanDisk Corp ,SNDK,,1000180,2012.0,Q3,,2012-09-30,2012-11-05 17:27:44+00:00,544483000.0,465618000.0,,315520000.0,1110485000.0,0.0,5014573000.0,260564000.0,100328000.0,201735000.0,265876000.0,780464000.0,4589324000.0,852725000.0,612633000.0,-4347000.0,178149000.0,303888000.0,199183000.0,155166000.0,436122000.0,,1882265000.0,892684000.0,1485584000.0,10321511000.0,7212358000.0,4318628000.0,1896914000.0,7212358000.0,7208011000.0,3113500000.0,10321511000.0,5390250000.0,1216586000.0,0.0
