company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
SanDisk Corp ,SNDK,,1000180,2012.0,Q2,,2012-07-01,2012-08-06 16:12:36+00:00,490016000.0,281822000.0,,255521000.0,1070454000.0,0.0,4956959000.0,218213000.0,97733000.0,197878000.0,284181000.0,771098000.0,4595530000.0,862518000.0,512734000.0,-3963000.0,186925000.0,356146000.0,237237000.0,161622000.0,442375000.0,,1829364000.0,878929000.0,1468206000.0,10075749000.0,7041844000.0,4136879000.0,1824395000.0,7041844000.0,7037881000.0,3037868000.0,10075749000.0,5426136000.0,1213473000.0,0.0
SanDisk Corp ,SNDK,,1000180,2012.0,Q1,,2012-04-01,2012-05-08 16:22:02+00:00,425362000.0,362580000.0,,173758000.0,1093263000.0,0.0,4988521000.0,179375000.0,97202000.0,197669000.0,287794000.0,1627234000.0,4625463000.0,764003000.0,453032000.0,-3674000.0,190353000.0,192159000.0,299394000.0,173250000.0,451781000.0,,1870356000.0,,1575339000.0,10012107000.0,7032635000.0,4084546000.0,904131000.0,7032635000.0,7028961000.0,2983146000.0,10012107000.0,5474529000.0,2079015000.0,0.0
SanDisk Corp ,SNDK,,1000180,2013.0,FY,,2013-12-29,2015-02-10 14:23:53+00:00,429546000.0,682809000.0,,-76459000.0,986246000.0,0.0,5040242000.0,291302000.0,138192000.0,318111000.0,247904000.0,1985363000.0,4314091000.0,756975000.0,655794000.0,-2181000.0,134669000.0,166885000.0,509732000.0,167430000.0,307083000.0,0.0,2004089000.0,0.0,1919611000.0,10488717000.0,6967872000.0,4650718000.0,1230580000.0,6967872000.0,6965691000.0,3523026000.0,10488717000.0,5182205000.0,2292446000.0,0.0
SanDisk Corp ,SNDK,,1000180,2013.0,Q3,,2013-09-29,2013-10-22 17:29:46+00:00,512230000.0,685103000.0,,19650000.0,902765000.0,0.0,4752172000.0,291318000.0,101020000.0,318111000.0,275141000.0,819681000.0,3458643000.0,776224000.0,673219000.0,-3074000.0,121090000.0,340177000.0,389098000.0,150422000.0,329743000.0,,1833713000.0,0.0,1142616000.0,8944531000.0,6605535000.0,3947905000.0,1192646000.0,6605535000.0,6602461000.0,2342070000.0,8944531000.0,4323407000.0,1149424000.0,0.0
SanDisk Corp ,SNDK,,1000180,2013.0,Q2,,2013-06-30,2013-07-29 18:26:17+00:00,437848000.0,636093000.0,,-11686000.0,1054131000.0,0.0,5124529000.0,256664000.0,95423000.0,202336000.0,210883000.0,809626000.0,3971214000.0,723403000.0,674249000.0,-3038000.0,115789000.0,251931000.0,413471000.0,149646000.0,356581000.0,,2235001000.0,0.0,1533898000.0,9618996000.0,7347844000.0,4294879000.0,1107983000.0,7347844000.0,7344806000.0,2274190000.0,9618996000.0,4649868000.0,1166207000.0,0.0
SanDisk Corp ,SNDK,,1000180,2013.0,Q1,,2013-03-31,2013-05-03 16:11:42+00:00,434262000.0,439496000.0,,42552000.0,1148110000.0,0.0,5104792000.0,221644000.0,94488000.0,202336000.0,228588000.0,799628000.0,4168783000.0,733937000.0,659222000.0,-2668000.0,118481000.0,272757000.0,296177000.0,148168000.0,383957000.0,,2175088000.0,921007000.0,2162073000.0,10376439000.0,7322432000.0,4850861000.0,1873090000.0,7322432000.0,7319764000.0,3056675000.0,10376439000.0,4866356000.0,1183585000.0,0.0
SanDisk Corp ,SNDK,,1000180,2014.0,FY,,2014-12-28,2016-02-12 17:03:56+00:00,540288000.0,842476000.0,,-208072000.0,809003000.0,0.0,5236982000.0,274657000.0,180134000.0,831328000.0,542351000.0,1188491000.0,3721292000.0,698011000.0,724357000.0,-1378000.0,161827000.0,210065000.0,506293000.0,97472000.0,245554000.0,127143000.0,1499149000.0,864718000.0,1455509000.0,10273825000.0,6528059000.0,4195198000.0,2185956000.0,6528059000.0,6526681000.0,3620001000.0,10273825000.0,5354270000.0,1434045000.0,0.0
SanDisk Corp ,SNDK,,1000180,2014.0,Q3,,2014-09-28,2014-10-31 18:20:45+00:00,547145000.0,870552000.0,,-97205000.0,930835000.0,0.0,5243119000.0,325985000.0,169548000.0,860620000.0,594239000.0,1188356000.0,3963602000.0,782128000.0,692362000.0,-2238000.0,147690000.0,230814000.0,480188000.0,95614000.0,242491000.0,138372000.0,1780420000.0,861628000.0,1370257000.0,10708261000.0,6926334000.0,4354134000.0,2214946000.0,6926334000.0,6924096000.0,3645793000.0,10708261000.0,5661765000.0,1430847000.0,
SanDisk Corp ,SNDK,,1000180,2014.0,Q2,,2014-06-29,2014-07-31 17:30:36+00:00,481143000.0,759967000.0,,-7992000.0,885115000.0,0.0,5189183000.0,270109000.0,145640000.0,317930000.0,194543000.0,1177273000.0,4744451000.0,751683000.0,650223000.0,-2195000.0,112366000.0,277951000.0,354657000.0,95474000.0,295737000.0,149126000.0,1971784000.0,850874000.0,1794356000.0,10729699000.0,7152975000.0,4614712000.0,1956783000.0,7152975000.0,7150780000.0,3429793000.0,10729699000.0,5464764000.0,1473010000.0,0.0
SanDisk Corp ,SNDK,,1000180,2014.0,Q1,,2014-03-30,2014-05-01 16:18:43+00:00,419740000.0,596669000.0,,-40038000.0,1116938000.0,0.0,4961893000.0,269349000.0,124200000.0,317930000.0,221099000.0,1166497000.0,4667345000.0,799883000.0,639653000.0,-2113000.0,136991000.0,177532000.0,349126000.0,95330000.0,311334000.0,159820000.0,2150583000.0,840180000.0,1692801000.0,10586371000.0,7072438000.0,4508023000.0,1878395000.0,7072438000.0,7070325000.0,3356226000.0,10586371000.0,5438695000.0,1477831000.0,0.0
SanDisk Corp ,SNDK,,1000180,2015.0,FY,,2016-01-03,2016-05-02 17:08:23+00:00,500790000.0,618191000.0,0.0,-198939000.0,1478948000.0,0.0,5203926000.0,235572000.0,,831328000.0,296726000.0,1237776000.0,1127131000.0,809395000.0,817130000.0,,325033000.0,226007000.0,353940000.0,173627000.0,170093000.0,80488000.0,733937000.0,913178000.0,2527245000.0,9230761000.0,5738924000.0,5659786000.0,2003480000.0,5738924000.0,5738924000.0,3411349000.0,9230761000.0,2753845000.0,1407869000.0,
SanDisk Corp ,SNDK,,1000180,2015.0,Q3,,2015-09-27,2015-10-30 17:24:02+00:00,569911000.0,740637000.0,,-197343000.0,698073000.0,0.0,5233066000.0,232010000.0,178214000.0,831328000.0,343278000.0,2137737000.0,3155044000.0,785286000.0,831064000.0,0.0,167053000.0,210815000.0,337089000.0,131590000.0,162181000.0,0.0,598352000.0,0.0,1000621000.0,9073003000.0,5634075000.0,3613646000.0,1139010000.0,5634075000.0,5634075000.0,3438928000.0,9073003000.0,4628293000.0,2299918000.0,
SanDisk Corp ,SNDK,,1000180,2015.0,Q2,,2015-06-28,2015-07-31 16:45:41+00:00,552174000.0,640842000.0,,-223578000.0,685790000.0,0.0,5141172000.0,236352000.0,160935000.0,831328000.0,390355000.0,1222642000.0,3175464000.0,780773000.0,804764000.0,0.0,158506000.0,310795000.0,356480000.0,131658000.0,163080000.0,104666000.0,704389000.0,892054000.0,1078221000.0,9149431000.0,5621983000.0,3657356000.0,2037060000.0,5621983000.0,5621983000.0,3422782000.0,9149431000.0,4687311000.0,1385722000.0,
SanDisk Corp ,SNDK,,1000180,2015.0,Q1,,2015-03-29,2015-04-30 16:35:59+00:00,545487000.0,589246000.0,,-183041000.0,649940000.0,0.0,5144181000.0,255102000.0,162298000.0,831328000.0,437858000.0,1211097000.0,3386628000.0,713053000.0,769933000.0,-1345000.0,157292000.0,290908000.0,409434000.0,125196000.0,207334000.0,116067000.0,876252000.0,880653000.0,1347541000.0,9461221000.0,5837392000.0,3752986000.0,2090676000.0,5837392000.0,5836047000.0,3509107000.0,9461221000.0,4938302000.0,1418431000.0,
SanDisk Corp ,SNDK,,1000180,2016.0,Q1,,2016-04-03,2016-05-02 17:08:23+00:00,487377000.0,497183000.0,417934000.0,-94333000.0,3271927000.0,0.0,4612183000.0,205798000.0,,831328000.0,266644000.0,0.0,1011614000.0,881056000.0,790402000.0,,310724000.0,253847000.0,405922000.0,147764000.0,179419000.0,309753000.0,812225000.0,2175578000.0,1249367000.0,9511856000.0,5330075000.0,6153380000.0,3692609000.0,5330075000.0,5330075000.0,3872028000.0,9511856000.0,2568074000.0,179419000.0,
