company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
MGM Resorts International,MGM,,789570,2009.0,FY,,2009-12-31,2011-02-28 16:25:14+00:00,173719000.0,368474000.0,,-1937000.0,2056207000.0,,3501837000.0,423042000.0,,86353000.0,344253000.0,12976037000.0,3611799000.0,101809000.0,15069952000.0,,3031303000.0,,923701000.0,206357000.0,352352000.0,256837000.0,103969000.0,,370532000.0,1079824000.0,,22518210000.0,3870432000.0,3053501000.0,2383601000.0,3870432000.0,3870432000.0,18647778000.0,22518210000.0,4394757000.0,16264177000.0
MGM Resorts International,MGM,,789570,2010.0,FY,,2010-12-31,2012-02-29 06:01:39+00:00,167084000.0,321894000.0,867223000.0,-301000.0,498964000.0,0.0,4065711000.0,286074000.0,,77156000.0,342804000.0,12047698000.0,1923155000.0,96392000.0,14554350000.0,,2526519000.0,,,211914000.0,598738000.0,199248000.0,252321000.0,,-1133248000.0,,,18951848000.0,2932162000.0,1455645000.0,1246221000.0,2932162000.0,2932162000.0,16019686000.0,18951848000.0,2941853000.0,14773465000.0
MGM Resorts International,MGM,,789570,2010.0,Q3,,2010-09-30,2010-11-05 16:51:31+00:00,153049000.0,324206000.0,,-1619000.0,552757000.0,,3469666000.0,202862000.0,,86353000.0,342995000.0,12623851000.0,2115760000.0,93479000.0,14697192000.0,,2400984000.0,,942802000.0,223106000.0,605271000.0,252209000.0,115497000.0,,-927676000.0,0.0,,19136372000.0,2540371000.0,1288801000.0,1318957000.0,2540371000.0,2540371000.0,16596001000.0,19136372000.0,3150379000.0,15277044000.0
MGM Resorts International,MGM,,789570,2010.0,Q2,,2010-06-30,2010-08-06 20:36:43+00:00,117463000.0,363031000.0,,-2770000.0,1013208000.0,,3461613000.0,229375000.0,,86353000.0,343192000.0,13046639000.0,2118498000.0,96805000.0,14814594000.0,,2653470000.0,,856077000.0,221447000.0,832954000.0,243293000.0,89537000.0,,-609685000.0,0.0,,19987547000.0,2849158000.0,1791956000.0,1194987000.0,2849158000.0,2849158000.0,17138389000.0,19987547000.0,3380997000.0,15943402000.0
MGM Resorts International,MGM,,789570,2011.0,FY,,2011-12-31,2013-02-28 19:49:54+00:00,170994000.0,491730000.0,1362737000.0,5978000.0,1865913000.0,0.0,4099211000.0,91060000.0,7611000.0,2896609000.0,5048117000.0,13470167000.0,1635572000.0,112735000.0,14866644000.0,3795644000.0,2502096000.0,,,203422000.0,506614000.0,167027000.0,251282000.0,,1981389000.0,,,27766276000.0,6086578000.0,2812720000.0,1744764000.0,6086578000.0,9882222000.0,17884054000.0,27766276000.0,10086912000.0,16139290000.0
MGM Resorts International,MGM,,789570,2011.0,Q3,,2011-09-30,2011-11-04 20:11:58+00:00,158477000.0,463407000.0,1261843000.0,-3276000.0,1815125000.0,0.0,4090669000.0,79458000.0,2639000.0,2905378000.0,5120662000.0,13099074000.0,1659719000.0,104279000.0,14868394000.0,3692750000.0,2603418000.0,,,240780000.0,577063000.0,193578000.0,259538000.0,,2161463000.0,351608000.0,,27853023000.0,6248856000.0,2721807000.0,2015347000.0,6248856000.0,9941606000.0,17911417000.0,27853023000.0,10262822000.0,15896070000.0
MGM Resorts International,MGM,,789570,2011.0,Q2,,2011-06-30,2011-08-31 18:31:50+00:00,179703000.0,370075000.0,1202332000.0,-1520000.0,921553000.0,0.0,4082122000.0,151044000.0,2244000.0,2906755000.0,5209866000.0,12630291000.0,1690136000.0,105318000.0,15017905000.0,3679423000.0,2736116000.0,,,200746000.0,598248000.0,219484000.0,245290000.0,,2285249000.0,,,27216190000.0,6365851000.0,1793280000.0,1585025000.0,6365851000.0,10045274000.0,17170916000.0,27216190000.0,10405005000.0,15585891000.0
MGM Resorts International,MGM,,789570,2011.0,Q1,,2011-03-31,2011-05-06 16:16:20+00:00,138533000.0,317974000.0,,2261000.0,431275000.0,,4073637000.0,258018000.0,,86353000.0,342626000.0,12081108000.0,1941786000.0,95097000.0,14426622000.0,,2371875000.0,,795732000.0,238175000.0,596551000.0,215764000.0,264047000.0,,-1156736000.0,,,18760349000.0,2919162000.0,1366411000.0,1172440000.0,2919162000.0,2919162000.0,15841187000.0,18760349000.0,2967316000.0,14668747000.0
MGM Resorts International,MGM,,789570,2012.0,FY,,2012-12-31,2014-02-28 18:21:26+00:00,199620000.0,443677000.0,1517965000.0,14303000.0,1543509000.0,0.0,4137547000.0,179431000.0,1350000.0,2902847000.0,4737833000.0,13589283000.0,1444547000.0,107577000.0,14194652000.0,3750468000.0,2473889000.0,,,206736000.0,497767000.0,179879000.0,232898000.0,,213698000.0,,,26284738000.0,4365548000.0,2507092000.0,1925671000.0,4365548000.0,8116016000.0,18168722000.0,26284738000.0,9582994000.0,16243051000.0
MGM Resorts International,MGM,,789570,2012.0,Q3,,2012-09-30,2012-11-08 18:03:46+00:00,201150000.0,412390000.0,1574670000.0,12533000.0,2443159000.0,0.0,4103212000.0,140831000.0,358000.0,2901273000.0,4813183000.0,13825451000.0,1488662000.0,107772000.0,14765349000.0,3712233000.0,2527828000.0,,,249676000.0,515077000.0,186725000.0,243665000.0,,1437525000.0,,,27831361000.0,5553270000.0,3347817000.0,2025854000.0,5553270000.0,9265503000.0,18565858000.0,27831361000.0,9718195000.0,16540004000.0
