company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
MGM Resorts International,MGM,,789570,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:25:14+00:00,-3.06,-3.06,,778236000.0,-3.06,,186298000.0,-855286000.0,-855286000.0,-855286000.0,,3480693000.0,7884195000.0,69901000.0,1764430000.0,-675428000.0,-73212000.0,,1388223000.0,3480693000.0,3728074000.0,609286000.0,,3857677000.0,-129603000.0,-539385000.0,-668988000.0,7208767000.0,279500000.0,279500000.0,279500000.0
MGM Resorts International,MGM,,789570,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 06:01:39+00:00,-3.41,-3.41,,689273000.0,-3.41,,-720911000.0,-1291682000.0,-1291682000.0,-1291682000.0,,3078428000.0,6676281000.0,-273286000.0,1821566000.0,-665693000.0,141240000.0,,1243957000.0,3078428000.0,2932160000.0,775431000.0,,3896036000.0,-963876000.0,-1048717000.0,-2012593000.0,6010588000.0,378513000.0,378513000.0,378513000.0
MGM Resorts International,MGM,,789570,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:51:31+00:00,-1.7,-1.7,,170651000.0,-1.7,,-407860000.0,-750388000.0,-750388000.0,-750388000.0,,764032000.0,1705421000.0,-13787000.0,1096314000.0,-172198000.0,142951000.0,,322694000.0,764032000.0,769191000.0,181899000.0,857000.0,1732610000.0,-963419000.0,-194829000.0,-1158248000.0,1533223000.0,441400000.0,441400000.0,441400000.0
MGM Resorts International,MGM,,789570,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 20:36:43+00:00,-0.6,-0.6,,174368000.0,-0.6,,-97812000.0,-212575000.0,-212575000.0,-212575000.0,,740505000.0,1655210000.0,-246495000.0,126325000.0,-161055000.0,5235000.0,,316623000.0,740505000.0,753650000.0,201287000.0,6296000.0,622551000.0,131099000.0,-441486000.0,-310387000.0,1494155000.0,354300000.0,354300000.0,354300000.0
MGM Resorts International,MGM,,789570,2010.0,Q4,2010-10-01,2010-12-31,,-0.47,-0.25,,146666000.0,-0.25,,-45845000.0,-139189000.0,-139189000.0,-139189000.0,,947641000.0,1638710000.0,-19147000.0,-4852000.0,-154547000.0,-27089000.0,,314587000.0,947641000.0,536522000.0,273097000.0,,429312000.0,107210000.0,-292244000.0,-185034000.0,1484163000.0,450449000.0,450449000.0,450449000.0
MGM Resorts International,MGM,,789570,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 19:49:54+00:00,-3.19,-3.19,,633423000.0,-3.19,,-778628000.0,-1437397000.0,-1437397000.0,-1437397000.0,,3433927000.0,6689529000.0,56486000.0,1811857000.0,-633528000.0,82681000.0,,1253044000.0,3433927000.0,2622074000.0,1113580000.0,,3781005000.0,-1158931000.0,-1057094000.0,-2216025000.0,6056001000.0,450449000.0,450449000.0,450449000.0
MGM Resorts International,MGM,,789570,2010.0,Q3YTD,2010-01-01,2010-09-30,,-2.72,-2.94,,486757000.0,-2.94,,-732783000.0,-1298208000.0,-1298208000.0,-1298208000.0,,2486286000.0,5050819000.0,75633000.0,1816709000.0,-478981000.0,109770000.0,,938457000.0,2486286000.0,2085552000.0,840483000.0,,3351693000.0,-1266141000.0,-764850000.0,-2030991000.0,4571838000.0,441328000.0,441328000.0,441328000.0
MGM Resorts International,MGM,,789570,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 20:11:58+00:00,-0.72,-0.72,,158857000.0,-0.72,,-192936000.0,-317991000.0,-317991000.0,-317991000.0,,842460000.0,1728450000.0,-19887000.0,449903000.0,-161333000.0,-1373000.0,,323171000.0,842460000.0,724657000.0,285139000.0,,930558000.0,-205901000.0,-305026000.0,-510927000.0,1567117000.0,441328000.0,441328000.0,441328000.0
MGM Resorts International,MGM,,789570,2010.0,Q2YTD,2010-01-01,2010-06-30,,-2.0,-2.22,,327900000.0,-2.22,,-539847000.0,-980217000.0,-980217000.0,-980217000.0,,1643826000.0,3322369000.0,95520000.0,1366806000.0,-317648000.0,111143000.0,,615286000.0,1643826000.0,1360895000.0,555344000.0,,2421135000.0,-1060240000.0,-459824000.0,-1520064000.0,3004721000.0,441297000.0,441297000.0,441297000.0
MGM Resorts International,MGM,,789570,2010.0,Q2,2010-04-01,2010-06-30,2011-08-31 18:31:50+00:00,-2.0,-2.0,,164766000.0,-2.0,,-479495000.0,-883476000.0,-883476000.0,-883476000.0,,843173000.0,1706880000.0,-22985000.0,1247122000.0,-159551000.0,26731000.0,,314354000.0,843173000.0,704156000.0,291169000.0,,1752973000.0,-1048817000.0,-314154000.0,-1362971000.0,1547329000.0,441297000.0,441297000.0,441297000.0
MGM Resorts International,MGM,,789570,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:16:20+00:00,,-0.22,,163134000.0,-0.22,,-60352000.0,-96741000.0,-96741000.0,-96741000.0,,800653000.0,1615489000.0,118505000.0,119684000.0,-158097000.0,84412000.0,,300932000.0,800653000.0,656739000.0,264175000.0,,668162000.0,-11423000.0,-145670000.0,-157093000.0,1457392000.0,,439700000.0,439700000.0
MGM Resorts International,MGM,,789570,2011.0,Q4,2011-10-01,2011-12-31,,-0.24,-0.24,,237762000.0,-0.17,,-190876000.0,-19301000.0,-19301000.0,-113691000.0,94390000.0,1503501000.0,2482337000.0,-27132000.0,97445000.0,-185448000.0,4815000.0,,362259000.0,1503501000.0,793388000.0,274152000.0,,702281000.0,91107000.0,-301284000.0,-210177000.0,2296889000.0,488652000.0,488652000.0,554200000.0
MGM Resorts International,MGM,,789570,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 18:21:26+00:00,6.37,6.37,,817146000.0,5.62,,-403313000.0,3234944000.0,3234944000.0,3114637000.0,120307000.0,4650802000.0,8532735000.0,-138683000.0,554157000.0,-683423000.0,-3587415000.0,,1357476000.0,4650802000.0,3198510000.0,1086832000.0,,-858636000.0,4057146000.0,-1225515000.0,2831631000.0,7849312000.0,488652000.0,488652000.0,554200000.0
MGM Resorts International,MGM,,789570,2011.0,Q3YTD,2011-01-01,2011-09-30,,6.61,6.61,,579384000.0,5.79,,-212437000.0,3254245000.0,3254245000.0,3228328000.0,25917000.0,3147301000.0,6050398000.0,-111551000.0,456712000.0,-497975000.0,-3592230000.0,,995217000.0,3147301000.0,2405122000.0,812680000.0,,-1560917000.0,3966039000.0,-924231000.0,3041808000.0,5552423000.0,488636000.0,488636000.0,488636000.0
MGM Resorts International,MGM,,789570,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.14,6.36,,726050000.0,5.54,,-258282000.0,3115056000.0,3115056000.0,3089139000.0,25917000.0,4094942000.0,7689108000.0,-130698000.0,451860000.0,-652522000.0,-3619319000.0,,1309804000.0,4094942000.0,2941644000.0,1085777000.0,,-1131605000.0,4073249000.0,-1216475000.0,2856774000.0,7036586000.0,488636000.0,488636000.0,488636000.0
MGM Resorts International,MGM,,789570,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 18:03:46+00:00,-0.25,-0.25,,249520000.0,-0.25,,-79680000.0,-106575000.0,-106575000.0,-123786000.0,17211000.0,1313093000.0,2419823000.0,-26287000.0,211367000.0,-186236000.0,-539000.0,,347572000.0,1313093000.0,920494000.0,272542000.0,,807920000.0,112574000.0,-298829000.0,-186255000.0,2233587000.0,488636000.0,488636000.0,488636000.0
