company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 17:03:26+00:00,,2.89,2.89,0.96,2.86,54294000.0,229628000.0,229628000.0,229628000.0,,1418441000.0,2389372000.0,2797000.0,,196863000.0,18212000.0,400723000.0,1418441000.0,970931000.0,74008000.0,615798000.0,355133000.0,-71211000.0,283922000.0,2389372000.0,79500000.0,79500000.0,80300000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:01:51+00:00,,2.48,2.48,1.0,2.46,81023000.0,195526000.0,195526000.0,195526000.0,,1391913000.0,2326158000.0,-1921000.0,,184771000.0,18301000.0,390885000.0,1391913000.0,934245000.0,61818000.0,593957000.0,340288000.0,-63739000.0,276549000.0,2326158000.0,78403000.0,78403000.0,78403000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 07:45:07+00:00,,,0.67,0.25,0.66,21484000.0,52800000.0,52800000.0,52800000.0,,363780000.0,612634000.0,24000.0,,49392000.0,10500000.0,101199000.0,363780000.0,248854000.0,13503000.0,161091000.0,87763000.0,-13479000.0,74284000.0,612634000.0,,78491000.0,79159000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 07:37:41+00:00,,0.61,0.61,0.25,0.6,19831000.0,48083000.0,48083000.0,48083000.0,,340347000.0,568261000.0,-1569000.0,,44248000.0,4104000.0,96032000.0,340347000.0,227914000.0,14047000.0,144384000.0,83530000.0,-15616000.0,67914000.0,568261000.0,78800000.0,78352000.0,79050000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q4,2010-10-01,2010-12-31,,,0.69,0.69,0.27,0.68,15118000.0,55578000.0,55578000.0,55578000.0,,377524000.0,629870000.0,-1093000.0,,57083000.0,891000.0,110905000.0,377524000.0,252346000.0,11678000.0,168879000.0,83467000.0,-12771000.0,70696000.0,629870000.0,79495000.0,79495000.0,79495000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:43:13+00:00,,3.29,3.29,1.04,3.26,96036000.0,263557000.0,263557000.0,263557000.0,,1530260000.0,2622862000.0,-8059000.0,,218772000.0,10077000.0,447392000.0,1530260000.0,1092602000.0,48709000.0,676241000.0,416361000.0,-56768000.0,359593000.0,2622862000.0,79495000.0,79495000.0,79495000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q3YTD,2010-01-01,2010-09-30,,,2.6,2.6,0.77,2.58,80918000.0,207979000.0,207979000.0,207979000.0,,1152736000.0,1992992000.0,-6966000.0,,161689000.0,9186000.0,336487000.0,1152736000.0,840256000.0,37031000.0,507362000.0,332894000.0,-43997000.0,288897000.0,1992992000.0,80200000.0,79357000.0,80266000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 07:55:34+00:00,,0.96,0.96,0.27,0.95,29145000.0,77038000.0,77038000.0,77038000.0,,388235000.0,673283000.0,-2097000.0,,53214000.0,2355000.0,108955000.0,388235000.0,285048000.0,12244000.0,164524000.0,120524000.0,-14341000.0,106183000.0,673283000.0,80200000.0,79357000.0,80266000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q2YTD,2010-01-01,2010-06-30,,,1.64,1.64,0.5,1.63,51773000.0,130941000.0,130941000.0,130941000.0,,764501000.0,1319709000.0,-4869000.0,,108475000.0,6831000.0,227532000.0,764501000.0,555208000.0,24787000.0,342838000.0,212370000.0,-29656000.0,182714000.0,1319709000.0,79900000.0,79188000.0,80111000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 07:36:47+00:00,,0.84,0.84,0.25,0.83,26481000.0,67152000.0,67152000.0,67152000.0,,380799000.0,665800000.0,-2107000.0,,55844000.0,1843000.0,119523000.0,380799000.0,285001000.0,12051000.0,177210000.0,107791000.0,-14158000.0,93633000.0,665800000.0,79900000.0,79188000.0,80111000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 07:34:42+00:00,,0.8,0.8,0.25,0.8,25292000.0,63789000.0,63789000.0,63789000.0,,383702000.0,653909000.0,-2762000.0,,52631000.0,4988000.0,108009000.0,383702000.0,270207000.0,12736000.0,165628000.0,104579000.0,-15498000.0,89081000.0,653909000.0,79700000.0,78767000.0,79692000.0
