company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2009.0,FY,,2009-12-31,2011-02-24 17:03:26+00:00,161027000.0,444265000.0,,-270974000.0,54884000.0,80135000.0,,124844000.0,55002000.0,,,19786000.0,665582000.0,,54948000.0,934749000.0,444977000.0,501293000.0,2907000.0,129720000.0,,240950000.0,103687000.0,226861000.0,165165000.0,157827000.0,,,2339205000.0,76780000.0,2644774000.0,769003000.0,1128066000.0,484454000.0,769003000.0,771910000.0,1872864000.0,2644774000.0,1015415000.0,1388410000.0,-1424072000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,FY,,2010-12-31,2012-02-28 15:01:51+00:00,200153000.0,451804000.0,,-275351000.0,50917000.0,131332000.0,0.0,138279000.0,74160000.0,,,21657000.0,665582000.0,,48834000.0,787668000.0,531675000.0,538118000.0,3733000.0,122800000.0,,221985000.0,136224000.0,305242000.0,171926000.0,147779000.0,,,2519706000.0,133899000.0,2872455000.0,999422000.0,1325195000.0,660951000.0,999422000.0,1003155000.0,1869300000.0,2872455000.0,1009142000.0,1208349000.0,-1383212000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q3,,2010-09-30,2010-11-04 07:45:07+00:00,169652000.0,511973000.0,818227000.0,-265374000.0,51710000.0,114885000.0,,121196000.0,74699000.0,42597000.0,84168000.0,21576000.0,665582000.0,1323900000.0,50352000.0,810719000.0,503991000.0,505673000.0,3718000.0,140441000.0,,242744000.0,122602000.0,187732000.0,174109000.0,164665000.0,,,2485785000.0,137872000.0,2864307000.0,947154000.0,1328150000.0,643597000.0,947154000.0,950872000.0,1913435000.0,2864307000.0,1030484000.0,1269838000.0,-1394453000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2010.0,Q2,,2010-06-30,2010-08-05 07:37:41+00:00,155056000.0,475996000.0,752068000.0,-303606000.0,52576000.0,110552000.0,,114972000.0,66493000.0,29190000.0,59576000.0,19964000.0,665582000.0,1234109000.0,51870000.0,934600000.0,454608000.0,482041000.0,3261000.0,136143000.0,,241669000.0,115971000.0,182834000.0,167626000.0,154647000.0,,,2430322000.0,48739000.0,2726882000.0,844770000.0,1223620000.0,495359000.0,844770000.0,848031000.0,1878851000.0,2726882000.0,1021221000.0,1383492000.0,-1396918000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2011.0,FY,,2011-12-31,2013-02-26 16:43:13+00:00,208759000.0,472346000.0,,-375309000.0,47855000.0,88279000.0,0.0,143101000.0,54054000.0,,,25086000.0,665582000.0,,42763000.0,778248000.0,544439000.0,608065000.0,2995000.0,152118000.0,,315633000.0,158102000.0,214033000.0,179833000.0,151872000.0,,,2692893000.0,116688000.0,2965581000.0,1104412000.0,1317220000.0,564566000.0,1104412000.0,1107407000.0,1858174000.0,2965581000.0,1040296000.0,1293608000.0,-1356273000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2011.0,Q3,,2011-09-30,2011-11-08 07:55:34+00:00,180931000.0,518967000.0,819872000.0,-280847000.0,48611000.0,107283000.0,0.0,140134000.0,48667000.0,,47528000.0,29965000.0,665582000.0,1383563000.0,44281000.0,757070000.0,534765000.0,563691000.0,3089000.0,119433000.0,,223794000.0,173755000.0,162186000.0,177105000.0,150328000.0,,,2693584000.0,154652000.0,2953529000.0,1195375000.0,1383437000.0,575262000.0,1195375000.0,1198464000.0,1755065000.0,2953529000.0,1006401000.0,1179803000.0,-1357496000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2011.0,Q2,,2011-06-30,2011-08-09 07:36:47+00:00,166438000.0,545550000.0,834160000.0,-230179000.0,49403000.0,123431000.0,,138040000.0,54097000.0,,44872000.0,21825000.0,665582000.0,1398853000.0,45799000.0,767353000.0,568162000.0,564693000.0,4099000.0,115099000.0,,223602000.0,147990000.0,179172000.0,178198000.0,150877000.0,,,2636419000.0,216345000.0,3008601000.0,1184615000.0,1439230000.0,628652000.0,1184615000.0,1188714000.0,1819887000.0,3008601000.0,1004678000.0,1191235000.0,-1359665000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2011.0,Q1,,2011-03-31,2011-05-10 07:34:42+00:00,185205000.0,520078000.0,821766000.0,-245914000.0,50160000.0,111970000.0,,139918000.0,58573000.0,,40514000.0,21733000.0,665582000.0,1372848000.0,47317000.0,786980000.0,559550000.0,551082000.0,4284000.0,120793000.0,,222905000.0,137448000.0,201412000.0,174153000.0,149683000.0,,,2582057000.0,185108000.0,2946546000.0,1098562000.0,1387619000.0,633972000.0,1098562000.0,1102846000.0,1843700000.0,2946546000.0,1007845000.0,1209728000.0,-1377499000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2012.0,FY,,2012-12-31,2014-02-25 16:51:59+00:00,199272000.0,499443000.0,,-403625000.0,44674000.0,324422000.0,0.0,141974000.0,65763000.0,,,0.0,665582000.0,,36688000.0,881104000.0,540658000.0,654641000.0,3747000.0,157074000.0,,327373000.0,142401000.0,280535000.0,159520000.0,110608000.0,,,2841166000.0,150071000.0,3246192000.0,1248808000.0,1572687000.0,629878000.0,1248808000.0,1252555000.0,1993637000.0,3246192000.0,1018864000.0,1363759000.0,-1330707000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2012.0,Q3,,2012-09-30,2012-11-06 08:05:23+00:00,160956000.0,534758000.0,875381000.0,-361697000.0,45584000.0,97181000.0,0.0,141463000.0,55966000.0,,61107000.0,27608000.0,665582000.0,1495298000.0,38206000.0,676958000.0,547676000.0,619917000.0,3586000.0,157629000.0,,315391000.0,153383000.0,176517000.0,189607000.0,118252000.0,,,2800927000.0,226722000.0,3059905000.0,1247224000.0,1388964000.0,652910000.0,1247224000.0,1250810000.0,1809095000.0,3059905000.0,1051024000.0,1156185000.0,-1333469000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2012.0,Q2,,2012-06-30,2012-08-08 08:39:39+00:00,169673000.0,516598000.0,842466000.0,-388162000.0,46341000.0,104637000.0,0.0,134338000.0,54598000.0,,43021000.0,25131000.0,665582000.0,1446488000.0,39725000.0,777404000.0,539267000.0,604022000.0,3231000.0,161033000.0,,314453000.0,149153000.0,182120000.0,190692000.0,153175000.0,,,2812293000.0,87478000.0,3025307000.0,1223280000.0,1364253000.0,507423000.0,1223280000.0,1226511000.0,1798796000.0,3025307000.0,1057032000.0,1291373000.0,-1335189000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2012.0,Q1,,2012-03-31,2012-05-08 07:44:45+00:00,189223000.0,521606000.0,851827000.0,-342944000.0,47098000.0,76526000.0,0.0,144059000.0,54905000.0,,36874000.0,25120000.0,665582000.0,1463268000.0,41245000.0,777953000.0,555017000.0,611441000.0,3557000.0,165532000.0,,315104000.0,137311000.0,177041000.0,184233000.0,151335000.0,,,2748828000.0,92594000.0,3013398000.0,1197499000.0,1345365000.0,520852000.0,1197499000.0,1201056000.0,1812342000.0,3013398000.0,1056592000.0,1291490000.0,-1352444000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2013.0,FY,,2013-12-31,2015-03-02 17:29:35+00:00,226733000.0,524493000.0,,-392711000.0,41339000.0,405505000.0,0.0,145931000.0,40189000.0,,,31740000.0,665582000.0,,30615000.0,932665000.0,533806000.0,687215000.0,3979000.0,154437000.0,,238225000.0,148910000.0,301744000.0,140979000.0,92085000.0,,,3075657000.0,149000.0,3331731000.0,1463072000.0,1652903000.0,560366000.0,1463072000.0,1467051000.0,1864680000.0,3331731000.0,991613000.0,1304314000.0,-1365805000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2013.0,Q3,,2013-09-30,2013-11-05 08:02:34+00:00,176238000.0,553884000.0,922884000.0,-403558000.0,42135000.0,343149000.0,0.0,140665000.0,60736000.0,,84292000.0,31877000.0,665582000.0,1579546000.0,32134000.0,933464000.0,520707000.0,656662000.0,3573000.0,160932000.0,,297553000.0,155391000.0,217025000.0,175334000.0,102253000.0,,,3045829000.0,144000.0,3324511000.0,1435957000.0,1633867000.0,509576000.0,1435957000.0,1439530000.0,1884981000.0,3324511000.0,1033982000.0,1375405000.0,-1346979000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2013.0,Q2,,2013-06-30,2013-08-06 07:53:54+00:00,176731000.0,541607000.0,894729000.0,-412532000.0,42930000.0,365897000.0,0.0,142165000.0,57474000.0,,55963000.0,27744000.0,665582000.0,1545740000.0,33652000.0,932796000.0,512784000.0,651011000.0,4744000.0,154966000.0,,297306000.0,156131000.0,206211000.0,169817000.0,94635000.0,,,2978709000.0,100175000.0,3308921000.0,1369686000.0,1633893000.0,566824000.0,1369686000.0,1374430000.0,1934491000.0,3308921000.0,1024017000.0,1367667000.0,-1338656000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2013.0,Q1,,2013-03-31,2013-05-07 08:20:45+00:00,159367000.0,527564000.0,879364000.0,-398395000.0,43725000.0,300046000.0,0.0,139930000.0,52337000.0,,37506000.0,27736000.0,665582000.0,1524274000.0,35170000.0,915782000.0,515786000.0,644910000.0,4246000.0,155423000.0,,297093000.0,138965000.0,215445000.0,164766000.0,92837000.0,,,2904131000.0,100206000.0,3200549000.0,1306606000.0,1534698000.0,540260000.0,1306606000.0,1310852000.0,1889697000.0,3200549000.0,1020941000.0,1349437000.0,-1339060000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2014.0,FY,,2014-12-31,2016-03-01 16:27:53+00:00,216038000.0,493768000.0,,-540430000.0,46535000.0,478573000.0,0.0,154478000.0,27709000.0,,,37968000.0,675484000.0,,76557000.0,934232000.0,568729000.0,720268000.0,4128000.0,183047000.0,,354333000.0,141248000.0,256712000.0,129238000.0,118024000.0,,,3350734000.0,8090000.0,3494621000.0,1518561000.0,1710027000.0,518808000.0,1518561000.0,1522689000.0,1971932000.0,3494621000.0,1064326000.0,1453124000.0,-1446221000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2014.0,Q3,,2014-09-30,2014-11-04 07:35:35+00:00,207227000.0,562617000.0,1095073000.0,-399061000.0,47359000.0,404836000.0,0.0,150811000.0,23315000.0,,66371000.0,37931000.0,675484000.0,1796021000.0,78397000.0,933625000.0,556302000.0,700948000.0,4135000.0,160490000.0,,218312000.0,165539000.0,195797000.0,148581000.0,116705000.0,,,3298761000.0,9528000.0,3476509000.0,1639519000.0,1712609000.0,516854000.0,1639519000.0,1643654000.0,1832855000.0,3476509000.0,1062952000.0,1316001000.0,-1410992000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2014.0,Q2,,2014-06-30,2014-08-05 07:31:45+00:00,195251000.0,583220000.0,1115821000.0,-383714000.0,47957000.0,326853000.0,0.0,146242000.0,30475000.0,,52379000.0,31672000.0,675484000.0,1814663000.0,80176000.0,932621000.0,554871000.0,698842000.0,3646000.0,151830000.0,,238531000.0,148629000.0,186296000.0,150153000.0,110830000.0,,,3229301000.0,3052000.0,3400533000.0,1598298000.0,1644048000.0,468650000.0,1598298000.0,1601944000.0,1798589000.0,3400533000.0,1057643000.0,1329939000.0,-1393531000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2014.0,Q1,,2014-03-31,2014-05-06 07:30:56+00:00,208995000.0,574678000.0,1109102000.0,-397282000.0,40610000.0,268584000.0,0.0,146451000.0,30394000.0,,46356000.0,31676000.0,676051000.0,1805336000.0,83265000.0,931635000.0,552116000.0,696234000.0,4422000.0,154875000.0,,238307000.0,144079000.0,195223000.0,141077000.0,105322000.0,,,3150688000.0,2291000.0,3321353000.0,1516516000.0,1569851000.0,484541000.0,1516516000.0,1520938000.0,1800415000.0,3321353000.0,1055268000.0,1315874000.0,-1383341000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2015.0,FY,,2015-12-31,2017-02-28 17:23:52+00:00,285501000.0,537896000.0,,-613440000.0,43260000.0,181988000.0,0.0,155272000.0,,,,44824000.0,941389000.0,,306004000.0,935373000.0,572047000.0,732800000.0,4672000.0,166323000.0,,242383000.0,145178000.0,262482000.0,118391000.0,160849000.0,,,3604254000.0,132349000.0,3702010000.0,1590317000.0,1437109000.0,725156000.0,1590317000.0,1594989000.0,2107021000.0,3702010000.0,1532107000.0,1381865000.0,-1555769000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2015.0,Q3,,2015-09-30,2015-11-09 16:53:01+00:00,254344000.0,569608000.0,1070520000.0,-611636000.0,,272276000.0,0.0,151256000.0,12586000.0,,55228000.0,44995000.0,932307000.0,1779422000.0,323054000.0,1057992000.0,589463000.0,708902000.0,4277000.0,179447000.0,,354507000.0,194818000.0,199697000.0,129224000.0,215717000.0,,,3569911000.0,133056000.0,3911685000.0,1591872000.0,1638751000.0,687320000.0,1591872000.0,1596149000.0,2315536000.0,3911685000.0,1564032000.0,1628216000.0,-1517659000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2015.0,Q2,,2015-06-30,2015-08-10 17:05:33+00:00,241532000.0,566414000.0,1063660000.0,-556248000.0,,377254000.0,0.0,147521000.0,14923000.0,,47664000.0,38060000.0,752726000.0,1778469000.0,156248000.0,989196000.0,561715000.0,714809000.0,3674000.0,175447000.0,,353914000.0,201948000.0,187472000.0,132144000.0,160323000.0,,,3508347000.0,8793000.0,3653628000.0,1623000000.0,1722254000.0,523521000.0,1623000000.0,1626674000.0,2026954000.0,3653628000.0,1216565000.0,1503433000.0,-1476620000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2015.0,Q1,,2015-03-31,2015-05-12 07:30:50+00:00,215915000.0,525260000.0,1021261000.0,-573315000.0,,443689000.0,0.0,150089000.0,17127000.0,,41350000.0,37959000.0,675484000.0,1713269000.0,74717000.0,935170000.0,536465000.0,692008000.0,4780000.0,178948000.0,,353748000.0,232569000.0,183717000.0,130905000.0,158837000.0,,,3441033000.0,8379000.0,3507172000.0,1567317000.0,1755110000.0,487320000.0,1567317000.0,1572097000.0,1935075000.0,3507172000.0,1060054000.0,1447755000.0,-1450490000.0
International Flavors & Fragrances Inc,IFF,BZLRL03D3GPGMOGFO832,51253,2016.0,FY,,2016-12-31,2018-02-27 16:22:08+00:00,274815000.0,550658000.0,,-680095000.0,39816000.0,323992000.0,0.0,166951000.0,,,,50678000.0,1000123000.0,,365783000.0,1066855000.0,592017000.0,775716000.0,4890000.0,138636000.0,,243407000.0,142347000.0,314288000.0,127712000.0,137475000.0,,,3818535000.0,258516000.0,4016984000.0,1626244000.0,1609014000.0,898297000.0,1626244000.0,1631134000.0,2385850000.0,4016984000.0,1632254000.0,1487553000.0,-1679147000.0
