company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2012.0,Q1,,2011-09-30,2011-11-01 14:33:41+00:00,468433000.0,664774000.0,515294000.0,85930000.0,398418000.0,,917627000.0,14810000.0,184876000.0,,382587000.0,484322000.0,442569000.0,,194723000.0,,222740000.0,,,0.0,152399000.0,237430000.0,,,1461228000.0,612000.0,291560000.0,3036381000.0,1417215000.0,2061814000.0,999149000.0,1417215000.0,1417215000.0,1619166000.0,3036381000.0,531998000.0,620017000.0,0.0,-1047570000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2013.0,FY,,2013-06-30,2014-08-07 16:57:45+00:00,498055000.0,722711000.0,531115000.0,21800000.0,454258000.0,,972718000.0,13414000.0,234342000.0,,255043000.0,549831000.0,425182000.0,0.0,260749000.0,167687000.0,352244000.0,,,0.0,226360000.0,90570000.0,,,1827267000.0,34930000.0,10008000.0,3235685000.0,1644871000.0,2089052000.0,1077514000.0,1644871000.0,1644871000.0,1590814000.0,3235685000.0,721451000.0,513300000.0,0.0,-1176914000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2013.0,Q3,,2013-03-31,2013-05-02 14:46:12+00:00,494131000.0,719376000.0,521389000.0,21073000.0,422240000.0,,963371000.0,11715000.0,237236000.0,,262566000.0,598608000.0,418043000.0,,286430000.0,168947000.0,321364000.0,,,0.0,205744000.0,89056000.0,,,1832419000.0,31288000.0,10000000.0,3219041000.0,1639949000.0,2071588000.0,1058523000.0,1639949000.0,1639949000.0,1579092000.0,3219041000.0,729410000.0,520569000.0,0.0,-1176914000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2013.0,Q2,,2012-12-31,2013-01-31 16:48:55+00:00,477714000.0,623721000.0,446968000.0,28442000.0,526251000.0,,960033000.0,11968000.0,180757000.0,,270047000.0,547218000.0,421948000.0,,280648000.0,171078000.0,282669000.0,,,0.0,160437000.0,77146000.0,,,1807736000.0,30597000.0,81166000.0,3104815000.0,1619297000.0,2061025000.0,967247000.0,1619297000.0,1619297000.0,1485518000.0,3104815000.0,621842000.0,518271000.0,0.0,-1176914000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2013.0,Q1,,2012-09-30,2012-11-02 15:08:48+00:00,477849000.0,648341000.0,457775000.0,26260000.0,633935000.0,,953917000.0,17051000.0,180533000.0,,,512567000.0,425841000.0,,284356000.0,169524000.0,286869000.0,,,0.0,150453000.0,90990000.0,,,1770598000.0,399912000.0,64656000.0,3187551000.0,1574450000.0,2146368000.0,1352587000.0,1574450000.0,1574450000.0,1613101000.0,3187551000.0,615342000.0,260514000.0,0.0,-1176325000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2014.0,FY,,2014-06-30,2015-08-07 16:42:17+00:00,697553000.0,894579000.0,722194000.0,39799000.0,581312000.0,,1041238000.0,26544000.0,540952000.0,182030000.0,519407000.0,662128000.0,509856000.0,443000.0,170558000.0,186352000.0,320852000.0,,,0.0,263323000.0,141158000.0,,,1979234000.0,39361000.0,,4125590000.0,1792578000.0,2458871000.0,1485652000.0,1792578000.0,1793021000.0,2332569000.0,4125590000.0,1156863000.0,846917000.0,0.0,-1267693000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2014.0,Q3,,2014-03-31,2014-05-01 13:27:56+00:00,664735000.0,932881000.0,655431000.0,39382000.0,566873000.0,,1032416000.0,23008000.0,257592000.0,,228785000.0,654997000.0,445100000.0,,240857000.0,172358000.0,332039000.0,,,0.0,237963000.0,107585000.0,,,1956739000.0,49225000.0,0.0,3668302000.0,1767175000.0,2486790000.0,1392399000.0,1767175000.0,1767175000.0,1901127000.0,3668302000.0,736412000.0,508728000.0,0.0,-1261362000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2014.0,Q2,,2013-12-31,2014-01-30 11:58:22+00:00,616521000.0,757006000.0,582320000.0,35314000.0,518556000.0,,1002955000.0,21944000.0,251370000.0,,240038000.0,655907000.0,437653000.0,,240380000.0,171888000.0,376618000.0,,,0.0,248446000.0,120664000.0,,,1904022000.0,51632000.0,0.0,3485936000.0,1680929000.0,2308087000.0,1272417000.0,1680929000.0,1680929000.0,1805007000.0,3485936000.0,740196000.0,532590000.0,0.0,-1261362000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2014.0,Q1,,2013-09-30,2013-10-31 15:08:50+00:00,585368000.0,794868000.0,595155000.0,40494000.0,515438000.0,,985368000.0,14296000.0,236960000.0,,247540000.0,614334000.0,431752000.0,,239477000.0,171031000.0,363795000.0,,,0.0,231895000.0,97910000.0,,,1852987000.0,41655000.0,0.0,3428519000.0,1675564000.0,2288435000.0,1236474000.0,1675564000.0,1675564000.0,1752955000.0,3428519000.0,708332000.0,516481000.0,0.0,-1203285000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2015.0,FY,,2015-06-30,2016-08-11 16:30:01+00:00,918910000.0,1024139000.0,1070355000.0,11434000.0,649513000.0,0.0,1366264000.0,76131000.0,1287180000.0,669667000.0,1080667000.0,693574000.0,552421000.0,18213000.0,100032000.0,186662000.0,461366000.0,,,,428008000.0,134778000.0,,,2229517000.0,5571000.0,,5865900000.0,2374613000.0,2828592000.0,2070967000.0,2374613000.0,2392826000.0,3473074000.0,5865900000.0,2484887000.0,1402107000.0,0.0,-1232602000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2015.0,Q2,,2014-12-31,2015-01-29 14:07:13+00:00,789921000.0,908157000.0,708247000.0,33610000.0,510262000.0,,1051891000.0,22306000.0,530889000.0,,373777000.0,724201000.0,475238000.0,333000.0,107160000.0,176617000.0,381400000.0,,,0.0,540347000.0,114548000.0,,,2132793000.0,41304000.0,,4177654000.0,1950601000.0,2524020000.0,1561778000.0,1950601000.0,1950934000.0,2226720000.0,4177654000.0,1178396000.0,664942000.0,0.0,-1267693000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2015.0,Q1,,2014-09-30,2014-10-30 15:27:32+00:00,746452000.0,907037000.0,706920000.0,41260000.0,397762000.0,,1039198000.0,25003000.0,526040000.0,,410030000.0,745683000.0,491077000.0,408000.0,141695000.0,180088000.0,371861000.0,,,0.0,478159000.0,97783000.0,,,2039472000.0,40393000.0,,4059314000.0,1852237000.0,2422343000.0,1518768000.0,1852237000.0,1852645000.0,2206669000.0,4059314000.0,1145894000.0,687901000.0,0.0,-1267693000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2016.0,FY,,2016-06-30,2017-01-26 16:49:44+00:00,867279000.0,1122920000.0,849113000.0,-77241000.0,602300000.0,0.0,1411777000.0,28773000.0,1510279000.0,476284000.0,1310333000.0,706084000.0,593290000.0,,140181000.0,216016000.0,487151000.0,,,,409380000.0,237241000.0,,,2490570000.0,86641000.0,,6047869000.0,2452473000.0,2918455000.0,1831806000.0,2452473000.0,2452473000.0,3595396000.0,6047869000.0,2536124000.0,1763590000.0,0.0,-1372633000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2016.0,Q3,,2016-03-31,2016-04-28 13:08:27+00:00,781962000.0,1087327000.0,846850000.0,-59324000.0,360420000.0,0.0,1398503000.0,29022000.0,1426202000.0,496289000.0,1286809000.0,840216000.0,576788000.0,18000.0,116212000.0,189259000.0,502943000.0,,,,382000000.0,174865000.0,,,2442713000.0,5039000.0,,5788397000.0,2474573000.0,2790906000.0,1662873000.0,2474573000.0,2474591000.0,3313806000.0,5788397000.0,2420703000.0,1650933000.0,0.0,-1307319000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2016.0,Q2,,2015-12-31,2016-01-28 14:11:12+00:00,882386000.0,1034609000.0,1088993000.0,-33811000.0,437536000.0,,1382833000.0,23322000.0,1347801000.0,513829000.0,1044531000.0,875420000.0,555296000.0,18916000.0,105964000.0,184908000.0,530877000.0,,,0.0,421446000.0,128460000.0,,,2379131000.0,5720000.0,,5822778000.0,2445542000.0,2878442000.0,2000421000.0,2445542000.0,2464458000.0,3358320000.0,5822778000.0,2389040000.0,1357899000.0,0.0,-1282611000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2016.0,Q1,,2015-09-30,2015-10-29 12:51:51+00:00,870423000.0,1046315000.0,1124275000.0,-32259000.0,402161000.0,,1367371000.0,79210000.0,1348761000.0,542081000.0,1055767000.0,846302000.0,547136000.0,18628000.0,71479000.0,187140000.0,575376000.0,,,0.0,431470000.0,113807000.0,,,2291464000.0,4954000.0,,5811081000.0,2356877000.0,2870154000.0,2078862000.0,2356877000.0,2375505000.0,3435576000.0,5811081000.0,2393791000.0,1356714000.0,0.0,-1269699000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2017.0,Q2,,2016-12-31,2017-01-26 16:49:44+00:00,1001822000.0,1195761000.0,910415000.0,-100930000.0,683351000.0,0.0,1461703000.0,40762000.0,1500499000.0,435930000.0,1279601000.0,787559000.0,579039000.0,,131681000.0,210471000.0,584653000.0,,,,433150000.0,253718000.0,,,2643487000.0,58375000.0,,6331623000.0,2576459000.0,3251324000.0,2011374000.0,2576459000.0,2576459000.0,3755164000.0,6331623000.0,2501260000.0,1743790000.0,0.0,-1427801000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2017.0,Q1,,2016-09-30,2016-11-03 15:47:30+00:00,940389000.0,1162461000.0,893334000.0,-90168000.0,511705000.0,0.0,1437862000.0,37223000.0,1511380000.0,461843000.0,1274568000.0,831900000.0,595256000.0,,135643000.0,217657000.0,527048000.0,,,,426614000.0,230978000.0,,,2568863000.0,60941000.0,,6163850000.0,2508760000.0,3033114000.0,1931887000.0,2508760000.0,2508760000.0,3655090000.0,6163850000.0,2535480000.0,1723203000.0,0.0,-1407797000.0
