company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2008.0,FY,2007-07-01,2008-06-30,2010-08-06 16:37:39+00:00,-12724000.0,,,,,148542000.0,,7486000.0,36220000.0,,400000000.0,-64913000.0,-142272000.0,308183000.0,71000.0,-213000.0,8626000.0,-64842000.0,-142485000.0,316809000.0,116968000.0,101723000.0,95966000.0,5757000.0,27455000.0,5321000.0,7697000.0,-3056000.0,,-138721000.0,-63739000.0,-403439000.0,,,1476000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2009.0,Q4,2009-04-01,2009-06-30,,8228000.0,,21498000.0,1527000.0,,37489000.0,,15818000.0,111801000.0,189764000.0,-37065000.0,153007000.0,-5424000.0,76713000.0,-1000.0,-728000.0,12653000.0,153006000.0,-6152000.0,89366000.0,252038000.0,-64596000.0,-55437000.0,-9159000.0,-17140000.0,126000.0,-13759000.0,-11000.0,,-21571000.0,193000.0,,,,21678000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2009.0,FY,2008-07-01,2009-06-30,2011-08-11 16:16:13+00:00,0.0,,,,,145786000.0,,-20175000.0,10726000.0,189865000.0,197936000.0,375987000.0,-66284000.0,61798000.0,-1000.0,-728000.0,12653000.0,375986000.0,-67012000.0,74451000.0,363250000.0,-431504000.0,-422345000.0,-9159000.0,327631000.0,126000.0,-10044000.0,-2207000.0,0.0,-79122000.0,-9733000.0,,,0.0,22882000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-04-29 08:36:07+00:00,-8228000.0,,-21498000.0,-1527000.0,,108297000.0,,-35993000.0,-101075000.0,101000.0,235001000.0,222980000.0,-60860000.0,-14915000.0,,,,222980000.0,-60860000.0,-14915000.0,111212000.0,-366908000.0,-366908000.0,,344771000.0,,3715000.0,-2196000.0,,-57551000.0,-9926000.0,,,,1204000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q4,2010-04-01,2010-06-30,,-63843000.0,12250000.0,-678000.0,-12547000.0,,28138000.0,,-19725000.0,44702000.0,38000.0,1066000.0,1104000.0,229016000.0,95758000.0,,-285000.0,39111000.0,1104000.0,228731000.0,134869000.0,344979000.0,133883000.0,132634000.0,1249000.0,-121966000.0,,1832000.0,,238090000.0,-32900000.0,,,,-114321000.0,200158000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,FY,2009-07-01,2010-06-30,2012-08-10 12:38:51+00:00,-63843000.0,12250000.0,,,,127654000.0,,-25669000.0,-30983000.0,1557000.0,5073000.0,-222260000.0,66868000.0,191426000.0,,-167000.0,49013000.0,-222260000.0,66701000.0,240439000.0,59211000.0,158769000.0,149375000.0,9394000.0,-66870000.0,,-11347000.0,0.0,0.0,-60033000.0,-228890000.0,0.0,,0.0,202091000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q3TTM,2009-04-01,2010-03-31,,8228000.0,,22176000.0,14074000.0,,137005000.0,,9874000.0,36116000.0,191283000.0,-33058000.0,-70357000.0,-167572000.0,172381000.0,-1000.0,-610000.0,22555000.0,-70358000.0,-168182000.0,194936000.0,-33730000.0,-39710000.0,-38696000.0,-1014000.0,37956000.0,126000.0,-26938000.0,-11000.0,-238090000.0,-48704000.0,-228697000.0,,,114321000.0,23611000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q3,2010-01-01,2010-03-31,,,,-650000.0,1155000.0,,32115000.0,,-10318000.0,-19154000.0,1047000.0,-71000.0,-221214000.0,13247000.0,38217000.0,,188000.0,5563000.0,-221214000.0,13435000.0,43780000.0,-174317000.0,18260000.0,14921000.0,3339000.0,10335000.0,,-2597000.0,,31153000.0,-15768000.0,-222190000.0,,,5000.0,454000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q3YTD,2009-07-01,2010-03-31,2011-04-29 15:03:40+00:00,0.0,,678000.0,12547000.0,,99516000.0,,-5944000.0,-75685000.0,1519000.0,4007000.0,-223364000.0,-162148000.0,95668000.0,,118000.0,9902000.0,-223364000.0,-162030000.0,105570000.0,-285768000.0,24886000.0,16741000.0,8145000.0,55096000.0,,-13179000.0,0.0,-238090000.0,-27133000.0,-228890000.0,,,114321000.0,1933000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q2,2009-10-01,2009-12-31,,,,961000.0,6257000.0,,30820000.0,,-6863000.0,26974000.0,65000.0,2298000.0,2363000.0,-174118000.0,106423000.0,,-42000.0,6982000.0,2363000.0,-174160000.0,113405000.0,-65255000.0,16099000.0,13396000.0,2703000.0,35233000.0,,-12811000.0,,-269243000.0,-7617000.0,,,,114316000.0,1237000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q2YTD,2009-07-01,2009-12-31,2011-02-08 16:45:33+00:00,0.0,,1328000.0,11392000.0,,67401000.0,,4374000.0,-56531000.0,472000.0,4078000.0,-2150000.0,-175395000.0,57451000.0,,-70000.0,4339000.0,-2150000.0,-175465000.0,61790000.0,-111451000.0,6626000.0,1820000.0,4806000.0,44761000.0,,-10582000.0,,-269243000.0,-11365000.0,-6700000.0,,,114316000.0,1479000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2010.0,Q1,2009-07-01,2009-09-30,2010-11-03 10:53:17+00:00,,,367000.0,5135000.0,,36581000.0,,11237000.0,-83505000.0,407000.0,1780000.0,-4513000.0,-1277000.0,-48972000.0,,-28000.0,-2643000.0,-4513000.0,-1305000.0,-51615000.0,-46196000.0,-9473000.0,-11576000.0,2103000.0,9528000.0,,2229000.0,,,-3748000.0,-6700000.0,,,,242000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,FY,2010-07-01,2011-06-30,2013-08-09 16:27:43+00:00,-14800000.0,19258000.0,,,,123264000.0,,69450000.0,34067000.0,9544000.0,5066000.0,-8378000.0,-434500000.0,331750000.0,,,,-8378000.0,-434500000.0,331750000.0,-41678000.0,135916000.0,135916000.0,,19245000.0,,2974000.0,-3525000.0,-599495000.0,-108357000.0,-19463000.0,0.0,,282173000.0,3005000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,Q4,2011-04-01,2011-06-30,,-11225000.0,19258000.0,-4108000.0,-2759000.0,,34333000.0,,10311000.0,117734000.0,1298000.0,407000.0,-447000.0,-29417000.0,196749000.0,,,,-447000.0,-29417000.0,196749000.0,177196000.0,18876000.0,18876000.0,,6548000.0,,2397000.0,-1779000.0,-115493000.0,-44175000.0,-373000.0,,,138949000.0,130000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,Q3YTD,2010-07-01,2011-03-31,2012-04-30 16:38:03+00:00,-3575000.0,,4108000.0,2759000.0,,88931000.0,,59139000.0,-83667000.0,8246000.0,4659000.0,-7931000.0,-405083000.0,135001000.0,,,,-7931000.0,-405083000.0,135001000.0,-218874000.0,117040000.0,117040000.0,,12697000.0,,577000.0,-1746000.0,-484002000.0,-64182000.0,-19090000.0,,,143224000.0,2875000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,Q3TTM,2010-04-01,2011-03-31,,-67418000.0,12250000.0,3430000.0,-9788000.0,,117069000.0,,39414000.0,-38965000.0,8284000.0,5725000.0,-6827000.0,-176067000.0,230759000.0,,-285000.0,39111000.0,-6827000.0,-176352000.0,269870000.0,126105000.0,250923000.0,249674000.0,1249000.0,-109269000.0,,2409000.0,-1746000.0,-245912000.0,-97082000.0,-19090000.0,,,28903000.0,203033000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,Q3,2011-01-01,2011-03-31,,-1805000.0,,1141000.0,-435000.0,,30345000.0,,17887000.0,-15540000.0,5914000.0,1412000.0,6445000.0,-126288000.0,44372000.0,,,,6445000.0,-126288000.0,44372000.0,-57584000.0,36600000.0,36600000.0,,-7033000.0,,-1288000.0,-1746000.0,-156018000.0,-29604000.0,865000.0,,,62392000.0,35000.0
Harman International Industries Inc,HAR,1VWDHRIRERCQ5D5M5681,800459,2011.0,Q2YTD,2010-07-01,2010-12-31,2012-02-07 10:57:52+00:00,-1770000.0,,2967000.0,3194000.0,,58586000.0,,41252000.0,-68127000.0,2332000.0,3247000.0,-14376000.0,-278795000.0,90629000.0,,,,-14376000.0,-278795000.0,90629000.0,-161290000.0,80440000.0,80440000.0,,19730000.0,,1865000.0,0.0,-327984000.0,-34578000.0,-19955000.0,,,80832000.0,2840000.0
