company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,FY,,2010-06-30,2011-08-22 12:55:47+00:00,425200000.0,746200000.0,1118000000.0,-196700000.0,1120700000.0,0.0,1431400000.0,5600000.0,752500000.0,109500000.0,1205000000.0,,826600000.0,1023600000.0,17000000.0,163300000.0,,329000000.0,429700000.0,427500000.0,3564000000.0,23400000.0,,5335600000.0,1948400000.0,3121000000.0,1572200000.0,1948400000.0,1965400000.0,3370200000.0,5335600000.0,1191000000.0,1798000000.0,-2850300000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,FY,,2011-06-30,2012-08-17 16:24:54+00:00,446700000.0,945600000.0,1296300000.0,17700000.0,1253000000.0,0.0,1741100000.0,62300000.0,877300000.0,227500000.0,1080100000.0,,995600000.0,1143100000.0,17600000.0,130000000.0,,339500000.0,473500000.0,492300000.0,4113700000.0,138000000.0,,6273900000.0,2629400000.0,3686500000.0,1943300000.0,2629400000.0,2647000000.0,3626900000.0,6273900000.0,1444300000.0,1683600000.0,-3243100000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q3,,2011-03-31,2011-05-06 12:07:28+00:00,373500000.0,1249600000.0,1339500000.0,-49700000.0,1099000000.0,,1675900000.0,116800000.0,874400000.0,232200000.0,1082800000.0,,889300000.0,1087200000.0,20500000.0,160600000.0,,292200000.0,449800000.0,472600000.0,4075400000.0,144700000.0,,6196500000.0,2508300000.0,3710500000.0,1974500000.0,2508300000.0,2528800000.0,3667700000.0,6196500000.0,1398800000.0,1693200000.0,-3193300000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q2,,2010-12-31,2011-02-04 17:13:22+00:00,349300000.0,1172500000.0,1258000000.0,-111900000.0,1043100000.0,,1568600000.0,118100000.0,900000000.0,241600000.0,1205100000.0,13900000.0,866900000.0,1066900000.0,18700000.0,166500000.0,,245300000.0,453100000.0,431600000.0,3950700000.0,26000000.0,,5981800000.0,2387000000.0,3514100000.0,1751400000.0,2387000000.0,2405700000.0,3576100000.0,5981800000.0,1400800000.0,1824700000.0,-3020400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q1,,2010-09-30,2010-11-01 16:53:18+00:00,379200000.0,1155400000.0,1200700000.0,-121100000.0,693500000.0,,1480500000.0,76400000.0,896700000.0,245000000.0,1204500000.0,13700000.0,905200000.0,1043800000.0,17000000.0,163500000.0,,239900000.0,444600000.0,444300000.0,3755100000.0,30600000.0,,5637500000.0,2121000000.0,3198400000.0,1686900000.0,2121000000.0,2138000000.0,3499500000.0,5637500000.0,1395300000.0,1812600000.0,-2993500000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2012.0,FY,,2012-06-30,2013-08-23 14:23:47+00:00,493800000.0,1060300000.0,1315800000.0,-212900000.0,1347700000.0,0.0,2011600000.0,97200000.0,882600000.0,190100000.0,1069100000.0,,983600000.0,1231800000.0,14300000.0,106300000.0,,433400000.0,544300000.0,463500000.0,4764900000.0,219000000.0,,6593000000.0,2733200000.0,3855100000.0,2125800000.0,2733200000.0,2747500000.0,3845500000.0,6593000000.0,1506100000.0,1719700000.0,-3830400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2012.0,Q2,,2011-12-31,2012-02-06 09:09:30+00:00,384800000.0,1383700000.0,1286400000.0,-84200000.0,999100000.0,0.0,1887800000.0,207100000.0,879000000.0,211800000.0,1068700000.0,,898900000.0,1151400000.0,17800000.0,139400000.0,,346700000.0,468300000.0,471600000.0,4584900000.0,143800000.0,,6342200000.0,2625900000.0,3753300000.0,2022100000.0,2625900000.0,2643700000.0,3698500000.0,6342200000.0,1437500000.0,1676400000.0,-3762600000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2012.0,Q1,,2011-09-30,2011-11-04 10:55:16+00:00,424200000.0,1378500000.0,1239700000.0,-66200000.0,719500000.0,0.0,1791900000.0,163900000.0,876700000.0,222100000.0,1072800000.0,,982200000.0,1125100000.0,16700000.0,131600000.0,,349400000.0,469400000.0,481900000.0,4395100000.0,141800000.0,,6135400000.0,2475300000.0,3562100000.0,1969600000.0,2475300000.0,2492000000.0,3643400000.0,6135400000.0,1448200000.0,1673800000.0,-3645500000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2013.0,FY,,2013-06-30,2014-08-20 16:11:42+00:00,481700000.0,1171700000.0,1434600000.0,-157500000.0,1495700000.0,0.0,2295500000.0,,881500000.0,169600000.0,1326000000.0,,1113900000.0,1350700000.0,15000000.0,,,446200000.0,582700000.0,515900000.0,5364100000.0,18300000.0,,7145200000.0,3286900000.0,4297200000.0,1934600000.0,3286900000.0,3301900000.0,3843300000.0,7145200000.0,1497300000.0,1908700000.0,-4215200000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2013.0,Q3,,2013-03-31,2013-05-03 12:45:21+00:00,388200000.0,1361900000.0,1338900000.0,-198300000.0,1438600000.0,0.0,2242800000.0,168800000.0,890300000.0,181200000.0,1329200000.0,,989300000.0,1296000000.0,13000000.0,88200000.0,,441400000.0,555000000.0,496400000.0,5340300000.0,20000000.0,,7095100000.0,3193800000.0,4286200000.0,1915900000.0,3193800000.0,3206800000.0,3888300000.0,7095100000.0,1512900000.0,1972400000.0,-4191000000.0
