company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2009.0,FY,2008-07-01,2009-06-30,2011-08-22 12:55:47+00:00,1.11,1.11,0.55,1.1,63100000.0,115900000.0,226800000.0,226800000.0,218400000.0,8400000.0,1881600000.0,7323800000.0,,76800000.0,4883900000.0,1881600000.0,5442200000.0,,-75700000.0,5023800000.0,418400000.0,-75700000.0,342700000.0,7323800000.0,196800000.0,196300000.0,197700000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q4,2010-04-01,2010-06-30,,0.06,0.06,0.02,0.06,2800000.0,-25300000.0,25000000.0,25000000.0,23900000.0,1100000.0,414300000.0,1840100000.0,,21100000.0,1358300000.0,414300000.0,1425800000.0,-30400000.0,-74300000.0,1382200000.0,43600000.0,-43900000.0,-300000.0,1840100000.0,395300000.0,395400000.0,401500000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,FY,2009-07-01,2010-06-30,2012-08-17 16:24:54+00:00,1.21,1.21,0.275,1.19,48400000.0,205900000.0,482400000.0,482400000.0,478300000.0,4100000.0,1829400000.0,7795800000.0,,61100000.0,5067000000.0,1829400000.0,5966400000.0,27300000.0,-74300000.0,5176500000.0,789900000.0,-101600000.0,688300000.0,7795800000.0,395300000.0,395400000.0,401500000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q3YTD,2009-07-01,2010-03-31,,2.29,2.29,0.58,2.29,45600000.0,231200000.0,457400000.0,457400000.0,454400000.0,3000000.0,1415100000.0,5955700000.0,,40000000.0,3708700000.0,1415100000.0,4540600000.0,57700000.0,,3794300000.0,746300000.0,-57700000.0,688600000.0,5955700000.0,198300000.0,198000000.0,201800000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q3,2010-01-01,2010-03-31,2011-05-06 12:07:28+00:00,0.29,0.29,,0.28,,50200000.0,57900000.0,57900000.0,57500000.0,400000.0,444600000.0,1860000000.0,,12500000.0,1276600000.0,444600000.0,1415400000.0,18200000.0,,1289100000.0,126300000.0,-18200000.0,108100000.0,1860000000.0,198300000.0,198000000.0,201800000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q2YTD,2009-07-01,2009-12-31,,2.01,2.01,0.55,2.01,45600000.0,181000000.0,399500000.0,399500000.0,396900000.0,2600000.0,970500000.0,4095700000.0,,27500000.0,2432100000.0,970500000.0,3125200000.0,39500000.0,,2505200000.0,620000000.0,-39500000.0,580500000.0,4095700000.0,197100000.0,197300000.0,200400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q2,2009-10-01,2009-12-31,2011-02-04 17:13:22+00:00,1.3,1.3,0.55,1.28,45600000.0,118000000.0,261700000.0,261700000.0,256200000.0,5500000.0,525400000.0,2262300000.0,,9300000.0,1282400000.0,525400000.0,1736900000.0,19900000.0,,1337300000.0,399600000.0,-19900000.0,379700000.0,2262300000.0,197100000.0,197300000.0,200400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q1,2009-07-01,2009-09-30,2010-11-01 16:53:18+00:00,0.72,0.72,,0.71,,63000000.0,137800000.0,137800000.0,140700000.0,-2900000.0,445100000.0,1833400000.0,,18200000.0,1149700000.0,445100000.0,1388300000.0,19600000.0,,1167900000.0,220400000.0,-19600000.0,200800000.0,1833400000.0,195400000.0,196700000.0,198200000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q4,2011-04-01,2011-06-30,,0.1,0.1,0.01,0.1,1700000.0,5500000.0,43200000.0,43200000.0,41100000.0,2100000.0,425100000.0,2060600000.0,,9400000.0,1559800000.0,425100000.0,1635500000.0,,-15900000.0,1570900000.0,64600000.0,-15900000.0,48700000.0,2060600000.0,393700000.0,394000000.0,402400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,FY,2010-07-01,2011-06-30,2013-08-23 14:23:47+00:00,1.78,1.78,0.375,1.74,38000000.0,321700000.0,703800000.0,703800000.0,700800000.0,3000000.0,1936900000.0,8810000000.0,,49000000.0,5696700000.0,1936900000.0,6873100000.0,,-63900000.0,5783700000.0,1089400000.0,-63900000.0,1025500000.0,8810000000.0,393700000.0,394000000.0,402400000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q3YTD,2010-07-01,2011-03-31,,1.67,1.67,0.37,1.67,36300000.0,316200000.0,660600000.0,660600000.0,659700000.0,900000.0,1511800000.0,6749400000.0,,39600000.0,4136900000.0,1511800000.0,5237600000.0,,-48000000.0,4212800000.0,1024800000.0,-48000000.0,976800000.0,6749400000.0,389700000.0,395300000.0,404100000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q3TTM,2010-04-01,2011-03-31,,1.73,1.73,0.39,1.73,39100000.0,290900000.0,685600000.0,685600000.0,683600000.0,2000000.0,1926100000.0,8589500000.0,,60700000.0,5495200000.0,1926100000.0,6663400000.0,-30400000.0,-122300000.0,5595000000.0,1068400000.0,-91900000.0,976500000.0,8589500000.0,389700000.0,395300000.0,404100000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q3,2011-01-01,2011-03-31,2012-05-07 09:15:49+00:00,0.32,0.32,,0.31,36300000.0,68200000.0,125100000.0,125100000.0,124700000.0,400000.0,482600000.0,2165700000.0,,21800000.0,1415900000.0,482600000.0,1683100000.0,,-15800000.0,1474000000.0,209100000.0,-15800000.0,193300000.0,2165700000.0,389700000.0,395300000.0,404100000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q2YTD,2010-07-01,2010-12-31,,1.36,1.36,0.38,1.36,,248000000.0,535500000.0,535500000.0,535000000.0,500000.0,1029200000.0,4583700000.0,,17800000.0,2721000000.0,1029200000.0,3554500000.0,,-32200000.0,2738800000.0,815700000.0,-32200000.0,783500000.0,4583700000.0,395300000.0,393400000.0,401800000.0
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q2TTM,2010-01-01,2010-12-31,,1.57,1.57,0.41,1.57,2800000.0,272900000.0,618400000.0,618400000.0,616400000.0,2000000.0,1888100000.0,8283800000.0,,51400000.0,5355900000.0,1888100000.0,6395700000.0,-12200000.0,-106500000.0,5410100000.0,985600000.0,-94300000.0,891300000.0,8283800000.0,395300000.0,393400000.0,401800000.0
