company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2009.0,FY,2008-07-01,2009-06-30,2011-08-22 12:55:47+00:00,-68500000.0,,254000000.0,-19500000.0,96500000.0,297700000.0,125800000.0,-339500000.0,696000000.0,125800000.0,-339500000.0,696000000.0,462800000.0,226800000.0,226800000.0,118700000.0,111000000.0,,-116700000.0,-400000.0,-279800000.0,-103600000.0,-62600000.0,9200000.0,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q4,2010-04-01,2010-06-30,,-1400000.0,2400000.0,66900000.0,-18200000.0,79500000.0,,-290200000.0,-110600000.0,158500000.0,-290200000.0,-110600000.0,158500000.0,-260500000.0,25000000.0,25000000.0,-15300000.0,35100000.0,,-6000000.0,,-109200000.0,-200300000.0,-119000000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,FY,2009-07-01,2010-06-30,2012-08-17 16:24:54+00:00,-10700000.0,2400000.0,263700000.0,-13000000.0,132700000.0,,-406100000.0,-281400000.0,956700000.0,-406100000.0,-281400000.0,956700000.0,256200000.0,482400000.0,482400000.0,75500000.0,215800000.0,,-120500000.0,-100000.0,-270600000.0,-234700000.0,-266700000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q3,2010-01-01,2010-03-31,,,,69100000.0,-800000.0,60200000.0,,34300000.0,-57200000.0,181300000.0,34300000.0,-57200000.0,181300000.0,157600000.0,57900000.0,57900000.0,-5900000.0,123400000.0,,-5400000.0,,-57200000.0,-14100000.0,-69600000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q3YTD,2009-07-01,2010-03-31,2011-05-06 12:07:28+00:00,-9300000.0,,196800000.0,5200000.0,53200000.0,,-115900000.0,-170800000.0,798200000.0,-115900000.0,-170800000.0,798200000.0,516700000.0,457400000.0,457400000.0,90800000.0,180700000.0,,-114500000.0,-100000.0,-161400000.0,-34400000.0,-147700000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q2,2009-10-01,2009-12-31,,,,62400000.0,-1000000.0,225200000.0,,-129900000.0,-58900000.0,614200000.0,-129900000.0,-58900000.0,614200000.0,424400000.0,261700000.0,261700000.0,64900000.0,56900000.0,,-109000000.0,-100000.0,-58800000.0,-100000.0,-77700000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q2YTD,2009-07-01,2009-12-31,2011-02-04 17:13:22+00:00,-9300000.0,,127700000.0,6000000.0,-7000000.0,,-150200000.0,-113600000.0,616900000.0,-150200000.0,-113600000.0,616900000.0,359100000.0,399500000.0,399500000.0,96700000.0,57300000.0,,-109100000.0,-100000.0,-104200000.0,-20300000.0,-78100000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2010.0,Q1,2009-07-01,2009-09-30,2010-11-01 16:53:18+00:00,-9300000.0,,65300000.0,7000000.0,-232200000.0,,-20300000.0,-54700000.0,2700000.0,-20300000.0,-54700000.0,2700000.0,-65300000.0,137800000.0,137800000.0,31800000.0,400000.0,,-100000.0,,-45400000.0,-20200000.0,-400000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,Q4,2011-04-01,2011-06-30,,,,81800000.0,6000000.0,169800000.0,-6300000.0,-24300000.0,-127100000.0,299400000.0,-24300000.0,-127100000.0,299400000.0,154000000.0,43200000.0,43200000.0,4600000.0,39000000.0,,-5600000.0,,-127100000.0,-1400000.0,-50000000.0,,
Estee Lauder Companies Inc,EL,549300VFZ8XJ9NUPU221,1001250,2011.0,FY,2010-07-01,2011-06-30,2013-08-23 14:23:47+00:00,-256100000.0,,294400000.0,25300000.0,-58100000.0,400000.0,-313100000.0,-606900000.0,1027000000.0,-313100000.0,-606900000.0,1027000000.0,132300000.0,703800000.0,703800000.0,86900000.0,253200000.0,,-153600000.0,,-351000000.0,-16500000.0,-396600000.0,200000.0,
