company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-12-03 16:07:26+00:00,,-26000000.0,288000000.0,18000000.0,4000000.0,-247000000.0,473000000.0,-186000000.0,-153000000.0,130000000.0,-186000000.0,-153000000.0,130000000.0,-205000000.0,92000000.0,92000000.0,23000000.0,3000000.0,-11000000.0,,-145000000.0,,-160000000.0,-517000000.0,0.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q2TTM,2008-08-03,2009-08-01,,,-36000000.0,384000000.0,15000000.0,7000000.0,259000000.0,473000000.0,-85000000.0,-301000000.0,951000000.0,-85000000.0,-301000000.0,951000000.0,572000000.0,97000000.0,97000000.0,247000000.0,14000000.0,-12000000.0,,-194000000.0,,-304000000.0,-160000000.0,-218000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q2,2009-05-03,2009-08-01,,,-9000000.0,97000000.0,,3000000.0,198000000.0,473000000.0,295000000.0,-46000000.0,362000000.0,295000000.0,-46000000.0,362000000.0,614000000.0,74000000.0,74000000.0,2000000.0,,,,-48000000.0,,-46000000.0,-130000000.0,,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q2YTD,2009-02-01,2009-08-01,2010-09-07 16:03:52+00:00,,-18000000.0,191000000.0,0.0,2000000.0,-19000000.0,473000000.0,228000000.0,-97000000.0,244000000.0,228000000.0,-97000000.0,244000000.0,377000000.0,77000000.0,77000000.0,13000000.0,0.0,0.0,,-96000000.0,,-97000000.0,-149000000.0,0.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q1,2009-02-01,2009-05-02,2010-06-03 16:05:46+00:00,,-9000000.0,94000000.0,,-1000000.0,-217000000.0,,-67000000.0,-51000000.0,-118000000.0,-67000000.0,-51000000.0,-118000000.0,-237000000.0,3000000.0,3000000.0,11000000.0,0.0,0.0,,-48000000.0,,-51000000.0,-19000000.0,0.0,0.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q4,2010-10-31,2011-01-29,,,-10000000.0,103000000.0,,2000000.0,677000000.0,,-1042000000.0,-21000000.0,1203000000.0,-1042000000.0,-21000000.0,1203000000.0,142000000.0,453000000.0,453000000.0,-20000000.0,35000000.0,,,-1017000000.0,,-77000000.0,,-60000000.0,56000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,FY,2010-01-31,2011-01-29,2013-03-22 08:31:24+00:00,,-35000000.0,394000000.0,32000000.0,5000000.0,210000000.0,390000000.0,-1857000000.0,-106000000.0,1284000000.0,-1857000000.0,-106000000.0,1284000000.0,-674000000.0,805000000.0,805000000.0,-90000000.0,107000000.0,80000000.0,,-1488000000.0,,-274000000.0,-659000000.0,-207000000.0,56000000.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3TTM,2009-11-01,2010-10-30,,,-35000000.0,396000000.0,23000000.0,5000000.0,117000000.0,390000000.0,-1016000000.0,-94000000.0,1125000000.0,-1016000000.0,-94000000.0,1125000000.0,20000000.0,708000000.0,708000000.0,-61000000.0,77000000.0,90000000.0,,-519000000.0,-32000000.0,-239000000.0,-817000000.0,-147000000.0,64000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3,2010-08-01,2010-10-30,,,-8000000.0,97000000.0,,1000000.0,-266000000.0,,-128000000.0,-82000000.0,-103000000.0,-128000000.0,-82000000.0,-103000000.0,-312000000.0,61000000.0,61000000.0,13000000.0,24000000.0,5000000.0,,-49000000.0,,-87000000.0,-24000000.0,-79000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3YTD,2010-01-31,2010-10-30,2011-12-02 16:31:10+00:00,,-25000000.0,291000000.0,32000000.0,3000000.0,-467000000.0,390000000.0,-815000000.0,-85000000.0,81000000.0,-815000000.0,-85000000.0,81000000.0,-816000000.0,352000000.0,352000000.0,-70000000.0,72000000.0,80000000.0,,-471000000.0,,-197000000.0,-659000000.0,-147000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2TTM,2009-08-02,2010-07-31,,,-35000000.0,396000000.0,41000000.0,6000000.0,155000000.0,390000000.0,-1302000000.0,-68000000.0,1114000000.0,-1302000000.0,-68000000.0,1114000000.0,-250000000.0,662000000.0,662000000.0,-64000000.0,56000000.0,74000000.0,,-519000000.0,-32000000.0,-215000000.0,-1161000000.0,-68000000.0,64000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2,2010-05-02,2010-07-31,,,-9000000.0,97000000.0,32000000.0,-1000000.0,20000000.0,390000000.0,-117000000.0,-14000000.0,244000000.0,-117000000.0,-14000000.0,244000000.0,112000000.0,178000000.0,178000000.0,-42000000.0,30000000.0,20000000.0,,-49000000.0,,-66000000.0,-422000000.0,-66000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2YTD,2010-01-31,2010-07-31,2011-08-31 16:00:44+00:00,,-17000000.0,194000000.0,32000000.0,2000000.0,-201000000.0,390000000.0,-687000000.0,-3000000.0,184000000.0,-687000000.0,-3000000.0,184000000.0,-504000000.0,291000000.0,291000000.0,-83000000.0,48000000.0,75000000.0,,-422000000.0,,-110000000.0,-635000000.0,-68000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q1TTM,2009-05-03,2010-05-01,,,-35000000.0,396000000.0,9000000.0,10000000.0,333000000.0,473000000.0,-890000000.0,-100000000.0,1232000000.0,-890000000.0,-100000000.0,1232000000.0,252000000.0,558000000.0,558000000.0,-20000000.0,26000000.0,54000000.0,,-518000000.0,-32000000.0,-195000000.0,-869000000.0,-2000000.0,64000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q1,2010-01-31,2010-05-01,2011-06-03 16:09:02+00:00,,-8000000.0,97000000.0,,3000000.0,-221000000.0,0.0,-570000000.0,11000000.0,-60000000.0,-570000000.0,11000000.0,-60000000.0,-616000000.0,113000000.0,113000000.0,-41000000.0,18000000.0,55000000.0,,-373000000.0,,-44000000.0,-213000000.0,-2000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q4,2011-10-30,2012-01-28,,,-9000000.0,101000000.0,,,595000000.0,,-748000000.0,13000000.0,1172000000.0,-748000000.0,13000000.0,1172000000.0,437000000.0,359000000.0,359000000.0,126000000.0,22000000.0,-122000000.0,,-653000000.0,,-88000000.0,,-117000000.0,,223000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,FY,2011-01-30,2012-01-28,2014-03-21 16:56:40+00:00,,-35000000.0,391000000.0,,2000000.0,6000000.0,981000000.0,-1237000000.0,-226000000.0,1266000000.0,-1237000000.0,-226000000.0,1266000000.0,-195000000.0,850000000.0,850000000.0,54000000.0,123000000.0,-23000000.0,,-1144000000.0,,-426000000.0,-7000000.0,-1190000000.0,0.0,223000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3YTD,2011-01-30,2011-10-29,2012-11-30 16:05:35+00:00,,-26000000.0,290000000.0,,2000000.0,-589000000.0,981000000.0,-489000000.0,-239000000.0,94000000.0,-489000000.0,-239000000.0,94000000.0,-632000000.0,491000000.0,491000000.0,-72000000.0,101000000.0,99000000.0,,-491000000.0,,-338000000.0,-7000000.0,-1073000000.0,,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3TTM,2010-10-31,2011-10-29,,,-36000000.0,393000000.0,,4000000.0,88000000.0,981000000.0,-1531000000.0,-260000000.0,1297000000.0,-1531000000.0,-260000000.0,1297000000.0,-490000000.0,944000000.0,944000000.0,-92000000.0,136000000.0,99000000.0,,-1508000000.0,,-415000000.0,-7000000.0,-1133000000.0,56000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3,2011-07-31,2011-10-29,,,-10000000.0,94000000.0,,-1000000.0,-316000000.0,,-231000000.0,-176000000.0,-129000000.0,-231000000.0,-176000000.0,-129000000.0,-537000000.0,95000000.0,95000000.0,8000000.0,12000000.0,,,-60000000.0,,-176000000.0,,-183000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2YTD,2011-01-30,2011-07-30,2012-08-30 17:41:15+00:00,,-16000000.0,196000000.0,,3000000.0,-273000000.0,981000000.0,-258000000.0,-63000000.0,223000000.0,-258000000.0,-63000000.0,223000000.0,-95000000.0,396000000.0,396000000.0,-80000000.0,89000000.0,99000000.0,,-431000000.0,,-162000000.0,-7000000.0,-890000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2TTM,2010-08-01,2011-07-30,,,-34000000.0,396000000.0,,6000000.0,138000000.0,981000000.0,-1428000000.0,-166000000.0,1323000000.0,-1428000000.0,-166000000.0,1323000000.0,-265000000.0,910000000.0,910000000.0,-87000000.0,148000000.0,104000000.0,,-1497000000.0,,-326000000.0,-31000000.0,-1029000000.0,56000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2,2011-05-01,2011-07-30,,,-8000000.0,98000000.0,-99000000.0,,-93000000.0,,-678000000.0,-85000000.0,241000000.0,-678000000.0,-85000000.0,241000000.0,-522000000.0,231000000.0,231000000.0,13000000.0,30000000.0,99000000.0,,-367000000.0,,-85000000.0,-7000000.0,-334000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q1TTM,2010-05-02,2011-04-30,,,-35000000.0,395000000.0,131000000.0,5000000.0,251000000.0,1371000000.0,-867000000.0,-95000000.0,1326000000.0,-867000000.0,-95000000.0,1326000000.0,369000000.0,857000000.0,857000000.0,-142000000.0,148000000.0,25000000.0,,-1179000000.0,,-307000000.0,-446000000.0,-761000000.0,56000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q1,2011-01-30,2011-04-30,2012-06-01 16:05:48+00:00,,-8000000.0,98000000.0,99000000.0,3000000.0,-180000000.0,981000000.0,420000000.0,22000000.0,-18000000.0,420000000.0,22000000.0,-18000000.0,427000000.0,165000000.0,165000000.0,-93000000.0,59000000.0,0.0,,-64000000.0,,-77000000.0,,-556000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,FY,2012-01-29,2013-02-02,2015-03-20 16:13:26+00:00,,-35000000.0,389000000.0,,0.0,183000000.0,985000000.0,-982000000.0,-531000000.0,1351000000.0,-982000000.0,-531000000.0,1351000000.0,-162000000.0,753000000.0,753000000.0,61000000.0,168000000.0,35000000.0,,-1449000000.0,,-588000000.0,-57000000.0,-629000000.0,22000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q4,2012-10-28,2013-02-02,,,-9000000.0,102000000.0,,-1000000.0,641000000.0,,-989000000.0,-60000000.0,1276000000.0,-989000000.0,-60000000.0,1276000000.0,226000000.0,411000000.0,411000000.0,131000000.0,23000000.0,15000000.0,,-942000000.0,,-97000000.0,-57000000.0,-13000000.0,22000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3YTD,2012-01-29,2012-10-27,2013-12-06 16:00:54+00:00,,-26000000.0,287000000.0,,1000000.0,-458000000.0,985000000.0,7000000.0,-471000000.0,75000000.0,7000000.0,-471000000.0,75000000.0,-388000000.0,342000000.0,342000000.0,-70000000.0,145000000.0,20000000.0,,-507000000.0,,-491000000.0,0.0,-616000000.0,0.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3TTM,2011-10-30,2012-10-27,,,-35000000.0,388000000.0,,1000000.0,137000000.0,985000000.0,-741000000.0,-458000000.0,1247000000.0,-741000000.0,-458000000.0,1247000000.0,49000000.0,701000000.0,701000000.0,56000000.0,167000000.0,-102000000.0,,-1160000000.0,,-579000000.0,,-733000000.0,,223000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3,2012-07-29,2012-10-27,,,-9000000.0,96000000.0,,1000000.0,-288000000.0,,-364000000.0,-153000000.0,-130000000.0,-364000000.0,-153000000.0,-130000000.0,-646000000.0,74000000.0,74000000.0,-3000000.0,9000000.0,9000000.0,,-361000000.0,,-162000000.0,,-12000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2YTD,2012-01-29,2012-07-28,2013-09-06 16:05:30+00:00,,-17000000.0,191000000.0,,0.0,-170000000.0,985000000.0,371000000.0,-318000000.0,205000000.0,371000000.0,-318000000.0,205000000.0,258000000.0,268000000.0,268000000.0,-67000000.0,136000000.0,11000000.0,,-146000000.0,,-329000000.0,,-604000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2TTM,2011-07-31,2012-07-28,,,-36000000.0,386000000.0,,-1000000.0,109000000.0,985000000.0,-608000000.0,-481000000.0,1248000000.0,-608000000.0,-481000000.0,1248000000.0,158000000.0,722000000.0,722000000.0,67000000.0,170000000.0,-111000000.0,,-859000000.0,,-593000000.0,,-904000000.0,,223000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2,2012-04-29,2012-07-28,,,-8000000.0,96000000.0,,-2000000.0,153000000.0,,-285000000.0,-194000000.0,388000000.0,-285000000.0,-194000000.0,388000000.0,-93000000.0,143000000.0,143000000.0,4000000.0,16000000.0,-1000000.0,,-73000000.0,,-193000000.0,,-228000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q1,2012-01-29,2012-04-28,2013-06-07 16:08:36+00:00,,-9000000.0,95000000.0,,2000000.0,-323000000.0,985000000.0,656000000.0,-124000000.0,-183000000.0,656000000.0,-124000000.0,-183000000.0,351000000.0,125000000.0,125000000.0,-71000000.0,120000000.0,12000000.0,,-73000000.0,,-136000000.0,,-376000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q1TTM,2011-05-01,2012-04-28,,,-36000000.0,388000000.0,-99000000.0,1000000.0,-137000000.0,985000000.0,-1001000000.0,-372000000.0,1101000000.0,-1001000000.0,-372000000.0,1101000000.0,-271000000.0,810000000.0,810000000.0,76000000.0,184000000.0,-11000000.0,,-1153000000.0,,-485000000.0,-7000000.0,-1010000000.0,,223000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,FY,2013-02-03,2014-02-01,2016-03-18 17:08:02+00:00,,-39000000.0,407000000.0,0.0,-1000000.0,-72000000.0,785000000.0,154000000.0,-655000000.0,1248000000.0,154000000.0,-655000000.0,1248000000.0,746000000.0,903000000.0,903000000.0,49000000.0,68000000.0,-10000000.0,,-349000000.0,0.0,-691000000.0,-290000000.0,-60000000.0,46000000.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q4,2013-11-03,2014-02-01,,,-10000000.0,108000000.0,,-1000000.0,672000000.0,,-78000000.0,-106000000.0,1279000000.0,-78000000.0,-106000000.0,1279000000.0,1094000000.0,490000000.0,490000000.0,19000000.0,15000000.0,-13000000.0,,-88000000.0,,-93000000.0,,-5000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3TTM,2012-10-28,2013-11-02,,,-38000000.0,401000000.0,,-1000000.0,-103000000.0,785000000.0,-757000000.0,-609000000.0,1245000000.0,-757000000.0,-609000000.0,1245000000.0,-122000000.0,824000000.0,824000000.0,161000000.0,76000000.0,18000000.0,,-1203000000.0,,-695000000.0,-347000000.0,-68000000.0,68000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3,2013-08-04,2013-11-02,,,-10000000.0,97000000.0,,1000000.0,-579000000.0,785000000.0,426000000.0,-168000000.0,-385000000.0,426000000.0,-168000000.0,-385000000.0,-126000000.0,92000000.0,92000000.0,15000000.0,18000000.0,1000000.0,,-87000000.0,,-215000000.0,-290000000.0,,46000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3YTD,2013-02-03,2013-11-02,2014-12-05 16:50:25+00:00,,-29000000.0,299000000.0,,0.0,-744000000.0,785000000.0,232000000.0,-549000000.0,-31000000.0,232000000.0,-549000000.0,-31000000.0,-348000000.0,413000000.0,413000000.0,30000000.0,53000000.0,3000000.0,,-261000000.0,,-598000000.0,-290000000.0,-55000000.0,46000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2TTM,2012-07-29,2013-08-03,,,-37000000.0,400000000.0,,-1000000.0,188000000.0,,-1547000000.0,-594000000.0,1500000000.0,-1547000000.0,-594000000.0,1500000000.0,-642000000.0,806000000.0,806000000.0,143000000.0,67000000.0,26000000.0,,-1477000000.0,,-642000000.0,-57000000.0,-80000000.0,22000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2,2013-05-05,2013-08-03,,,-10000000.0,102000000.0,,,189000000.0,,-82000000.0,-223000000.0,474000000.0,-82000000.0,-223000000.0,474000000.0,169000000.0,178000000.0,178000000.0,15000000.0,5000000.0,11000000.0,,-87000000.0,,-234000000.0,,,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2YTD,2013-02-03,2013-08-03,2014-09-05 16:50:03+00:00,,-19000000.0,202000000.0,,-1000000.0,-165000000.0,0.0,-194000000.0,-381000000.0,354000000.0,-194000000.0,-381000000.0,354000000.0,-222000000.0,321000000.0,321000000.0,15000000.0,35000000.0,2000000.0,,-174000000.0,,-383000000.0,0.0,-55000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q1TTM,2012-04-29,2013-05-04,,,-35000000.0,394000000.0,,-3000000.0,152000000.0,,-1750000000.0,-565000000.0,1414000000.0,-1750000000.0,-565000000.0,1414000000.0,-904000000.0,771000000.0,771000000.0,132000000.0,78000000.0,14000000.0,,-1463000000.0,,-601000000.0,-57000000.0,-308000000.0,22000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q1,2013-02-03,2013-05-04,2014-06-06 16:20:56+00:00,,-9000000.0,100000000.0,,-1000000.0,-354000000.0,,-112000000.0,-158000000.0,-120000000.0,-112000000.0,-158000000.0,-120000000.0,-391000000.0,143000000.0,143000000.0,0.0,30000000.0,-9000000.0,,-87000000.0,,-149000000.0,,-55000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,FY,2014-02-02,2015-01-31,2017-03-17 17:04:06+00:00,0.0,-40000000.0,438000000.0,0.0,-6000000.0,299000000.0,5000000.0,-919000000.0,-699000000.0,1786000000.0,-919000000.0,-699000000.0,1786000000.0,162000000.0,1042000000.0,1042000000.0,47000000.0,78000000.0,16000000.0,,-691000000.0,0.0,-715000000.0,-224000000.0,-87000000.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q4,2014-11-02,2015-01-31,,,-10000000.0,111000000.0,,-7000000.0,729000000.0,,-344000000.0,-129000000.0,1416000000.0,-344000000.0,-129000000.0,1416000000.0,936000000.0,565000000.0,565000000.0,21000000.0,9000000.0,1000000.0,,-100000000.0,,-130000000.0,-214000000.0,-39000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3YTD,2014-02-02,2014-11-01,2015-12-04 16:22:48+00:00,,-30000000.0,327000000.0,0.0,1000000.0,-430000000.0,5000000.0,-575000000.0,-570000000.0,370000000.0,-575000000.0,-570000000.0,370000000.0,-774000000.0,477000000.0,477000000.0,26000000.0,69000000.0,15000000.0,,-591000000.0,0.0,-585000000.0,-10000000.0,-48000000.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3TTM,2013-11-03,2014-11-01,,,-40000000.0,435000000.0,,,242000000.0,5000000.0,-653000000.0,-676000000.0,1649000000.0,-653000000.0,-676000000.0,1649000000.0,320000000.0,967000000.0,967000000.0,45000000.0,84000000.0,2000000.0,,-679000000.0,,-678000000.0,-10000000.0,-53000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3,2014-08-03,2014-11-01,,,-10000000.0,108000000.0,,,-324000000.0,,-90000000.0,-236000000.0,-76000000.0,-90000000.0,-236000000.0,-76000000.0,-402000000.0,132000000.0,132000000.0,18000000.0,10000000.0,,,-100000000.0,,-236000000.0,,,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2TTM,2013-08-04,2014-08-02,,,-40000000.0,424000000.0,,1000000.0,-13000000.0,790000000.0,-137000000.0,-608000000.0,1340000000.0,-137000000.0,-608000000.0,1340000000.0,596000000.0,927000000.0,927000000.0,42000000.0,92000000.0,3000000.0,,-666000000.0,,-657000000.0,-300000000.0,-53000000.0,46000000.0,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2,2014-05-04,2014-08-02,,,-10000000.0,109000000.0,,1000000.0,227000000.0,5000000.0,-102000000.0,-199000000.0,535000000.0,-102000000.0,-199000000.0,535000000.0,235000000.0,188000000.0,188000000.0,21000000.0,7000000.0,,,-99000000.0,,-199000000.0,-10000000.0,-5000000.0,,
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2YTD,2014-02-02,2014-08-02,2015-09-04 16:16:10+00:00,,-20000000.0,219000000.0,0.0,1000000.0,-106000000.0,5000000.0,-485000000.0,-334000000.0,446000000.0,-485000000.0,-334000000.0,446000000.0,-372000000.0,345000000.0,345000000.0,8000000.0,59000000.0,15000000.0,,-491000000.0,0.0,-349000000.0,-10000000.0,-48000000.0,,0.0
