company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2009.0,Q1,2009-02-01,2009-05-02,2010-06-03 16:05:46+00:00,,0.01,0.15,0.01,,0.0,3000000.0,3000000.0,3000000.0,,1177000000.0,1725000000.0,-1000000.0,,483000000.0,1177000000.0,548000000.0,62000000.0,1000000.0,483000000.0,65000000.0,-62000000.0,3000000.0,1725000000.0,,300000000.0,300000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,FY,2010-01-31,2011-01-29,2013-03-22 08:31:24+00:00,2.49,2.49,0.6,2.42,6000000.0,446000000.0,805000000.0,805000000.0,805000000.0,,5982000000.0,9613000000.0,175000000.0,0.0,2341000000.0,5982000000.0,3631000000.0,208000000.0,,2347000000.0,1284000000.0,-33000000.0,1251000000.0,9613000000.0,323000000.0,323000000.0,323000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q4,2010-10-31,2011-01-29,,-189998.41,-189998.41,-150000.7,-179998.46,6000000.0,266000000.0,453000000.0,453000000.0,453000000.0,,2011000000.0,3456000000.0,54000000.0,,725000000.0,2011000000.0,1445000000.0,48000000.0,-1000000.0,731000000.0,714000000.0,5000000.0,719000000.0,3456000000.0,323000000.0,323000000.0,323000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3,2010-08-01,2010-10-30,2011-12-02 16:31:10+00:00,190000.0,190000.0,150000.0,180000.0,,40000000.0,61000000.0,61000000.0,61000000.0,,1269000000.0,1983000000.0,0.0,,565000000.0,1269000000.0,714000000.0,48000000.0,,565000000.0,149000000.0,-48000000.0,101000000.0,1983000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3YTD,2010-01-31,2010-10-30,,190000.9,190000.9,150001.3,180000.88,,180000000.0,352000000.0,352000000.0,352000000.0,,3971000000.0,6157000000.0,121000000.0,,1616000000.0,3971000000.0,2186000000.0,160000000.0,1000000.0,1616000000.0,570000000.0,-38000000.0,532000000.0,6157000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q3TTM,2009-11-01,2010-10-30,,190002.01,190002.0,150001.45,180001.96,3000000.0,360000000.0,708000000.0,708000000.0,708000000.0,,5785000000.0,9220000000.0,134000000.0,,2276000000.0,5785000000.0,3435000000.0,221000000.0,-1000000.0,2279000000.0,1156000000.0,-88000000.0,1068000000.0,9220000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2,2010-05-02,2010-07-31,2011-08-31 16:00:44+00:00,0.55,0.55,0.15,0.54,,66000000.0,178000000.0,178000000.0,178000000.0,,1464000000.0,2242000000.0,59000000.0,,542000000.0,1464000000.0,778000000.0,51000000.0,,542000000.0,236000000.0,8000000.0,244000000.0,2242000000.0,325000000.0,325000000.0,325000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2YTD,2010-01-31,2010-07-31,,0.9,0.9,1.3,0.88,,140000000.0,291000000.0,291000000.0,291000000.0,,2702000000.0,4174000000.0,121000000.0,,1051000000.0,2702000000.0,1472000000.0,112000000.0,1000000.0,1051000000.0,421000000.0,10000000.0,431000000.0,4174000000.0,325000000.0,325000000.0,325000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q2TTM,2009-08-02,2010-07-31,,2.06,2.05,1.6,2.01,3000000.0,317000000.0,662000000.0,662000000.0,662000000.0,,5730000000.0,9014000000.0,143000000.0,,2215000000.0,5730000000.0,3284000000.0,229000000.0,-1000000.0,2218000000.0,1066000000.0,-87000000.0,979000000.0,9014000000.0,325000000.0,325000000.0,325000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q1TTM,2009-05-03,2010-05-01,,1.74,1.73,1.6,1.7,3000000.0,276000000.0,558000000.0,558000000.0,558000000.0,,5665000000.0,8839000000.0,82000000.0,-9000000.0,2192000000.0,5665000000.0,3174000000.0,236000000.0,,2186000000.0,988000000.0,-154000000.0,834000000.0,8839000000.0,323000000.0,323000000.0,323000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2010.0,Q1,2010-01-31,2010-05-01,2011-06-03 16:09:02+00:00,0.35,0.35,1.15,0.34,,74000000.0,113000000.0,113000000.0,113000000.0,,1238000000.0,1932000000.0,62000000.0,,509000000.0,1238000000.0,694000000.0,61000000.0,1000000.0,509000000.0,185000000.0,2000000.0,187000000.0,1932000000.0,323000000.0,323000000.0,323000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q4,2011-10-30,2012-01-28,,-1599997.2,-1599997.2,-1599999.2,-1539997.3,232000000.0,220000000.0,360000000.0,360000000.0,360000000.0,,1987000000.0,3515000000.0,2000000.0,-111000000.0,766000000.0,1987000000.0,1528000000.0,63000000.0,,887000000.0,641000000.0,-61000000.0,580000000.0,3515000000.0,304000000.0,304000000.0,304000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,FY,2011-01-30,2012-01-28,2014-03-21 16:56:40+00:00,2.8,2.8,0.8,2.7,232000000.0,377000000.0,850000000.0,850000000.0,850000000.0,,6307000000.0,10364000000.0,235000000.0,-111000000.0,2698000000.0,6307000000.0,4057000000.0,246000000.0,,2819000000.0,1238000000.0,-11000000.0,1227000000.0,10364000000.0,304000000.0,304000000.0,304000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3YTD,2011-01-30,2011-10-29,,1600000.0,1600000.0,1600000.0,1540000.0,,157000000.0,490000000.0,490000000.0,490000000.0,,4320000000.0,6849000000.0,233000000.0,,1932000000.0,4320000000.0,2529000000.0,183000000.0,,1932000000.0,597000000.0,50000000.0,647000000.0,6849000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3TTM,2010-10-31,2011-10-29,,1410001.59,1410001.59,1449999.3,1360001.54,6000000.0,423000000.0,943000000.0,943000000.0,943000000.0,,6331000000.0,10305000000.0,287000000.0,,2657000000.0,6331000000.0,3974000000.0,231000000.0,-1000000.0,2663000000.0,1311000000.0,55000000.0,1366000000.0,10305000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q3,2011-07-31,2011-10-29,2012-11-30 16:05:35+00:00,320000.0,320000.0,200000.0,310000.0,,28000000.0,94000000.0,94000000.0,94000000.0,,1389000000.0,2174000000.0,0.0,,599000000.0,1389000000.0,785000000.0,64000000.0,,599000000.0,186000000.0,-64000000.0,122000000.0,2174000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2YTD,2011-01-30,2011-07-30,,1280000.0,1280000.0,1400000.0,1230000.0,,129000000.0,396000000.0,396000000.0,396000000.0,,2931000000.0,4675000000.0,233000000.0,,1333000000.0,2931000000.0,1744000000.0,119000000.0,,1333000000.0,411000000.0,114000000.0,525000000.0,4675000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2TTM,2010-08-01,2011-07-30,,1280001.59,1280001.59,1399999.3,1230001.54,6000000.0,435000000.0,910000000.0,910000000.0,910000000.0,,6211000000.0,10114000000.0,287000000.0,,2623000000.0,6211000000.0,3903000000.0,215000000.0,-1000000.0,2629000000.0,1274000000.0,71000000.0,1345000000.0,10114000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q2,2011-05-01,2011-07-30,2012-08-30 17:41:15+00:00,760000.0,760000.0,1200000.0,730000.0,,45000000.0,231000000.0,231000000.0,231000000.0,,1556000000.0,2458000000.0,146000000.0,,708000000.0,1556000000.0,902000000.0,64000000.0,,708000000.0,194000000.0,82000000.0,276000000.0,2458000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q1TTM,2010-05-02,2011-04-30,,520002.14,520002.14,199999.45,500002.08,6000000.0,456000000.0,857000000.0,857000000.0,857000000.0,,6119000000.0,9898000000.0,200000000.0,,2457000000.0,6119000000.0,3779000000.0,202000000.0,-1000000.0,2463000000.0,1316000000.0,-3000000.0,1313000000.0,9898000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2011.0,Q1,2011-01-30,2011-04-30,2012-06-01 16:05:48+00:00,520000.0,520000.0,200000.0,500000.0,,84000000.0,165000000.0,165000000.0,165000000.0,,1375000000.0,2217000000.0,87000000.0,,625000000.0,1375000000.0,842000000.0,55000000.0,,625000000.0,217000000.0,32000000.0,249000000.0,2217000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q4,2012-10-28,2013-02-02,,-1189997.4,-1189997.4,-1749999.0,-1149997.46,93000000.0,300000000.0,411000000.0,411000000.0,411000000.0,,2139000000.0,3856000000.0,5000000.0,,836000000.0,2139000000.0,1717000000.0,82000000.0,,929000000.0,788000000.0,-77000000.0,711000000.0,3856000000.0,290000000.0,290000000.0,290000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,FY,2012-01-29,2013-02-02,2015-03-20 16:13:26+00:00,2.6,2.6,1.0,2.54,93000000.0,528000000.0,753000000.0,753000000.0,753000000.0,,6073000000.0,10459000000.0,24000000.0,,2720000000.0,6073000000.0,4386000000.0,316000000.0,,2813000000.0,1573000000.0,-292000000.0,1281000000.0,10459000000.0,290000000.0,290000000.0,290000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3YTD,2012-01-29,2012-10-27,,1190000.0,1190000.0,1750000.0,1150000.0,,228000000.0,342000000.0,342000000.0,342000000.0,,3934000000.0,6603000000.0,19000000.0,,1884000000.0,3934000000.0,2669000000.0,234000000.0,,1884000000.0,785000000.0,-215000000.0,570000000.0,6603000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3TTM,2011-10-30,2012-10-27,,-409997.2,-409997.2,150000.8,-389997.3,232000000.0,448000000.0,702000000.0,702000000.0,702000000.0,,5921000000.0,10118000000.0,21000000.0,-111000000.0,2650000000.0,5921000000.0,4197000000.0,297000000.0,,2771000000.0,1426000000.0,-276000000.0,1150000000.0,10118000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q3,2012-07-29,2012-10-27,2013-12-06 16:00:54+00:00,260000.0,260000.0,1250000.0,250000.0,,54000000.0,74000000.0,74000000.0,74000000.0,,1225000000.0,2050000000.0,18000000.0,,638000000.0,1225000000.0,825000000.0,77000000.0,,638000000.0,187000000.0,-59000000.0,128000000.0,2050000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2YTD,2012-01-29,2012-07-28,,930000.0,930000.0,500000.0,900000.0,,174000000.0,268000000.0,268000000.0,268000000.0,,2709000000.0,4553000000.0,1000000.0,,1246000000.0,2709000000.0,1844000000.0,157000000.0,,1246000000.0,598000000.0,-156000000.0,442000000.0,4553000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2TTM,2011-07-31,2012-07-28,,-349997.2,-349997.2,-899999.2,-329997.3,232000000.0,422000000.0,722000000.0,722000000.0,722000000.0,,6085000000.0,10242000000.0,3000000.0,-111000000.0,2611000000.0,6085000000.0,4157000000.0,284000000.0,,2732000000.0,1425000000.0,-281000000.0,1144000000.0,10242000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q2,2012-04-29,2012-07-28,2013-09-06 16:05:30+00:00,500000.0,500000.0,250000.0,490000.0,,86000000.0,143000000.0,143000000.0,143000000.0,,1457000000.0,2399000000.0,3000000.0,,637000000.0,1457000000.0,942000000.0,79000000.0,,637000000.0,305000000.0,-76000000.0,229000000.0,2399000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q1TTM,2011-05-01,2012-04-28,,-89997.2,-89997.2,50000.8,-89997.3,232000000.0,381000000.0,810000000.0,810000000.0,810000000.0,,6184000000.0,10301000000.0,146000000.0,-111000000.0,2682000000.0,6184000000.0,4117000000.0,269000000.0,,2803000000.0,1314000000.0,-123000000.0,1191000000.0,10301000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2012.0,Q1,2012-01-29,2012-04-28,2013-06-07 16:08:36+00:00,430000.0,430000.0,250000.0,410000.0,,88000000.0,125000000.0,125000000.0,125000000.0,,1252000000.0,2154000000.0,-2000000.0,,609000000.0,1252000000.0,902000000.0,78000000.0,,609000000.0,293000000.0,-80000000.0,213000000.0,2154000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,FY,2013-02-03,2014-02-01,2016-03-18 17:08:02+00:00,3.12,3.12,1.2,3.05,,543000000.0,903000000.0,903000000.0,903000000.0,,6344000000.0,10773000000.0,17000000.0,,2686000000.0,6344000000.0,4429000000.0,314000000.0,,2686000000.0,1743000000.0,-297000000.0,1446000000.0,10773000000.0,290000000.0,290000000.0,290000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q4,2013-11-03,2014-02-01,,-1429996.88,-1429996.88,-899998.8,-1399996.95,,297000000.0,490000000.0,490000000.0,490000000.0,,2176000000.0,3818000000.0,6000000.0,,779000000.0,2176000000.0,1642000000.0,82000000.0,,779000000.0,863000000.0,-76000000.0,787000000.0,3818000000.0,290000000.0,290000000.0,290000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3YTD,2013-02-03,2013-11-02,,1430000.0,1430000.0,900000.0,1400000.0,,246000000.0,413000000.0,413000000.0,413000000.0,,4168000000.0,6955000000.0,11000000.0,,1907000000.0,4168000000.0,2787000000.0,232000000.0,,1907000000.0,880000000.0,-221000000.0,659000000.0,6955000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3TTM,2012-10-28,2013-11-02,,240002.6,240002.6,-849999.0,250002.54,93000000.0,546000000.0,824000000.0,824000000.0,824000000.0,,6307000000.0,10811000000.0,16000000.0,,2743000000.0,6307000000.0,4504000000.0,314000000.0,,2836000000.0,1668000000.0,-298000000.0,1370000000.0,10811000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q3,2013-08-04,2013-11-02,2014-12-05 16:50:25+00:00,320000.0,320000.0,300000.0,310000.0,,50000000.0,92000000.0,92000000.0,92000000.0,,1314000000.0,2171000000.0,7000000.0,,646000000.0,1314000000.0,857000000.0,76000000.0,,646000000.0,211000000.0,-69000000.0,142000000.0,2171000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2YTD,2013-02-03,2013-08-03,,1110000.0,1110000.0,600000.0,1090000.0,,196000000.0,321000000.0,321000000.0,321000000.0,,2854000000.0,4784000000.0,4000000.0,,1261000000.0,2854000000.0,1930000000.0,156000000.0,,1261000000.0,669000000.0,-152000000.0,517000000.0,4784000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2TTM,2012-07-29,2013-08-03,,180002.6,180002.6,100001.0,190002.54,93000000.0,550000000.0,806000000.0,806000000.0,806000000.0,,6218000000.0,10690000000.0,27000000.0,,2735000000.0,6218000000.0,4472000000.0,315000000.0,,2828000000.0,1644000000.0,-288000000.0,1356000000.0,10690000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q2,2013-05-05,2013-08-03,2014-09-05 16:50:03+00:00,620000.0,620000.0,300000.0,610000.0,,104000000.0,178000000.0,178000000.0,178000000.0,,1527000000.0,2516000000.0,1000000.0,,631000000.0,1527000000.0,989000000.0,77000000.0,,631000000.0,358000000.0,-76000000.0,282000000.0,2516000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q1TTM,2012-04-29,2013-05-04,,60002.6,60002.6,50001.0,70002.54,93000000.0,532000000.0,771000000.0,771000000.0,771000000.0,,6148000000.0,10573000000.0,29000000.0,,2741000000.0,6148000000.0,4425000000.0,317000000.0,,2834000000.0,1591000000.0,-288000000.0,1303000000.0,10573000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2013.0,Q1,2013-02-03,2013-05-04,2014-06-06 16:20:56+00:00,490000.0,490000.0,300000.0,480000.0,,92000000.0,143000000.0,143000000.0,143000000.0,,1327000000.0,2268000000.0,3000000.0,,630000000.0,1327000000.0,941000000.0,79000000.0,,630000000.0,311000000.0,-76000000.0,235000000.0,2268000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,FY,2014-02-02,2015-01-31,2017-03-17 17:04:06+00:00,3.57,3.57,1.36,3.5,,594000000.0,1042000000.0,1042000000.0,1042000000.0,,6646000000.0,11454000000.0,7000000.0,,2855000000.0,6646000000.0,4808000000.0,324000000.0,,2855000000.0,1953000000.0,-317000000.0,1636000000.0,11454000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q4,2014-11-02,2015-01-31,,-539997.53,-539997.53,-1339999.32,-529997.57,,315000000.0,565000000.0,565000000.0,565000000.0,,2234000000.0,4069000000.0,1000000.0,,878000000.0,2234000000.0,1835000000.0,78000000.0,,878000000.0,957000000.0,-77000000.0,880000000.0,4069000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3,2014-08-03,2014-11-01,2015-12-04 16:22:48+00:00,0.45,0.45,0.34,0.44,,73000000.0,132000000.0,132000000.0,132000000.0,,1372000000.0,2319000000.0,1000000.0,,663000000.0,1372000000.0,947000000.0,80000000.0,,663000000.0,284000000.0,-79000000.0,205000000.0,2319000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3YTD,2014-02-02,2014-11-01,,540001.1,540001.1,1340000.68,530001.07,,279000000.0,477000000.0,477000000.0,477000000.0,,4412000000.0,7385000000.0,6000000.0,,1977000000.0,4412000000.0,2973000000.0,246000000.0,,1977000000.0,996000000.0,-240000000.0,756000000.0,7385000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q3TTM,2013-11-03,2014-11-01,,-889995.78,-889995.78,440001.88,-869995.88,,576000000.0,967000000.0,967000000.0,967000000.0,,6588000000.0,11203000000.0,12000000.0,,2756000000.0,6588000000.0,4615000000.0,328000000.0,,2756000000.0,1859000000.0,-316000000.0,1543000000.0,11203000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2YTD,2014-02-02,2014-08-02,,540000.65,540000.65,1340000.34,530000.63,,206000000.0,345000000.0,345000000.0,345000000.0,,3040000000.0,5066000000.0,5000000.0,,1314000000.0,3040000000.0,2026000000.0,166000000.0,,1314000000.0,712000000.0,-161000000.0,551000000.0,5066000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2TTM,2013-08-04,2014-08-02,,-569996.23,-569996.23,740001.54,-559996.32,,553000000.0,927000000.0,927000000.0,927000000.0,,6530000000.0,11055000000.0,18000000.0,,2739000000.0,6530000000.0,4525000000.0,324000000.0,,2739000000.0,1786000000.0,-306000000.0,1480000000.0,11055000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q2,2014-05-04,2014-08-02,2015-09-04 16:16:10+00:00,0.65,0.65,0.34,0.63,,108000000.0,188000000.0,188000000.0,188000000.0,,1631000000.0,2675000000.0,2000000.0,,668000000.0,1631000000.0,1044000000.0,82000000.0,,668000000.0,376000000.0,-80000000.0,296000000.0,2675000000.0,292000000.0,292000000.0,292000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q1TTM,2013-05-05,2014-05-03,,50003.12,50003.12,1040001.2,50003.05,,549000000.0,917000000.0,917000000.0,917000000.0,,6426000000.0,10896000000.0,17000000.0,,2702000000.0,6426000000.0,4470000000.0,319000000.0,,2702000000.0,1768000000.0,-302000000.0,1466000000.0,10896000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2014.0,Q1,2014-02-02,2014-05-03,2015-06-05 16:19:54+00:00,540000.0,540000.0,1340000.0,530000.0,,98000000.0,157000000.0,157000000.0,157000000.0,,1409000000.0,2391000000.0,3000000.0,,646000000.0,1409000000.0,982000000.0,84000000.0,,646000000.0,336000000.0,-81000000.0,255000000.0,2391000000.0,0.0,0.0,0.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2015.0,FY,2015-02-01,2016-01-30,2018-03-23 16:50:42+00:00,4.3,4.3,2.0,4.22,,681000000.0,1253000000.0,1253000000.0,1253000000.0,,6950000000.0,12154000000.0,76000000.0,,3012000000.0,6950000000.0,5204000000.0,334000000.0,,3012000000.0,2192000000.0,-258000000.0,1934000000.0,12154000000.0,291000000.0,291000000.0,291000000.0
L Brands Inc,LB,GR3KVMWVCR54YWQNXU90,701985,2015.0,Q4,2015-11-01,2016-01-30,,2.19,2.19,-1.5,2.15,,345000000.0,637000000.0,637000000.0,637000000.0,,2392000000.0,4395000000.0,1000000.0,,925000000.0,2392000000.0,2003000000.0,97000000.0,,925000000.0,1078000000.0,-96000000.0,982000000.0,4395000000.0,291000000.0,291000000.0,291000000.0
