company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2009.0,FY,,2009-10-31,2011-05-24 19:55:19+00:00,114379000.0,181065000.0,172784000.0,8192000.0,102083000.0,,659613000.0,6334000.0,220881000.0,23224000.0,97063000.0,26687000.0,27049000.0,10146000.0,,,167341000.0,,95104000.0,60796000.0,107407000.0,,,,56287000.0,,-122179000.0,,,1007128000.0,545626000.0,628567000.0,354293000.0,545626000.0,545626000.0,461502000.0,1007128000.0,351512000.0,107209000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2010.0,FY,,2010-03-31,2011-05-24 19:55:19+00:00,45913000.0,74135000.0,134449000.0,-3713000.0,145838000.0,,675317000.0,11944000.0,216289000.0,22729000.0,99865000.0,24479000.0,23571000.0,7980000.0,,941000.0,114608000.0,,7182000.0,17561000.0,150087000.0,,,,60358000.0,,-150981000.0,,,839276000.0,520623000.0,426600000.0,209867000.0,520623000.0,520623000.0,318653000.0,839276000.0,389105000.0,108786000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,FY,,2011-03-31,2012-05-22 19:30:20+00:00,56153000.0,84217000.0,158459000.0,10459000.0,280359000.0,0.0,707343000.0,13434000.0,225170000.0,17833000.0,107239000.0,24578000.0,19632000.0,,,12037000.0,131676000.0,,,2842000.0,142421000.0,2961000.0,,3255000.0,45773000.0,,-102523000.0,,,971659000.0,615279000.0,566603000.0,230888000.0,615279000.0,615279000.0,356380000.0,971659000.0,385424000.0,125492000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q3,,2010-12-31,2011-02-09 06:15:04+00:00,48852000.0,83845000.0,167498000.0,159000.0,297118000.0,,699400000.0,10412000.0,219259000.0,19142000.0,105305000.0,28592000.0,21326000.0,9466000.0,,9059000.0,154763000.0,,,3799000.0,98578000.0,,,3118000.0,53976000.0,,-80469000.0,,,976599000.0,619090000.0,618294000.0,230561000.0,619090000.0,619090000.0,357509000.0,976599000.0,336979000.0,126948000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q1,,2010-06-30,2010-09-03 07:05:45+00:00,33013000.0,96226000.0,231110000.0,-4286000.0,232127000.0,,685859000.0,12096000.0,216147000.0,22270000.0,102217000.0,21267000.0,22122000.0,8615000.0,,,154674000.0,,2040000.0,5541000.0,125346000.0,,,3369000.0,51940000.0,,-133375000.0,,,944159000.0,548198000.0,558274000.0,281760000.0,548198000.0,548198000.0,395961000.0,944159000.0,363763000.0,114201000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,FY,,2012-03-31,2013-05-13 19:49:41+00:00,46681000.0,45035000.0,156768000.0,6733000.0,420279000.0,0.0,800333000.0,13864000.0,228169000.0,16266000.0,316340000.0,22477000.0,18949000.0,,,,211224000.0,,,1412000.0,142426000.0,16316000.0,,2319000.0,44602000.0,,-211339000.0,,,1149427000.0,595727000.0,743617000.0,218725000.0,595727000.0,595727000.0,553700000.0,1149427000.0,386861000.0,334975000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,Q3,,2011-12-31,2012-02-03 06:01:36+00:00,29400000.0,53274000.0,126857000.0,-1564000.0,453316000.0,0.0,787552000.0,11794000.0,223934000.0,16401000.0,311906000.0,22516000.0,18556000.0,,,12711000.0,180705000.0,,,1027000.0,129285000.0,3116000.0,,2300000.0,42609000.0,,-144503000.0,,,1140596000.0,641485000.0,752420000.0,169078000.0,641485000.0,641485000.0,499111000.0,1140596000.0,369620000.0,330033000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,Q2,,2011-09-30,2011-11-08 17:03:49+00:00,90331000.0,19572000.0,126931000.0,1219000.0,269740000.0,0.0,723270000.0,17193000.0,225729000.0,16735000.0,111299000.0,45077000.0,18107000.0,,,13498000.0,150373000.0,,,1060000.0,125406000.0,3117000.0,,2605000.0,61177000.0,,-158607000.0,,,931916000.0,565882000.0,545939000.0,235515000.0,565882000.0,565882000.0,366034000.0,931916000.0,367870000.0,130519000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,Q1,,2011-06-30,2011-08-09 06:11:18+00:00,72480000.0,146694000.0,170934000.0,10727000.0,248759000.0,0.0,715776000.0,15314000.0,226868000.0,17339000.0,109236000.0,25941000.0,19009000.0,,,12930000.0,151123000.0,,,1391000.0,95713000.0,3120000.0,,2905000.0,72131000.0,,-111236000.0,,,1003577000.0,615267000.0,644648000.0,260119000.0,615267000.0,615267000.0,388310000.0,1003577000.0,339920000.0,128191000.0,0.0,
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2013.0,FY,,2013-03-31,2014-05-13 19:07:23+00:00,79932000.0,189596000.0,228916000.0,-4572000.0,402502000.0,0.0,833397000.0,26919000.0,225992000.0,8827000.0,335202000.0,30218000.0,25362000.0,,,,198955000.0,,,1232000.0,151506000.0,17087000.0,,556000.0,37392000.0,7489000.0,-240830000.0,,,1277839000.0,587995000.0,866152000.0,336999000.0,587995000.0,587995000.0,689844000.0,1277839000.0,386325000.0,352845000.0,0.0,
