company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2008.0,FY,2007-11-01,2008-10-31,2011-05-24 19:55:19+00:00,1.26,1.26,21322000.0,1.25,13271000.0,154396000.0,97097000.0,94484000.0,2613000.0,97097000.0,709719000.0,1231106000.0,-3279000.0,4478000.0,63929000.0,,166228000.0,709719000.0,521387000.0,,,410353000.0,111034000.0,-3279000.0,107755000.0,1231106000.0,77100000.0,77100000.0,77700000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2009.0,FY,2008-11-01,2009-10-31,2012-05-22 19:30:20+00:00,-1.83,-1.83,17574000.0,-1.83,4487000.0,141962000.0,-140454000.0,-130437000.0,-10017000.0,-140454000.0,467576000.0,701057000.0,-5771000.0,,63748000.0,,130376000.0,467576000.0,233481000.0,,,353660000.0,-120179000.0,-5771000.0,-125950000.0,701057000.0,76800000.0,76800000.0,76800000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2009.0,Q3,2009-05-01,2009-07-31,2010-09-03 07:05:45+00:00,-0.73,-0.73,4218000.0,-0.73,1563000.0,23686000.0,-56465000.0,-58317000.0,1852000.0,-56465000.0,76939000.0,94929000.0,-4160000.0,,13886000.0,,28794000.0,76939000.0,17990000.0,,,70584000.0,-52594000.0,-4160000.0,-56754000.0,94929000.0,77300000.0,77300000.0,77300000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2010.0,FY,2009-04-01,2010-03-31,2012-05-22 19:30:20+00:00,-1.58,-1.58,16403000.0,-1.58,13145000.0,154519000.0,-122995000.0,-108060000.0,-14935000.0,-122995000.0,494579000.0,762941000.0,-18794000.0,,57888000.0,,115673000.0,494579000.0,268362000.0,,,344483000.0,-76121000.0,-18794000.0,-94915000.0,762941000.0,77800000.0,77800000.0,77800000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2010.0,Q3,2009-10-01,2009-12-31,2011-02-09 06:15:04+00:00,0.45,0.45,4140000.0,0.43,1481000.0,61966000.0,37920000.0,39350000.0,-1430000.0,37920000.0,203738000.0,360364000.0,-3631000.0,,15663000.0,,30395000.0,203738000.0,156626000.0,,,112164000.0,44462000.0,-3631000.0,40831000.0,360364000.0,84300000.0,84300000.0,88200000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q4,2011-01-01,2011-03-31,,-0.26,-0.26,3728000.0,-0.23,-668000.0,32026000.0,-22054000.0,-22416000.0,362000.0,-22054000.0,120043000.0,182255000.0,-3124000.0,,17248000.0,,29170000.0,120043000.0,62212000.0,,,82172000.0,-19960000.0,-3124000.0,-23084000.0,182255000.0,86500000.0,86500000.0,86500000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,FY,2010-04-01,2011-03-31,2013-05-13 19:49:41+00:00,0.56,0.56,14999000.0,0.56,9819000.0,176294000.0,48458000.0,53804000.0,-5346000.0,48458000.0,689381000.0,1136876000.0,-13519000.0,,69576000.0,,109484000.0,689381000.0,447495000.0,,,370353000.0,77142000.0,-13519000.0,63623000.0,1136876000.0,86500000.0,86500000.0,86500000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q3YTD,2010-04-01,2010-12-31,,0.82,0.82,11271000.0,0.79,10487000.0,144268000.0,70512000.0,76220000.0,-5708000.0,70512000.0,569338000.0,954621000.0,-10395000.0,,52328000.0,,80314000.0,569338000.0,385283000.0,,,288181000.0,97102000.0,-10395000.0,86707000.0,954621000.0,86900000.0,86900000.0,90800000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q3,2010-10-01,2010-12-31,2012-02-03 06:01:36+00:00,0.47,0.47,3501000.0,0.45,3849000.0,47861000.0,40859000.0,40820000.0,39000.0,40859000.0,188650000.0,334259000.0,-4013000.0,,18073000.0,,27492000.0,188650000.0,145609000.0,,,96927000.0,48682000.0,-4013000.0,44669000.0,334259000.0,86900000.0,86900000.0,90800000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q2YTD,2010-04-01,2010-09-30,,0.35,0.35,7770000.0,0.34,6638000.0,96407000.0,29653000.0,35400000.0,-5747000.0,29653000.0,380688000.0,620362000.0,-6382000.0,,34255000.0,,52822000.0,380688000.0,239674000.0,,,191254000.0,48420000.0,-6382000.0,42038000.0,620362000.0,83500000.0,83500000.0,83500000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q2,2010-07-01,2010-09-30,2011-11-08 17:03:49+00:00,0.04,0.04,4005000.0,0.04,3347000.0,46602000.0,3339000.0,8038000.0,-4699000.0,3339000.0,136642000.0,244972000.0,-1644000.0,,18074000.0,,26620000.0,136642000.0,108330000.0,,,95301000.0,13029000.0,-1644000.0,11385000.0,244972000.0,83500000.0,83500000.0,83500000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2011.0,Q1,2010-04-01,2010-06-30,2011-08-09 06:11:18+00:00,0.31,0.31,3765000.0,0.3,3291000.0,49805000.0,26314000.0,27362000.0,-1048000.0,26314000.0,244046000.0,375390000.0,-4738000.0,,16181000.0,,26202000.0,244046000.0,131344000.0,,,95953000.0,35391000.0,-4738000.0,30653000.0,375390000.0,84900000.0,84900000.0,87700000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,Q4,2012-01-01,2012-03-31,,-0.79,-0.79,2740000.0,-0.79,-505000.0,40065000.0,-66836000.0,-66005000.0,-831000.0,-66836000.0,116466000.0,148084000.0,-5368000.0,,14822000.0,,35133000.0,116466000.0,31618000.0,,,92760000.0,-61142000.0,-5368000.0,-66510000.0,148084000.0,83100000.0,83100000.0,83100000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,FY,2011-04-01,2012-03-31,2014-05-13 19:07:23+00:00,-1.31,-1.31,12123000.0,-1.31,3863000.0,183749000.0,-108816000.0,-107700000.0,-1116000.0,-108816000.0,528855000.0,825823000.0,-19571000.0,,64162000.0,,121200000.0,528855000.0,296968000.0,,,381234000.0,-84266000.0,-19571000.0,-103837000.0,825823000.0,83100000.0,83100000.0,83100000.0
Take-Two Interactive Software Inc,TTWO,BOMSTHHJK882EWYX3334,946581,2012.0,Q3YTD,2011-04-01,2011-12-31,,-0.52,-0.52,9383000.0,-0.52,4368000.0,143684000.0,-41980000.0,-41695000.0,-285000.0,-41980000.0,412389000.0,677739000.0,-14203000.0,,49340000.0,,86067000.0,412389000.0,265350000.0,,,288474000.0,-23124000.0,-14203000.0,-37327000.0,677739000.0,88200000.0,88200000.0,88200000.0
