company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2008.0,Q4,2008-10-01,2008-12-31,,-203000000.0,,,555000000.0,318000000.0,14000000.0,2078000000.0,13000000.0,-692000000.0,,-924000000.0,-800000000.0,2249000000.0,,,,-924000000.0,-800000000.0,2249000000.0,539000000.0,-1540000000.0,-1540000000.0,,1156000000.0,-738000000.0,,,1173000000.0,-150000000.0,-692000000.0,-680000000.0,,,136000000.0,-209000000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 11:10:10+00:00,-128000000.0,,,1681000000.0,0.0,54000000.0,-1253000000.0,59000000.0,2145000000.0,0.0,-54000000.0,-1937000000.0,2462000000.0,,,,-54000000.0,-1937000000.0,2462000000.0,525000000.0,2194000000.0,2194000000.0,,-160000000.0,8000000.0,6000000.0,,-1218000000.0,-1041000000.0,-1647000000.0,-150000000.0,-898000000.0,0.0,664000000.0,209000000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q4,2009-10-01,2009-12-31,,80000000.0,,,804000000.0,1589000000.0,15000000.0,594000000.0,1000000.0,278000000.0,,-1602000000.0,448000000.0,1404000000.0,,,,-1602000000.0,448000000.0,1404000000.0,265000000.0,178000000.0,178000000.0,,-172000000.0,10000000.0,2000000.0,,-251000000.0,-609000000.0,-858000000.0,-1272000000.0,-368000000.0,,244000000.0,
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 11:19:49+00:00,-35000000.0,,,2827000000.0,3270000000.0,79000000.0,-1150000000.0,1521000000.0,20509000000.0,7000000000.0,12659000000.0,-14767000000.0,2075000000.0,,,,12659000000.0,-14767000000.0,2075000000.0,46000000.0,676000000.0,676000000.0,,-278000000.0,10000000.0,-543000000.0,0.0,-1054000000.0,-15747000000.0,-2396000000.0,-14434000000.0,-373000000.0,-520000000.0,684000000.0,0.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q3TTM,2008-10-01,2009-09-30,,-318000000.0,,,2578000000.0,1999000000.0,78000000.0,334000000.0,1533000000.0,19539000000.0,7000000000.0,13337000000.0,-16015000000.0,2920000000.0,,,,13337000000.0,-16015000000.0,2920000000.0,320000000.0,-1042000000.0,-1042000000.0,,1050000000.0,-738000000.0,-545000000.0,,370000000.0,-15288000000.0,-2230000000.0,-13842000000.0,-5000000.0,-520000000.0,576000000.0,-209000000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q3,2009-07-01,2009-09-30,,-74000000.0,,,752000000.0,1416000000.0,23000000.0,96000000.0,1000000.0,2845000000.0,,-1112000000.0,414000000.0,608000000.0,,,,-1112000000.0,414000000.0,608000000.0,-67000000.0,795000000.0,795000000.0,,-1035000000.0,,2000000.0,,-252000000.0,-74000000.0,-979000000.0,-3186000000.0,,-520000000.0,123000000.0,
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 09:25:56+00:00,-115000000.0,,,2023000000.0,1681000000.0,64000000.0,-1744000000.0,1520000000.0,20231000000.0,7000000000.0,14261000000.0,-15215000000.0,671000000.0,,,,14261000000.0,-15215000000.0,671000000.0,-219000000.0,498000000.0,498000000.0,,-106000000.0,0.0,-545000000.0,0.0,-803000000.0,-15138000000.0,-1538000000.0,-13162000000.0,-5000000.0,-520000000.0,440000000.0,
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q2,2009-04-01,2009-06-30,,-19000000.0,,,763000000.0,232000000.0,94000000.0,-703000000.0,1519000000.0,14312000000.0,7000000000.0,14911000000.0,-15453000000.0,140000000.0,,,,14911000000.0,-15453000000.0,140000000.0,-308000000.0,-332000000.0,-332000000.0,,412000000.0,,-550000000.0,,-140000000.0,-14949000000.0,-325000000.0,-7780000000.0,,,158000000.0,
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 14:35:12+00:00,-41000000.0,,,1271000000.0,265000000.0,41000000.0,-1840000000.0,1519000000.0,17386000000.0,7000000000.0,15373000000.0,-15629000000.0,63000000.0,,,,15373000000.0,-15629000000.0,63000000.0,-152000000.0,-297000000.0,-297000000.0,,929000000.0,,-547000000.0,,-551000000.0,-15064000000.0,-559000000.0,-9976000000.0,-5000000.0,,317000000.0,
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 10:06:44+00:00,-22000000.0,,,508000000.0,33000000.0,-53000000.0,-1137000000.0,0.0,3074000000.0,,462000000.0,-176000000.0,-77000000.0,,,,462000000.0,-176000000.0,-77000000.0,156000000.0,35000000.0,35000000.0,,517000000.0,0.0,3000000.0,,-411000000.0,-115000000.0,-234000000.0,-2196000000.0,-5000000.0,,159000000.0,
