company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 09:37:13+00:00,72000000.0,3.03,3.03,1.635,2.99,0.0,1230000000.0,2985000000.0,2962000000.0,23000000.0,2887000000.0,98000000.0,46302000000.0,53375000000.0,,-324000000.0,0.0,0.0,1362000000.0,578000000.0,1861000000.0,46302000000.0,7073000000.0,584000000.0,1252000000.0,3549000000.0,3524000000.0,668000000.0,4192000000.0,53375000000.0,952800000.0,953100000.0,965600000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 12:09:44+00:00,92000000.0,0.62,0.62,1.68,0.62,239000000.0,651000000.0,654000000.0,626000000.0,28000000.0,579000000.0,75000000.0,51913000000.0,57361000000.0,,-89000000.0,-54000000.0,0.0,1354000000.0,888000000.0,1966000000.0,51913000000.0,5448000000.0,648000000.0,873000000.0,4396000000.0,1052000000.0,225000000.0,1277000000.0,57361000000.0,933900000.0,930400000.0,939000000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 11:10:10+00:00,21000000.0,0.46,0.46,0.42,0.46,,180000000.0,448000000.0,440000000.0,8000000.0,428000000.0,20000000.0,13949000000.0,15371000000.0,,34000000.0,,0.0,361000000.0,18000000.0,497000000.0,13949000000.0,1422000000.0,160000000.0,289000000.0,931000000.0,491000000.0,129000000.0,620000000.0,15371000000.0,930400000.0,925200000.0,934000000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2008.0,Q2,2008-04-01,2008-06-30,2009-08-03 13:01:20+00:00,25000000.0,0.82,0.82,0.42,0.81,0.0,240000000.0,781000000.0,776000000.0,5000000.0,762000000.0,19000000.0,14621000000.0,16349000000.0,,-37000000.0,0.0,0.0,335000000.0,0.0,514000000.0,14621000000.0,1728000000.0,151000000.0,276000000.0,837000000.0,891000000.0,125000000.0,1016000000.0,16349000000.0,929300000.0,929800000.0,939400000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q4,2009-10-01,2009-12-31,,157000000.0,0.12,0.12,0.15,0.13,7000000.0,-28000000.0,178000000.0,178000000.0,,87000000.0,6000000.0,10860000000.0,12466000000.0,,-58000000.0,,85000000.0,426000000.0,53000000.0,698000000.0,10860000000.0,1606000000.0,404000000.0,231000000.0,1283000000.0,323000000.0,-173000000.0,150000000.0,12466000000.0,1050000000.0,1043200000.0,1053900000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 11:19:49+00:00,399000000.0,0.32,0.32,0.6,0.32,7000000.0,-97000000.0,676000000.0,566000000.0,110000000.0,336000000.0,28000000.0,39148000000.0,44875000000.0,,-891000000.0,0.0,312000000.0,1499000000.0,855000000.0,2487000000.0,39148000000.0,5727000000.0,1571000000.0,669000000.0,4356000000.0,1371000000.0,-902000000.0,469000000.0,44875000000.0,1050000000.0,1043200000.0,1053900000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q3YTD,2009-01-01,2009-09-30,,242000000.0,0.2,0.2,0.45,0.19,,-69000000.0,498000000.0,388000000.0,110000000.0,249000000.0,22000000.0,28288000000.0,32409000000.0,,-833000000.0,,227000000.0,1073000000.0,802000000.0,1789000000.0,28288000000.0,4121000000.0,1167000000.0,438000000.0,3073000000.0,1048000000.0,-729000000.0,319000000.0,32409000000.0,1110900000.0,1108400000.0,1120700000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 09:25:56+00:00,108000000.0,0.64,0.64,0.15,0.63,,204000000.0,795000000.0,799000000.0,-4000000.0,711000000.0,-1000000.0,10386000000.0,12046000000.0,,-813000000.0,,85000000.0,400000000.0,21000000.0,683000000.0,10386000000.0,1660000000.0,488000000.0,230000000.0,399000000.0,1261000000.0,-258000000.0,1003000000.0,12046000000.0,1110900000.0,1108400000.0,1120700000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q2YTD,2009-01-01,2009-06-30,,134000000.0,-0.44,-0.44,0.3,-0.44,,-273000000.0,-297000000.0,-411000000.0,114000000.0,-462000000.0,23000000.0,17902000000.0,20363000000.0,,-20000000.0,,142000000.0,673000000.0,781000000.0,1106000000.0,17902000000.0,2461000000.0,679000000.0,208000000.0,2674000000.0,-213000000.0,-471000000.0,-684000000.0,20363000000.0,1034000000.0,1026100000.0,1035500000.0
Dow Inc.,DOW,ZQUIP1CSZO8LXRBSOU78,29915,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:35:12+00:00,112000000.0,-0.47,-0.47,0.15,-0.47,,-248000000.0,-332000000.0,-435000000.0,103000000.0,-486000000.0,12000000.0,9764000000.0,11322000000.0,,-23000000.0,,142000000.0,381000000.0,714000000.0,663000000.0,9764000000.0,1558000000.0,525000000.0,131000000.0,1847000000.0,-289000000.0,-394000000.0,-683000000.0,11322000000.0,1034000000.0,1026100000.0,1035500000.0
