company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2008.0,FY,2007-04-05,2008-03-28,2010-05-21 19:08:36+00:00,-1312000000.0,91000000.0,181000000.0,23000000.0,824000000.0,,104000000.0,288000000.0,224000000.0,200000000.0,-1066000000.0,-1526000000.0,1819000000.0,,,,-1066000000.0,-1526000000.0,1819000000.0,-669000000.0,410000000.0,410000000.0,,206000000.0,26000000.0,,,,-1234000000.0,-274000000.0,-16000000.0,-1500000000.0,1189000000.0,105000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q2,2009-07-04,2009-10-02,,,26000000.0,,,174000000.0,,20000000.0,-168000000.0,43000000.0,,-77000000.0,-47000000.0,226000000.0,,,,-77000000.0,-47000000.0,226000000.0,122000000.0,155000000.0,155000000.0,,39000000.0,3000000.0,,,,,-54000000.0,-3000000.0,-120000000.0,6000000.0,1000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q2YTD,2009-04-03,2009-10-02,2010-11-03 16:50:13+00:00,,51000000.0,,,395000000.0,3000000.0,60000000.0,-180000000.0,54000000.0,0.0,-205000000.0,69000000.0,597000000.0,,,,-205000000.0,69000000.0,597000000.0,521000000.0,229000000.0,229000000.0,,102000000.0,6000000.0,,,,-18000000.0,-108000000.0,-22000000.0,-243000000.0,189000000.0,3000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q1,2009-04-03,2009-07-03,2010-08-04 16:30:56+00:00,,25000000.0,,,221000000.0,3000000.0,40000000.0,-12000000.0,11000000.0,,-128000000.0,116000000.0,371000000.0,,,,-128000000.0,116000000.0,371000000.0,399000000.0,74000000.0,74000000.0,,63000000.0,3000000.0,,,,-18000000.0,-54000000.0,-19000000.0,-123000000.0,183000000.0,2000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q4,2009-01-03,2009-04-03,,-18000000.0,25000000.0,321000000.0,23000000.0,211000000.0,,-5000000.0,187000000.0,40000000.0,,-61000000.0,-197000000.0,607000000.0,,,,-61000000.0,-197000000.0,607000000.0,344000000.0,-264000000.0,-264000000.0,,448000000.0,2000000.0,,,,-128000000.0,-57000000.0,-3000000.0,-100000000.0,6000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,FY,2008-03-29,2009-04-03,2011-05-20 17:26:47+00:00,-1063000000.0,97000000.0,321000000.0,23000000.0,836000000.0,,-130000000.0,-146000000.0,229000000.0,0.0,-677000000.0,-961000000.0,1671000000.0,,,,-677000000.0,-961000000.0,1671000000.0,-97000000.0,-6786000000.0,-6786000000.0,,7670000000.0,18000000.0,0.0,,,-351000000.0,-272000000.0,-224000000.0,-700000000.0,685000000.0,40000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q3,2008-10-04,2009-01-02,,-1045000000.0,21000000.0,,,230000000.0,-3000000.0,-185000000.0,-153000000.0,135000000.0,,-411000000.0,-833000000.0,467000000.0,,,,-411000000.0,-833000000.0,467000000.0,-962000000.0,-6751000000.0,-6751000000.0,,7120000000.0,10000000.0,,,,-205000000.0,-107000000.0,-199000000.0,-357000000.0,490000000.0,37000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q3YTD,2008-03-29,2009-01-02,2010-02-05 17:13:33+00:00,-1045000000.0,72000000.0,,,625000000.0,,-125000000.0,-333000000.0,189000000.0,,-616000000.0,-764000000.0,1064000000.0,,,,-616000000.0,-764000000.0,1064000000.0,-441000000.0,-6522000000.0,-6522000000.0,,7222000000.0,16000000.0,,,,-223000000.0,-215000000.0,-221000000.0,-600000000.0,679000000.0,40000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,Q4,2010-01-02,2010-04-02,,-15000000.0,27000000.0,247000000.0,19000000.0,170000000.0,,-13000000.0,273000000.0,51000000.0,,-137000000.0,-117000000.0,703000000.0,,,,-137000000.0,-117000000.0,703000000.0,436000000.0,184000000.0,184000000.0,,49000000.0,3000000.0,,,,-5000000.0,-99000000.0,-2000000.0,-189000000.0,2000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,FY,2009-04-04,2010-04-02,2011-05-20 17:26:47+00:00,-31000000.0,104000000.0,247000000.0,19000000.0,733000000.0,,49000000.0,-22000000.0,124000000.0,0.0,-441000000.0,-65000000.0,1693000000.0,,,,-441000000.0,-65000000.0,1693000000.0,1236000000.0,714000000.0,714000000.0,,164000000.0,13000000.0,0.0,,,-23000000.0,-248000000.0,-25000000.0,-553000000.0,192000000.0,45000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,Q3TTM,2009-01-03,2010-01-01,,-34000000.0,102000000.0,321000000.0,23000000.0,774000000.0,,57000000.0,-108000000.0,113000000.0,,-365000000.0,-145000000.0,1597000000.0,,,,-365000000.0,-145000000.0,1597000000.0,1144000000.0,266000000.0,266000000.0,,563000000.0,12000000.0,,,,-146000000.0,-206000000.0,-26000000.0,-464000000.0,196000000.0,45000000.0
