company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q1,,2009-04-03,2010-05-21 19:08:36+00:00,190000000.0,837000000.0,186000000.0,1793000000.0,,9297000000.0,2644000000.0,163000000.0,44000000.0,374000000.0,4561000000.0,1639000000.0,1766000000.0,97000000.0,27000000.0,973000000.0,,941000000.0,181000000.0,278000000.0,261000000.0,,,71000000.0,90000000.0,,,-5336000000.0,,199000000.0,10638000000.0,4147000000.0,3297000000.0,3513000000.0,4147000000.0,4147000000.0,6491000000.0,10638000000.0,6368000000.0,2978000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,FY,,2010-04-02,2011-05-20 17:26:47+00:00,214000000.0,856000000.0,159000000.0,3029000000.0,,8998000000.0,2835000000.0,176000000.0,35000000.0,349000000.0,4605000000.0,1179000000.0,1871000000.0,58000000.0,25000000.0,949000000.0,0.0,797000000.0,195000000.0,250000000.0,338000000.0,,,90000000.0,50000000.0,,,-4609000000.0,0.0,15000000.0,11232000000.0,4548000000.0,4351000000.0,3771000000.0,4548000000.0,4548000000.0,6684000000.0,11232000000.0,5932000000.0,2913000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,Q3,,2010-01-01,2010-02-05 17:13:33+00:00,198000000.0,901000000.0,151000000.0,2593000000.0,,9069000000.0,2680000000.0,184000000.0,27000000.0,362000000.0,4606000000.0,1282000000.0,1844000000.0,60000000.0,24000000.0,990000000.0,,856000000.0,178000000.0,224000000.0,333000000.0,,,67000000.0,51000000.0,,,-4800000000.0,,18000000.0,10949000000.0,4420000000.0,3944000000.0,3600000000.0,4420000000.0,4420000000.0,6529000000.0,10949000000.0,6015000000.0,2929000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2011.0,FY,,2011-04-01,2012-05-21 17:20:44+00:00,260000000.0,1013000000.0,171000000.0,2950000000.0,0.0,8369000000.0,3321000000.0,223000000.0,,443000000.0,5494000000.0,1511000000.0,1987000000.0,27000000.0,30000000.0,1050000000.0,77000000.0,859000000.0,296000000.0,262000000.0,273000000.0,,,151000000.0,79000000.0,,,-4012000000.0,596000000.0,8000000.0,12719000000.0,4528000000.0,4486000000.0,4893000000.0,4528000000.0,4605000000.0,8114000000.0,12719000000.0,7183000000.0,3221000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2011.0,Q3,,2010-12-31,2011-02-02 17:04:29+00:00,259000000.0,976000000.0,178000000.0,2445000000.0,,8458000000.0,2980000000.0,199000000.0,54000000.0,392000000.0,5479000000.0,1628000000.0,1974000000.0,36000000.0,32000000.0,1019000000.0,86000000.0,785000000.0,219000000.0,234000000.0,312000000.0,,,108000000.0,60000000.0,,,-4181000000.0,587000000.0,7000000.0,12163000000.0,4455000000.0,3893000000.0,4584000000.0,4455000000.0,4541000000.0,7622000000.0,12163000000.0,7251000000.0,3038000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2011.0,Q2,,2010-10-01,2010-11-03 16:50:13+00:00,257000000.0,682000000.0,149000000.0,2256000000.0,,8668000000.0,2725000000.0,196000000.0,62000000.0,304000000.0,5485000000.0,1724000000.0,1962000000.0,47000000.0,23000000.0,1009000000.0,84000000.0,738000000.0,236000000.0,278000000.0,308000000.0,,,111000000.0,60000000.0,,,-4312000000.0,578000000.0,8000000.0,11819000000.0,4505000000.0,3443000000.0,4234000000.0,4505000000.0,4589000000.0,7230000000.0,11819000000.0,7367000000.0,2996000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2011.0,Q1,,2010-07-02,2010-08-04 16:30:56+00:00,213000000.0,573000000.0,165000000.0,2726000000.0,,8821000000.0,2650000000.0,172000000.0,46000000.0,284000000.0,4860000000.0,1172000000.0,853000000.0,51000000.0,22000000.0,935000000.0,,706000000.0,186000000.0,249000000.0,293000000.0,,,93000000.0,53000000.0,,,-4448000000.0,1044000000.0,13000000.0,10866000000.0,4538000000.0,3755000000.0,4530000000.0,4538000000.0,4538000000.0,6328000000.0,10866000000.0,6176000000.0,1798000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2012.0,FY,,2012-03-30,2013-05-17 16:21:43+00:00,324000000.0,940000000.0,173000000.0,3162000000.0,0.0,7780000000.0,3444000000.0,205000000.0,,416000000.0,5826000000.0,1337000000.0,2039000000.0,,28000000.0,1100000000.0,78000000.0,529000000.0,681000000.0,249000000.0,321000000.0,,,124000000.0,94000000.0,,,-2859000000.0,,49000000.0,13020000000.0,5094000000.0,4633000000.0,4505000000.0,5094000000.0,5172000000.0,7848000000.0,13020000000.0,7287000000.0,3343000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2012.0,Q3,,2011-12-30,2012-01-31 17:08:28+00:00,268000000.0,1009000000.0,160000000.0,2327000000.0,0.0,7907000000.0,3160000000.0,222000000.0,66000000.0,393000000.0,5725000000.0,1379000000.0,2025000000.0,,32000000.0,1050000000.0,86000000.0,820000000.0,354000000.0,243000000.0,282000000.0,,,143000000.0,80000000.0,,,-3418000000.0,,53000000.0,12183000000.0,4649000000.0,3886000000.0,4169000000.0,4649000000.0,4735000000.0,7448000000.0,12183000000.0,7247000000.0,3279000000.0,
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2012.0,Q2,,2011-09-30,2011-11-01 17:29:09+00:00,304000000.0,694000000.0,158000000.0,2215000000.0,0.0,8053000000.0,2962000000.0,218000000.0,65000000.0,312000000.0,5732000000.0,1477000000.0,2012000000.0,,28000000.0,1043000000.0,85000000.0,879000000.0,333000000.0,240000000.0,252000000.0,,,150000000.0,78000000.0,,,-3658000000.0,,38000000.0,11835000000.0,4553000000.0,3433000000.0,3895000000.0,4553000000.0,4638000000.0,7197000000.0,11835000000.0,7359000000.0,3302000000.0,
