company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2008.0,FY,2007-04-05,2008-03-28,2010-05-21 19:08:36+00:00,225000000.0,0.47,0.47,,0.46,95000000.0,213000000.0,2415000000.0,410000000.0,410000000.0,,410000000.0,,1220000000.0,5874000000.0,,63000000.0,895000000.0,74000000.0,348000000.0,1220000000.0,4654000000.0,119000000.0,77000000.0,4052000000.0,602000000.0,21000000.0,623000000.0,5874000000.0,872300000.0,868000000.0,884000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q2YTD,2009-04-03,2009-10-02,,125000000.0,0.28,0.28,,0.28,3000000.0,110000000.0,1135000000.0,229000000.0,229000000.0,,229000000.0,,571000000.0,2906000000.0,-18000000.0,8000000.0,431000000.0,59000000.0,173000000.0,571000000.0,2335000000.0,63000000.0,3000000.0,1926000000.0,409000000.0,-52000000.0,357000000.0,2906000000.0,815800000.0,812000000.0,819000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q2,2009-07-04,2009-10-02,2010-11-03 16:50:13+00:00,63000000.0,0.19,0.19,,0.19,0.0,68000000.0,576000000.0,155000000.0,155000000.0,,155000000.0,0.0,259000000.0,1474000000.0,-6000000.0,2000000.0,210000000.0,25000000.0,84000000.0,259000000.0,1215000000.0,31000000.0,1000000.0,958000000.0,257000000.0,-28000000.0,229000000.0,1474000000.0,815800000.0,812000000.0,819000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q1,2009-04-03,2009-07-03,2010-08-04 16:30:56+00:00,62000000.0,0.09,0.09,,0.09,3000000.0,42000000.0,559000000.0,74000000.0,74000000.0,,74000000.0,,312000000.0,1432000000.0,-12000000.0,6000000.0,221000000.0,34000000.0,89000000.0,312000000.0,1120000000.0,32000000.0,2000000.0,968000000.0,152000000.0,-24000000.0,128000000.0,1432000000.0,822200000.0,816000000.0,827000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q4,2009-01-03,2009-04-03,,48000000.0,-0.2,-0.2,,-0.2,439000000.0,51000000.0,670000000.0,-195000000.0,-195000000.0,,-195000000.0,,357000000.0,1730000000.0,-19000000.0,-17000000.0,245000000.0,-10000000.0,87000000.0,357000000.0,1373000000.0,31000000.0,29000000.0,1479000000.0,-106000000.0,-19000000.0,-125000000.0,1730000000.0,830600000.0,831000000.0,831000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,FY,2008-03-29,2009-04-03,2011-05-20 17:26:47+00:00,233000000.0,-8.17,-8.17,,-8.17,7465000000.0,183000000.0,2386000000.0,-6786000000.0,-6786000000.0,,-6786000000.0,0.0,1227000000.0,6150000000.0,-53000000.0,8000000.0,870000000.0,96000000.0,343000000.0,1227000000.0,4923000000.0,125000000.0,37000000.0,11393000000.0,-6470000000.0,-80000000.0,-6550000000.0,6150000000.0,830600000.0,831000000.0,831000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q3YTD,2008-03-29,2009-01-02,,185000000.0,-7.97,-7.97,,-7.97,7026000000.0,132000000.0,1716000000.0,-6591000000.0,-6591000000.0,,-6591000000.0,,870000000.0,4420000000.0,-34000000.0,25000000.0,625000000.0,106000000.0,256000000.0,870000000.0,3550000000.0,94000000.0,8000000.0,9914000000.0,-6364000000.0,-61000000.0,-6425000000.0,4420000000.0,826700000.0,827000000.0,827000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2009.0,Q3,2008-10-04,2009-01-02,2010-02-05 17:13:33+00:00,60000000.0,-8.25,-8.25,,-8.25,7023000000.0,22000000.0,581000000.0,-6820000000.0,-6820000000.0,,-6820000000.0,,299000000.0,1514000000.0,-16000000.0,17000000.0,194000000.0,47000000.0,83000000.0,299000000.0,1215000000.0,31000000.0,5000000.0,7988000000.0,-6773000000.0,-9000000.0,-6782000000.0,1514000000.0,826700000.0,827000000.0,827000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,Q4,2010-01-02,2010-04-02,,61000000.0,0.23,0.23,,0.22,17000000.0,23000000.0,597000000.0,184000000.0,184000000.0,,184000000.0,,276000000.0,1531000000.0,27000000.0,3000000.0,216000000.0,30000000.0,87000000.0,276000000.0,1255000000.0,33000000.0,-37000000.0,1008000000.0,247000000.0,-67000000.0,180000000.0,1531000000.0,811400000.0,810000000.0,819000000.0
NortonLifeLock Inc.,NLOK,YF6ZV0M6AU4FY94MK914,849399,2010.0,FY,2009-04-04,2010-04-02,2012-05-21 17:20:44+00:00,247000000.0,0.88,0.88,,0.87,30000000.0,112000000.0,2367000000.0,714000000.0,714000000.0,,714000000.0,,1105000000.0,5985000000.0,,55000000.0,857000000.0,94000000.0,352000000.0,1105000000.0,4880000000.0,129000000.0,-33000000.0,3947000000.0,933000000.0,-107000000.0,826000000.0,5985000000.0,811400000.0,810000000.0,819000000.0
