company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 17:32:23+00:00,72000000.0,2.69,2.69,,2.49,110000000.0,427000000.0,337000000.0,90000000.0,416000000.0,1000000.0,4999000000.0,6444000000.0,,-23000000.0,-20000000.0,10000000.0,73000000.0,58000000.0,516000000.0,4999000000.0,1445000000.0,518000000.0,242000000.0,699000000.0,746000000.0,-299000000.0,447000000.0,6444000000.0,154600000.0,154475020.0,171227997.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2008.0,FY,2008-01-01,2008-12-31,2010-02-12 17:32:23+00:00,76000000.0,1.83,1.83,,1.73,63000000.0,281000000.0,371000000.0,-90000000.0,272000000.0,-1000000.0,5567000000.0,6823000000.0,,-1000000.0,8000000.0,10000000.0,80000000.0,108000000.0,540000000.0,5567000000.0,1256000000.0,261000000.0,252000000.0,812000000.0,444000000.0,-10000000.0,434000000.0,6823000000.0,148600000.0,148350273.0,163471873.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 17:30:57+00:00,19000000.0,1.05,1.05,,0.97,-12000000.0,158000000.0,164000000.0,-6000000.0,155000000.0,0.0,1490000000.0,1823000000.0,,3000000.0,1000000.0,3000000.0,18000000.0,1000000.0,142000000.0,1490000000.0,333000000.0,65000000.0,62000000.0,181000000.0,152000000.0,,152000000.0,1823000000.0,147600000.0,147063241.0,162911689.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q4,2009-10-01,2009-12-31,,19000000.0,0.09,0.09,,0.14,85000000.0,15000000.0,11000000.0,4000000.0,-490000000.0,,1099000000.0,1388000000.0,503000000.0,7000000.0,135000000.0,2000000.0,14000000.0,-123000000.0,136000000.0,1099000000.0,289000000.0,51000000.0,32000000.0,181000000.0,108000000.0,-12000000.0,96000000.0,1388000000.0,143500000.0,143688749.0,157115521.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 16:58:50+00:00,77000000.0,3.4,3.4,,3.17,-243000000.0,498000000.0,494000000.0,4000000.0,488000000.0,0.0,4079000000.0,5082000000.0,,6000000.0,94000000.0,10000000.0,70000000.0,,474000000.0,4079000000.0,1003000000.0,207000000.0,164000000.0,715000000.0,288000000.0,-37000000.0,251000000.0,5082000000.0,143500000.0,143688749.0,157115521.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q3,2009-07-01,2009-09-30,2009-10-27 17:30:57+00:00,20000000.0,2.76,2.76,,2.53,-350000000.0,399000000.0,399000000.0,0.0,795000000.0,0.0,1038000000.0,1304000000.0,-399000000.0,-7000000.0,-45000000.0,3000000.0,18000000.0,96000000.0,110000000.0,1038000000.0,266000000.0,51000000.0,40000000.0,199000000.0,67000000.0,-18000000.0,49000000.0,1304000000.0,288000000.0,143591231.0,157562916.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q3YTD,2009-01-01,2009-09-30,,58000000.0,3.31,3.31,,3.03,-328000000.0,483000000.0,483000000.0,,978000000.0,,2980000000.0,3694000000.0,-503000000.0,-1000000.0,-41000000.0,8000000.0,56000000.0,123000000.0,338000000.0,2980000000.0,714000000.0,156000000.0,132000000.0,534000000.0,180000000.0,-25000000.0,155000000.0,3694000000.0,288000000.0,143591231.0,157562916.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q2,2009-04-01,2009-06-30,2009-07-29 17:14:10+00:00,21000000.0,0.71,0.71,,0.66,17000000.0,104000000.0,105000000.0,-1000000.0,206000000.0,,996000000.0,1244000000.0,-104000000.0,3000000.0,1000000.0,2000000.0,18000000.0,6000000.0,114000000.0,996000000.0,248000000.0,54000000.0,85000000.0,160000000.0,88000000.0,34000000.0,122000000.0,1244000000.0,290100000.0,143528126.0,157077970.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q2YTD,2009-01-01,2009-06-30,,38000000.0,0.55,0.55,,0.5,22000000.0,84000000.0,84000000.0,,183000000.0,,1942000000.0,2390000000.0,-104000000.0,6000000.0,4000000.0,5000000.0,38000000.0,27000000.0,228000000.0,1942000000.0,448000000.0,105000000.0,92000000.0,335000000.0,113000000.0,-7000000.0,106000000.0,2390000000.0,290100000.0,143528126.0,157077970.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 17:20:10+00:00,17000000.0,-0.16,-0.16,,-0.16,5000000.0,-20000000.0,-21000000.0,1000000.0,-23000000.0,0.0,946000000.0,1146000000.0,,3000000.0,3000000.0,3000000.0,20000000.0,21000000.0,114000000.0,946000000.0,200000000.0,51000000.0,7000000.0,175000000.0,25000000.0,-41000000.0,-16000000.0,1146000000.0,143800000.0,143506981.0,143506981.0
