company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 17:32:23+00:00,-269000000.0,,311000000.0,39000000.0,-298000000.0,,2948000000.0,-714000000.0,143000000.0,650000000.0,-84000000.0,-714000000.0,143000000.0,566000000.0,34000000.0,427000000.0,427000000.0,210000000.0,69000000.0,-4000000.0,-35000000.0,-59000000.0,-309000000.0,-3293000000.0,-403000000.0,69000000.0,715000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2008.0,FY,2008-01-01,2008-12-31,2010-02-12 17:32:23+00:00,0.0,,360000000.0,-35000000.0,-206000000.0,,13000000.0,-499000000.0,-201000000.0,583000000.0,3000000.0,-499000000.0,-201000000.0,586000000.0,-149000000.0,281000000.0,281000000.0,148000000.0,18000000.0,-80000000.0,-34000000.0,-386000000.0,-9000000.0,-118000000.0,-378000000.0,,274000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2008.0,Q4,2008-10-01,2008-12-31,,1000000.0,,88000000.0,-20000000.0,214000000.0,,-8000000.0,-97000000.0,-32000000.0,248000000.0,-7000000.0,-97000000.0,-32000000.0,241000000.0,92000000.0,-155000000.0,-155000000.0,101000000.0,,-313000000.0,-8000000.0,-165000000.0,325000000.0,-81000000.0,,-147000000.0,267000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 17:30:57+00:00,-1000000.0,,272000000.0,-15000000.0,-420000000.0,,21000000.0,-402000000.0,-169000000.0,335000000.0,10000000.0,-402000000.0,-169000000.0,345000000.0,-241000000.0,436000000.0,436000000.0,47000000.0,18000000.0,233000000.0,-26000000.0,-221000000.0,-334000000.0,-37000000.0,-378000000.0,147000000.0,7000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q4,2009-10-01,2009-12-31,,-8000000.0,,77000000.0,-7000000.0,96000000.0,,-31000000.0,-60000000.0,-160000000.0,189000000.0,-1000000.0,-60000000.0,-160000000.0,188000000.0,-39000000.0,15000000.0,15000000.0,1000000.0,13000000.0,242000000.0,-8000000.0,,-397000000.0,-34000000.0,,,3000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 16:58:50+00:00,-9000000.0,,319000000.0,63000000.0,-264000000.0,,0.0,-112000000.0,31000000.0,598000000.0,-2000000.0,-112000000.0,31000000.0,596000000.0,578000000.0,498000000.0,498000000.0,45000000.0,14000000.0,381000000.0,-33000000.0,,-527000000.0,-93000000.0,0.0,15000000.0,171000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-27 17:30:57+00:00,-1000000.0,,242000000.0,70000000.0,-360000000.0,,31000000.0,-52000000.0,191000000.0,409000000.0,-1000000.0,-52000000.0,191000000.0,408000000.0,617000000.0,483000000.0,483000000.0,44000000.0,1000000.0,139000000.0,-25000000.0,0.0,-130000000.0,-59000000.0,0.0,15000000.0,168000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,330000000.0,50000000.0,-146000000.0,,23000000.0,-149000000.0,159000000.0,657000000.0,-8000000.0,-149000000.0,159000000.0,649000000.0,709000000.0,328000000.0,328000000.0,145000000.0,1000000.0,-174000000.0,-33000000.0,-165000000.0,195000000.0,-140000000.0,,-132000000.0,435000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q3,2009-07-01,2009-09-30,,-1000000.0,,86000000.0,24000000.0,-409000000.0,,25000000.0,7000000.0,8000000.0,111000000.0,-2000000.0,7000000.0,8000000.0,109000000.0,148000000.0,399000000.0,399000000.0,35000000.0,,-126000000.0,-8000000.0,,-33000000.0,-10000000.0,,,168000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-29 17:14:10+00:00,0.0,,156000000.0,46000000.0,49000000.0,,6000000.0,-59000000.0,183000000.0,298000000.0,1000000.0,-59000000.0,183000000.0,299000000.0,469000000.0,84000000.0,84000000.0,9000000.0,1000000.0,265000000.0,-17000000.0,0.0,-97000000.0,-49000000.0,0.0,15000000.0,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q2,2009-04-01,2009-06-30,,,,82000000.0,34000000.0,-66000000.0,,6000000.0,-11000000.0,-128000000.0,100000000.0,,-11000000.0,-128000000.0,100000000.0,-5000000.0,104000000.0,104000000.0,-20000000.0,1000000.0,-146000000.0,-8000000.0,,18000000.0,-10000000.0,,,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 17:20:10+00:00,,,74000000.0,12000000.0,115000000.0,,,-48000000.0,311000000.0,198000000.0,1000000.0,-48000000.0,311000000.0,199000000.0,474000000.0,-20000000.0,-20000000.0,29000000.0,0.0,411000000.0,-9000000.0,,-115000000.0,-39000000.0,,15000000.0,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q4,2010-10-01,2010-12-31,,,,74000000.0,2000000.0,-6000000.0,,84000000.0,-56000000.0,-179000000.0,86000000.0,3000000.0,-56000000.0,-179000000.0,89000000.0,-144000000.0,58000000.0,58000000.0,-40000000.0,6000000.0,208000000.0,-8000000.0,,-391000000.0,-131000000.0,-7000000.0,,4000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,FY,2010-01-01,2010-12-31,2013-02-08 17:22:53+00:00,-46000000.0,,300000000.0,-18000000.0,-236000000.0,,684000000.0,-388000000.0,-560000000.0,444000000.0,8000000.0,-388000000.0,-560000000.0,452000000.0,-514000000.0,377000000.0,377000000.0,3000000.0,14000000.0,-27000000.0,-31000000.0,,-513000000.0,-1007000000.0,-48000000.0,,26000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-10-26 16:41:56+00:00,-46000000.0,,226000000.0,-20000000.0,-230000000.0,,600000000.0,-332000000.0,-381000000.0,358000000.0,5000000.0,-332000000.0,-381000000.0,363000000.0,-370000000.0,319000000.0,319000000.0,43000000.0,8000000.0,-235000000.0,-23000000.0,,-122000000.0,-876000000.0,-41000000.0,0.0,22000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q3TTM,2009-10-01,2010-09-30,,-54000000.0,,303000000.0,-27000000.0,-134000000.0,,569000000.0,-392000000.0,-541000000.0,547000000.0,4000000.0,-392000000.0,-541000000.0,551000000.0,-409000000.0,334000000.0,334000000.0,44000000.0,21000000.0,7000000.0,-31000000.0,,-519000000.0,-910000000.0,-41000000.0,,25000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q3,2010-07-01,2010-09-30,,,,67000000.0,19000000.0,-64000000.0,,600000000.0,-254000000.0,-106000000.0,141000000.0,3000000.0,-254000000.0,-106000000.0,144000000.0,-197000000.0,145000000.0,145000000.0,-7000000.0,4000000.0,-64000000.0,-8000000.0,,-44000000.0,-829000000.0,-21000000.0,,2000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-29 16:46:51+00:00,-46000000.0,,159000000.0,-39000000.0,-166000000.0,,,-78000000.0,-275000000.0,217000000.0,2000000.0,-78000000.0,-275000000.0,219000000.0,-173000000.0,174000000.0,174000000.0,50000000.0,4000000.0,-171000000.0,-15000000.0,,-78000000.0,-47000000.0,-20000000.0,0.0,20000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q2TTM,2009-07-01,2010-06-30,,-55000000.0,,322000000.0,-22000000.0,-479000000.0,,-6000000.0,-131000000.0,-427000000.0,517000000.0,-1000000.0,-131000000.0,-427000000.0,516000000.0,-64000000.0,588000000.0,588000000.0,86000000.0,17000000.0,-55000000.0,-31000000.0,,-508000000.0,-91000000.0,-20000000.0,,191000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q2,2010-04-01,2010-06-30,,-46000000.0,,66000000.0,-16000000.0,-36000000.0,,-1000000.0,-63000000.0,-143000000.0,159000000.0,5000000.0,-63000000.0,-143000000.0,164000000.0,-58000000.0,156000000.0,156000000.0,-27000000.0,1000000.0,-78000000.0,-6000000.0,,-34000000.0,-37000000.0,-20000000.0,,15000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q1,2010-01-01,2010-03-31,2010-04-27 17:20:10+00:00,,,93000000.0,-23000000.0,-130000000.0,,1000000.0,-15000000.0,-132000000.0,58000000.0,-3000000.0,-15000000.0,-132000000.0,55000000.0,-115000000.0,18000000.0,18000000.0,77000000.0,3000000.0,-93000000.0,-9000000.0,,-44000000.0,-10000000.0,,0.0,5000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2010.0,Q1TTM,2009-04-01,2010-03-31,,-9000000.0,,338000000.0,28000000.0,-509000000.0,,1000000.0,-79000000.0,-412000000.0,458000000.0,-6000000.0,-79000000.0,-412000000.0,452000000.0,-11000000.0,536000000.0,536000000.0,93000000.0,17000000.0,-123000000.0,-33000000.0,,-456000000.0,-64000000.0,,,176000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q4,2011-10-01,2011-12-31,,,306000000.0,80000000.0,-5000000.0,81000000.0,,70000000.0,-29000000.0,-145000000.0,157000000.0,,-29000000.0,-145000000.0,157000000.0,-22000000.0,-85000000.0,-85000000.0,-225000000.0,1000000.0,167000000.0,-9000000.0,,-312000000.0,-88000000.0,-3000000.0,,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,FY,2011-01-01,2011-12-31,2014-02-07 17:15:23+00:00,-8000000.0,306000000.0,311000000.0,-2000000.0,-216000000.0,,481000000.0,-253000000.0,-441000000.0,647000000.0,-9000000.0,-253000000.0,-441000000.0,638000000.0,-58000000.0,427000000.0,427000000.0,-181000000.0,20000000.0,114000000.0,-34000000.0,,-553000000.0,-689000000.0,-31000000.0,,6000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-26 08:47:09+00:00,-8000000.0,,231000000.0,3000000.0,-297000000.0,,411000000.0,-224000000.0,-296000000.0,490000000.0,-9000000.0,-224000000.0,-296000000.0,481000000.0,-36000000.0,512000000.0,512000000.0,44000000.0,19000000.0,-53000000.0,-25000000.0,,-241000000.0,-601000000.0,-28000000.0,,6000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q3TTM,2010-10-01,2011-09-30,,-8000000.0,,305000000.0,5000000.0,-303000000.0,,495000000.0,-280000000.0,-475000000.0,576000000.0,-6000000.0,-280000000.0,-475000000.0,570000000.0,-180000000.0,570000000.0,570000000.0,4000000.0,25000000.0,155000000.0,-33000000.0,,-632000000.0,-732000000.0,-35000000.0,,10000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q3,2011-07-01,2011-09-30,,,,80000000.0,-13000000.0,-81000000.0,,,-26000000.0,-163000000.0,176000000.0,-11000000.0,-26000000.0,-163000000.0,165000000.0,-37000000.0,167000000.0,167000000.0,10000000.0,2000000.0,-74000000.0,-9000000.0,,-90000000.0,-4000000.0,-15000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-22 16:41:15+00:00,-8000000.0,,151000000.0,16000000.0,-216000000.0,,411000000.0,-198000000.0,-133000000.0,314000000.0,2000000.0,-198000000.0,-133000000.0,316000000.0,1000000.0,345000000.0,345000000.0,34000000.0,17000000.0,21000000.0,-16000000.0,,-151000000.0,-597000000.0,-13000000.0,,5000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q2TTM,2010-07-01,2011-06-30,,-8000000.0,,292000000.0,37000000.0,-286000000.0,,1095000000.0,-508000000.0,-418000000.0,541000000.0,8000000.0,-508000000.0,-418000000.0,549000000.0,-340000000.0,548000000.0,548000000.0,-13000000.0,27000000.0,165000000.0,-32000000.0,,-586000000.0,-1557000000.0,-41000000.0,,11000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q2,2011-04-01,2011-06-30,,,,76000000.0,4000000.0,-104000000.0,,400000000.0,-187000000.0,18000000.0,180000000.0,4000000.0,-187000000.0,18000000.0,184000000.0,19000000.0,203000000.0,203000000.0,5000000.0,12000000.0,91000000.0,-8000000.0,,-74000000.0,-581000000.0,-10000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q1,2011-01-01,2011-03-31,2011-04-26 16:41:15+00:00,-8000000.0,,75000000.0,12000000.0,-112000000.0,,11000000.0,-11000000.0,-151000000.0,134000000.0,-2000000.0,-11000000.0,-151000000.0,132000000.0,-18000000.0,142000000.0,142000000.0,29000000.0,5000000.0,-70000000.0,-8000000.0,,-77000000.0,-16000000.0,-3000000.0,,4000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2011.0,Q1TTM,2010-04-01,2011-03-31,,-54000000.0,,282000000.0,17000000.0,-218000000.0,,694000000.0,-384000000.0,-579000000.0,520000000.0,9000000.0,-384000000.0,-579000000.0,529000000.0,-417000000.0,501000000.0,501000000.0,-45000000.0,16000000.0,-4000000.0,-30000000.0,,-546000000.0,-1013000000.0,-51000000.0,,25000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q4,2012-10-01,2012-12-31,,,389000000.0,84000000.0,3000000.0,26000000.0,,607000000.0,70000000.0,-103000000.0,59000000.0,2000000.0,70000000.0,-103000000.0,61000000.0,31000000.0,-138000000.0,-138000000.0,-302000000.0,4000000.0,37000000.0,-12000000.0,,-140000000.0,-521000000.0,-8000000.0,,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,FY,2012-01-01,2012-12-31,2015-02-06 17:19:30+00:00,-23000000.0,389000000.0,320000000.0,6000000.0,-133000000.0,0.0,635000000.0,49000000.0,-500000000.0,720000000.0,2000000.0,49000000.0,-500000000.0,722000000.0,277000000.0,372000000.0,372000000.0,-228000000.0,62000000.0,-68000000.0,-43000000.0,,-410000000.0,-560000000.0,-45000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-23 17:18:49+00:00,-23000000.0,,236000000.0,3000000.0,-159000000.0,,28000000.0,-21000000.0,-397000000.0,661000000.0,0.0,-21000000.0,-397000000.0,661000000.0,246000000.0,510000000.0,510000000.0,74000000.0,58000000.0,-105000000.0,-31000000.0,,-270000000.0,-39000000.0,-37000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q3TTM,2011-10-01,2012-09-30,,-23000000.0,306000000.0,316000000.0,-2000000.0,-78000000.0,,98000000.0,-50000000.0,-542000000.0,818000000.0,,-50000000.0,-542000000.0,818000000.0,224000000.0,425000000.0,425000000.0,-151000000.0,59000000.0,62000000.0,-40000000.0,,-582000000.0,-127000000.0,-40000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q3,2012-07-01,2012-09-30,,,,81000000.0,8000000.0,74000000.0,,-1000000.0,-25000000.0,-114000000.0,260000000.0,-1000000.0,-25000000.0,-114000000.0,259000000.0,128000000.0,117000000.0,117000000.0,-12000000.0,3000000.0,-27000000.0,-12000000.0,,-87000000.0,-6000000.0,-9000000.0,,
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-07-25 16:50:13+00:00,-23000000.0,,155000000.0,-5000000.0,-233000000.0,,29000000.0,4000000.0,-283000000.0,401000000.0,1000000.0,4000000.0,-283000000.0,402000000.0,118000000.0,393000000.0,393000000.0,86000000.0,55000000.0,-78000000.0,-19000000.0,,-183000000.0,-33000000.0,-28000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q2TTM,2011-07-01,2012-06-30,,-23000000.0,306000000.0,315000000.0,-23000000.0,-233000000.0,,99000000.0,-51000000.0,-591000000.0,734000000.0,-10000000.0,-51000000.0,-591000000.0,724000000.0,59000000.0,475000000.0,475000000.0,-129000000.0,58000000.0,15000000.0,-37000000.0,,-585000000.0,-125000000.0,-46000000.0,,2000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q2,2012-04-01,2012-06-30,,,,78000000.0,-11000000.0,-120000000.0,,19000000.0,25000000.0,-128000000.0,186000000.0,1000000.0,25000000.0,-128000000.0,187000000.0,73000000.0,210000000.0,210000000.0,18000000.0,48000000.0,-52000000.0,-9000000.0,,-77000000.0,-25000000.0,-8000000.0,,1000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q1,2012-01-01,2012-03-31,2012-04-24 17:24:08+00:00,-23000000.0,,77000000.0,6000000.0,-113000000.0,,10000000.0,-21000000.0,-155000000.0,215000000.0,0.0,-21000000.0,-155000000.0,215000000.0,45000000.0,183000000.0,183000000.0,68000000.0,7000000.0,-26000000.0,-10000000.0,,-106000000.0,-8000000.0,-20000000.0,,0.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2012.0,Q1TTM,2011-04-01,2012-03-31,,-23000000.0,306000000.0,313000000.0,-8000000.0,-217000000.0,,480000000.0,-263000000.0,-445000000.0,728000000.0,-7000000.0,-263000000.0,-445000000.0,721000000.0,5000000.0,468000000.0,468000000.0,-142000000.0,22000000.0,158000000.0,-36000000.0,,-582000000.0,-681000000.0,-48000000.0,,2000000.0
Celanese Corp,CE,5493007KZ3O535IUKS33,1306830,2013.0,Q4,2013-10-01,2013-12-31,,,-104000000.0,81000000.0,5000000.0,306000000.0,,23000000.0,-143000000.0,-132000000.0,153000000.0,1000000.0,-143000000.0,-132000000.0,154000000.0,-116000000.0,654000000.0,654000000.0,-784000000.0,6000000.0,-14000000.0,-28000000.0,,-118000000.0,-82000000.0,-62000000.0,,
