company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,restrictedcash,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Regency Centers Corp,REG,,910606,2012.0,Q2,,2012-06-30,2012-08-09 15:17:18+00:00,-66731000.0,23030000.0,0.0,2285363000.0,71597000.0,26835000.0,2063299000.0,3306518000.0,15203000.0,20929000.0,591811000.0,-726444000.0,11971000.0,111995000.0,6075000.0,73000.0,4025866000.0,1477396000.0,1802396000.0,1817599000.0,2208267000.0,4025866000.0,325000000.0,,-14792000.0
Regency Centers Corp,REG,,910606,2012.0,Q1,,2012-03-31,2012-05-08 17:00:27+00:00,-69083000.0,27115000.0,0.0,2281680000.0,71094000.0,25937000.0,2023358000.0,3310403000.0,12084000.0,19757000.0,563921000.0,-690845000.0,12269000.0,104819000.0,6406000.0,59000.0,4004876000.0,1507530000.0,1832530000.0,1844614000.0,2160262000.0,4004876000.0,325000000.0,0.0,-14222000.0
Regency Centers Corp,REG,,910606,2013.0,FY,,2013-12-31,2015-02-20 14:02:14+00:00,-17404000.0,80684000.0,0.0,2427400000.0,139926000.0,44805000.0,1854697000.0,3368108000.0,17780000.0,23911000.0,500205000.0,-874916000.0,26729000.0,147045000.0,9520000.0,,4169929000.0,1518354000.0,1843354000.0,1861134000.0,2052382000.0,3913516000.0,325000000.0,26681000.0,-16726000.0
Regency Centers Corp,REG,,910606,2013.0,Q3,,2013-09-30,2013-11-01 13:00:12+00:00,-28430000.0,62702000.0,0.0,2423389000.0,69553000.0,39134000.0,1864437000.0,3124943000.0,12429000.0,22454000.0,594933000.0,-878753000.0,25480000.0,147087000.0,5288000.0,,3896553000.0,1499666000.0,1824666000.0,1837095000.0,2059458000.0,3896553000.0,325000000.0,,-16540000.0
Regency Centers Corp,REG,,910606,2013.0,Q2,,2013-06-30,2013-08-02 10:05:21+00:00,-31319000.0,59143000.0,0.0,2417555000.0,68141000.0,41331000.0,1892124000.0,3119868000.0,12414000.0,14229000.0,581609000.0,-871266000.0,26337000.0,131181000.0,5354000.0,,3899903000.0,1498618000.0,1823618000.0,1836032000.0,2063871000.0,3899903000.0,325000000.0,24457000.0,-16352000.0
Regency Centers Corp,REG,,910606,2013.0,Q1,,2013-03-31,2013-05-09 12:31:41+00:00,-51983000.0,22402000.0,0.0,2366521000.0,68206000.0,40391000.0,1930443000.0,3144297000.0,12902000.0,14618000.0,580001000.0,-860832000.0,19510000.0,121120000.0,6090000.0,,3861387000.0,1437794000.0,1762794000.0,1775696000.0,2085691000.0,3861387000.0,325000000.0,,-15912000.0
Regency Centers Corp,REG,,910606,2014.0,FY,,2014-12-31,2016-02-18 13:50:32+00:00,-57748000.0,113776000.0,0.0,2541094000.0,71502000.0,52365000.0,2021357000.0,3476178000.0,29890000.0,25991000.0,475336000.0,-882372000.0,32143000.0,181197000.0,8013000.0,,4197170000.0,1581592000.0,1906592000.0,1936482000.0,2260688000.0,4197170000.0,325000000.0,,-19382000.0
Regency Centers Corp,REG,,910606,2014.0,Q3,,2014-09-30,2014-11-04 12:22:42+00:00,-33963000.0,100708000.0,0.0,2485392000.0,72559000.0,52240000.0,2023243000.0,3390699000.0,28908000.0,24888000.0,502543000.0,-912041000.0,31831000.0,173997000.0,9339000.0,,4128088000.0,1520221000.0,1845221000.0,1874129000.0,2253959000.0,4128088000.0,325000000.0,,-19167000.0
Regency Centers Corp,REG,,910606,2014.0,Q2,,2014-06-30,2014-08-08 14:33:29+00:00,-36412000.0,36736000.0,0.0,2432851000.0,73659000.0,53543000.0,2031063000.0,3362760000.0,32491000.0,23540000.0,508161000.0,-916576000.0,29703000.0,141063000.0,8912000.0,,4043771000.0,1460911000.0,1785911000.0,1818402000.0,2225369000.0,4043771000.0,325000000.0,,-18952000.0
Regency Centers Corp,REG,,910606,2014.0,Q1,,2014-03-31,2014-05-08 14:25:34+00:00,-28599000.0,35159000.0,0.0,2429089000.0,70543000.0,57028000.0,2000690000.0,3347041000.0,32734000.0,25847000.0,516588000.0,-898787000.0,31128000.0,136800000.0,9192000.0,,4035551000.0,1483352000.0,1808352000.0,1841086000.0,2194465000.0,4035551000.0,325000000.0,,-18351000.0
Regency Centers Corp,REG,,910606,2015.0,FY,,2015-12-31,2017-02-27 15:41:52+00:00,-58693000.0,36856000.0,0.0,2743480000.0,66367000.0,105380000.0,1864285000.0,3502113000.0,28511000.0,29427000.0,468398000.0,-936020000.0,42034000.0,164515000.0,3767000.0,,4182881000.0,1729109000.0,2054109000.0,2082620000.0,2100261000.0,4182881000.0,325000000.0,,-19658000.0
Regency Centers Corp,REG,,910606,2015.0,Q3,,2015-09-30,2015-11-05 13:47:34+00:00,-62307000.0,23880000.0,0.0,2543733000.0,77599000.0,108400000.0,2023652000.0,3484205000.0,29018000.0,24726000.0,471661000.0,-907962000.0,43161000.0,171304000.0,5142000.0,,4170887000.0,1554026000.0,1879026000.0,1908044000.0,2262843000.0,4170887000.0,325000000.0,,-19438000.0
Regency Centers Corp,REG,,910606,2015.0,Q2,,2015-06-30,2015-08-06 14:01:00+00:00,-48799000.0,27114000.0,0.0,2539951000.0,74978000.0,46737000.0,1988700000.0,3449275000.0,29132000.0,27161000.0,493438000.0,-916027000.0,30125000.0,142415000.0,6726000.0,,4098268000.0,1555735000.0,1880735000.0,1909867000.0,2188401000.0,4098268000.0,325000000.0,,-19390000.0
Regency Centers Corp,REG,,910606,2015.0,Q1,,2015-03-31,2015-05-07 13:53:45+00:00,-69277000.0,36489000.0,0.0,2537414000.0,70018000.0,49363000.0,1994727000.0,3465738000.0,29225000.0,27045000.0,490199000.0,-902845000.0,31087000.0,166659000.0,6590000.0,,4118397000.0,1544654000.0,1869654000.0,1898879000.0,2219518000.0,4118397000.0,325000000.0,,-20638000.0
Regency Centers Corp,REG,,910606,2016.0,FY,,2016-12-31,2018-02-27 12:21:36+00:00,-18346000.0,13256000.0,0.0,3295968000.0,69000000.0,118831000.0,1642420000.0,3809108000.0,358201000.0,28868000.0,474088000.0,-994259000.0,54180000.0,138936000.0,4623000.0,,4488906000.0,2266301000.0,2266301000.0,2624502000.0,1864404000.0,4488906000.0,,,-17062000.0
Regency Centers Corp,REG,,910606,2016.0,Q3,,2016-09-30,2016-11-04 12:20:49+00:00,-35739000.0,40902000.0,0.0,3292647000.0,68455000.0,122738000.0,1627621000.0,3789992000.0,33139000.0,28239000.0,432196000.0,-997881000.0,56455000.0,145689000.0,4005000.0,,4458288000.0,2242145000.0,2567145000.0,2600284000.0,1858004000.0,4458288000.0,325000000.0,,-16882000.0
Regency Centers Corp,REG,,910606,2016.0,Q2,,2016-06-30,2016-08-05 10:51:37+00:00,-80038000.0,24939000.0,0.0,2889578000.0,68297000.0,124325000.0,1984216000.0,3742865000.0,35269000.0,26974000.0,472671000.0,-950941000.0,57776000.0,165611000.0,3505000.0,,4436602000.0,1841756000.0,2166756000.0,2202025000.0,2234577000.0,4436602000.0,325000000.0,,-16843000.0
Regency Centers Corp,REG,,910606,2016.0,Q1,,2016-03-31,2016-05-06 11:33:25+00:00,-72893000.0,27137000.0,0.0,2749880000.0,69200000.0,112513000.0,1835300000.0,3461833000.0,35702000.0,28217000.0,472797000.0,-936945000.0,43751000.0,157732000.0,3893000.0,,4147373000.0,1721671000.0,2046671000.0,2082373000.0,2065000000.0,4147373000.0,325000000.0,,-18371000.0
Regency Centers Corp,REG,,910606,2017.0,FY,,2017-12-31,2019-02-21 17:28:17+00:00,-6289000.0,45370000.0,0.0,7874818000.0,80044000.0,478826000.0,3594977000.0,9553050000.0,41002000.0,46013000.0,598112000.0,-1158170000.0,537401000.0,234272000.0,4011000.0,,11145717000.0,6692052000.0,6692052000.0,6733054000.0,4412663000.0,11145717000.0,,386304000.0,-18307000.0
Regency Centers Corp,REG,,910606,2017.0,Q3,,2017-09-30,2017-11-06 13:49:19+00:00,-14141000.0,23543000.0,0.0,7780804000.0,71826000.0,508868000.0,3522130000.0,9564747000.0,41222000.0,46351000.0,956647000.0,-1153153000.0,637217000.0,276363000.0,7098000.0,,11132729000.0,6595462000.0,6595462000.0,6636684000.0,4482061000.0,11118745000.0,0.0,,-18048000.0
Regency Centers Corp,REG,,910606,2017.0,Q2,,2017-06-30,2017-08-08 15:37:40+00:00,-16435000.0,97266000.0,0.0,7774492000.0,70653000.0,540119000.0,3508026000.0,9617831000.0,41749000.0,50126000.0,859040000.0,-1122666000.0,653695000.0,246462000.0,7435000.0,,11192344000.0,6617286000.0,6692286000.0,6734035000.0,4458309000.0,11192344000.0,75000000.0,,-18105000.0
Regency Centers Corp,REG,,910606,2017.0,Q1,,2017-03-31,2017-05-10 15:58:06+00:00,-15791000.0,36855000.0,0.0,7770495000.0,68299000.0,606707000.0,3407226000.0,9795439000.0,33154000.0,41136000.0,620685000.0,-1080882000.0,680469000.0,242638000.0,7987000.0,,11135972000.0,6656349000.0,6731349000.0,6764503000.0,4371469000.0,11135972000.0,75000000.0,,-17473000.0
Regency Centers Corp,REG,,910606,2018.0,FY,,2018-12-31,2020-02-14 19:43:33+00:00,-927000.0,,0.0,7674196000.0,84983000.0,387069000.0,3715212000.0,18715952000.0,52198000.0,57750000.0,1039187000.0,-1255465000.0,496726000.0,224807000.0,45190000.0,,20272381000.0,6397970000.0,6397970000.0,6450168000.0,4494495000.0,10944663000.0,,,-19834000.0
Regency Centers Corp,REG,,910606,2018.0,Q3,,2018-09-30,2018-11-05 16:18:42+00:00,14066000.0,40365000.0,0.0,7757909000.0,85292000.0,412653000.0,3717208000.0,9416221000.0,40149000.0,43988000.0,1098378000.0,-1240331000.0,507341000.0,236250000.0,4121000.0,,11057030000.0,6512094000.0,6512094000.0,6552243000.0,4504787000.0,11057030000.0,,,-19550000.0
Regency Centers Corp,REG,,910606,2018.0,Q2,,2018-06-30,2018-08-03 16:12:25+00:00,10317000.0,37151000.0,0.0,7753069000.0,83686000.0,432951000.0,3831500000.0,9483433000.0,40688000.0,49124000.0,1138420000.0,-1216018000.0,517018000.0,215300000.0,6089000.0,,11181730000.0,6528100000.0,6528100000.0,6568788000.0,4612942000.0,11181730000.0,,,-19268000.0
Regency Centers Corp,REG,,910606,2018.0,Q1,,2018-03-31,2018-05-07 12:06:47+00:00,-4764000.0,87904000.0,0.0,-7744733000.0,83638000.0,455589000.0,3840268000.0,9553226000.0,41080000.0,48428000.0,1047767000.0,-1169828000.0,527264000.0,212515000.0,5732000.0,,11233856000.0,-8938081000.0,-8938081000.0,-8897001000.0,4628475000.0,-4268526000.0,,,-18756000.0
Regency Centers Corp,REG,,910606,2019.0,FY,,2019-12-31,2020-05-08 12:48:31+00:00,-11997000.0,,0.0,7656606000.0,76798000.0,242822000.0,3919544000.0,9374697000.0,76613000.0,58865000.0,1322374000.0,-1408062000.0,650178000.0,213705000.0,115562000.0,,11132253000.0,6213348000.0,6213348000.0,6289961000.0,4842292000.0,11132253000.0,,,-23199000.0
Regency Centers Corp,REG,,910606,2019.0,Q3,,2019-09-30,2019-11-04 16:40:05+00:00,-15804000.0,,0.0,7651732000.0,79729000.0,264681000.0,3887268000.0,18872115000.0,77108000.0,53227000.0,1327240000.0,-1350331000.0,673079000.0,219529000.0,47461000.0,,20591226000.0,6262739000.0,6262739000.0,6339847000.0,4833103000.0,11172950000.0,,,-22858000.0
Regency Centers Corp,REG,,910606,2019.0,Q2,,2019-06-30,2019-08-06 17:05:25+00:00,-14086000.0,,0.0,7646741000.0,81183000.0,262553000.0,3678465000.0,18443552000.0,52007000.0,45527000.0,1344313000.0,-1309278000.0,681626000.0,188723000.0,37364000.0,,20168965000.0,6300841000.0,6300841000.0,6352848000.0,4594341000.0,10947189000.0,,,-22536000.0
Regency Centers Corp,REG,,910606,2019.0,Q1,,2019-03-31,2019-05-10 12:03:07+00:00,-6096000.0,,0.0,7641028000.0,82477000.0,280613000.0,3683738000.0,-12480739000.0,52078000.0,46923000.0,1045494000.0,-1263011000.0,403328000.0,183983000.0,46089000.0,,-11026066000.0,6350695000.0,6350695000.0,6402773000.0,4317972000.0,10720745000.0,,,-21226000.0
Regency Centers Corp,REG,,910606,2020.0,Q1,,2020-03-31,2020-05-08 12:48:31+00:00,-25531000.0,,0.0,7782032000.0,77100000.0,228819000.0,4414857000.0,9336496000.0,75813000.0,48573000.0,1189051000.0,-1533182000.0,634811000.0,194835000.0,736845000.0,,11568311000.0,6199422000.0,6199422000.0,6275235000.0,5293076000.0,11568311000.0,,,-23897000.0
