company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Regency Centers Corp,REG,,910606,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 13:00:12+00:00,,,,161484000.0,,,83000.0,,12968000.0,1273260000.0,1283664000.0,58749000.0,193822000.0,1283664000.0,58749000.0,193822000.0,1536235000.0,115806000.0,115806000.0,77933000.0,-2564000.0,83000.0,,,,-260000.0,,,,58926000.0
Regency Centers Corp,REG,,910606,2012.0,Q3,2012-07-01,2012-09-30,,,,,37682000.0,,,-6672000.0,,5942000.0,294238000.0,299417000.0,32556000.0,41964000.0,299417000.0,32556000.0,41964000.0,373937000.0,39640000.0,39640000.0,8996000.0,-2564000.0,58000.0,,1801000.0,,-106000.0,,,,32604000.0
Regency Centers Corp,REG,,910606,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-09 15:17:18+00:00,,,,123802000.0,,,6755000.0,,7026000.0,979022000.0,984247000.0,26193000.0,151858000.0,984247000.0,26193000.0,151858000.0,1162298000.0,76166000.0,76166000.0,68937000.0,,25000.0,,-1801000.0,,-154000.0,,,,26322000.0
Regency Centers Corp,REG,,910606,2012.0,Q2,2012-04-01,2012-06-30,,,-6530000.0,,72094000.0,-65858000.0,,25609000.0,,-762974000.0,496122000.0,1001875000.0,63551000.0,65446000.0,1001875000.0,63551000.0,65446000.0,1130872000.0,22696000.0,22696000.0,89529000.0,306711000.0,28727000.0,,81008000.0,,82702000.0,384750000.0,8000.0,496250000.0,-47878000.0
Regency Centers Corp,REG,,910606,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 13:50:32+00:00,,,0.0,214624000.0,,0.0,124000.0,,15060000.0,,15060000.0,267728000.0,472310000.0,15060000.0,267728000.0,472310000.0,755098000.0,302570000.0,302570000.0,169616000.0,,388000.0,,,,,,,,267340000.0
Regency Centers Corp,REG,,910606,2013.0,Q4,2013-10-01,2013-12-31,,,,,69410000.0,,,1309000.0,-101342000.0,2356000.0,,-98986000.0,206189000.0,195262000.0,-98986000.0,206189000.0,195262000.0,302465000.0,104034000.0,104034000.0,89919000.0,,1573000.0,,,,190000.0,,,,204426000.0
Regency Centers Corp,REG,,910606,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-04 12:22:42+00:00,,,,145214000.0,,,-1185000.0,101342000.0,12704000.0,0.0,114046000.0,61539000.0,277048000.0,114046000.0,61539000.0,277048000.0,452633000.0,198536000.0,198536000.0,79697000.0,,-1185000.0,,,,-190000.0,,,,62914000.0
Regency Centers Corp,REG,,910606,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,27454000.0,215488000.0,,,-845000.0,101350000.0,14254000.0,-645460000.0,-237280000.0,431032000.0,465067000.0,-237280000.0,431032000.0,465067000.0,658819000.0,135148000.0,135148000.0,330764000.0,292576000.0,-845000.0,,,,-1524000.0,,,,433401000.0
Regency Centers Corp,REG,,910606,2013.0,Q3,2013-07-01,2013-09-30,,,,,35874000.0,,,-67000.0,1568000.0,4918000.0,,6486000.0,39883000.0,128547000.0,6486000.0,39883000.0,128547000.0,174916000.0,81330000.0,81330000.0,47284000.0,,-67000.0,,,,-50000.0,,,,40000000.0
Regency Centers Corp,REG,,910606,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-08 14:33:29+00:00,,,,109340000.0,,,-1118000.0,99774000.0,7786000.0,0.0,107560000.0,21656000.0,148501000.0,107560000.0,21656000.0,148501000.0,277717000.0,117206000.0,117206000.0,32413000.0,,-1118000.0,,,,-140000.0,,,,22914000.0
Regency Centers Corp,REG,,910606,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,27454000.0,217296000.0,,,-7450000.0,99782000.0,15278000.0,-351222000.0,55651000.0,423705000.0,378484000.0,55651000.0,423705000.0,378484000.0,857840000.0,93458000.0,93458000.0,292476000.0,290012000.0,-720000.0,,1801000.0,,-1580000.0,,,,426005000.0
Regency Centers Corp,REG,,910606,2013.0,Q2,2013-04-01,2013-06-30,,,,,71306000.0,,,-736000.0,47376000.0,3668000.0,,51044000.0,7730000.0,103591000.0,51044000.0,7730000.0,103591000.0,162365000.0,74938000.0,74938000.0,29389000.0,,-736000.0,,,,-74000.0,,,,8540000.0
Regency Centers Corp,REG,,910606,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 14:25:34+00:00,,,,38034000.0,,,-382000.0,52398000.0,4118000.0,0.0,56516000.0,13926000.0,44910000.0,56516000.0,13926000.0,44910000.0,115352000.0,42268000.0,42268000.0,3024000.0,,-382000.0,,,,-66000.0,,,,14374000.0
Regency Centers Corp,REG,,910606,2013.0,Q1TTM,2012-04-01,2013-03-31,,,-6530000.0,27454000.0,218084000.0,-65858000.0,,18895000.0,52406000.0,-751364000.0,144900000.0,1006482000.0,479526000.0,340339000.0,1006482000.0,479526000.0,340339000.0,1826347000.0,41216000.0,41216000.0,352616000.0,596723000.0,28743000.0,,82809000.0,,81196000.0,384750000.0,8000.0,496250000.0,369587000.0
Regency Centers Corp,REG,,910606,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 15:41:52+00:00,,,2169000.0,218850000.0,,,-1696000.0,,,,,118787000.0,632657000.0,,118787000.0,632657000.0,751444000.0,566541000.0,566541000.0,67812000.0,,,,,,,,,,118787000.0
Regency Centers Corp,REG,,910606,2014.0,Q4,2014-10-01,2014-12-31,,,,1981000.0,73704000.0,,,-1199000.0,-49995000.0,-10136000.0,-600000.0,-60731000.0,59652000.0,363486000.0,-60731000.0,59652000.0,363486000.0,362407000.0,347223000.0,347223000.0,17462000.0,,497000.0,,,,200000.0,,,,58955000.0
Regency Centers Corp,REG,,910606,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 13:47:34+00:00,,,188000.0,145146000.0,,0.0,-497000.0,49995000.0,10136000.0,600000.0,60731000.0,59135000.0,269171000.0,60731000.0,59135000.0,269171000.0,389037000.0,219318000.0,219318000.0,50350000.0,,-497000.0,,,,-200000.0,,,,59832000.0
Regency Centers Corp,REG,,910606,2014.0,Q3TTM,2013-10-01,2014-09-30,,,,188000.0,214556000.0,,,812000.0,-51347000.0,12492000.0,600000.0,-38255000.0,265324000.0,464433000.0,-38255000.0,265324000.0,464433000.0,691502000.0,323352000.0,323352000.0,140269000.0,,1076000.0,,,,-10000.0,,,,264258000.0
Regency Centers Corp,REG,,910606,2014.0,Q3,2014-07-01,2014-09-30,,,,188000.0,36980000.0,,,-460000.0,49995000.0,3310000.0,,53305000.0,16312000.0,160808000.0,53305000.0,16312000.0,160808000.0,230425000.0,106884000.0,106884000.0,54384000.0,,-460000.0,,,,-68000.0,,,,16840000.0
Regency Centers Corp,REG,,910606,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-06 14:01:00+00:00,,,0.0,108166000.0,,,-37000.0,,6826000.0,600000.0,7426000.0,42823000.0,108363000.0,7426000.0,42823000.0,108363000.0,158612000.0,112434000.0,112434000.0,-4034000.0,,-37000.0,,,,-132000.0,,,,42992000.0
Regency Centers Corp,REG,,910606,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,,213450000.0,,,1205000.0,-99774000.0,14100000.0,600000.0,-85074000.0,288895000.0,432172000.0,-85074000.0,288895000.0,432172000.0,635993000.0,297798000.0,297798000.0,133169000.0,,1469000.0,,,,8000.0,,,,287418000.0
Regency Centers Corp,REG,,910606,2014.0,Q2,2014-04-01,2014-06-30,,,,,71490000.0,,,291000.0,,3388000.0,,3388000.0,31343000.0,54427000.0,3388000.0,31343000.0,54427000.0,89158000.0,62322000.0,62322000.0,-8186000.0,,291000.0,,,,-78000.0,,,,31130000.0
Regency Centers Corp,REG,,910606,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 13:53:45+00:00,,,0.0,36676000.0,,,-328000.0,,3438000.0,600000.0,4038000.0,11480000.0,53936000.0,4038000.0,11480000.0,53936000.0,69454000.0,50112000.0,50112000.0,4152000.0,,-328000.0,,,,-54000.0,,,,11862000.0
Regency Centers Corp,REG,,910606,2014.0,Q1TTM,2013-04-01,2014-03-31,,,,,213266000.0,,,178000.0,-52398000.0,14380000.0,600000.0,-37418000.0,265282000.0,481336000.0,-37418000.0,265282000.0,481336000.0,709200000.0,310414000.0,310414000.0,170744000.0,,442000.0,,,,12000.0,,,,264828000.0
Regency Centers Corp,REG,,910606,2015.0,FY,2015-01-01,2015-12-31,2018-02-27 12:21:36+00:00,,,1015000.0,203054000.0,,,-3852000.0,,,,,108822000.0,323742000.0,,108822000.0,323742000.0,432564000.0,305086000.0,305086000.0,22508000.0,,,,,,0.0,,,,108822000.0
Regency Centers Corp,REG,,910606,2015.0,Q4,2015-10-01,2015-12-31,,,,-727000.0,59586000.0,,,-784000.0,,,,,15095000.0,-60202000.0,,15095000.0,-60202000.0,-45107000.0,-81926000.0,-81926000.0,22508000.0,,,,,,,,,,15095000.0
Regency Centers Corp,REG,,910606,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 12:20:49+00:00,,,1742000.0,143468000.0,,,-3068000.0,,,,,93727000.0,383944000.0,,93727000.0,383944000.0,477671000.0,387012000.0,387012000.0,0.0,,,,,,,,,,93727000.0
Regency Centers Corp,REG,,910606,2015.0,Q3TTM,2014-10-01,2015-09-30,,,,3723000.0,217172000.0,,,-4267000.0,-49995000.0,-10136000.0,-600000.0,-60731000.0,153379000.0,747430000.0,-60731000.0,153379000.0,747430000.0,840078000.0,734235000.0,734235000.0,17462000.0,,497000.0,,,,200000.0,,,,152682000.0
Regency Centers Corp,REG,,910606,2015.0,Q3,2015-07-01,2015-09-30,,,,348000.0,36552000.0,,-9000000.0,106000.0,,,,,58345000.0,248576000.0,,58345000.0,248576000.0,306921000.0,248470000.0,248470000.0,,,,,,,,,,,67345000.0
Regency Centers Corp,REG,,910606,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-05 10:51:37+00:00,,,1394000.0,106916000.0,,9000000.0,-3174000.0,,,,,35382000.0,135368000.0,,35382000.0,135368000.0,170750000.0,138542000.0,138542000.0,0.0,,,,,,,,,,26382000.0
Regency Centers Corp,REG,,910606,2015.0,Q2TTM,2014-07-01,2015-06-30,,,,3563000.0,217600000.0,,9000000.0,-4833000.0,,-6826000.0,-600000.0,-7426000.0,111346000.0,659662000.0,-7426000.0,111346000.0,659662000.0,763582000.0,592649000.0,592649000.0,71846000.0,,37000.0,,,,132000.0,,,,102177000.0
Regency Centers Corp,REG,,910606,2015.0,Q2,2015-04-01,2015-06-30,,,,,70988000.0,,1000000.0,-344000.0,-1173000.0,,,-1173000.0,23968000.0,76214000.0,-1173000.0,23968000.0,76214000.0,99009000.0,76558000.0,76558000.0,,,,,,,,,,,22968000.0
Regency Centers Corp,REG,,910606,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 11:33:25+00:00,,,1394000.0,35928000.0,,8000000.0,-2830000.0,1173000.0,,,1173000.0,11414000.0,59154000.0,1173000.0,11414000.0,59154000.0,71741000.0,61984000.0,61984000.0,0.0,,,,,,,,,,3414000.0
Regency Centers Corp,REG,,910606,2015.0,Q1TTM,2014-04-01,2015-03-31,,,,3563000.0,218102000.0,,8000000.0,-4198000.0,1173000.0,-3438000.0,-600000.0,-2865000.0,118721000.0,637875000.0,-2865000.0,118721000.0,637875000.0,753731000.0,578413000.0,578413000.0,63660000.0,,328000.0,,,,54000.0,,,,110339000.0
Regency Centers Corp,REG,,910606,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-06 13:49:19+00:00,,,0.0,109808000.0,,,168000.0,,,0.0,,85885000.0,317836000.0,,85885000.0,317836000.0,403721000.0,316002000.0,316002000.0,1666000.0,,,,,,,,,,85885000.0
Regency Centers Corp,REG,,910606,2016.0,Q3TTM,2015-10-01,2016-09-30,,,,-727000.0,169394000.0,,,-616000.0,,,,,100980000.0,257634000.0,,100980000.0,257634000.0,358614000.0,234076000.0,234076000.0,24174000.0,,,,,,,,,,100980000.0
Regency Centers Corp,REG,,910606,2016.0,Q3,2016-07-01,2016-09-30,,,,,21502000.0,,,106000.0,,,,,47180000.0,33445000.0,,47180000.0,33445000.0,80625000.0,33339000.0,33339000.0,,,,,,,,,,,47180000.0
Regency Centers Corp,REG,,910606,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-08 15:37:40+00:00,,,0.0,88306000.0,,,62000.0,,,0.0,,38705000.0,284391000.0,,38705000.0,284391000.0,323096000.0,282663000.0,282663000.0,1666000.0,,,,,,,,,,38705000.0
Regency Centers Corp,REG,,910606,2016.0,Q2TTM,2015-07-01,2016-06-30,,,,-379000.0,184444000.0,,-9000000.0,-616000.0,,,,,112145000.0,472765000.0,,112145000.0,472765000.0,584910000.0,449207000.0,449207000.0,24174000.0,,,,,,,,,,121145000.0
Regency Centers Corp,REG,,910606,2016.0,Q2,2016-04-01,2016-06-30,,,,,73084000.0,,,-156000.0,,,,,4384000.0,122576000.0,,4384000.0,122576000.0,126960000.0,121932000.0,121932000.0,800000.0,,,,,,,,,,4384000.0
Regency Centers Corp,REG,,910606,2016.0,Q1,2016-01-01,2016-03-31,2017-05-10 15:58:06+00:00,,,,15222000.0,,,218000.0,,,0.0,,34321000.0,161815000.0,,34321000.0,161815000.0,196136000.0,160731000.0,160731000.0,866000.0,,,,,,,,,,34321000.0
Regency Centers Corp,REG,,910606,2016.0,Q1TTM,2015-04-01,2016-03-31,,,,-379000.0,182348000.0,,-8000000.0,-804000.0,-1173000.0,,,-1173000.0,131729000.0,426403000.0,-1173000.0,131729000.0,426403000.0,556959000.0,403833000.0,403833000.0,23374000.0,,,,,,,,,,139729000.0
Regency Centers Corp,REG,,910606,2017.0,Q4,2017-10-01,2017-12-31,,-4917000.0,-13635000.0,-269000.0,-36590000.0,334201000.0,,-35835000.0,177016000.0,2184184000.0,,568948000.0,-1022627000.0,283706000.0,568948000.0,-1022627000.0,283706000.0,18740000.0,171882000.0,171882000.0,-172907000.0,214783000.0,,188713000.0,-333343000.0,,-1170674000.0,-1023692000.0,,-650000000.0,152964000.0
Regency Centers Corp,REG,,910606,2017.0,Q3,2017-07-01,2017-09-30,,,,,59260000.0,,,,,,,,167000.0,127164000.0,,167000.0,127164000.0,-74060000.0,127164000.0,127164000.0,,,,-201391000.0,,,,,,,167000.0
Regency Centers Corp,REG,,910606,2017.0,Q2,2017-04-01,2017-06-30,,,,174000.0,71912000.0,,,,,,-500000000.0,-500000000.0,-1283933000.0,121059000.0,-500000000.0,-1283933000.0,121059000.0,-1650196000.0,121059000.0,121059000.0,,,,12678000.0,,,,,,,-1283933000.0
Regency Centers Corp,REG,,910606,2017.0,Q1,2017-01-01,2017-03-31,2018-05-07 12:06:47+00:00,,,-174000.0,15374000.0,,,,,,500000000.0,500000000.0,1299163000.0,-62145000.0,500000000.0,1299163000.0,-62145000.0,1737018000.0,-62145000.0,-62145000.0,0.0,,,,,,,,,,1299163000.0
Regency Centers Corp,REG,,910606,2018.0,FY,2018-01-01,2018-12-31,2020-02-14 19:43:33+00:00,0.0,-22854000.0,5455000.0,136645000.0,359688000.0,,-25117000.0,99000.0,876251000.0,0.0,-508494000.0,-106024000.0,610327000.0,-508494000.0,-106024000.0,610327000.0,-4191000.0,252325000.0,252325000.0,46285000.0,-11298000.0,,,-376755000.0,,-408882000.0,-782940000.0,-213851000.0,0.0,302858000.0
Regency Centers Corp,REG,,910606,2018.0,Q4,2018-10-01,2018-12-31,,150000.0,-4422000.0,684000.0,32435000.0,92876000.0,,-11956000.0,,120000000.0,,-186025000.0,41157000.0,145572000.0,-186025000.0,41157000.0,145572000.0,704000.0,79737000.0,79737000.0,-10663000.0,368931000.0,-151142000.0,,-93897000.0,,-73653000.0,-492197000.0,-88862000.0,,265802000.0
Regency Centers Corp,REG,,910606,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-04 16:40:05+00:00,-150000.0,-18432000.0,4771000.0,104210000.0,266812000.0,,-13161000.0,99000.0,756251000.0,,-322469000.0,-147181000.0,464755000.0,-322469000.0,-147181000.0,464755000.0,-4895000.0,172588000.0,172588000.0,56948000.0,-380229000.0,151142000.0,,-282858000.0,,-335229000.0,-290743000.0,-124989000.0,,37056000.0
Regency Centers Corp,REG,,910606,2018.0,Q2TTM,2017-07-01,2018-06-30,,-6942000.0,-27962000.0,311000.0,156054000.0,511830000.0,,-56403000.0,177115000.0,2885435000.0,,455812000.0,-1216195000.0,711776000.0,455812000.0,-1216371000.0,711776000.0,-61461000.0,503154000.0,503154000.0,-218843000.0,205869000.0,,-12678000.0,-522291000.0,,-1434196000.0,-1515327000.0,-124989000.0,-650000000.0,224943000.0
Regency Centers Corp,REG,,910606,2018.0,Q2,2018-04-01,2018-06-30,,-2025000.0,-14327000.0,580000.0,72450000.0,177629000.0,,-11976000.0,99000.0,701251000.0,,-113136000.0,-196962000.0,202194000.0,-113136000.0,-197138000.0,202194000.0,-50396000.0,97178000.0,97178000.0,-46310000.0,-8914000.0,,57684000.0,-188948000.0,,-263522000.0,-491635000.0,-124989000.0,,68585000.0
Regency Centers Corp,REG,,910606,2018.0,Q1TTM,2017-04-01,2018-03-31,,-4917000.0,-13635000.0,-95000.0,155516000.0,334201000.0,,-44427000.0,177016000.0,2184184000.0,-500000000.0,68948000.0,-2303166000.0,630641000.0,68948000.0,-2303166000.0,630641000.0,-1661261000.0,527035000.0,527035000.0,-172533000.0,214783000.0,,-57684000.0,-333343000.0,,-1170674000.0,-1023692000.0,,-650000000.0,-1127575000.0
Regency Centers Corp,REG,,910606,2019.0,FY,2019-01-01,2019-12-31,2020-02-14 19:43:33+00:00,-125000.0,-32697000.0,1225000.0,136139000.0,374283000.0,,-8033000.0,9000.0,1283571000.0,0.0,-268206000.0,-282693000.0,620940000.0,-268206000.0,-282693000.0,621271000.0,70372000.0,243258000.0,243258000.0,44129000.0,-9571000.0,,,-391649000.0,,-513382000.0,-1117788000.0,-32778000.0,0.0,230814000.0
Regency Centers Corp,REG,,910606,2019.0,Q4,2019-10-01,2019-12-31,,475000.0,-11034000.0,447000.0,24084000.0,91644000.0,,-6507000.0,,110000000.0,,-67430000.0,-16384000.0,151584000.0,-67430000.0,-16384000.0,151915000.0,68101000.0,41131000.0,41131000.0,36350000.0,708817000.0,-98006000.0,,-98114000.0,,-87779000.0,-788132000.0,-1000.0,,168926000.0
Regency Centers Corp,REG,,910606,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-04 16:40:05+00:00,-600000.0,-21663000.0,778000.0,112055000.0,282639000.0,,-1526000.0,9000.0,1173571000.0,,-200776000.0,-266309000.0,469356000.0,-200776000.0,-266309000.0,469356000.0,2271000.0,202127000.0,202127000.0,7779000.0,-718388000.0,98006000.0,,-293535000.0,,-425603000.0,-329656000.0,-32777000.0,,61888000.0
Regency Centers Corp,REG,,910606,2019.0,Q3TTM,2018-10-01,2019-09-30,,-450000.0,-26085000.0,1462000.0,144490000.0,375515000.0,,-13482000.0,9000.0,1293571000.0,,-386801000.0,-225152000.0,614928000.0,-386801000.0,-225152000.0,614928000.0,2975000.0,281864000.0,281864000.0,-2884000.0,-349457000.0,-53136000.0,,-387432000.0,,-499256000.0,-821853000.0,-121639000.0,,327690000.0
Regency Centers Corp,REG,,910606,2019.0,Q3,2019-07-01,2019-09-30,,10400000.0,-8078000.0,319000.0,43704000.0,91856000.0,,19276000.0,,689588000.0,,82863000.0,-252799000.0,180033000.0,82863000.0,-252799000.0,180033000.0,10097000.0,57944000.0,57944000.0,19035000.0,-501272000.0,14546000.0,,-97880000.0,,-281801000.0,-7574000.0,1000.0,,4056000.0
Regency Centers Corp,REG,,910606,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-06 17:05:25+00:00,-11000000.0,-13585000.0,459000.0,68351000.0,190783000.0,,-20802000.0,9000.0,483983000.0,,-283639000.0,-13510000.0,289323000.0,-283639000.0,-13510000.0,289323000.0,-7826000.0,144183000.0,144183000.0,-11256000.0,-217116000.0,83460000.0,,-195655000.0,,-143802000.0,-322082000.0,-32778000.0,,57832000.0
Regency Centers Corp,REG,,910606,2019.0,Q2,2019-04-01,2019-06-30,,-9750000.0,-3416000.0,444000.0,25930000.0,93589000.0,,3430000.0,0.0,0.0,,,-60511000.0,157959000.0,-102868000.0,-60511000.0,157959000.0,-5420000.0,52690000.0,52690000.0,11666000.0,0.0,83460000.0,,0.0,,-63205000.0,0.0,,,-71016000.0
Regency Centers Corp,REG,,910606,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 12:48:31+00:00,-1250000.0,-10169000.0,15000.0,42421000.0,97194000.0,,-24232000.0,8000.0,408983000.0,,-179890000.0,47001000.0,131364000.0,-180771000.0,47001000.0,131364000.0,-2406000.0,91493000.0,91493000.0,-22922000.0,-6752000.0,,,-97812000.0,,-80597000.0,-451539000.0,-32778000.0,,128848000.0
Regency Centers Corp,REG,,910606,2020.0,Q1TTM,2019-04-01,2020-03-31,,1125000.0,-32369000.0,1527000.0,141630000.0,366384000.0,100000.0,-16638000.0,125823000.0,1484588000.0,,409842000.0,-332247000.0,615254000.0,410723000.0,-332247000.0,615585000.0,694061000.0,126982000.0,126982000.0,170895000.0,-9181000.0,,,-393701000.0,,-543492000.0,-797687000.0,,,210020000.0
Regency Centers Corp,REG,,910606,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 12:48:31+00:00,,-9841000.0,317000.0,47912000.0,89295000.0,100000.0,-32837000.0,125822000.0,610000000.0,,498158000.0,-2553000.0,125678000.0,498158000.0,-2553000.0,125678000.0,621283000.0,-24783000.0,-24783000.0,103844000.0,-6362000.0,,,-99864000.0,,-110707000.0,-131438000.0,0.0,,108054000.0
