company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,provisionforcreditlosses,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Regency Centers Corp,REG,,910606,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 13:25:02+00:00,-0.7,-2.22,,114058000.0,-1.52,201419000.0,,109239000.0,-490227000.0,-470968000.0,19554000.0,-513627000.0,,-109239000.0,128060000.0,44214000.0,-32451000.0,-38813000.0,,-217102000.0,341101000.0,113836000.0,76578000.0,,23400000.0,16696000.0,,109239000.0,557373000.0,461893000.0,-253866000.0,352654000.0,733800000.0,231400000.0,337900000.0
Regency Centers Corp,REG,,910606,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 14:41:51+00:00,-0.14,-0.53,,118398000.0,-0.39,19886000.0,-2666000.0,125287000.0,-130987000.0,-142995000.0,8902000.0,-130987000.0,,-125287000.0,67514000.0,,-15145000.0,3106000.0,,-147434000.0,438791000.0,120188000.0,29400000.0,,,,,125287000.0,325986000.0,468191000.0,1773000.0,342904000.0,935600000.0,247100000.0,335900000.0
Regency Centers Corp,REG,,910606,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 14:28:01+00:00,0.0,0.29,,60362000.0,0.18,0.0,,64418000.0,27746000.0,26798000.0,948000.0,20741000.0,1155000.0,-64418000.0,34294000.0,958000.0,3739000.0,,,62709000.0,173772000.0,67858000.0,13048000.0,496000.0,5850000.0,,,64418000.0,163010000.0,187778000.0,-35911000.0,123360000.0,,71500000.0,115200000.0
Regency Centers Corp,REG,,910606,2010.0,Q2,2010-04-01,2010-06-30,2011-08-29 16:27:32+00:00,0.0,0.27,,31395000.0,0.18,,,30635000.0,13596000.0,0.0,-216000.0,7746000.0,0.0,-30635000.0,34442000.0,0.0,1203000.0,13812000.0,,0.0,111733000.0,39890000.0,0.0,126000.0,5850000.0,,,30635000.0,105853000.0,111733000.0,0.0,81098000.0,,28700000.0,43000000.0
Regency Centers Corp,REG,,910606,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 16:51:14+00:00,0.35,0.86,,120803000.0,0.51,-12466000.0,2994000.0,123645000.0,87074000.0,70495000.0,16579000.0,59256000.0,4418000.0,-123645000.0,68501000.0,206000.0,9643000.0,,,8346000.0,436469000.0,114672000.0,33980000.0,,23400000.0,,,123645000.0,291510000.0,470655000.0,65143000.0,347010000.0,169300000.0,68900000.0,116200000.0
Regency Centers Corp,REG,,910606,2011.0,Q4,2011-10-01,2011-12-31,,0.12,0.18,,22588000.0,0.08,-18828000.0,2994000.0,31350000.0,80408000.0,101870000.0,6951000.0,93344000.0,3392000.0,-31350000.0,-3101000.0,3884000.0,4855000.0,-28413000.0,-23109000.0,48158000.0,91469000.0,18482000.0,6989000.0,,6781000.0,,,31350000.0,19141000.0,102342000.0,56706000.0,70992000.0,169300000.0,68900000.0,116200000.0
Regency Centers Corp,REG,,910606,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 12:17:52+00:00,0.09,0.23,,32497000.0,0.14,6362000.0,,30867000.0,-30406000.0,-48391000.0,6888000.0,-36256000.0,,-30867000.0,35386000.0,-4566000.0,4825000.0,11097000.0,,-39512000.0,116080000.0,27046000.0,6940000.0,,5850000.0,,,30867000.0,101291000.0,118454000.0,-8879000.0,87587000.0,-402800000.0,-157600000.0,-259000000.0
Regency Centers Corp,REG,,910606,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.23,0.68,,98215000.0,0.43,6362000.0,,92295000.0,6666000.0,-31375000.0,9628000.0,-34088000.0,1026000.0,-92295000.0,71602000.0,-3678000.0,4788000.0,28413000.0,23109000.0,-39812000.0,345000000.0,96190000.0,26991000.0,,16619000.0,,,92295000.0,272369000.0,368313000.0,8437000.0,276018000.0,-402800000.0,-157600000.0,-259000000.0
Regency Centers Corp,REG,,910606,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 15:17:18+00:00,0.14,0.4,,31219000.0,0.26,0.0,,30563000.0,5833000.0,-13104000.0,1621000.0,-17000.0,,-30563000.0,17232000.0,143000.0,2688000.0,17316000.0,,-30420000.0,112450000.0,31144000.0,12193000.0,,5850000.0,,,30563000.0,79595000.0,124786000.0,17316000.0,94223000.0,-100000.0,0.0,-100000.0
Regency Centers Corp,REG,,910606,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.14,0.45,,65718000.0,0.29,,,61428000.0,37072000.0,17016000.0,2740000.0,2168000.0,1026000.0,-61428000.0,36216000.0,888000.0,-37000.0,17316000.0,23109000.0,-300000.0,228920000.0,69144000.0,20051000.0,,10769000.0,,,61428000.0,171078000.0,249859000.0,17316000.0,188431000.0,-100000.0,0.0,-100000.0
