company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 09:39:34+00:00,,1163000000.0,,249000000.0,69000000.0,1619000000.0,9979000000.0,973000000.0,-6719000000.0,7150000000.0,973000000.0,-6719000000.0,7150000000.0,1653000000.0,6027000000.0,6027000000.0,,-109000000.0,-6000000.0,,-3149000000.0,-5752000000.0,-1648000000.0,-5638000000.0,-1838000000.0,448000000.0,239000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q4,2008-09-27,2008-12-31,,,285000000.0,,-621000000.0,-79000000.0,25000000.0,-971000000.0,-3809000000.0,-569000000.0,1903000000.0,-3809000000.0,-569000000.0,1903000000.0,-3096000000.0,1005000000.0,1005000000.0,,692000000.0,53000000.0,,-1757000000.0,-132000000.0,-598000000.0,-1106000000.0,,25000000.0,83000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 11:29:34+00:00,,1228000000.0,,-615000000.0,-1115000000.0,595000000.0,4337000000.0,-3985000000.0,-2363000000.0,7571000000.0,-3985000000.0,-2363000000.0,7571000000.0,608000000.0,5874000000.0,5874000000.0,,1584000000.0,-4000000.0,,-3521000000.0,-999000000.0,-1968000000.0,-4317000000.0,-1079000000.0,479000000.0,129000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q3,2008-06-28,2008-09-26,,,306000000.0,,-105000000.0,384000000.0,111000000.0,991000000.0,-559000000.0,-560000000.0,2450000000.0,-559000000.0,-560000000.0,2450000000.0,1226000000.0,1915000000.0,1915000000.0,,-155000000.0,-47000000.0,,-880000000.0,-106000000.0,-474000000.0,-733000000.0,-48000000.0,67000000.0,
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q3YTD,2008-01-01,2008-09-26,2009-10-29 17:25:18+00:00,,943000000.0,,6000000.0,-1036000000.0,570000000.0,5308000000.0,-176000000.0,-1794000000.0,5668000000.0,-176000000.0,-1794000000.0,5668000000.0,3704000000.0,4869000000.0,4869000000.0,,892000000.0,-57000000.0,,-1764000000.0,-867000000.0,-1370000000.0,-3211000000.0,-1079000000.0,454000000.0,46000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2008.0,Q2YTD,2008-01-01,2008-06-27,2009-07-30 10:33:15+00:00,,637000000.0,,111000000.0,-1420000000.0,459000000.0,4317000000.0,383000000.0,-1234000000.0,3218000000.0,383000000.0,-1234000000.0,3218000000.0,2478000000.0,2954000000.0,2954000000.0,,1047000000.0,-10000000.0,,-884000000.0,-761000000.0,-896000000.0,-2478000000.0,-1031000000.0,387000000.0,46000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q4,2009-10-03,2009-12-31,,,331000000.0,,257000000.0,-231000000.0,432000000.0,3540000000.0,-1409000000.0,-2589000000.0,1916000000.0,-1409000000.0,-2589000000.0,1916000000.0,-1825000000.0,1578000000.0,1578000000.0,,238000000.0,-57000000.0,,-950000000.0,-2146000000.0,-594000000.0,-2919000000.0,-1512000000.0,138000000.0,70000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:07:28+00:00,,1236000000.0,,576000000.0,-211000000.0,664000000.0,14689000000.0,-2293000000.0,-4149000000.0,8186000000.0,-2293000000.0,-4149000000.0,8186000000.0,2320000000.0,6906000000.0,6906000000.0,,255000000.0,-48000000.0,,-3800000000.0,-2452000000.0,-1993000000.0,-12328000000.0,-1518000000.0,240000000.0,104000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q3TTM,2008-09-27,2009-10-02,,,1190000000.0,,-302000000.0,-59000000.0,257000000.0,10178000000.0,-4693000000.0,-2129000000.0,8173000000.0,-4693000000.0,-2129000000.0,8173000000.0,1049000000.0,6333000000.0,6333000000.0,,709000000.0,62000000.0,,-4607000000.0,-438000000.0,-1997000000.0,-10515000000.0,-6000000.0,127000000.0,117000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q3,2009-07-04,2009-10-02,,,320000000.0,,13000000.0,500000000.0,158000000.0,3091000000.0,-1026000000.0,-396000000.0,2608000000.0,-1026000000.0,-396000000.0,2608000000.0,1199000000.0,1920000000.0,1920000000.0,,-132000000.0,5000000.0,,-951000000.0,-41000000.0,-419000000.0,-3322000000.0,-2000000.0,57000000.0,2000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q3YTD,2009-01-01,2009-10-02,2010-10-29 11:03:33+00:00,,905000000.0,,319000000.0,20000000.0,232000000.0,11149000000.0,-884000000.0,-1560000000.0,6270000000.0,-884000000.0,-1560000000.0,6270000000.0,4145000000.0,5328000000.0,5328000000.0,,17000000.0,9000000.0,,-2850000000.0,-306000000.0,-1399000000.0,-9409000000.0,-6000000.0,102000000.0,34000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q2TTM,2008-06-28,2009-07-03,,,1176000000.0,,-420000000.0,-175000000.0,210000000.0,8078000000.0,-4226000000.0,-2293000000.0,8015000000.0,-4226000000.0,-2293000000.0,8015000000.0,1076000000.0,6328000000.0,6328000000.0,,686000000.0,10000000.0,,-4536000000.0,-503000000.0,-2052000000.0,-7926000000.0,-52000000.0,137000000.0,115000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q2,2009-04-04,2009-07-03,,,302000000.0,,282000000.0,550000000.0,64000000.0,2300000000.0,-1675000000.0,-565000000.0,2789000000.0,-1675000000.0,-565000000.0,2789000000.0,831000000.0,2049000000.0,2049000000.0,,-112000000.0,-5000000.0,,-949000000.0,-80000000.0,-513000000.0,-3086000000.0,-4000000.0,8000000.0,25000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q2YTD,2009-01-01,2009-07-03,2010-08-02 10:06:55+00:00,,585000000.0,,306000000.0,-480000000.0,74000000.0,8058000000.0,142000000.0,-1164000000.0,3662000000.0,142000000.0,-1164000000.0,3662000000.0,2946000000.0,3408000000.0,3408000000.0,,149000000.0,4000000.0,,-1899000000.0,-265000000.0,-980000000.0,-6087000000.0,-4000000.0,45000000.0,32000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2009.0,Q1,2009-01-01,2009-04-03,2010-04-29 15:12:46+00:00,,283000000.0,,24000000.0,-1030000000.0,10000000.0,5758000000.0,1817000000.0,-599000000.0,873000000.0,1817000000.0,-599000000.0,873000000.0,2115000000.0,1359000000.0,1359000000.0,,261000000.0,9000000.0,,-950000000.0,-185000000.0,-467000000.0,-3001000000.0,0.0,37000000.0,7000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q4,2010-10-02,2010-12-31,,,509000000.0,,-28000000.0,636000000.0,1131000000.0,6690000000.0,-2580000000.0,-1692000000.0,2308000000.0,-2580000000.0,-1692000000.0,2308000000.0,-1992000000.0,5762000000.0,5762000000.0,,-4599000000.0,43000000.0,,-1034000000.0,-2107000000.0,-880000000.0,-6409000000.0,-2958000000.0,1212000000.0,40000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 12:22:03+00:00,,1443000000.0,,-166000000.0,974000000.0,1666000000.0,15301000000.0,-3465000000.0,-4405000000.0,9532000000.0,-3465000000.0,-4405000000.0,9532000000.0,1496000000.0,11837000000.0,11837000000.0,,-4722000000.0,-106000000.0,,-4068000000.0,-7222000000.0,-2215000000.0,-13403000000.0,-2961000000.0,5004000000.0,134000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q3TTM,2009-10-03,2010-10-01,,,1265000000.0,,119000000.0,107000000.0,967000000.0,12151000000.0,-2294000000.0,-5302000000.0,9140000000.0,-2294000000.0,-5302000000.0,9140000000.0,1663000000.0,7653000000.0,7653000000.0,,115000000.0,-206000000.0,,-3984000000.0,-7261000000.0,-1929000000.0,-9913000000.0,-1515000000.0,3930000000.0,164000000.0
Coca-Cola Co,KO,UWJKFUJFZ02DKWI3RY53,21344,2010.0,Q3,2010-07-03,2010-10-01,,,323000000.0,,245000000.0,743000000.0,331000000.0,3158000000.0,990000000.0,-1375000000.0,2914000000.0,990000000.0,-1375000000.0,2914000000.0,2774000000.0,2067000000.0,2067000000.0,,-219000000.0,-13000000.0,,-1004000000.0,-3540000000.0,-442000000.0,-1494000000.0,-1000000.0,2591000000.0,29000000.0
